seed,selected_stage,sample_id,system_id,direction,component_count,mean_abs_delta_log_gamma,mean_abs_delta_log_psat,mean_abs_delta_y,stage1_teacher_forced_fugacity_rmse,stage2_teacher_forced_fugacity_rmse,delta_teacher_forced_fugacity_rmse,evaluation_partition
0,stage2,state_1ee17e8e78d134515a8b8538,2c_6f361cb0ec8be0b0e6dd,isothermal,2,0.04866251349449158,0.1491708755493164,0.029670387506484985,0.13795867562294006,0.15725775063037872,0.01929907500743866,test
0,stage2,state_1f8a0668be8a5f578ec5ab8b,2c_4e1effd6e44016fa9e71,full_state,2,0.039762623608112335,0.1807405948638916,0.014523048885166645,0.118204765021801,0.07656542956829071,-0.041639335453510284,test
0,stage2,state_27883440d04ffe0e65ba30d7,2c_549357b643a32e7f29d6,isothermal,2,0.011758975684642792,0.15241265296936035,0.034904226660728455,0.045659810304641724,0.11182986199855804,0.06617005169391632,test
0,stage2,state_28c8aaf82e0e89724ea09866,2c_0537ca75f0252274a31e,isobaric,2,0.0031860684975981712,0.11058807373046875,0.002601467538625002,0.14001619815826416,0.08987677097320557,-0.050139427185058594,test
0,stage2,state_2ad94a60e2570ac4f7901639,2c_68abb36eecbce76e2e58,isobaric,2,0.040372297167778015,0.20422983169555664,0.048352956771850586,0.04032927379012108,0.12499970942735672,0.08467043936252594,test
0,stage2,state_2be7839d81240133ea3e70e3,2c_e61dad92ccc0c30340a4,isothermal,2,0.10195991396903992,0.46528005599975586,1.1362509240789298e-13,3.8402867317199707,2.881094217300415,-0.9591925144195557,test
0,stage2,state_2cdd85b64a63528882259e4d,2c_f98cab4acf014d5210d4,isobaric,2,0.06446017324924469,0.21517181396484375,0.044742513447999954,0.07746686786413193,0.12256339192390442,0.04509652405977249,test
0,stage2,state_3084f8211a1e923ac024a17c,2c_4e1effd6e44016fa9e71,isobaric,2,0.08588969707489014,0.1900951862335205,0.07117469608783722,0.15607698261737823,0.18643461167812347,0.03035762906074524,test
0,stage2,state_3103cba436060f030672469a,2c_3cf279eea352998261d1,isothermal,2,0.014722511172294617,0.14038872718811035,0.06741324067115784,0.14378675818443298,0.07163632661104202,-0.07215043157339096,test
0,stage2,state_3105a1e71b376812fcee49bc,2c_3dbba2317f4e40b6415a,isothermal,2,0.046805813908576965,0.24026250839233398,0.03046998381614685,0.7638659477233887,0.451429545879364,-0.31243640184402466,test
0,stage2,state_31e3243f93d0a8a0028fc346,2c_ae514b5a938c4d83d1c9,isothermal,2,0.18140631914138794,0.17875957489013672,0.06085006892681122,0.6197680830955505,0.6333070993423462,0.013539016246795654,test
0,stage2,state_31f007b7434f9958f59e9bd5,2c_c6a565ee5191fe2b2cdb,isothermal,2,0.15063782036304474,0.08848690986633301,0.020961783826351166,0.015371778048574924,0.018936768174171448,0.0035649901255965233,test
0,stage2,state_32efce06be6735f12a638cb3,2c_0537ca75f0252274a31e,isobaric,2,0.05695062875747681,0.08953332901000977,0.04242509603500366,0.09267277270555496,0.047431450337171555,-0.04524132236838341,test
0,stage2,state_35a849735b35e27af55dfafd,2c_68abb36eecbce76e2e58,isobaric,2,0.0372694730758667,0.20451641082763672,0.04384368658065796,0.05196956545114517,0.1422291398048401,0.09025957435369492,test
0,stage2,state_39129b88545d3bb3337e9ab6,2c_784276d4500715f79c89,isobaric,2,0.031037496402859688,0.1076500415802002,0.00025414390256628394,0.32263079285621643,0.3334164023399353,0.010785609483718872,test
0,stage2,state_3aa916dbee15d477c936be36,2c_303f5d258da9140f9795,isothermal,2,0.038776695728302,0.382335901260376,1.9449307615826417e-13,0.5590184330940247,0.07342217862606049,-0.485596239566803,test
0,stage2,state_3b98fedbe90fe6994ebdda6a,2c_f98cab4acf014d5210d4,isobaric,2,0.095624640583992,0.22009778022766113,0.014239619486033916,0.11658477783203125,0.17907406389713287,0.062489286065101624,test
0,stage2,state_3bdf9d94626a3e40673b111a,2c_d119216a7f1c0b5c260c,isothermal,2,0.09243345260620117,0.3867497444152832,0.06539855897426605,0.801657497882843,0.4855967164039612,-0.31606078147888184,test
0,stage2,state_3c7073b538c155294ba6efab,2c_165952a69a69e7a8d3f6,isobaric,2,0.018213987350463867,0.029901981353759766,0.004149138927459717,0.051360178738832474,0.030625155195593834,-0.02073502354323864,test
0,stage2,state_3e80e51706879af1ef059c85,2c_f4a55bc5fa0e7d69faf8,isobaric,2,0.04650387912988663,0.1558094024658203,0.003148205578327179,0.07111646234989166,0.08384969830513,0.012733235955238342,test
0,stage2,state_40023a1b797d2885c3d185f6,2c_fd67fdd685d7933bea7b,isobaric,2,0.047568947076797485,0.13442373275756836,0.06874716281890869,0.08868805319070816,0.15064029395580292,0.06195224076509476,test
0,stage2,state_40ed4ef5fcebc476a5059b3a,2c_ebc3b99e7d6baac46bdf,isothermal,2,0.09416147321462631,0.14885950088500977,0.011563319712877274,0.15361818671226501,0.21314358711242676,0.05952540040016174,test
0,stage2,state_41b225f0df13534c71ef629d,2c_fd67fdd685d7933bea7b,isobaric,2,0.05491194128990173,0.1031336784362793,0.07115143537521362,0.09172392636537552,0.13436514139175415,0.04264121502637863,test
0,stage2,state_42714c8454fe1bbc919a31e8,2c_bfc5b8e48b4d01f64642,isobaric,2,0.19573244452476501,0.3079841136932373,0.004254166968166828,2.7670278549194336,3.626662492752075,0.8596346378326416,test
0,stage2,state_431cbc30f2ba3f831fd51476,2c_6f361cb0ec8be0b0e6dd,isobaric,2,0.06934112310409546,0.08095574378967285,0.011479124426841736,0.12515950202941895,0.15455029904842377,0.029390797019004822,test
0,stage2,state_435221e5d9ffbc967180f5a9,2c_4e1effd6e44016fa9e71,full_state,2,0.0577741414308548,0.18594002723693848,0.03598678484559059,0.11750239878892899,0.11464588344097137,-0.002856515347957611,test
0,stage2,state_43e0e081364d66806600b170,2c_f98cab4acf014d5210d4,isobaric,2,0.09969369322061539,0.17734503746032715,0.01700970157980919,0.020253239199519157,0.1003260612487793,0.08007282018661499,test
0,stage2,state_45d374b2419a4166b2c704e4,2c_f4a55bc5fa0e7d69faf8,isobaric,2,0.04029610753059387,0.07906913757324219,0.0006455481052398682,0.04689016565680504,0.07977087795734406,0.03288071230053902,test
0,stage2,state_45e573dac6f871eaaf587619,2c_f6f5f309e3d6c1952684,isobaric,2,0.033180829137563705,0.08286714553833008,0.013503089547157288,0.23848506808280945,0.2746841311454773,0.03619906306266785,test
0,stage2,state_480e8bf152b6b397a8b92d74,2c_bfc5b8e48b4d01f64642,isobaric,2,0.19745133817195892,0.3167450428009033,0.0018046062905341387,2.8930158615112305,3.8284852504730225,0.935469388961792,test
0,stage2,state_48728cdb7070bc1097e864e9,2c_4e1effd6e44016fa9e71,isobaric,2,0.06914925575256348,0.1899871826171875,0.060170598328113556,0.18756389617919922,0.22162401676177979,0.034060120582580566,test
0,stage2,state_48e64d934644fef7bd46297d,2c_8742372ba72e435a7962,isothermal,2,0.02396775782108307,0.317840576171875,0.11772394180297852,0.19606295228004456,0.20467610657215118,0.008613154292106628,test
0,stage2,state_4b142d291446974c21679398,2c_03bd4325b126d2709459,isobaric,2,0.021644122898578644,0.1461167335510254,1.2316631547125423e-14,0.24870476126670837,0.32143062353134155,0.07272586226463318,test
0,stage2,state_4bdc8a84b8c1fb63a050e50d,2c_6f361cb0ec8be0b0e6dd,isobaric,2,0.06430372595787048,0.08123159408569336,0.009319603443145752,0.12014564871788025,0.14744721353054047,0.027301564812660217,test
0,stage2,state_4c7fca9c0652f93541ff7496,2c_c6a565ee5191fe2b2cdb,isothermal,2,0.10730499029159546,0.08858394622802734,1.792025729197011e-13,0.03923840820789337,0.07438431680202484,0.03514590859413147,test
0,stage2,state_4e42e14e7ad71353a41ed23a,2c_fd67fdd685d7933bea7b,isobaric,2,0.03877741098403931,0.14801287651062012,0.048227280378341675,0.14396777749061584,0.1949852705001831,0.05101749300956726,test
0,stage2,state_4eb2484a660f2661543aeb37,2c_ae514b5a938c4d83d1c9,full_state,2,0.09201228618621826,0.07604169845581055,0.025816913694143295,0.3210902214050293,0.3122459948062897,-0.008844226598739624,test
0,stage2,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,full_state,2,0.06605547666549683,0.1878829002380371,0.045127663761377335,0.12648087739944458,0.1352490484714508,0.008768171072006226,test
0,stage2,state_53049e172c822ebb818cc781,2c_ebc3b99e7d6baac46bdf,isothermal,2,0.020421892404556274,0.14885950088500977,0.02071426808834076,0.26518702507019043,0.25854092836380005,-0.006646096706390381,test
0,stage2,state_5357c9feb8a2c5d9946db98f,2c_d61da005b4125a743b07,isobaric,2,0.10134647786617279,0.12863802909851074,0.007147461175918579,0.23429839313030243,0.31493738293647766,0.08063898980617523,test
0,stage2,state_53e93914444b90783c2472ce,2c_913ec9aa8f318623c900,isothermal,2,0.06272324919700623,0.27586960792541504,0.004813845269382,0.2939377725124359,0.3419308066368103,0.04799303412437439,test
0,stage2,state_53f554f5f4698f0b6179c4f7,2c_b11dff0fda4f01349610,isobaric,2,0.09949575364589691,0.20943784713745117,0.0045120567083358765,0.11803019046783447,0.13780836760997772,0.01977817714214325,test
0,stage2,state_547a41f2a4b756b31d74c4c9,2c_165952a69a69e7a8d3f6,isobaric,2,0.1499626189470291,0.02782440185546875,0.03672611713409424,0.025387832894921303,0.034304969012737274,0.008917136117815971,test
0,stage2,state_54a8b73dd5b479763a9cb7ab,2c_6f361cb0ec8be0b0e6dd,isothermal,2,0.05599382519721985,0.2008514404296875,0.04782560467720032,0.24993933737277985,0.22505995631217957,-0.02487938106060028,test
0,stage2,state_54c04079e46a97997dd1c552,2c_8742372ba72e435a7962,isothermal,2,0.009276848286390305,0.317840576171875,0.09413887560367584,0.1826300323009491,0.15377269685268402,-0.028857335448265076,test
0,stage2,state_5622cf912262e4ceb85088ef,2c_4e1effd6e44016fa9e71,isobaric,2,0.12118552625179291,0.18521666526794434,0.0279417484998703,0.22803613543510437,0.2744985818862915,0.046462446451187134,test
0,stage2,state_5810a4e80b0ed24b837d8247,2c_b5e6a87ec43f38c5a3d1,full_state,2,0.021731147542595863,0.07531023025512695,0.00027951551601290703,0.14926975965499878,0.12335336208343506,-0.02591639757156372,test
0,stage2,state_5a96ec02de225cd17778ebb9,2c_784276d4500715f79c89,isobaric,2,0.0077274516224861145,0.15929341316223145,0.04051864147186279,0.21598190069198608,0.2574984133243561,0.041516512632369995,test
0,stage2,state_5eb7a964e5e3a631d6e171db,2c_f4a55bc5fa0e7d69faf8,isobaric,2,0.062157779932022095,0.07491374015808105,2.3095924044785887e-13,0.016641922295093536,0.012052245438098907,-0.004589676856994629,test
0,stage2,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,isobaric,2,0.0263434499502182,0.2453327178955078,0.058477647602558136,0.2797025442123413,0.2528543174266815,-0.02684822678565979,test
0,stage2,state_601b74fa70d4e4dd4d3bdb99,2c_fd67fdd685d7933bea7b,isobaric,2,0.0325300395488739,0.13216447830200195,0.037181586027145386,0.12980149686336517,0.19103433191776276,0.06123283505439758,test
0,stage2,state_60fddecc9e4cd2ea5b71bb0d,2c_98afb8e6c65a310db5e0,isothermal,2,0.1732989102602005,0.1764693260192871,0.06297101825475693,0.16527485847473145,0.09760908782482147,-0.06766577064990997,test
0,stage2,state_6163a0d0cb87e24d278213b7,2c_fd67fdd685d7933bea7b,isobaric,2,0.0006850287318229675,0.10517454147338867,0.03378397226333618,0.17370213568210602,0.24173986911773682,0.0680377334356308,test
0,stage2,state_6246a303a4069ddf4b47cfc3,2c_ecb2aa3282976dc883b8,isothermal,2,0.02006852626800537,0.15715789794921875,0.00038085877895355225,0.11299825459718704,0.14404579997062683,0.03104754537343979,test
0,stage2,state_641e713a7a87f6f18ca0f52b,2c_e0b19b407556ad694f4a,isothermal,2,0.055041998624801636,0.3284573554992676,0.0276916716247797,0.4664347767829895,0.2674523591995239,-0.19898241758346558,test
0,stage2,state_6529f0900e27373ec92fc613,2c_fd67fdd685d7933bea7b,isothermal,2,0.0417693555355072,0.2201824188232422,0.03963389992713928,0.1049942895770073,0.19273008406162262,0.08773579448461533,test
0,stage2,state_68606fe5231b940017dd4c33,2c_8742372ba72e435a7962,isothermal,2,0.00445915013551712,0.20416903495788574,0.07343977689743042,0.10826519876718521,0.1763424128293991,0.0680772140622139,test
0,stage2,state_68b3cc13f27b59c158529946,2c_9279bbcc7c86a33f7f84,isothermal,2,0.11861151456832886,0.20928716659545898,0.01844189316034317,0.5990912318229675,0.6067410111427307,0.007649779319763184,test
0,stage2,state_694cbd7f27008e7f8f43a5a9,2c_68abb36eecbce76e2e58,isobaric,2,0.03347373008728027,0.09917736053466797,0.042172715067863464,0.11547619104385376,0.1669173389673233,0.05144114792346954,test
0,stage2,state_6cfbd1f5ca18fdd6331cfe6e,2c_e38d1f19a6809ae85603,isobaric,2,0.13679955899715424,0.08830451965332031,0.0013174740597605705,0.08473949879407883,0.042178675532341,-0.042560823261737823,test
0,stage2,state_6d044bf844ec959bdc2f8eba,2c_4cc4055379eb0154120e,isothermal,2,0.03934448957443237,0.2548642158508301,0.04849369823932648,0.5907885432243347,0.5984893441200256,0.007700800895690918,test
0,stage2,state_6d67c8f607d48b68387d9dfe,2c_303f5d258da9140f9795,isothermal,2,0.01651439070701599,0.382335901260376,0.011157665401697159,0.1798076629638672,0.18525564670562744,0.005447983741760254,test
0,stage2,state_6dbf93f317ee0478ee119c3c,2c_ae514b5a938c4d83d1c9,full_state,2,0.07916471362113953,0.027486324310302734,0.04693414270877838,0.49946129322052,0.5108851790428162,0.011423885822296143,test
0,stage2,state_712406ec38b4866c1b0d93f7,2c_e61dad92ccc0c30340a4,isobaric,2,0.019474297761917114,0.13918066024780273,1.4286803077384613e-13,0.14186348021030426,0.2062682807445526,0.06440480053424835,test
0,stage2,state_712a48d116a2698588b25bbd,2c_f4a55bc5fa0e7d69faf8,isobaric,2,0.06142370402812958,0.03475356101989746,0.02348674088716507,0.08947717398405075,0.08508142828941345,-0.004395745694637299,test
0,stage2,state_73002753a7b4d95ef1c5537d,2c_913ec9aa8f318623c900,isothermal,2,0.06417138874530792,0.41163063049316406,0.0046431636437773705,0.2284795343875885,0.3303118646144867,0.1018323302268982,test
0,stage2,state_746ca08bcbae0d7aac8e4926,2c_8742372ba72e435a7962,isothermal,2,0.009253501892089844,0.2592463493347168,0.10261005163192749,0.16395871341228485,0.18591833114624023,0.021959617733955383,test
0,stage2,state_749fc345106b925237866395,2c_9f31aad1f9974e54ecb0,isobaric,2,0.18434256315231323,0.11918067932128906,4.327525750941197e-13,0.23823282122612,0.13853134214878082,-0.09970147907733917,test
0,stage2,state_7852e78dd5830d130bb40bcb,2c_3dbba2317f4e40b6415a,isothermal,2,0.03259775787591934,0.24026250839233398,0.023290134966373444,0.19885224103927612,0.0773656964302063,-0.12148654460906982,test
0,stage2,state_7880ee3446299d59b31d5d4f,2c_98afb8e6c65a310db5e0,isothermal,2,0.14271029829978943,0.20548295974731445,0.04841281473636627,0.11476057767868042,0.15147081017494202,0.0367102324962616,test
0,stage2,state_78a2a93053bac6d853c4660c,2c_f84a6616de8e67ab84b6,isobaric,2,0.07123773545026779,0.1418745517730713,0.001504313200712204,0.532658576965332,0.6156837940216064,0.08302521705627441,test
0,stage2,state_7953ec9b92c4f0c476c9d307,2c_c7052cf3bd6baff652ca,isobaric,2,0.0649164617061615,0.10761260986328125,0.033764973282814026,1.6654162406921387,2.025712728500366,0.36029648780822754,test
0,stage2,state_7a1ab5636709d975506fa005,2c_3dbba2317f4e40b6415a,isothermal,2,0.039221782237291336,0.24026250839233398,0.03716146945953369,0.6013748049736023,0.3491937816143036,-0.2521810233592987,test
0,stage2,state_7aedef11345af2ce37667553,2c_98afb8e6c65a310db5e0,isothermal,2,0.19902238249778748,0.19043493270874023,0.05827566981315613,0.13962019979953766,0.07390410453081131,-0.06571609526872635,test
0,stage2,state_7cb01e40478562f194fec52b,2c_acf6c70dfacb27974826,isobaric,2,0.03844183683395386,0.11208534240722656,0.048189520835876465,0.26685231924057007,0.20004874467849731,-0.06680357456207275,test
0,stage2,state_7cd5a535e9e7a5d43f1a18b9,2c_8742372ba72e435a7962,isothermal,2,0.027454227209091187,0.317840576171875,0.08278988301753998,0.21799194812774658,0.23677602410316467,0.01878407597541809,test
0,stage2,state_8077a47cbbbe4eb08ae5c16f,2c_303f5d258da9140f9795,isothermal,2,0.03048603981733322,0.3278815746307373,0.005612952634692192,0.32175004482269287,0.30096209049224854,-0.020787954330444336,test
0,stage2,state_813816cbefe83400b65a1761,2c_e61dad92ccc0c30340a4,isobaric,2,0.023155242204666138,0.19317364692687988,0.06956402957439423,0.41828131675720215,0.3968713581562042,-0.021409958600997925,test
0,stage2,state_829a4138393693161e6f021e,2c_98afb8e6c65a310db5e0,isothermal,2,0.25874271988868713,0.16347289085388184,7.943946065194774e-13,0.31517207622528076,0.2426862120628357,-0.07248586416244507,test
0,stage2,state_829ccd026a4dfe572e2e71c7,2c_acf6c70dfacb27974826,isothermal,2,0.0316040962934494,0.14410805702209473,0.019360674545168877,0.5861431956291199,0.564431369304657,-0.02171182632446289,test
0,stage2,state_869a008f6f1df8072d4ba584,2c_9279bbcc7c86a33f7f84,full_state,2,0.315143346786499,0.20959043502807617,1.946033612032494e-12,0.6459147334098816,0.6544008255004883,0.00848609209060669,test
0,stage2,state_86bd07d88b654d3b4f1307d0,2c_7954fe4787215de62628,isobaric,2,0.021830253303050995,0.05018186569213867,0.02203570306301117,0.13456179201602936,0.15288114547729492,0.018319353461265564,test
0,stage2,state_8c50f4fdd0a9eb44a86b60aa,2c_31c2824ab8cdf543aad1,isobaric,2,0.06458842754364014,0.03635406494140625,3.083510009826984e-13,0.0018946760101243854,0.02620081789791584,0.024306142702698708,test
0,stage2,state_8dc173472f2f4babdd8307e1,2c_b11dff0fda4f01349610,isobaric,2,0.08002720028162003,0.2723071575164795,0.04677118360996246,0.1382957249879837,0.10486336797475815,-0.033432357013225555,test
0,stage2,state_8dc2ae33404e93a83571c1c7,2c_9279bbcc7c86a33f7f84,full_state,2,0.12890684604644775,0.2096419334411621,4.280625333363819e-13,1.578233242034912,1.0375657081604004,-0.5406675338745117,test
0,stage2,state_8ed74f68356c82bd67f1e4e2,2c_ecb2aa3282976dc883b8,isothermal,2,0.022936932742595673,0.15715789794921875,0.008746787905693054,0.17084947228431702,0.13531413674354553,-0.035535335540771484,test
0,stage2,state_9162be235390ec0c108244c5,2c_4e1effd6e44016fa9e71,full_state,2,0.07887759804725647,0.18979334831237793,0.05895744636654854,0.14417125284671783,0.1673191338777542,0.023147881031036377,test
0,stage2,state_931fff5c06a00cd8b4089737,2c_7954fe4787215de62628,isobaric,2,0.006456486880779266,0.20606470108032227,0.012488335371017456,0.15759782493114471,0.11459267884492874,-0.04300514608621597,test
0,stage2,state_936369df1f5fd857c5e337b6,2c_b5e6a87ec43f38c5a3d1,full_state,2,0.021764010190963745,0.09725832939147949,1.7069001377253978e-15,0.2519257962703705,0.18769559264183044,-0.06423020362854004,test
0,stage2,state_94f2f00d56413ef0818e9397,2c_549357b643a32e7f29d6,isothermal,2,0.06355565786361694,0.25034236907958984,0.00048224860802292824,0.3107506334781647,0.15515324473381042,-0.15559738874435425,test
0,stage2,state_9515dedb20dcfb90ea2efbf2,2c_e38d1f19a6809ae85603,isobaric,2,0.1345594972372055,0.0944368839263916,0.0034713726490736008,0.0944746658205986,0.04305391013622284,-0.05142075568437576,test
0,stage2,state_9631939d4c5fed92314653d0,2c_b11dff0fda4f01349610,isobaric,2,0.07909863442182541,0.2782895565032959,0.059501126408576965,0.12436661869287491,0.092133067548275,-0.032233551144599915,test
0,stage2,state_96d37e3e18e26e301ea442af,2c_4cc4055379eb0154120e,isothermal,2,0.038160212337970734,0.2547478675842285,0.05080422759056091,0.5784814357757568,0.5859304070472717,0.007448971271514893,test
0,stage2,state_979fc419c663ef5e65e1fb0c,2c_f98cab4acf014d5210d4,isobaric,2,0.05967476963996887,0.21364474296569824,0.0511111319065094,0.07197727262973785,0.11035880446434021,0.038381531834602356,test
0,stage2,state_98d47f90e76c4a06f96d7c34,2c_7954fe4787215de62628,isobaric,2,0.0134124755859375,0.07676029205322266,0.014950200915336609,0.11475256085395813,0.15269772708415985,0.03794516623020172,test
0,stage2,state_99f6f76a9e26326b920654d0,2c_d119216a7f1c0b5c260c,isothermal,2,0.04621487855911255,0.3867497444152832,0.013292670249938965,1.07797110080719,0.6905615925788879,-0.387409508228302,test
0,stage2,state_9ae892001ef0cef37ce0536f,2c_3cf279eea352998261d1,isothermal,2,0.0061934590339660645,0.26592540740966797,0.07882410287857056,0.41899359226226807,0.24768614768981934,-0.17130744457244873,test
0,stage2,state_9b00686ef168adaa2140bdbc,2c_68abb36eecbce76e2e58,isobaric,2,0.06118643283843994,0.09134602546691895,7.10966658809542e-14,0.24839991331100464,0.321115642786026,0.07271572947502136,test
0,stage2,state_9c7ee7ce5faacd1d1bf6802e,2c_e38d1f19a6809ae85603,isobaric,2,0.06352323293685913,0.3457603454589844,0.043965086340904236,0.2926297187805176,0.24933329224586487,-0.04329642653465271,test
0,stage2,state_9d20e9e37b3efa95b686a833,2c_e61dad92ccc0c30340a4,isobaric,2,0.03255957365036011,0.1926712989807129,0.03272457793354988,0.546317458152771,0.5183572173118591,-0.027960240840911865,test
0,stage2,state_9d3de5a601d3e84da7f22a07,2c_ae99b15d6b25c7962c21,isothermal,2,0.1246969997882843,0.3753824234008789,0.003683328628540039,0.3951168358325958,0.08896323293447495,-0.3061535954475403,test
0,stage2,state_9f937354599d6fe881679db8,2c_ecb2aa3282976dc883b8,isothermal,2,0.023621413856744766,0.15715789794921875,0.009629681706428528,0.19651460647583008,0.14732298254966736,-0.04919162392616272,test
0,stage2,state_9fc2a1a66f76808b42217b37,2c_bfc5b8e48b4d01f64642,isobaric,2,0.13824191689491272,0.08330178260803223,0.05620688199996948,0.4654238224029541,0.3937232494354248,-0.0717005729675293,test
0,stage2,state_9fe48960f9f8610be0e7e321,2c_d61da005b4125a743b07,isobaric,2,0.10326430201530457,0.09184741973876953,0.045896947383880615,0.20395956933498383,0.27341318130493164,0.06945361196994781,test
0,stage2,state_a144f8eeb8267d12dc0a95c5,2c_6f361cb0ec8be0b0e6dd,isothermal,2,0.06049323081970215,0.10059213638305664,0.006796300411224365,0.11234288662672043,0.1488589495420456,0.036516062915325165,test
0,stage2,state_a20282b67b57e4aeda128d29,2c_68abb36eecbce76e2e58,isobaric,2,0.04885490983724594,0.12923908233642578,0.017543062567710876,0.16338160634040833,0.24487632513046265,0.08149471879005432,test
0,stage2,state_a5e2d49c6796afa60ffe0e2d,2c_ae514b5a938c4d83d1c9,full_state,2,0.07774460315704346,0.027486324310302734,5.939292026940768e-13,0.1123044565320015,0.09539197385311127,-0.01691248267889023,test
0,stage2,state_a5fe608fadf7c7a40068eefd,2c_549357b643a32e7f29d6,isothermal,2,0.02337813377380371,0.3506941795349121,0.04886157810688019,0.4135454595088959,0.21444296836853027,-0.1991024911403656,test
