seed,selected_stage,case,sample_id,system_id,system_family,temperature_k,pressure_kpa,x_1,y_1,pair_interaction_12,log_gamma_1,log_gamma_2,log_alpha_12,evaluation_partition,explanation_mode
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.3499999940395355,0.6761669516563416,0.0019775032997131348,0.025342725217342377,-0.012953957542777061,1.355250358581543,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.3799999952316284,0.7040953636169434,0.006871767342090607,0.02609119936823845,-0.013380107469856739,1.3564248085021973,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.4099999964237213,0.7296085357666016,0.01160883903503418,0.026201315224170685,-0.013448068872094154,1.3566031455993652,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.4399999976158142,0.7530008554458618,0.016187384724617004,0.025766834616661072,-0.01312291994690895,1.3558435440063477,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.4699999988079071,0.7745287418365479,0.020605191588401794,0.024876657873392105,-0.01237599179148674,1.3542060852050781,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.5,0.794416069984436,0.024862416088581085,0.02361539751291275,-0.011184190399944782,1.3517532348632812,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.5299999713897705,0.8128582835197449,0.028957441449165344,0.022061865776777267,-0.009530829265713692,1.3485465049743652,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.5600000023841858,0.8300257325172424,0.032890528440475464,0.020289737731218338,-0.007404603995382786,1.3446483612060547,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.5899999737739563,0.8460675477981567,0.0366622656583786,0.018366916105151176,-0.0047997040674090385,1.3401203155517578,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.6200000047683716,0.8611139059066772,0.04027386009693146,0.016355430707335472,-0.001715380698442459,1.335024356842041,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.6499999761581421,0.8752785921096802,0.04372666776180267,0.014311254024505615,0.0018442906439304352,1.329420566558838,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.6800000071525574,0.88866126537323,0.04702230542898178,0.01228436827659607,0.005870886147022247,1.3233671188354492,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.7099999785423279,0.9013490080833435,0.05016350746154785,0.010318957269191742,0.010352440178394318,1.3169198036193848,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.7400000095367432,0.9134179949760437,0.053153179585933685,0.008453372865915298,0.015273749828338623,1.310133457183838,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.7699999809265137,0.924934983253479,0.05599409341812134,0.006720427423715591,0.02061663381755352,1.3030576705932617,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.800000011920929,0.935958206653595,0.05869029462337494,0.0051477327942848206,0.02636130526661873,1.2957401275634766,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.8299999833106995,0.9465386867523193,0.06124570965766907,0.003757953643798828,0.03248628228902817,1.2882251739501953,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.8600000143051147,0.9567210078239441,0.063664510846138,0.002569233998656273,0.03896903991699219,1.2805538177490234,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.8899999856948853,0.9665442705154419,0.06595094501972198,0.0015956079587340355,0.04578642547130585,1.2727627754211426,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.9200000166893005,0.9760427474975586,0.0681099221110344,0.0008474346250295639,0.05291563272476196,1.264885425567627,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,near_ideal,state_fd3607b05db68b9f41090c5d,2c_f98cab4acf014d5210d4,alcohol/polyol + alcohol/polyol,393.9700000000001,101.30000000000001,0.949999988079071,0.9852462410926819,0.07014603167772293,0.00033184001222252846,0.060333769768476486,1.256950855255127,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.05000000074505806,0.14230485260486603,2.0059664249420166,1.7919210195541382,0.005986690521240234,1.1481618881225586,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.07999999821186066,0.19234943389892578,1.993811011314392,1.660423994064331,0.015120178461074829,1.0075316429138184,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.10999999940395355,0.22780214250087738,1.9819449186325073,1.5359301567077637,0.02817988395690918,0.8699779510498047,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.14000000059604645,0.253574937582016,1.9704469442367554,1.418388843536377,0.04496204853057861,0.735654354095459,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.17000000178813934,0.2727048099040985,1.9594014883041382,1.3077112436294556,0.0652538537979126,0.6046848297119141,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.20000000298023224,0.2871765196323395,1.948898196220398,1.2037677764892578,0.08883774280548096,0.4771575927734375,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.23000000417232513,0.2983437180519104,1.9390296936035156,1.1063847541809082,0.11549824476242065,0.35311388969421387,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.25999999046325684,0.3071611225605011,1.9298940896987915,1.015345573425293,0.14502942562103271,0.2325434684753418,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.28999999165534973,0.31431713700294495,1.9215890169143677,0.9303872585296631,0.17724347114562988,0.1153712272644043,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.3199999928474426,0.320316344499588,1.9142132997512817,0.8512065410614014,0.21198058128356934,0.001453399658203125,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.3499999940395355,0.3255307674407959,1.9078642129898071,0.7774617075920105,0.24911922216415405,-0.10943007469177246,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.3799999952316284,0.33023422956466675,1.902634859085083,0.7087815403938293,0.2885867953300476,-0.21757793426513672,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.4099999964237213,0.3346269130706787,1.8986127376556396,0.6447741985321045,0.3303678035736084,-0.3233661651611328,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.4399999976158142,0.33885347843170166,1.895877480506897,0.5850393772125244,0.37451231479644775,-0.4272456169128418,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.4699999988079071,0.34301111102104187,1.894498586654663,0.5291661024093628,0.4211537837982178,-0.5297601222991943,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.5,0.34718969464302063,1.8945354223251343,0.476812481880188,0.4704551696777344,-0.6314153671264648,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.5299999713897705,0.35144031047821045,1.8960386514663696,0.42761296033859253,0.522698700428009,-0.7328581809997559,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.5600000023841858,0.355818510055542,1.899044394493103,0.38126683235168457,0.5782161951065063,-0.8347220420837402,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.5899999737739563,0.36038845777511597,1.903578519821167,0.33752840757369995,0.6373997330665588,-0.9376437664031982,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.6200000047683716,0.3652369976043701,1.9096578359603882,0.29621267318725586,0.7006934881210327,-1.0422534942626953,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.6499999761581421,0.3704889714717865,1.917291522026062,0.2571985125541687,0.7685850262641907,-1.1491589546203613,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.6800000071525574,0.3763259947299957,1.9264862537384033,0.2204287052154541,0.8415998220443726,-1.2589435577392578,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.7099999785423279,0.38301244378089905,1.9372469186782837,0.1859053373336792,0.9202978014945984,-1.3721649646759033,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.7400000095367432,0.39096009731292725,1.9495913982391357,0.15371805429458618,1.0051922798156738,-1.4892468452453613,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.7699999809265137,0.4006706774234772,1.9635411500930786,0.12390482425689697,1.0971150398254395,-1.610982894897461,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.800000011920929,0.4130135774612427,1.9791113138198853,0.096649169921875,1.1966922283172607,-1.7378156185150146,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.8299999833106995,0.42929449677467346,1.9963394403457642,0.07214409112930298,1.3047287464141846,-1.8703572750091553,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.8600000143051147,0.45165303349494934,2.015273332595825,0.050627321004867554,1.4221388101577759,-2.009284019470215,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.8899999856948853,0.4838544428348541,2.0359702110290527,0.03238841891288757,1.549961805343628,-2.155345916748047,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.9200000166893005,0.5331965088844299,2.0584914684295654,0.01777753233909607,1.6893703937530518,-2.3093655109405518,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,hydrogen_bond_rich,state_5f81c15d2c6cc5867046a160,2c_fd67fdd685d7933bea7b,alcohol/polyol + alkane/cycloalkane,318.5,40.00000000000001,0.949999988079071,0.61590975522995,2.0828969478607178,0.007215425372123718,1.8416589498519897,-2.4722161293029785,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.05000000074505806,0.5370767116546631,1.5652704238891602,1.4049460887908936,0.004318982362747192,3.0930185317993164,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.07999999821186066,0.6344211101531982,1.5607099533081055,1.3119597434997559,0.010773330926895142,2.9935779571533203,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.10999999940395355,0.691444456577301,1.5572662353515625,1.225111484527588,0.019881010055541992,2.8976221084594727,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.14000000059604645,0.7289683818817139,1.5549191236495972,1.143784523010254,0.03149116039276123,2.804684638977051,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.17000000178813934,0.7555966973304749,1.5536472797393799,1.067416787147522,0.04549255967140198,2.714315414428711,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.20000000298023224,0.7755266427993774,1.5534316301345825,0.9954996109008789,0.06181144714355469,2.626079559326172,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.23000000417232513,0.7910460829734802,1.554252028465271,0.9275732040405273,0.08041071891784668,2.539553642272949,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.25999999046325684,0.8035070300102234,1.5560903549194336,0.8632251024246216,0.10128819942474365,2.4543280601501465,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.28999999165534973,0.8137578964233398,1.5589276552200317,0.8020852208137512,0.12447673082351685,2.369999885559082,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.3199999928474426,0.8223570585250854,1.5627448558807373,0.7438232898712158,0.15004396438598633,2.286170482635498,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.3499999940395355,0.8296866416931152,1.5675209760665894,0.6881473660469055,0.17809146642684937,2.2024474143981934,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.3799999952316284,0.8360178470611572,1.5732334852218628,0.6348043084144592,0.20875513553619385,2.118440628051758,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.4099999964237213,0.841549277305603,1.5798567533493042,0.5835788249969482,0.2422034740447998,2.033766746520996,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.4399999976158142,0.8464323282241821,1.5873616933822632,0.5342949628829956,0.27863597869873047,1.9480504989624023,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.4699999988079071,0.8507868051528931,1.5957159996032715,0.4868180751800537,0.3182799816131592,1.8609294891357422,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.5,0.8546887636184692,1.604866623878479,0.4409506916999817,0.3614826798439026,1.7718596458435059,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.5299999713897705,0.8582785725593567,1.6147819757461548,0.3968513011932373,0.4083211421966553,1.6809215545654297,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.5600000023841858,0.8616167902946472,1.6254254579544067,0.3544059991836548,0.4591759443283081,1.5876212120056152,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.5899999737739563,0.864790678024292,1.6367496252059937,0.3136453628540039,0.5143389701843262,1.4916977882385254,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.6200000047683716,0.8678948283195496,1.648704171180725,0.2746371030807495,0.5741046667098999,1.3929238319396973,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.6499999761581421,0.8710363507270813,1.6612364053726196,0.23748409748077393,0.6387617588043213,1.2911136150360107,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.6800000071525574,0.8743401169776917,1.674293041229248,0.2023189663887024,0.7085915207862854,1.1861190795898438,test,teacher_forced_fixed_T_P_composition_scan
0,stage2,strong_nonideal,state_4fe1c2b72f722935b06e48f4,2c_4e1effd6e44016fa9e71,alcohol/polyol + aromatic/unsaturated hydrocarbon,332.72,100.2,0.7099999785423279,0.8779560327529907,1.6878196001052856,0.16929972171783447,0.7838596701622009,1.0778312683105469,test,teacher_forced_fixed_T_P_composition_scan
