seed,selected_stage,sample_id,system_id,direction,component_count,chemical_family,evaluation_partition,explanation_mode,output,view_i,view_j,shapley_interaction,absolute_shapley_interaction
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,unimol_v2,0.006950996816158295,0.006950996816158295
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,functional_groups,-0.02779335528612137,0.02779335528612137
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,unimol_v2,functional_groups,0.01794329285621643,0.01794329285621643
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,unimol_v2,-0.18530023097991943,0.18530023097991943
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,functional_groups,-0.6536489725112915,0.6536489725112915
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,unimol_v2,functional_groups,0.03949582576751709,0.03949582576751709
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,unimol_v2,0.024222824722528458,0.024222824722528458
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,functional_groups,-0.09821750223636627,0.09821750223636627
0,stage2,state_0c4ad6871cde7ec35299a4f1,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,unimol_v2,functional_groups,0.06119595095515251,0.06119595095515251
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,unimol_v2,0.005076663568615913,0.005076663568615913
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,functional_groups,-0.030697902664542198,0.030697902664542198
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,ge_rt,unimol_v2,functional_groups,0.005679981783032417,0.005679981783032417
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,unimol_v2,0.006023038178682327,0.006023038178682327
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,functional_groups,-0.03888930007815361,0.03888930007815361
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,unimol_v2,functional_groups,0.006570536643266678,0.006570536643266678
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,unimol_v2,0.034581542015075684,0.034581542015075684
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,functional_groups,-0.5305975675582886,0.5305975675582886
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,unimol_v2,functional_groups,-0.015871167182922363,0.015871167182922363
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,unimol_v2,0.022140532732009888,0.022140532732009888
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,functional_groups,-0.1338808238506317,0.1338808238506317
0,stage2,state_0cee952ecf4f025da054ee13,2c_784276d4500715f79c89,isobaric,2,alkane/cycloalkane + sulfur-containing,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,unimol_v2,functional_groups,0.02477172017097473,0.02477172017097473
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,unimol_v2,0.0,0.0
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,functional_groups,0.0,0.0
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,ge_rt,unimol_v2,functional_groups,0.0,0.0
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,unimol_v2,0.01092466339468956,0.01092466339468956
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,functional_groups,-0.045944105833768845,0.045944105833768845
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,unimol_v2,functional_groups,0.02905299887061119,0.02905299887061119
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,unimol_v2,-0.02308368682861328,0.02308368682861328
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,functional_groups,-0.2038569450378418,0.2038569450378418
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,unimol_v2,functional_groups,0.05401277542114258,0.05401277542114258
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,unimol_v2,0.02184932678937912,0.02184932678937912
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,functional_groups,-0.09188821166753769,0.09188821166753769
0,stage2,state_0f193199a3b2cfcde25945a9,2c_e38d1f19a6809ae85603,isobaric,2,alcohol/polyol + alkane/cycloalkane,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,unimol_v2,functional_groups,0.05810599774122238,0.05810599774122238
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,unimol_v2,0.012598879635334015,0.012598879635334015
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,functional_groups,-0.016619665548205376,0.016619665548205376
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,ge_rt,unimol_v2,functional_groups,0.03399829566478729,0.03399829566478729
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,unimol_v2,0.025815419852733612,0.025815419852733612
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,functional_groups,-0.03523261472582817,0.03523261472582817
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,unimol_v2,functional_groups,0.07991442829370499,0.07991442829370499
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,unimol_v2,-0.17789793014526367,0.17789793014526367
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,functional_groups,-0.2562096118927002,0.2562096118927002
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,unimol_v2,functional_groups,-0.059807777404785156,0.059807777404785156
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,unimol_v2,0.0784493163228035,0.0784493163228035
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,functional_groups,-0.10348542779684067,0.10348542779684067
0,stage2,state_0fadd22062262caf00cd2fc7,2c_ebc3b99e7d6baac46bdf,isothermal,2,alcohol/polyol + ether/carbonyl,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,unimol_v2,functional_groups,0.2116968035697937,0.2116968035697937
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,unimol_v2,-0.00019756611436605453,0.00019756611436605453
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,ge_rt,rdkit_2d,functional_groups,-0.05271914601325989,0.05271914601325989
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,ge_rt,unimol_v2,functional_groups,-0.002157770097255707,0.002157770097255707
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,unimol_v2,0.0019184239208698273,0.0019184239208698273
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,rdkit_2d,functional_groups,-0.057698920369148254,0.057698920369148254
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_log_gamma,unimol_v2,functional_groups,0.0015110857784748077,0.0015110857784748077
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,unimol_v2,-0.04024088382720947,0.04024088382720947
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,rdkit_2d,functional_groups,0.1517735719680786,0.1517735719680786
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_log_alpha,unimol_v2,functional_groups,-0.03570520877838135,0.03570520877838135
0,stage2,state_1059a2a9cff664b934068b15,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,test,teacher_forced_observed_T_P_x,mean_abs_pair_interaction,rdkit_2d,unimol_v2,0.005927775055170059,0.005927775055170059
