seed,selected_stage,case,sample_id,system_id,component_names,component_smiles,component_count,temperature_k,pressure_kpa,path_component,path_fraction,evaluation_partition,explanation_mode,x_1,y_1,log_gamma_1,x_2,y_2,log_gamma_2,pair_interaction_12,pair_contribution_12
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.05000000074505806,test,teacher_forced_fixed_T_P_composition_path,0.05000000074505806,0.1568521410226822,-0.04012562707066536,0.949999988079071,0.843147873878479,-0.0006407750770449638,-0.055052995681762695,-0.0026150173010363793
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.3199999928474426,test,teacher_forced_fixed_T_P_composition_path,0.3199999928474426,0.6420800685882568,0.023868422955274582,0.6800000071525574,0.3579199016094208,-0.012221959419548512,-0.0030930042266845703,-0.0006730377117623219
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.3425000011920929,test,teacher_forced_fixed_T_P_composition_path,0.3425000011920929,0.6654723882675171,0.025056812912225723,0.6575000286102295,0.3345276713371277,-0.012808899395167828,0.0007109716534614563,0.00016010638031076
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.36500000953674316,test,teacher_forced_fixed_T_P_composition_path,0.36500000953674316,0.687272310256958,0.025817008689045906,0.6349999904632568,0.3127277195453644,-0.013223348185420036,0.004428356885910034,0.0010263824286344653
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.38749998807907104,test,teacher_forced_fixed_T_P_composition_path,0.38749998807907104,0.7076275944709778,0.02619081363081932,0.612500011920929,0.292372465133667,-0.013447140343487263,0.008058212697505951,0.001912566398309866
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.4099999964237213,test,teacher_forced_fixed_T_P_composition_path,0.4099999964237213,0.7266719341278076,0.026218697428703308,0.5900000333786011,0.27332809567451477,-0.01346401497721672,0.011599406599998474,0.002805896590805336
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.4325000047683716,test,teacher_forced_fixed_T_P_composition_path,0.4325000047683716,0.7445257306098938,0.02594011090695858,0.5674999952316284,0.2554742395877838,-0.013259489089250565,0.015051670372486115,0.0036943384296761026
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.45500001311302185,test,teacher_forced_fixed_T_P_composition_path,0.45500001311302185,0.7612982392311096,0.025392718613147736,0.5449999570846558,0.2387017458677292,-0.01282112579792738,0.01841384917497635,0.004566174021203419
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.47749999165534973,test,teacher_forced_fixed_T_P_composition_path,0.47749999165534973,0.7770878076553345,0.024612940847873688,0.5225000381469727,0.22291217744350433,-0.012138348072767258,0.021685481071472168,0.005410392293530104
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.5,test,teacher_forced_fixed_T_P_composition_path,0.5,0.7919832468032837,0.023635588586330414,0.5,0.2080167531967163,-0.011202351190149784,0.024866469204425812,0.006216617301106453
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.5224999785423279,test,teacher_forced_fixed_T_P_composition_path,0.5224999785423279,0.8060656785964966,0.022493647411465645,0.4775000214576721,0.19393427670001984,-0.010006411001086235,0.027956083416938782,0.006974868113999119
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.5450000166893005,test,teacher_forced_fixed_T_P_composition_path,0.5450000166893005,0.8194073438644409,0.02121872641146183,0.45499998331069946,0.1805926412343979,-0.0085452264174819,0.030955255031585693,0.007676129319961514
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.5674999952316284,test,teacher_forced_fixed_T_P_composition_path,0.5674999952316284,0.8320741653442383,0.01984015852212906,0.4325000047683716,0.16792581975460052,-0.006815772503614426,0.03386302292346954,0.008311467354470976
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.5899999737739563,test,teacher_forced_fixed_T_P_composition_path,0.5899999737739563,0.8441258072853088,0.01838582567870617,0.4100000262260437,0.15587419271469116,-0.0048162005841732025,0.03668041527271271,0.00887299262762597
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.612500011920929,test,teacher_forced_fixed_T_P_composition_path,0.612500011920929,0.8556161522865295,0.01688157394528389,0.38749998807907104,0.14438389241695404,-0.0025465022772550583,0.03940778970718384,0.00935319248261448
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.6349999904632568,test,teacher_forced_fixed_T_P_composition_path,0.6349999904632568,0.8665937781333923,0.015351291745901108,0.36500000953674316,0.13340617716312408,-8.188188076019287e-06,0.04204542934894562,0.00974507949561551
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.6575000286102295,test,teacher_forced_fixed_T_P_composition_path,0.6575000286102295,0.8771032094955444,0.01381710171699524,0.3424999713897705,0.12289684265851974,0.0027959272265434265,0.04459427297115326,0.010042351157004107
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.6800000071525574,test,teacher_forced_fixed_T_P_composition_path,0.6800000071525574,0.8871839642524719,0.01229918748140335,0.3199999928474426,0.11281601339578629,0.005861707031726837,0.04705512523651123,0.010239195130301627
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.7024999856948853,test,teacher_forced_fixed_T_P_composition_path,0.7024999856948853,0.8968725800514221,0.010815884917974472,0.29750001430511475,0.10312743484973907,0.009183995425701141,0.049429215490818024,0.010330397391355831
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.7250000238418579,test,teacher_forced_fixed_T_P_composition_path,0.7250000238418579,0.9062015414237976,0.009383637458086014,0.2749999761581421,0.09379849582910538,0.012756139039993286,0.05171699821949005,0.010311075965147604
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.7475000023841858,test,teacher_forced_fixed_T_P_composition_path,0.7475000023841858,0.9152005314826965,0.008017288520932198,0.2524999976158142,0.08479950577020645,0.016571687534451485,0.05392111837863922,0.010177274023342094
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.7699999809265137,test,teacher_forced_fixed_T_P_composition_path,0.7699999809265137,0.923896312713623,0.006729770451784134,0.23000001907348633,0.07610365003347397,0.020622074604034424,0.05604177713394165,0.009924999307633563
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.7925000190734863,test,teacher_forced_fixed_T_P_composition_path,0.7925000190734863,0.9323133826255798,0.005532516166567802,0.20749998092651367,0.06768664717674255,0.024899175390601158,0.0580812469124794,0.00955109739889407
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.8149999976158142,test,teacher_forced_fixed_T_P_composition_path,0.8149999976158142,0.9404733180999756,0.004435328766703606,0.1850000023841858,0.05952664837241173,0.02939365804195404,0.060040585696697235,0.00905261939860271
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.8374999761581421,test,teacher_forced_fixed_T_P_composition_path,0.8374999761581421,0.9483963251113892,0.00344659760594368,0.1625000238418579,0.051603738218545914,0.03409651666879654,0.061922088265419006,0.008427210196399732
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.8600000143051147,test,teacher_forced_fixed_T_P_composition_path,0.8600000143051147,0.9561001062393188,0.002573315054178238,0.13999998569488525,0.04389989376068115,0.038998037576675415,0.06372736394405365,0.007672773962492423
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.8824999928474426,test,teacher_forced_fixed_T_P_composition_path,0.8824999928474426,0.9636010527610779,0.001821206882596016,0.11750000715255737,0.036398932337760925,0.0440884605050087,0.06545822322368622,0.006787608992569288
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.9049999713897705,test,teacher_forced_fixed_T_P_composition_path,0.9049999713897705,0.9709139466285706,0.0011948421597480774,0.09500002861022949,0.029086029157042503,0.04935789853334427,0.0671164020895958,0.005770334225027633
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.9275000095367432,test,teacher_forced_fixed_T_P_composition_path,0.9275000095367432,0.9780520796775818,0.0006977347657084465,0.07249999046325684,0.021947894245386124,0.0547972247004509,0.0687045082449913,0.004619948216088379
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.949999988079071,test,teacher_forced_fixed_T_P_composition_path,0.949999988079071,0.985027551651001,0.0003324393182992935,0.050000011920928955,0.014972430653870106,0.06039685010910034,0.07022441923618317,0.003335660667144972
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.05000000074505806,test,teacher_forced_fixed_T_P_composition_path,0.05000000074505806,0.38051798939704895,2.0102643966674805,0.949999988079071,0.6194820404052734,0.007479339838027954,2.2656548023223877,0.10761860336352005
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.07249999791383743,test,teacher_forced_fixed_T_P_composition_path,0.07249999791383743,0.4453602135181427,1.8904528617858887,0.9275000095367432,0.5546398162841797,0.01528593897819519,2.2490649223327637,0.15123555657439722
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.0949999988079071,test,teacher_forced_fixed_T_P_composition_path,0.0949999988079071,0.4882258176803589,1.778186559677124,0.9049999713897705,0.5117742419242859,0.025537729263305664,2.2336652278900146,0.1920393594870285
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.11749999970197678,test,teacher_forced_fixed_T_P_composition_path,0.11749999970197678,0.5181866884231567,1.6728469133377075,0.8824999928474426,0.4818132817745209,0.038051217794418335,2.2194175720214844,0.2301397284098287
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.14000000059604645,test,teacher_forced_fixed_T_P_composition_path,0.14000000059604645,0.5399729013442993,1.5738861560821533,0.8600000143051147,0.4600270986557007,0.05266648530960083,2.206289291381836,0.26563723623188784
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.16249999403953552,test,teacher_forced_fixed_T_P_composition_path,0.16249999403953552,0.5562978386878967,1.4808305501937866,0.8374999761581421,0.4437020719051361,0.06924092769622803,2.194253444671631,0.2986241602811101
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.1850000023841858,test,teacher_forced_fixed_T_P_composition_path,0.1850000023841858,0.5688360333442688,1.3932766914367676,0.8149999976158142,0.4311639368534088,0.08764433860778809,2.1832950115203857,0.32918630864137616
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.20749999582767487,test,teacher_forced_fixed_T_P_composition_path,0.20749999582767487,0.578691840171814,1.310910940170288,0.7925000190734863,0.4213082194328308,0.10774797201156616,2.1734132766723633,0.35740423093107565
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.23000000417232513,test,teacher_forced_fixed_T_P_composition_path,0.23000000417232513,0.5865933895111084,1.2333617210388184,0.7699999809265137,0.4134066104888916,0.12945401668548584,2.164612054824829,0.3833527923677647
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.2524999976158142,test,teacher_forced_fixed_T_P_composition_path,0.2524999976158142,0.5930790305137634,1.1603797674179077,0.7475000023841858,0.40692102909088135,0.15265178680419922,2.1569089889526367,0.40710308843810566
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.2750000059604645,test,teacher_forced_fixed_T_P_composition_path,0.2750000059604645,0.5985313057899475,1.0916950702667236,0.7250000238418579,0.40146875381469727,0.17724978923797607,2.1503312587738037,0.4287223181090033
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.29750001430511475,test,teacher_forced_fixed_T_P_composition_path,0.29750001430511475,0.6032279133796692,1.0270352363586426,0.7024999856948853,0.3967720568180084,0.203174889087677,2.1449127197265625,0.448273365145058
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.3199999928474426,test,teacher_forced_fixed_T_P_composition_path,0.3199999928474426,0.6073713898658752,0.966120719909668,0.6800000071525574,0.39262855052948,0.23037636280059814,2.1406919956207275,0.4658145727349582
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.3425000011920929,test,teacher_forced_fixed_T_P_composition_path,0.3425000011920929,0.6111040115356445,0.9086582660675049,0.6575000286102295,0.3888959586620331,0.25883328914642334,2.137707471847534,0.48139838461130635
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.36500000953674316,test,teacher_forced_fixed_T_P_composition_path,0.36500000953674316,0.6145227551460266,0.8543459177017212,0.6349999904632568,0.3854772746562958,0.2885582447052002,2.1359975337982178,0.4950708338961059
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.38749998807907104,test,teacher_forced_fixed_T_P_composition_path,0.38749998807907104,0.6176870465278625,0.8028742074966431,0.612500011920929,0.38231298327445984,0.31960225105285645,2.1355950832366943,0.5068701398088464
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.4099999964237213,test,teacher_forced_fixed_T_P_composition_path,0.4099999964237213,0.6206281781196594,0.7539339065551758,0.5900000333786011,0.3793717920780182,0.35205674171447754,2.1365292072296143,0.5168264399596434
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.4325000047683716,test,teacher_forced_fixed_T_P_composition_path,0.4325000047683716,0.6233549118041992,0.7072223424911499,0.5674999952316284,0.3766450583934784,0.38605499267578125,2.1388192176818848,0.5249598107367305
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.45500001311302185,test,teacher_forced_fixed_T_P_composition_path,0.45500001311302185,0.6258597373962402,0.6624512672424316,0.5449999570846558,0.37414029240608215,0.42177116870880127,2.1424763202667236,0.5312805389945298
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.47749999165534973,test,teacher_forced_fixed_T_P_composition_path,0.47749999165534973,0.6281245350837708,0.619355320930481,0.5225000381469727,0.37187546491622925,0.45941877365112305,2.1475026607513428,0.535788521719693
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.5,test,teacher_forced_fixed_T_P_composition_path,0.5,0.6301250457763672,0.5776965618133545,0.5,0.3698749840259552,0.49924778938293457,2.153888463973999,0.5384721159934998
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.5224999785423279,test,teacher_forced_fixed_T_P_composition_path,0.5224999785423279,0.6318351626396179,0.5372720956802368,0.4775000214576721,0.36816486716270447,0.5415388345718384,2.1616151332855225,0.5393094677473991
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.5450000166893005,test,teacher_forced_fixed_T_P_composition_path,0.5450000166893005,0.6332326531410217,0.49791693687438965,0.45499998331069946,0.36676734685897827,0.5865988731384277,2.17065167427063,0.5382673456668596
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.5674999952316284,test,teacher_forced_fixed_T_P_composition_path,0.5674999952316284,0.6343022584915161,0.45950984954833984,0.4325000047683716,0.3656977117061615,0.6347534656524658,2.1809587478637695,0.535302695074937
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.5899999737739563,test,teacher_forced_fixed_T_P_composition_path,0.5899999737739563,0.6350399851799011,0.4219712018966675,0.4100000262260437,0.3649599850177765,0.6863399744033813,2.1924855709075928,0.5303622699525852
0,stage2,hbond_binary,state_8db6883e35300d870b6bef16,2c_165952a69a69e7a8d3f6,ethanol | isooctane,CCO | CC(C)CC(C)(C)C,2,345.22,101.32,1,0.612500011920929,test,teacher_forced_fixed_T_P_composition_path,0.612500011920929,0.6354577541351318,0.3852658271789551,0.38749998807907104,0.36454224586486816,0.7416998147964478,2.2051730155944824,0.5233840270052676
