seed,selected_stage,case,sample_id,system_id,component_names,component_smiles,component_count,temperature_k,pressure_kpa,path_component,path_fraction,evaluation_partition,explanation_mode,x_1,y_1,log_gamma_1,x_2,y_2,log_gamma_2,pair_interaction_12,pair_contribution_12
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.05000000074505806,test,teacher_forced_fixed_T_P_composition_path,0.05000000074505806,0.1568521410226822,-0.04012562707066536,0.949999988079071,0.843147873878479,-0.0006407750770449638,-0.055052995681762695,-0.0026150173010363793
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.07249999791383743,test,teacher_forced_fixed_T_P_composition_path,0.07249999791383743,0.21826714277267456,-0.030255388468503952,0.9275000095367432,0.7817328572273254,-0.001283145509660244,-0.05031892657279968,-0.0033836332561580167
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.0949999988079071,test,teacher_forced_fixed_T_P_composition_path,0.0949999988079071,0.27463263273239136,-0.021364673972129822,0.9049999713897705,0.7253673672676086,-0.002094171941280365,-0.04565128684043884,-0.0039248692127772005
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.11749999970197678,test,teacher_forced_fixed_T_P_composition_path,0.11749999970197678,0.3263740539550781,-0.013431557454168797,0.8824999928474426,0.6736259460449219,-0.003035786561667919,-0.04105637967586517,-0.004257289924711363
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.14000000059604645,test,teacher_forced_fixed_T_P_composition_path,0.14000000059604645,0.3739069998264313,-0.006364936009049416,0.8600000143051147,0.6260929703712463,-0.004078377969563007,-0.03653235733509064,-0.004398495915035336
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.16249999403953552,test,teacher_forced_fixed_T_P_composition_path,0.16249999403953552,0.417606383562088,-0.00013601407408714294,0.8374999761581421,0.5823936462402344,-0.0051866862922906876,-0.03208047151565552,-0.0043659513859021625
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.1850000023841858,test,teacher_forced_fixed_T_P_composition_path,0.1850000023841858,0.4578212797641754,0.0053020077757537365,0.8149999976158142,0.5421786904335022,-0.006328544579446316,-0.02770281583070755,-0.004176892098485587
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.20749999582767487,test,teacher_forced_fixed_T_P_composition_path,0.20749999582767487,0.4948733448982239,0.009996026754379272,0.7925000190734863,0.5051266551017761,-0.0074729910120368,-0.023401133716106415,-0.00384817019776634
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.23000000417232513,test,teacher_forced_fixed_T_P_composition_path,0.23000000417232513,0.5290564298629761,0.013992859050631523,0.7699999809265137,0.4709435701370239,-0.00859035924077034,-0.019176840782165527,-0.0033962184800038465
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.2524999976158142,test,teacher_forced_fixed_T_P_composition_path,0.2524999976158142,0.5606381297111511,0.017338506877422333,0.7475000023841858,0.4393618702888489,-0.009652405977249146,-0.015032023191452026,-0.002837200409501251
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.2750000059604645,test,teacher_forced_fixed_T_P_composition_path,0.2750000059604645,0.5898621082305908,0.020078783854842186,0.7250000238418579,0.41013798117637634,-0.01063237152993679,-0.010968297719955444,-0.00218680447722759
0,stage2,near_ideal_binary,state_2468bcd1e1b69b85ebba4b46,2c_f98cab4acf014d5210d4,1-丙醇 | 2-乙氧基乙醇,CCCO | CCOCCO,2,397.27,101.30000000000001,1,0.29750001430511475,test,teacher_forced_fixed_T_P_composition_path,0.29750001430511475,0.6169489026069641,0.022259172052145004,0.7024999856948853,0.3830510973930359,-0.011505053378641605,-0.006986796855926514,-0.0014601969158867974
