stage,T_K,x_alcohol,x_ester,x_DMF,y_alcohol,y_ester,y_DMF
1,385.7659045117281,0.0025300802222657636,0.9973677083298345,0.00010221144789973622,0.0048572977052807505,0.9950863249956244,5.6377299094727154e-05
2,385.8026310113083,0.0013408647109676144,0.9984759795657046,0.00018315572332782242,0.002577574456612731,0.9973211494862796,0.00010127605710779763
3,385.8228571237428,0.0007344227511332349,0.9989393882994091,0.0003261889494577167,0.0014126286496269592,0.9984068029418254,0.0001805684085475553
4,385.8357684544446,0.0004254993222326748,0.9989953768856564,0.0005791237921109172,0.0008185630563198365,0.998860754354434,0.0003206825892462266
5,385.8469526695143,0.00026823612165487003,0.9987048566592507,0.001026907219094491,0.0005159441871928066,0.9989156003164722,0.0005684554963350732
6,385.8608326199387,0.00018823927589833782,0.9979906278410494,0.0018211328830522798,0.00036189043968821386,0.9986310090742786,0.0010071004860332682
7,385.882501516169,0.00014762602585049225,0.9966179332818688,0.003234440692280746,0.00028352618262035307,0.9979313563544082,0.001785117462971494
8,385.9197813530221,0.00012714438050046768,0.9941090333095046,0.005763822309994926,0.00024374177441028127,0.9965866759699047,0.00316958225568511
9,385.98657532294794,0.00011706135344404822,0.9895466080875372,0.010336330559018744,0.00022367812182250526,0.9941289780377929,0.005647343840384728
10,386.1097395005547,0.00011254310400500617,0.9811386955734483,0.01874876132254662,0.00021380087082854227,0.989659663534641,0.010126535594530561
11,386.345562924537,0.00011134205845388045,0.9651867371403375,0.03470192080120863,0.00020937483056157185,0.9814233410718604,0.018367284097578002
12,386.82556770733663,0.00011266098906727973,0.9333721647076504,0.06651517430328234,0.00020819829614420238,0.9657969328108535,0.0339948688930023
13,387.90338526573436,0.00011639247438184582,0.8650984954214653,0.13478511210415273,0.00020949030980629076,0.934631637366588,0.06515887232360562
14,390.6527792385689,0.00012063193283929411,0.7104070975271644,0.2894722705399964,0.0002131456423595725,0.8677513082699294,0.13203554608771104
15,397.8092124013928,0.00011264237608960771,0.42151133982552985,0.5783760177983805,0.0002172985812564056,0.7162168776795877,0.2835658237391559
16,410.22105950295065,8.059141802809389e-05,0.1525703992505861,0.8473490093313858,0.0002094720766853922,0.4332169517677697,0.5665735761555449
17,410.220961548841,0.00012203290120934387,0.15253108897130532,0.8473468781274853,0.00031718323299479345,0.43311479008814324,0.566568026678862
18,410.22086003966996,0.00016517435804060484,0.1524901618740047,0.8473446637679547,0.00042931068715487225,0.43300842899293646,0.5665622603199086
19,410.2207548664552,0.000210086407668048,0.15244755043680916,0.8473423631555228,0.00054603772856132,0.4328976933031297,0.5665562689683089
20,410.2206459188137,0.0002568426731791688,0.15240318423574029,0.8473399730910806,0.0006675554301312619,0.4327824003260407,0.5665500442438282
21,410.2205330851698,0.00030551991480620364,0.15235698981353296,0.8473374902716608,0.0007940629924899793,0.43266235951681126,0.5665435774906987
22,410.22041625299477,0.00035619816943091863,0.15230889054202854,0.8473349112885405,0.0009257681043775626,0.43253737212347915,0.5665368597721433
23,410.2202953090822,0.00040896089671379424,0.15225880647781312,0.8473322326254731,0.0010628873201037057,0.4324072308146512,0.5665298818652451
24,410.2201701398646,0.0004638951321894588,0.15220665421072402,0.8473294506570865,0.0012056464549274454,0.4322717192889168,0.5665226342561558
25,410.2200406317714,0.0005210916476880979,0.1521523467048429,0.847326561647469,0.001354280999284176,0.43213061186493723,0.5665151071357786
26,410.21990667163686,0.0005806451194629683,0.15209579313155355,0.8473235617489835,0.001509036552835083,0.43198367305124186,0.5665072903959231
27,410.21976814716214,0.0006426543044248191,0.15203689869423262,0.8473204470013426,0.001670169279366651,0.431830657094522,0.5664991736261114
28,410.2196249474357,0.0007072222249059193,0.15197556444411267,0.8473172133309814,0.001837946383624702,0.43167130750531346,0.5664907461110619
29,410.219476963521,0.0007744563623997463,0.15191168708682085,0.8473138565507794,0.0020126466112272198,0.4315053565597623,0.5664819968290103
30,410.2193240891149,0.000844468860746337,0.1518451587790705,0.8473103723601831,0.0021945607728621848,0.43133252477619705,0.5664729144509408
31,410.2191662212888,0.0009173767392589504,0.1517758669149608,0.8473067563457802,0.0023839922940423136,0.43115252036503043,0.5664634873409273
32,410.21900326131606,0.0009933021163143242,0.1517036939012928,0.8473030039823929,0.002581257791758006,0.43096503865056424,0.5664537035576777
33,410.2188351155989,0.0010723724439566506,0.15162851692128398,0.8472991106347594,0.002786687679441349,0.43076976146305224,0.5664435508575064
34,410.2186616967041,0.0011547207540944914,0.15155020768602337,0.8472950715598822,0.003000626801729815,0.43056635649940206,0.5664330166988683
35,410.21848292451523,0.001240485916900136,0.15146863217296908,0.8472908819101308,0.003223435100596687,0.43035447665068205,0.5664220882487212
36,410.2182987275214,0.0013298129120522608,0.1513836503507494,0.8472865367371983,0.0034554883144972495,0.43013375929457887,0.5664107523909238
37,410.2181090442465,0.001422853113495552,0.15129511588948674,0.8472820309970177,0.0036971787122651255,0.42990382555079476,0.5663989957369401
38,410.21791382484287,0.0015197645884244054,0.15120287585582426,0.8472773595557513,0.003948915863581337,0.4296642794972989,0.5663868046391197
39,410.21771303285976,0.0016207124112322356,0.15110677039176107,0.8472725171970067,0.0042111274479287334,0.42941470734513076,0.5663741652069404
40,410.2175066472096,0.0017258689932033318,0.15100663237638826,0.8472674986304084,0.004484260104038746,0.4291546765694581,0.5663610633265032
41,410.2172946643478,0.0018354144287603,0.15090228706953648,0.8472622985017032,0.0047687803219328695,0.42888373499433086,0.5663474846837363
42,410.21707710069205,0.0019495368591159017,0.1507935517363083,0.8472569114045758,0.005065175379757545,0.4286014098285056,0.5663334147917368
43,410.2168539953043,0.0020684328542148714,0.15068023525139596,0.8472513318943892,0.005373954327710666,0.4283072066495496,0.5663188390227397
44,410.2166254128615,0.002192307813886718,0.15056213768204527,0.847245554504068,0.005695649021454042,0.42800060833326004,0.5663037426452858
45,410.21639144694757,0.002321376389166123,0.15043904984844408,0.8472395737623898,0.006030815207505426,0.4276810739252776,0.566288110867217
