epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,14.705120086669922,3.7496986932822476,0.5,0.008905818685643448,0.03227731155801351,0.005451625017864656,0.0,0.02925854240927337,0.001488255554717747,0.003453519744027382,0.006279463344401899,0.0,0.0,0.007416672634866461,0.0008234211129745402
2,physics,9.805697441101074,3.1772912517013006,1.0,0.007899701385181196,0.029534564376937748,0.0050535949304275655,0.0,0.029122903996153852,0.001402325304502837,0.0032278637148661347,0.007047047039727243,0.0,0.0,0.007598222069236629,0.0008468349249697351
3,physics,9.864505767822266,3.1499120223550503,1.0,0.0075320679342679485,0.029700119995349106,0.004841559377693596,0.0,0.028562815442428634,0.001339128418315785,0.002797305955691955,0.0059869219415530466,0.0,0.0,0.006621457622515042,0.0008306906277050843
4,physics,12.807107925415039,3.166787980319517,1.0,0.007293226547683271,0.0283167778324325,0.004769288518879731,0.0,0.02750605541753577,0.0012851513854128904,0.0026366667458174588,0.0055064202791510935,0.0,0.0,0.006226342240637148,0.0008364654438532572
5,physics,6.9989848136901855,3.1623499736398277,1.0,0.007164115122268475,0.02849332050794692,0.004668471084529862,0.0,0.027318104592786833,0.001238858352663395,0.0034712162847589157,0.0072401252322120396,0.0,0.0,0.0078753780241415,0.0007840991301972205
6,physics,10.256401062011719,3.3653469619287857,1.0,0.0070059885270033284,0.02761877200539932,0.004583464103892709,0.0,0.0266113576122114,0.0012125189306239524,0.00263916720851718,0.005386334033228157,0.0,0.0,0.006118112266451247,0.0007857781102793833
7,physics,9.017757415771484,3.3763536353575647,1.0,0.006914541771250496,0.029854273648210427,0.004537713281465186,0.0,0.02756360749765448,0.001184215884050809,0.0027172149573264923,0.005623153875524578,0.0,0.0,0.006316413542338807,0.0007876218105033594
8,physics,9.635062217712402,3.2481859679837504,1.0,0.0067821931907578745,0.028472944710297498,0.004463593275626686,0.0,0.026651390731594247,0.0011691318896137508,0.002921071698426441,0.006129907727866353,0.0,0.0,0.006725615786186829,0.000739590234578945
9,physics,17.355722427368164,2.591447824159503,1.0,0.006692163290799561,0.0262134028955071,0.004435186446161376,0.0,0.025373290033603477,0.0011392386558773642,0.0027594765027364096,0.005749520098280375,0.0,0.0,0.006404711704724913,0.0007704751788007763
10,physics,7.413807392120361,3.0308100769468838,1.0,0.006620080671136755,0.025987407271980092,0.004393728466962082,0.0,0.025129443761103855,0.0011219310682506849,0.0032347291594296062,0.00680095156567713,0.0,0.0,0.007380798227705394,0.0007455931842226274
