epoch,stage,train_boundary,train_chemical_bias,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_solver,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_chemical_bias,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_temperature,validation_total,validation_vapor_composition
1,experimental,0.0,4.9793455775038976e-05,0.0,47.94327926635742,16.03197533613315,0.6626159427957439,1.1431397282040776,0.0,0.0,1.2795338497869324,0.045348041470250976,0.0,6.703372876284717e-05,0.0,0.12974087457750097,0.2149921536112631,0.0,0.0,0.2549209840470852,0.017684033935546208
2,experimental,0.0,7.593375067520336e-05,0.0,31.214242935180664,15.43838386540716,0.181583263679281,0.2707020834948084,0.0,0.0,0.32850073841745886,0.011566432657097168,0.0,8.413808570859964e-05,0.0,0.16339730583755663,0.26913401782512664,0.0,0.0,0.3095608193448136,0.011596501131630476
3,experimental,0.0,8.02184801460162e-05,0.0,27.9890079498291,11.610903473364422,0.12290245103007205,0.21182485570206475,0.0,0.0,0.23814058612474448,0.009325705889124116,0.0,8.349062681592241e-05,0.0,0.10672806253313352,0.20614133961706854,0.0,0.0,0.22199375391339457,0.012195023102425663
4,experimental,0.0,8.423905453438358e-05,0.0,18.3604793548584,6.594852455623985,0.09393907133742425,0.1779787319909699,0.0,0.0,0.19371170336437554,0.010783267631379967,0.0,9.430529584349835e-05,0.0,0.1110263775180838,0.18470962797629767,0.0,0.0,0.2133446084553969,0.009963419242611144
5,experimental,0.0,8.206293025522733e-05,0.0,17.287784576416016,7.138201220496415,0.08434963068431821,0.16640498769454454,0.0,0.0,0.1763305670639455,0.008778443823602447,0.0,8.664230963861694e-05,0.0,0.16558926093844728,0.270106619047053,0.0,0.0,0.31057659544092314,0.009934025839512242
6,experimental,0.0,8.610625088699479e-05,0.0,13.837924003601074,5.519546781376111,0.06787554348000058,0.1460286185117644,0.0,0.0,0.14968274209259103,0.008792889877714016,0.0,0.00010012945464477932,0.0,0.06769894082619492,0.15306910134061089,0.0,0.0,0.15341117070706864,0.009177678540432253
7,experimental,0.0,8.935294631182119e-05,0.0,23.499656677246094,5.4054329944905755,0.05900241944684338,0.13767268076614317,0.0,0.0,0.1370863856723479,0.00924762620520549,0.0,9.6682473895525e-05,0.0,0.062410098643109785,0.145764306079409,0.0,0.0,0.14477635633679076,0.00948410622369727
8,experimental,0.0,8.979369058799381e-05,0.0,11.955865859985352,5.52289524385188,0.0555750741500767,0.13986861393968972,0.0,0.0,0.13367195137992116,0.008162570406346761,0.0,9.722357548190562e-05,0.0,0.0549832039247345,0.14086808153537397,0.0,0.0,0.13415979136967793,0.008742545708472835
9,experimental,0.0,9.240604485560935e-05,0.0,24.52798843383789,7.7053509427968,0.05119131955921618,0.12826596904517298,0.0,0.0,0.12304287944439718,0.007718575939687642,0.0,9.628884721444607e-05,0.0,0.05264905352748972,0.1333624979803682,0.0,0.0,0.12886036123310388,0.009530056983898472
10,experimental,0.0,8.869164509288184e-05,0.0,14.519549369812012,6.214155967867587,0.04066607464928001,0.10409618113204794,0.0,0.0,0.09963556675637095,0.006921401940983475,0.0,9.550026375845897e-05,0.0,0.06365835751568139,0.12329909986290852,0.0,0.0,0.13778372815700882,0.012475820707792011
11,experimental,0.0,9.472636514225946e-05,0.0,19.278274536132812,6.69213980494963,0.03880926534757355,0.10334324836037603,0.0,0.0,0.0971646663262089,0.006683776839058059,0.0,0.00010246165997027446,0.0,0.033519816835665836,0.09882918125091318,0.0,0.0,0.0920752726037409,0.00914086489131747
12,experimental,0.0,9.737402455970631e-05,0.0,16.97841453552246,6.96608856325928,0.0350450548984465,0.10247872563411314,0.0,0.0,0.09231872178318969,0.0060343037314100866,0.0,0.00010319561097581023,0.0,0.03499916193788278,0.09718055963183249,0.0,0.0,0.09034346465291923,0.006754021467276792
13,experimental,0.0,0.00010022264664418631,0.0,31.56075096130371,9.773803766215618,0.03313677374900528,0.08731334670938351,0.0,0.0,0.08229242488880545,0.005498978242598033,0.0,0.00010837620100157345,0.0,0.03971217776643497,0.0917630808230219,0.0,0.0,0.09203402747155567,0.00644030869371315
14,experimental,0.0,0.00010343612094419173,0.0,20.65739631652832,8.375165246579597,0.03148776684842887,0.08277274178510903,0.0,0.0,0.07809698843387047,0.00522285031018062,0.0,0.00011260472027508168,0.0,0.030813892581109895,0.06446312409331345,0.0,0.0,0.06985055358050256,0.006805099750343481
15,experimental,0.0,0.00010608546203838073,0.0,26.465913772583008,10.04670454472565,0.025268963787469956,0.07115931961684428,0.0,0.0,0.06510649027282556,0.004257866703491381,0.0,0.00011092658924048132,0.0,0.0449300778644711,0.08308177085895112,0.0,0.0,0.09228793142894127,0.005816967657626757
16,experimental,0.0,0.00010524816813622918,0.0,35.02001190185547,9.787399841730533,0.02479028268287598,0.06523885387343886,0.0,0.0,0.061172078578784664,0.0037623690349629065,0.0,0.00011487642583416452,0.0,0.059797385010306396,0.1030325257495129,0.0,0.0,0.11662202211065666,0.005308372177464586
