protocol,seed,scope,subgroup,view,mean_weight,std_weight,pair_count
binary_to_ternary_zero_shot,0,chemical_family_pair,primary_amine <-> primary_amine,unimol,6.0173999286018355e-06,6.997018311661279e-07,21
binary_to_ternary_zero_shot,0,chemical_family_pair,primary_amine <-> primary_amine,functional_group,0.00010615869021941242,8.327888124459056e-06,21
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> alcohol,rdkit,0.9999841794823155,1.0538020185630248e-06,66
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> alcohol,unimol,5.195563730784201e-06,3.714047533789064e-07,66
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> alcohol,functional_group,1.0625509937447283e-05,6.835148744386368e-07,66
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> ether,rdkit,0.9999335588410844,6.243182142295987e-06,43
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> ether,unimol,2.556849599492379e-05,3.0382874180816655e-06,43
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> ether,functional_group,4.087286355951259e-05,3.4008102320500774e-06,43
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> ketone,rdkit,0.9993744683921884,0.00047783645911880134,109
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> ketone,unimol,0.00024324038650115862,0.00018704222791781692,109
binary_to_ternary_zero_shot,1,chemical_family_pair,BASE/OTHER <-> ketone,functional_group,0.0003822990544628963,0.0002908954203668976,109
binary_to_ternary_zero_shot,1,chemical_family_pair,alcohol <-> ketone,rdkit,0.9998719222617872,7.748544876942566e-06,66
binary_to_ternary_zero_shot,1,chemical_family_pair,alcohol <-> ketone,unimol,4.1577659871880755e-05,2.7293664950779776e-06,66
binary_to_ternary_zero_shot,1,chemical_family_pair,alcohol <-> ketone,functional_group,8.647688192661118e-05,5.072971649344947e-06,66
binary_to_ternary_zero_shot,1,chemical_family_pair,amide <-> aromatic_ring,rdkit,0.9999994550432477,5.8993298924612225e-08,21
binary_to_ternary_zero_shot,1,chemical_family_pair,amide <-> aromatic_ring,unimol,3.0764573060488534e-07,2.2753728503178555e-08,21
binary_to_ternary_zero_shot,1,chemical_family_pair,amide <-> aromatic_ring,functional_group,2.101261228084522e-07,9.027037537619884e-09,21
binary_to_ternary_zero_shot,1,chemical_family_pair,amide <-> heteroaromatic,rdkit,0.9999984673091343,5.561941561887782e-08,21
binary_to_ternary_zero_shot,1,chemical_family_pair,amide <-> heteroaromatic,unimol,6.974781908433042e-07,4.4272861456890525e-08,21
binary_to_ternary_zero_shot,1,chemical_family_pair,amide <-> heteroaromatic,functional_group,8.583508290593315e-07,2.371965294983284e-08,21
binary_to_ternary_zero_shot,1,chemical_family_pair,aromatic_ring <-> heteroaromatic,rdkit,0.9994729785692125,2.467882159977169e-05,21
binary_to_ternary_zero_shot,1,chemical_family_pair,aromatic_ring <-> heteroaromatic,unimol,0.00035939291618498307,2.1653573092789615e-05,21
binary_to_ternary_zero_shot,1,chemical_family_pair,aromatic_ring <-> heteroaromatic,functional_group,0.00016765127310507176,5.562335760953115e-06,21
binary_to_ternary_zero_shot,1,chemical_family_pair,ester <-> ester,rdkit,0.9992481701903873,3.503628665642639e-05,36
binary_to_ternary_zero_shot,1,chemical_family_pair,ester <-> ester,unimol,0.0004391525629519795,1.8391307796843884e-05,36
binary_to_ternary_zero_shot,1,chemical_family_pair,ester <-> ester,functional_group,0.0003126884419341675,1.6650792758647893e-05,36
binary_to_ternary_zero_shot,1,chemical_family_pair,ester <-> sulfoxide,rdkit,0.9999912281831106,7.273741001999611e-06,72
binary_to_ternary_zero_shot,1,chemical_family_pair,ester <-> sulfoxide,unimol,2.4768221101744025e-06,1.925985220212344e-06,72
binary_to_ternary_zero_shot,1,chemical_family_pair,ester <-> sulfoxide,functional_group,6.296522907215755e-06,5.355244902086636e-06,72
binary_to_ternary_zero_shot,1,chemical_family_pair,ether <-> ketone,rdkit,0.9998979014019633,7.263210593373237e-06,43
binary_to_ternary_zero_shot,1,chemical_family_pair,ether <-> ketone,unimol,4.340840492067252e-05,4.219649661368895e-06,43
binary_to_ternary_zero_shot,1,chemical_family_pair,ether <-> ketone,functional_group,5.8685600633061555e-05,3.4360654911534285e-06,43
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> alcohol,rdkit,0.9999797235835682,1.6274826412103908e-06,66
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> alcohol,unimol,3.407882456768317e-07,1.4310928350845075e-08,66
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> alcohol,functional_group,1.992101395885446e-05,1.6275395614583707e-06,66
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> ether,rdkit,0.998997706313466,0.0001721460669847304,43
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> ether,unimol,5.860742672920487e-05,1.408259519999507e-05,43
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> ether,functional_group,0.000943675032156238,0.0001580843241570775,43
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> ketone,rdkit,0.9957957929427471,0.0034085502061166712,109
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> ketone,unimol,0.0003570788696218546,0.0002902543576288897,109
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> ketone,functional_group,0.0038471166562426707,0.0031184058131487336,109
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> primary_amine,rdkit,0.983704061735244,0.01645101361970504,42
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> primary_amine,unimol,0.003255118538878118,0.0034482110505388505,42
binary_to_ternary_zero_shot,2,chemical_family_pair,BASE/OTHER <-> primary_amine,functional_group,0.013040819630467533,0.013033611476221304,42
binary_to_ternary_zero_shot,2,chemical_family_pair,alcohol <-> ketone,rdkit,0.9999204241868221,7.34633340498942e-06,66
binary_to_ternary_zero_shot,2,chemical_family_pair,alcohol <-> ketone,unimol,1.7188287605070702e-06,1.0489635607504083e-07,66
binary_to_ternary_zero_shot,2,chemical_family_pair,alcohol <-> ketone,functional_group,7.785160271327406e-05,7.2556744002506075e-06,66
binary_to_ternary_zero_shot,2,chemical_family_pair,ester <-> ester,rdkit,0.9980384674337175,0.0001236550650643989,36
binary_to_ternary_zero_shot,2,chemical_family_pair,ester <-> ester,unimol,0.00010320912244626218,1.149252079025655e-05,36
binary_to_ternary_zero_shot,2,chemical_family_pair,ester <-> ester,functional_group,0.0018583181695753916,0.00011243200512290534,36
binary_to_ternary_zero_shot,2,chemical_family_pair,ester <-> sulfoxide,rdkit,0.9999410327937868,5.632388088502135e-05,72
binary_to_ternary_zero_shot,2,chemical_family_pair,ester <-> sulfoxide,unimol,1.3318298897798304e-06,1.29941761982875e-06,72
binary_to_ternary_zero_shot,2,chemical_family_pair,ester <-> sulfoxide,functional_group,5.764658073796151e-05,5.5000451188937484e-05,72
binary_to_ternary_zero_shot,2,chemical_family_pair,ether <-> ketone,rdkit,0.9997069877247478,4.521915915629014e-05,43
binary_to_ternary_zero_shot,2,chemical_family_pair,ether <-> ketone,unimol,4.7808878789087324e-05,1.1054596262879628e-05,43
binary_to_ternary_zero_shot,2,chemical_family_pair,ether <-> ketone,functional_group,0.0002452045067235134,3.419964196968548e-05,43
binary_to_ternary_zero_shot,2,chemical_family_pair,primary_amine <-> primary_amine,rdkit,0.9955116850989205,0.0008786364473190316,21
binary_to_ternary_zero_shot,2,chemical_family_pair,primary_amine <-> primary_amine,unimol,0.00030354462103873844,8.77672478443624e-05,21
binary_to_ternary_zero_shot,2,chemical_family_pair,primary_amine <-> primary_amine,functional_group,0.004184755618639645,0.0007922268997202568,21
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> alcohol,rdkit,0.999999888241291,7.849673742691232e-08,64
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> alcohol,unimol,1.02937921069024e-08,6.722159021620352e-09,64
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> alcohol,functional_group,1.1895629525859874e-07,6.594456606848325e-08,64
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> ether,rdkit,0.9998482826144196,2.9187444021730157e-05,43
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> ether,unimol,1.7886677744891765e-05,3.13124147445165e-06,43
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> ether,functional_group,0.00013382435332290655,2.607849498116619e-05,43
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> ketone,rdkit,0.9954358400585496,0.005516246175264234,107
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> ketone,unimol,0.0009780763787105816,0.0012231758966447924,107
binary_to_ternary_zero_shot,3,chemical_family_pair,BASE/OTHER <-> ketone,functional_group,0.00358607891438258,0.004294135683914707,107
binary_to_ternary_zero_shot,3,chemical_family_pair,alcohol <-> amide,rdkit,0.9999910803402171,1.0973314757638007e-06,17
binary_to_ternary_zero_shot,3,chemical_family_pair,alcohol <-> amide,unimol,1.6346242011208875e-06,2.3518948465096654e-07,17
binary_to_ternary_zero_shot,3,chemical_family_pair,alcohol <-> amide,functional_group,7.292208626013769e-06,8.755006862143204e-07,17
