protocol,view,mean_weight,seed_std,seeds
binary_to_ternary_zero_shot,functional_group,0.0107373460361741,0.02138816490565633,5
binary_to_ternary_zero_shot,rdkit,0.8032011139248667,0.4366387475473996,5
binary_to_ternary_zero_shot,unimol,0.18606153880551216,0.415271690350964,5
overall_binary_ternary,functional_group,0.040009745896658344,0.053967792073659426,5
overall_binary_ternary,rdkit,0.9547963900817026,0.05931790886211616,5
overall_binary_ternary,unimol,0.005193864724692821,0.006548317077039273,5
unseen_component,functional_group,0.06523761542359768,0.057885517224720566,5
unseen_component,rdkit,0.921340746872375,0.05605464981128199,5
unseen_component,unimol,0.013421637471417799,0.01367274073595134,5
