dataset,component_count,system_id,system_label,data_points,references,unique_temperatures,unique_pressures,temperature_min_k,temperature_max_k,pressure_min_kpa,pressure_max_kpa,liquid_composition_min,liquid_composition_max,vapor_composition_min,vapor_composition_max,component_order_variants
Binary,2,smiles:Cc1ccco1 || smiles:OCc1ccco1,2-甲基呋喃 / 糠醇,30,1,3,30,353.2,408.2,19.300012636416,626.599930850048,0.028,0.972,0.0040000000000000036,0.996,1
Binary,2,smiles:O=Cc1ccco1 || smiles:c1ccoc1,糠醛 / 呋喃,30,1,3,30,353.2,408.2,44.700056898304,1402.79995757632,0.06899999999999995,0.931,0.0020000000000000018,0.998,1
Binary,2,smiles:C1CCOC1 || smiles:CCCCCCCl,四氢呋喃 / 1-氯己烷,29,1,2,29,298.15,328.15,1.6999935143679998,66.136960449024,0.041,0.959,0.0004999999999999449,0.9995,1
Binary,2,smiles:C1CCOCC1 || smiles:CCCCCCCl,四氢吡喃 / 1-氯己烷,29,1,2,29,298.15,328.15,1.494943712384,30.949987796992,0.0598,0.9402,0.010000000000000009,0.99,1
Binary,2,smiles:CC(=O)C(C)(C)C || smiles:CC(C)(C)CO,"3,3-二甲基-2-丁酮 / 2,2-二甲基-1-丙醇",29,1,3,29,320.0,340.0,5.1099797207040005,27.719986787455998,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)N(C)C || smiles:CCC(C)O,"N,N-二甲基乙酰胺 / 2-丁醇",29,1,29,1,374.82,436.9,101.299935074816,101.299935074816,0.019,0.981,0.0050000000000000044,0.995,1
Binary,2,smiles:CC(=O)O || smiles:CNC(C)=O,乙酸 / N-甲基乙酰胺,29,1,29,1,393.15999999999997,475.59999999999997,101.330065929984,101.330065929984,0.03869999999999996,0.9613,0.0021999999999999797,0.9978,1
Binary,2,smiles:CC(C)=O || smiles:CON=C(C)C,丙酮 / 丙酮 O-甲基肟,29,1,24,1,329.2,342.4,101.299935074816,101.299935074816,0.011900000000000022,0.9881,0.008000000000000007,0.992,1
Binary,2,smiles:CC(C)CCO || smiles:O=C=O,3-甲基-1-丁醇 / 二氧化碳,29,1,3,28,313.0,333.0,2079.999993398144,10680.000004560385,0.10499999999999998,0.895,0.006000000000000005,0.994,1
Binary,2,smiles:CCC(C)=O || smiles:CCOC(=O)OCC,丁酮 / 碳酸二乙酯,29,1,29,1,353.75,397.17999999999995,101.32499967999999,101.32499967999999,0.0259,0.9741,0.006099999999999994,0.9939,1
Binary,2,smiles:CCC(C)OC(C)=O || smiles:CS(C)=O,乙酸仲丁酯 / 二甲基亚砜,29,1,29,1,383.15,464.0,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:CCCOC=O,正庚烷 / 甲酸正丙酯,29,1,29,1,352.15999999999997,371.55999999999995,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCC || smiles:CCCOC=O,正辛烷 / 甲酸正丙酯,29,1,29,1,353.90999999999997,398.83,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCO || smiles:O=C=O,1-丁醇 / 二氧化碳,29,1,3,29,354.05999999999995,430.25,2066.9999959392,16127.000006436863,0.074,0.926,0.01100000000000001,0.989,1
Binary,2,smiles:CCCCOC(C)(C)C || smiles:CO,1-(叔丁氧基)丁烷 / 甲醇,29,1,27,1,337.59999999999997,388.87,101.299935074816,101.299935074816,0.009099999999999997,0.9909,0.01090000000000002,0.9891,1
Binary,2,smiles:CCCO || smiles:CCOC(C)=O,1-丙醇 / 乙酸乙酯,29,1,2,29,323.15,348.15,12.169932395776,94.61995114854399,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCOC(C)=O || smiles:CCO,乙酸正丙酯 / 乙醇,29,1,2,29,323.15,348.15,15.319939984512,89.68995662464,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:CCSCC,乙醇 / 3-硫杂戊烷,29,2,2,28,343.13,343.15,49.700045665408,88.50005449023999,0.0,1.0,0.0,1.0,1
Binary,2,fallback:aa4d3d71d5f43049 || smiles:CCCO,1-(methoxymethoxy)-butane / 1-丙醇,28,1,26,1,370.17999999999995,392.59,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1COCCO1 || smiles:CCCCCCCl,"1,4-二噁烷 / 1-氯己烷",28,1,2,28,298.15,328.15,1.3749535811840001,19.160024150016,0.0194,0.9806,0.02749999999999997,0.9725,1
Binary,2,smiles:CC(C)C || smiles:O=C=O,2-甲基丙烷 / 二氧化碳,28,1,4,28,300.0,330.0,651.999975111936,6967.000053457664,0.013,0.987,0.07999999999999996,0.92,1
Binary,2,smiles:CCC(C)OC(C)=O || smiles:Cc1ccc(C)cc1,乙酸仲丁酯 / 对二甲苯,28,1,28,1,385.08,411.62,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCC || smiles:CCCCOC=O,戊烷 / 甲酸正丁酯,28,1,28,1,309.03999999999996,380.13,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCC || smiles:CCCOC=O,正壬烷 / 甲酸正丙酯,28,1,28,1,353.91999999999996,423.93999999999994,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:CCCCOC=O,正癸烷 / 甲酸正丁酯,28,1,28,1,380.13,446.92999999999995,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCO || smiles:c1ccoc1,1-辛醇 / 呋喃,28,1,28,1,304.84999999999997,461.62,100.999959746816,100.999959746816,0.002,0.998,0.0010000000000000009,0.999,1
Binary,2,smiles:CCCO || smiles:CCCOCOC,1-丙醇 / 1-(甲氧基甲氧基)丙烷,28,1,28,1,362.7,370.34999999999997,100.999959746816,100.999959746816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCOCOC || smiles:CO,1-(甲氧基甲氧基)丙烷 / 甲醇,28,1,27,1,336.87,366.12,100.999959746816,100.999959746816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCOC(=O)OCC || smiles:O,碳酸二乙酯 / 水,28,1,2,26,353.15,363.15,20.740427500288,90.446294418304,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCOC(=O)OCC || smiles:O=C=O,碳酸二乙酯 / 二氧化碳,28,1,3,26,308.45,318.54999999999995,4299.999938919936,8199.999976537343,0.10799999999999998,0.892,0.0017000000000000348,0.9983,1
Binary,2,smiles:CCOC(C)(C)C || smiles:CCSCC,2-乙氧基-2-甲基丙烷 / 3-硫杂戊烷,28,1,2,28,333.15,343.15,34.970057159296005,92.95995434457599,0.0,1.0,0.0,1.0,1
Binary,2,smiles:O=O || smiles:O=S=O,氧气 / 二氧化硫,28,1,4,28,323.15,413.15,1468.999979505408,20219.999903773696,0.0,1.0,0.0,1.0,1
Binary,2,fallback:b63ac75aa69de5ee || smiles:O=C(O)C(Cl)Cl,1-(2-(2-(戊氧基)乙氧基)乙氧基)戊烷 / 二氯乙酸,27,1,27,3,387.5,467.0,4.999988767104,9.999977534208,0.04,0.96,0.0020000000000000018,0.998,1
Binary,2,smiles:CC(=O)CC(C)C || smiles:CC(C)OC(C)C,4-甲基-2-戊酮 / 二异丙醚,27,1,2,27,330.0,340.0,12.700022130944,96.96002535168,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)(C)O || smiles:CCCC,2-甲基-2-丙醇 / 丁烷,27,1,1,27,364.5,364.5,142.60000494438398,1284.1999787074558,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)(N)CO || smiles:O,2-氨基-2-甲基-1-丙醇 / 水,27,1,26,3,361.84999999999997,436.84999999999997,66.699980809088,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCOC(C)=O,异辛烷 / 乙酸乙酯,27,1,3,27,308.15,343.15,13.490757095551999,84.408257693952,0.098,0.902,0.10299999999999998,0.897,1
Binary,2,smiles:CC(C)O || smiles:CCCC,2-丙醇 / 丁烷,27,1,1,27,364.5,364.5,144.100014906752,1284.1999787074558,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:N#N,2-丙醇 / 氮气,27,1,3,9,333.15,393.15,2000.000039802112,9999.999932365825,0.00909,0.99091,0.021700000000000053,0.9783,1
Binary,2,smiles:CCC(C)(C)OC || smiles:CCO,2-甲氧基-2-甲基丁烷 / 乙醇,27,1,2,27,398.25,413.18999999999994,285.799960544768,790.700034147584,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)O || smiles:CCCC,2-丁醇 / 丁烷,27,1,1,27,364.5,364.5,74.200030620928,1284.099986931456,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)O || smiles:N#N,2-丁醇 / 氮气,27,1,3,9,333.15,393.15,2000.000039802112,9999.999932365825,0.00992,0.99008,0.008419999999999983,0.99158,1
Binary,2,smiles:CCCC || smiles:CCCCO,丁烷 / 1-丁醇,27,1,1,27,364.5,364.5,36.900031758464,1284.799929363456,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCC(C)O || smiles:N#N,2-戊醇 / 氮气,27,1,3,9,333.15,393.15,2000.000039802112,9999.999932365825,0.0116,0.9884,0.002950000000000008,0.99705,1
Binary,2,smiles:CCCC(C)O || smiles:O=C=O,2-戊醇 / 二氧化碳,27,1,3,27,313.2,333.2,2002.00000864448,10586.99992018304,0.096,0.904,0.006099999999999994,0.9939,1
Binary,2,smiles:CCCCCCCC || smiles:CCCCOC=O,正辛烷 / 甲酸正丁酯,27,1,27,1,379.13,398.83,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:CCCOC=O,正癸烷 / 甲酸正丙酯,27,1,27,1,353.76,446.92999999999995,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCO || smiles:COCOCOC,"1-丁醇 / 2,4,6-三氧杂庚烷",27,1,27,1,377.78,390.84999999999997,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:ClCC1CO1 || smiles:O,"3-氯-1,2-环氧丙烷 / 水",27,1,14,1,361.7,387.52,101.299935074816,101.299935074816,0.01,0.99,0.11499999999999999,0.885,1
Binary,2,smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F || smiles:FC(F)(F)F,全氟辛烷 / 四氟甲烷,27,1,7,27,283.12,303.15999999999997,1616.9999403208958,10779.999913224832,0.14300000000000002,0.857,0.0022999999999999687,0.9977,1
Binary,2,fallback:4501d0d6bfddcc6a || smiles:O=C=O,乙酸异丙酯 / 二氧化碳,26,1,3,26,308.45,318.54999999999995,3060.000058230784,7799.999941912448,0.10099999999999998,0.899,0.0026000000000000467,0.9974,1
Binary,2,smiles:C/C=C\C || smiles:CCSCC,顺式-2-丁烯 / 3-硫杂戊烷,26,1,1,26,312.59999999999997,312.59999999999997,14.999966301312,332.99994516543995,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCCC1 || smiles:CCCC(C)O,环己烷 / 2-戊醇,26,1,1,26,313.15,313.15,2.293944663808,24.575045448704,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCCC1 || smiles:CCCCCO,环己烷 / 1-戊醇,26,1,1,26,313.15,313.15,0.900059306368,24.569045942143998,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCOC1 || smiles:CCCCl,四氢呋喃 / 1-氯丙烷,26,1,2,26,298.15,313.15,22.404957264767997,77.945055938048,0.04400000000000004,0.956,0.0255,0.9745,1
Binary,2,smiles:C1CCSC1 || smiles:C=C(C)CC(C)(C)C,"四氢噻吩 / 2,4,4-三甲基-1-戊烯",26,1,2,26,358.15,368.15,33.09994430336,84.35999499673599,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1COCO1 || smiles:CC(C)(C)O,"1,3-二噁戊环 / 2-甲基-2-丙醇",26,1,26,2,322.94,354.19,40.00004345919999,101.299935074816,0.0154,0.9846,0.0439,0.9561,1
Binary,2,smiles:C=C(C)C || smiles:CCC#N,2-甲基丙烯 / 丙腈,26,1,2,26,312.58,312.59,11.899954600576,467.099982537984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=C(C)C || smiles:CCSCC,2-甲基丙烯 / 3-硫杂戊烷,26,1,1,26,312.59999999999997,312.59999999999997,15.199949853311999,466.100064777984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCC || smiles:CCC#N,1-丁烯 / 丙腈,26,1,5,26,312.5,312.59,11.899954600576,448.299928781568,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCC || smiles:CCSCC,1-丁烯 / 3-硫杂戊烷,26,1,1,26,312.59999999999997,312.59999999999997,15.099958077312,451.29994870630395,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCCCC || smiles:CCCC(C)O,1-己烯 / 2-戊醇,26,1,1,26,313.15,313.15,2.281012394112,44.954036009343994,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCCCC || smiles:CCCCCO,1-己烯 / 1-戊醇,26,1,1,26,313.15,313.15,0.9129915760639999,44.914039298944,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)N(C)C || smiles:CCC(C)OC(C)=O,"N,N-二甲基乙酰胺 / 乙酸仲丁酯",26,1,26,1,386.09999999999997,435.65999999999997,101.299935074816,101.299935074816,0.014,0.986,0.01200000000000001,0.988,1
Binary,2,smiles:CC(=O)O || smiles:CCOC(C)=O,乙酸 / 乙酸乙酯,26,1,26,1,350.60999999999996,388.85999999999996,101.32499967999999,101.32499967999999,0.019100000000000006,0.9809,0.0031999999999999806,0.9968,1
Binary,2,smiles:CC(C)C || smiles:CCC#N,2-甲基丙烷 / 丙腈,26,1,4,26,307.78,307.85999999999996,9.700002206208,460.799967360512,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCCC(C)O,异辛烷 / 2-戊醇,26,1,1,26,313.15,313.15,2.305010420352,13.255976405503999,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCCCCO,异辛烷 / 1-戊醇,26,1,1,26,313.15,313.15,0.892993220864,12.98693186688,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCCCO,异辛烷 / 1-丁醇,26,1,26,1,367.29999999999995,390.25,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CO || smiles:COCOCC(C)C,2-甲基-1-丙醇 / 1-(甲氧基甲氧基)-2-甲基丙烷,26,1,25,1,377.55999999999995,383.13,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:CCCCCO,2-丙醇 / 1-戊醇,26,1,26,1,355.5,411.09999999999997,100.999959746816,100.999959746816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC1CCCCC1 || smiles:CCOC(=O)OCC,甲基环己烷 / 碳酸二乙酯,26,1,25,1,373.97999999999996,398.09,101.299935074816,101.299935074816,0.0079,0.9921,0.0223,0.9777,1
Binary,2,smiles:CCC(O)CC || smiles:O=C=O,3-戊醇 / 二氧化碳,26,1,3,26,313.2,333.2,1942.000010116864,10206.999973948929,0.0928,0.9072,0.005800000000000027,0.9942,1
Binary,2,smiles:CCCC || smiles:FC(F)C(F)(F)F,丁烷 / 五氟乙烷,26,1,2,26,278.15,298.15,124.999985822336,1372.2999327713278,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCC(C)O || smiles:CCCCCCC,2-戊醇 / 正庚烷,26,1,1,25,313.15,313.15,2.295944499328,12.656025749504,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCC(C)O || smiles:Cc1ccc(C)c(C)c1,"2-戊醇 / 1,2,4-三甲苯",26,1,1,25,313.15,313.15,0.730073287168,2.283012229632,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCC(C)O || smiles:Cc1ccccc1,2-戊醇 / 甲苯,26,1,1,26,313.15,313.15,2.3019440058879996,8.055070829824,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCC || smiles:CCOC=O,戊烷 / 甲酸乙酯,26,1,26,1,306.52,327.33,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:COC=O,正庚烷 / 甲酸甲酯,26,1,26,1,304.7,371.55999999999995,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCC || smiles:NC1CCCCC1,正辛烷 / 环己胺,26,1,2,25,333.15,363.15,7.52004816704,35.020053047296,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCC || smiles:COC=O,正壬烷 / 甲酸甲酯,26,1,26,1,304.7,423.93999999999994,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCO || smiles:Cc1ccc(C)c(C)c1,"1-戊醇 / 1,2,4-三甲苯",26,1,1,21,313.15,313.15,0.730073287168,1.1820361146879999,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCO || smiles:Cc1ccccc1,1-戊醇 / 甲苯,26,1,1,26,313.15,313.15,0.900992562944,7.86401987648,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCO || smiles:CCCCOC(=O)C(C)O,1-丁醇 / L-乳酸丁酯,26,1,26,1,390.88,460.75,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCOC(C)=O || smiles:CCOC(C)=O,乙酸正丙酯 / 乙酸乙酯,26,1,2,26,323.15,348.15,15.319939984512,94.61995114854399,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:CCOC(=O)OCC,乙醇 / 碳酸二乙酯,26,1,2,26,353.15,363.15,20.740427500288,156.03783305984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:CSC,乙醇 / 2-硫杂丙烷,26,1,3,26,350.38,350.4,96.50006318207998,344.199957334016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC || smiles:CSC,dimethyl ether / 2-硫杂丙烷,26,1,2,26,336.66999999999996,336.67999999999995,232.900044724992,1576.499937981696,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC(C)=O || smiles:CSC,乙酸甲酯 / 2-硫杂丙烷,26,1,3,26,350.32,350.34,196.000012966528,340.30001142528,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1ccccc1 || smiles:c1ccoc1,甲苯 / 呋喃,26,1,26,1,305.0,381.96,100.999959746816,100.999959746816,0.0050000000000000044,0.995,0.0040000000000000036,0.996,1
Binary,2,smiles:O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F || smiles:O=C=O,十二氟-2-甲基戊烷-3-酮 / 二氧化碳,26,1,4,26,313.15,343.15,1603.000025101952,8718.000039375103,0.05159999999999998,0.9484,0.022199999999999998,0.9778,1
Binary,2,smiles:C/C=C/C || smiles:CCSCC,反式-2-丁烯 / 3-硫杂戊烷,25,1,1,25,317.5,317.5,18.499945106048,417.299945096576,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1=CCCCC1 || smiles:C1COCCN1,"环己烯 / 四氢-1,4-噁嗪",25,1,25,1,355.76,397.76,100.000041986816,100.000041986816,0.016,0.984,0.01200000000000001,0.988,1
Binary,2,smiles:C1CCSC1 || smiles:Cc1ccccc1C,四氢噻吩 / 邻二甲苯,25,1,2,25,368.15,383.15,22.190041607551997,74.320020752128,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)N(C)C || smiles:CS(C)=O,"N,N-二甲基乙酰胺 / 二甲基亚砜",25,1,25,1,438.95,463.16999999999996,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)C || smiles:CCSCC,2-甲基丙烷 / 3-硫杂戊烷,25,1,1,25,308.0,308.0,13.299972786943998,459.900041376512,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)OC(C)C || smiles:O=C=O,二异丙醚 / 二氧化碳,25,1,5,25,265.15,333.15,546.999944358016,2553.9999417696,0.1127,0.8873,0.00019999999999997797,0.9998,1
Binary,2,smiles:CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC || smiles:FC(F)C(F)(F)F,"三己基十四烷基膦双(2,4,4-三甲基戊基)亚膦酸酯 / 五氟乙烷",25,1,23,25,302.4,343.59999999999997,113.99995720576,846.9999369960959,0.18,0.8200000000000001,0.0,1.0,1
Binary,2,smiles:CCC || smiles:CCCO,丙烷 / 1-丙醇,25,1,3,25,323.15,393.15,296.000054953344,4030.999929966848,0.0223,0.9777,0.01770000000000005,0.9823,1
Binary,2,smiles:CCC#N || smiles:CCCC,丙腈 / 丁烷,25,1,5,25,322.0,322.04999999999995,17.400035570048,479.50002934092794,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCOC(C)(C)C || smiles:CCO,1-(叔丁氧基)丁烷 / 乙醇,25,1,24,1,351.32,387.26,101.299935074816,101.299935074816,0.03469999999999995,0.9653,0.03710000000000002,0.9629,1
Binary,2,smiles:CCCO || smiles:CCCOCOCC,1-丙醇 / 1-(乙氧基甲氧基)丙烷,25,1,23,1,369.44,386.53,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:O=C=O,乙醇 / 二氧化碳,25,2,3,25,323.15,343.15,3049.999947374208,11500.00002887859,0.1342,0.8658,0.014100000000000001,0.9859,1
Binary,2,smiles:CO || smiles:c1ccccc1,甲醇 / 苯,25,2,25,6,331.55999999999995,353.25,99.499949784448,101.299935074816,0.0,1.0,0.0,1.0,2
Binary,2,fallback:aa4d3d71d5f43049 || smiles:CCCCO,1-(methoxymethoxy)-butane / 1-丁醇,24,1,24,1,386.88,392.59,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCCC1 || smiles:C1COCCN1,"环己烷 / 四氢-1,4-噁嗪",24,1,24,1,353.40999999999997,396.85999999999996,100.000041986816,100.000041986816,0.0040000000000000036,0.996,0.0040000000000000036,0.996,1
Binary,2,smiles:C1CCOCC1 || smiles:CCCCCl,四氢吡喃 / 1-氯丁烷,24,1,24,2,324.95,361.17999999999995,40.00004345919999,101.299935074816,0.02200000000000002,0.978,0.02639999999999998,0.9736,1
Binary,2,smiles:CC(C)C(C)O || smiles:O=C=O,3-甲基-2-丁醇 / 二氧化碳,24,1,3,24,313.2,333.2,2146.999949535232,10248.999986250496,0.09450000000000003,0.9055,0.0043999999999999595,0.9956,1
Binary,2,smiles:CC(C)CCO || smiles:CCC(=O)OCCC(C)C,3-甲基-1-丁醇 / 异戊酸异戊酯,24,1,24,3,385.54999999999995,441.14,50.000020993408,149.999929657856,0.051,0.949,0.06499999999999995,0.935,1
Binary,2,smiles:CC(C)CO || smiles:CCCCCCO,2-甲基-1-丙醇 / 1-己醇,24,1,24,1,381.09,430.05999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCC || smiles:CCCOC=O,戊烷 / 甲酸正丙酯,24,1,24,1,309.03999999999996,353.91999999999996,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:CCCCCO,正庚烷 / 1-戊醇,24,1,1,24,313.15,313.15,0.908058648448,12.37698203328,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCC || smiles:CCOC=O,正辛烷 / 甲酸乙酯,24,1,24,1,327.33,398.83,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCOCOCC || smiles:CCO,1-(乙氧基甲氧基)丙烷 / 乙醇,24,1,23,1,351.45,386.53,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COCC(C)O || smiles:COCCO,1-甲氧基-2-丙醇 / 2-甲氧基乙醇,24,1,24,3,383.79999999999995,405.79999999999995,74.500005948928,134.000045596544,0.0214,0.9786,0.03969999999999996,0.9603,1
Binary,2,smiles:COCCO || smiles:O,2-甲氧基乙醇 / 水,24,1,21,3,365.0,395.59999999999997,74.500005948928,134.000045596544,0.053200000000000025,0.9468,0.04310000000000003,0.9569,1
Binary,2,smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F || smiles:FC(F)(F)F,全氟己烷 / 四氟甲烷,24,1,8,24,283.13,303.15999999999997,1535.000017882496,8775.999935737984,0.14100000000000001,0.859,0.01200000000000001,0.988,1
Binary,2,smiles:O=C=O || smiles:O=S=O,二氧化碳 / 二氧化硫,24,1,2,24,263.15,333.21,104.099971447552,8784.999995512191,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:O,乙腈 / 水,23,2,22,2,349.64,373.12,101.299935074816,102.499969709184,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)O || smiles:CCC(C)=O,乙酸 / 丁酮,23,1,23,1,353.88,388.55999999999995,101.330065929984,101.330065929984,0.036699999999999955,0.9633,0.0141,0.9859,1
Binary,2,smiles:CC(C)OC(C)C || smiles:COCCO,二异丙醚 / 2-甲氧基乙醇,23,1,23,1,341.49,397.44,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC1=CCC2CC1C2(C)C || smiles:CC1=CC[C@@H]2[C@H](C1)C2(C)C,2-蒎烯 / (+)-3-蒈烯,23,1,23,1,428.65,442.63,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCC(=O)OCC || smiles:O=C=O,丁酸乙酯 / 二氧化碳,23,1,3,21,308.45,318.54999999999995,4550.000043886976,8900.00000380032,0.14,0.86,0.0014999999999999458,0.9985,1
Binary,2,smiles:CCCCCCCCCC || smiles:CCOC=O,正癸烷 / 甲酸乙酯,23,1,23,1,327.33,446.92999999999995,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCOC(=O)OCC || smiles:CCOC(C)=O,碳酸二乙酯 / 乙酸乙酯,23,1,3,23,373.2,453.2,53.899966902144,1052.9000690432,0.077,0.923,0.030000000000000027,0.97,1
Binary,2,smiles:NC1CCCCC1 || smiles:O,环己胺 / 水,23,1,2,23,333.15,363.15,7.52004816704,79.43000047283199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCOCC1 || smiles:CCC(C)Cl,四氢吡喃 / 2-氯丁烷,22,1,22,2,315.21,360.57,40.00004345919999,101.299935074816,0.03649999999999998,0.9635,0.0272,0.9728,1
Binary,2,smiles:C=C1C2CCC(C2)C1(C)C || smiles:Cc1ccc(C(C)C)cc1,冰片烯 / 对异丙基甲苯,22,1,22,1,432.79999999999995,449.7,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCO || smiles:OCCO,丙烯醇 / 乙二醇,22,1,22,1,369.95,470.31999999999994,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)=O || smiles:CC(C)N(C)C,"丙酮 / N,N-二甲基异丙胺",22,1,22,1,326.71999999999997,339.13,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:CCCCO,2-丙醇 / 1-丁醇,22,1,22,1,355.5,390.85999999999996,100.999959746816,100.999959746816,0.0,1.0,0.0,1.0,1
