dataset,component_count,system_id,system_label,data_points,references,unique_temperatures,unique_pressures,temperature_min_k,temperature_max_k,pressure_min_kpa,pressure_max_kpa,liquid_composition_min,liquid_composition_max,vapor_composition_min,vapor_composition_max,component_order_variants
Binary,2,smiles:O || smiles:OCCCO,"水 / 1,3-丙二醇",17,1,17,1,373.15,446.27,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:BrCBr || smiles:CCCCCCC,二溴甲烷 / 正庚烷,16,1,1,16,308.15,308.15,11.75503318656,14.092974231808,0.039000000000000035,0.961,0.17259999999999998,0.8274,1
Binary,2,smiles:BrCCBr || smiles:ClCCCl,"1,2-二溴乙烷 / 1,2-二氯乙烷",16,1,16,9,357.0,404.7,101.37006264038399,101.500051949184,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)CC(C)C || smiles:ClC(Cl)Cl,4-甲基-2-戊酮 / 氯仿,16,1,1,16,303.15,303.15,3.889946731136,32.19001914176,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)(C)O || smiles:CCCCC(CC)CO,2-甲基-2-丙醇 / 2-乙基-1-己醇,16,1,16,1,355.57,459.73,101.299935074816,101.299935074816,0.0,1.0,0.0008,0.9992,1
Binary,2,smiles:CC(C)O || smiles:CCCOC(C)=O,2-丙醇 / 乙酸正丙酯,16,1,14,1,355.29999999999995,374.2,100.999959746816,100.999959746816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(=O)O || smiles:CCC(=O)OC(C)C,丙酸 / 丙酸异丙酯,16,1,16,1,382.65,413.58,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCC=O || smiles:O=C=O,己醛 / 二氧化碳,16,1,3,16,313.2,333.2,2729.999999667712,9709.999917261952,0.10499999999999998,0.895,0.0010000000000000009,0.999,1
Binary,2,smiles:CCCCCCC || smiles:CCCCCCCCC,正庚烷 / 正壬烷,16,1,16,1,371.4,423.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCC || smiles:CCc1cccs1,正辛烷 / 2-乙基噻吩,16,1,16,1,398.57,407.15,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCC || smiles:Cc1ccc(C)cc1,正辛烷 / 对二甲苯,16,1,16,1,349.13,359.75,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCO || smiles:CN(C)C=O,"1-己醇 / N,N-二甲基甲酰胺",16,1,14,1,421.04999999999995,428.45,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCO || smiles:Cc1ccccc1C,1-己醇 / 邻二甲苯,16,1,16,1,415.45,428.45,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCO || smiles:Clc1ccccc1,1-己醇 / 氯苯,16,1,16,1,402.84999999999997,428.45,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCO || smiles:O=[N+]([O-])c1ccccc1,1-己醇 / 硝基苯,16,1,16,1,428.45,481.45,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCOC(=O)CC || smiles:COC(=O)OC,丙酸正丁酯 / 碳酸二甲酯,16,1,16,1,363.34999999999997,418.34999999999997,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCc1cccc(C)c1 || smiles:Cc1ccc(C)c(C)c1,"1-乙基-3-甲基苯 / 1,2,4-三甲苯",16,1,16,1,380.65,387.87,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CN(C)C=O || smiles:OCC(F)(F)C(F)F,"N,N-二甲基甲酰胺 / 2,2,3,3-四氟-1-丙醇",16,1,16,1,381.95,426.04999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CNC=O || smiles:OCC(F)(F)C(F)F,"N-甲基甲酰胺 / 2,2,3,3-四氟-1-丙醇",16,1,16,1,381.95,471.2,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC(=O)OC || smiles:COC=O,碳酸二甲酯 / 甲酸甲酯,16,1,16,1,304.67999999999995,363.15,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC(=O)OC || smiles:COCOC,碳酸二甲酯 / 二甲氧基甲烷,16,1,16,1,315.15,363.15,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC(=O)OC || smiles:Cc1ccc(C)cc1,碳酸二甲酯 / 对二甲苯,16,1,16,1,363.34999999999997,411.45,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC=O || smiles:COCOC,甲酸甲酯 / 二甲氧基甲烷,16,1,16,1,304.65,315.15,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CS(C)=O || smiles:O,二甲基亚砜 / 水,16,1,16,1,331.09999999999997,388.15,13.329970319744,13.329970319744,0.088,0.912,0.0024999999999999467,0.9975,1
Binary,2,smiles:O || smiles:OCC(F)(F)C(F)F,"水 / 2,2,3,3-四氟-1-丙醇",16,1,16,1,366.77,382.15,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F || smiles:OCC(F)(F)C(F)F,"2,2,3,3,4,4,5,5-八氟-1-戊醇 / 2,2,3,3-四氟-1-丙醇",16,1,16,1,382.28,413.56999999999994,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C || smiles:CSC,甲烷 / 2-硫杂丙烷,15,1,1,15,313.15999999999997,313.15999999999997,340.00003609728,11999.999972167936,0.0055,0.9945,0.03849999999999998,0.9615,1
Binary,2,smiles:C=CC#N || smiles:CCCCCCO,丙烯腈 / 1-己醇,15,1,15,1,348.95,428.45,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:CC(C)O,乙腈 / 2-丙醇,15,1,15,1,348.4,355.49,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:CCCCCCO,乙腈 / 1-己醇,15,1,15,1,352.54999999999995,428.45,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:CCO,乙腈 / 乙醇,15,1,15,1,345.84999999999997,354.29999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)O || smiles:CN(C)C=O,"乙酸 / N,N-二甲基甲酰胺",15,1,15,1,336.54999999999995,370.65,13.329970319744,13.329970319744,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)O || smiles:CS(C)=O,乙酸 / 二甲基亚砜,15,1,14,1,351.75,398.65,13.329970319744,13.329970319744,0.1975,0.8025,0.0023999999999999577,0.9976,1
Binary,2,smiles:CC(=O)OCC(C)C || smiles:CCO,乙酸异丁酯 / 乙醇,15,1,15,1,351.45,389.54999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)OCC(C)C || smiles:COC(=O)OC,乙酸异丁酯 / 碳酸二甲酯,15,1,15,1,363.34999999999997,389.54999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:CCOC(C)=O,2-丙醇 / 乙酸乙酯,15,1,14,1,348.53,355.37,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(O)C(C)O || smiles:CCOC(C)=O,"1,2-丁二醇 / 乙酸乙酯",15,1,15,1,352.04999999999995,442.34999999999997,101.299935074816,101.299935074816,0.016000000000000014,0.984,0.001,0.999,1
Binary,2,smiles:CCC(C)(C)O || smiles:O=Cc1ccco1,2-甲基-2-丁醇 / 糠醛,15,1,7,15,345.54999999999995,345.64,4.200054559104,31.199967236992,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:ClC(Cl)(Cl)Br,正庚烷 / 三氯溴甲烷,15,1,1,15,308.15,308.15,8.904067669248,10.047973586688,0.1003,0.8996999999999999,0.1067,0.8933,1
Binary,2,smiles:CCCCCCCC || smiles:Cc1cccc(C)c1,正辛烷 / 间二甲苯,15,1,15,1,349.13,360.59,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCC || smiles:Cc1ccccc1,正壬烷 / 甲苯,15,1,15,1,383.4,423.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCC || smiles:Cc1cccc(C)c1,十一烷 / 间二甲苯,15,1,15,1,342.79999999999995,393.4,9.999977534208,9.999977534208,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCC || smiles:Cc1ccccc1C,十一烷 / 邻二甲苯,15,1,15,1,347.2,393.4,9.999977534208,9.999977534208,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCO || smiles:Nc1ccccc1,1-己醇 / 苯胺,15,1,15,1,428.45,455.25,95.60000387571199,95.60000387571199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCOCCO || smiles:CN1CCCC1=O,2-丁氧基乙醇 / N-甲基吡咯烷酮,15,1,15,1,442.49,474.01,95.30002854771199,95.30002854771199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCO || smiles:ClCBr,1-丙醇 / 溴氯甲烷,15,1,1,15,313.15,313.15,7.181942641791999,37.437987513344,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCI || smiles:CCOC(=O)CC,碘乙烷 / 丙酸乙酯,15,1,15,1,345.45,372.25,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCOCCO || smiles:CN1CCCC1=O,2-乙氧基乙醇 / N-甲基吡咯烷酮,15,1,15,1,406.33,474.01,95.30002854771199,95.30002854771199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCc1ccc(C)cc1 || smiles:Cc1ccc(C)c(C)c1,"1-乙基-4-甲基苯 / 1,2,4-三甲苯",15,1,15,1,380.74,387.87,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCc1ccccc1 || smiles:O=CN1CCOCC1,乙苯 / N-甲酰吗啉,15,1,15,1,413.79999999999995,508.04999999999995,101.330065929984,101.330065929984,0.0048,0.9952,0.01419999999999999,0.9858,1
Binary,2,smiles:CN1CCCC1=O || smiles:COCCO,N-甲基吡咯烷酮 / 2-甲氧基乙醇,15,1,15,1,395.78,474.01,95.30002854771199,95.30002854771199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COCCO || smiles:Cc1ccccc1,2-甲氧基乙醇 / 甲苯,15,1,15,1,379.12,394.94,101.299935074816,101.299935074816,0.0261,0.9739,0.05500000000000005,0.945,1
Binary,2,smiles:Cc1ccc(O)cc1 || smiles:OCCNCCO,对甲酚 / 二乙醇胺,15,1,15,1,421.95,489.08,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1cccc(O)c1 || smiles:OCCNCCO,间甲酚 / 二乙醇胺,15,1,15,1,422.25,489.08,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,fallback:2471c64d7f43614f || smiles:O=C=O,1-癸基-3-甲基咪唑双(三氟甲磺酰)亚胺 / 二氧化碳,14,1,1,14,313.15,313.15,2000.000039802112,14399.999913272575,0.14300000000000002,0.857,0.0,1.0,1
Binary,2,smiles:BrCBr || smiles:CCCO,二溴甲烷 / 1-丙醇,14,1,1,14,313.15,313.15,7.181942641791999,15.610982713856,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Brc1ccccc1 || smiles:CCCCCCC,溴苯 / 正庚烷,14,1,14,8,371.4,428.79999999999995,100.639989353216,100.979961391616,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCCC1 || smiles:CCCCCCCCC,环己烷 / 正壬烷,14,1,14,1,353.7,423.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:CCCCCC,乙腈 / 正己烷,14,1,1,13,348.2,348.2,83.700049275136,188.000004274688,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)CC(C)C || smiles:O=Cc1ccco1,4-甲基-2-戊酮 / 糠醛,14,1,6,14,345.75,345.82,4.200054559104,23.099966769152,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)O || smiles:O=Cc1ccco1,2-丁醇 / 糠醛,14,1,4,13,345.67999999999995,345.71999999999997,4.200054559104,33.600036505728,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCC || smiles:CCCCCCCCO,正己烷 / 1-辛醇,14,1,5,1,342.2,342.59999999999997,101.299935074816,101.299935074816,0.0152,0.9848,0.00049,0.99951,1
Binary,2,smiles:CCCCCCCC || smiles:Cc1ccccc1C,正辛烷 / 邻二甲苯,14,1,14,1,349.13,365.15999999999997,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCC || smiles:Cc1cccc(C)c1,正壬烷 / 间二甲苯,14,1,14,1,412.0,423.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:Cc1cccc(C)c1,正癸烷 / 间二甲苯,14,1,14,1,360.59,393.12,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCC || smiles:Cc1ccc(C)cc1,十一烷 / 对二甲苯,14,1,14,1,342.0,393.4,9.999977534208,9.999977534208,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCCCCCCC || smiles:c1ccc2c(c1)CCCC2,"十六烷 / 1,2,3,4-四氢萘",14,1,14,1,400.9,473.5,9.999977534208,9.999977534208,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCc1ccccc1 || smiles:COc1ccccc1,正丁苯 / 苯甲醚,14,1,14,1,427.15999999999997,454.23,101.330065929984,101.330065929984,0.0305,0.9695,0.02429999999999999,0.9757,1
Binary,2,smiles:CCO || smiles:FC(F)(F)c1ccccc1,乙醇 / 三氟甲苯,14,1,12,1,348.5,368.09999999999997,101.399926850816,101.399926850816,0.03,0.97,0.06899999999999995,0.931,1
Binary,2,smiles:CCO || smiles:c1ccoc1,乙醇 / 呋喃,14,1,14,1,305.02,350.64,100.999959746816,100.999959746816,0.006,0.994,0.048,0.952,1
Binary,2,smiles:CN(C)C=O || smiles:ClC(Cl)Cl,"N,N-二甲基甲酰胺 / 氯仿",14,1,14,1,335.4,408.9,101.299935074816,101.299935074816,0.0412,0.9588,0.015900000000000025,0.9841,1
Binary,2,smiles:CSSC || smiles:Cc1ccccc1,"2,3-二硫杂丁烷 / 甲苯",14,1,1,12,368.15,368.15,63.899944436351994,66.400005481088,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1ccccc1 || smiles:ClCCCl,"甲苯 / 1,2-二氯乙烷",14,1,14,1,362.34999999999997,380.45,101.299935074816,101.299935074816,0.05,0.95,0.10199999999999998,0.898,1
Binary,2,smiles:ClC(Cl)Cl || smiles:FC(F)(F)c1ccccc1,氯仿 / 三氟甲苯,14,1,14,1,335.59999999999997,368.2,101.399926850816,101.399926850816,0.046,0.954,0.03700000000000003,0.963,1
Binary,2,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCC=C(C)C,"(1S,2S,5R)-蒎烷 / 3,7-二甲基-1,6-辛二烯",13,1,12,1,348.75,352.65,6.0000398494719995,6.0000398494719995,0.0519,0.9480999999999999,0.0666,0.9334,1
Binary,2,smiles:C1CCOCC1 || smiles:CC(C)(C)Cl,四氢吡喃 / 2-氯-2-甲基丙烷,13,1,13,1,325.7,360.2,101.299935074816,101.299935074816,0.02190000000000003,0.9781,0.02,0.98,1
Binary,2,smiles:C=CC(C)CCC=C(C)C || smiles:C=CC(C)CCCC(C)(C)O,"3,7-二甲基-1,6-辛二烯 / 2,6-二甲基-7-辛烯-2-醇",13,1,13,1,349.75,380.04999999999995,6.0000398494719995,6.0000398494719995,0.0314,0.9686,0.027699999999999947,0.9723,1
Binary,2,smiles:CC(C)c1ccccc1 || smiles:O=CN1CCOCC1,异丙苯 / N-甲酰吗啉,13,1,13,1,426.29999999999995,440.9,101.330065929984,101.330065929984,0.03600000000000003,0.964,0.009499999999999953,0.9905,1
Binary,2,smiles:CCC(=O)OC || smiles:CO,丙酸甲酯 / 甲醇,13,1,13,1,335.67999999999995,352.62,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC=C(C)C || smiles:CCO,2-甲基-2-戊烯 / 乙醇,13,1,1,13,383.2,383.2,315.60004291776,501.099986147712,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCC || smiles:CCCCl,正己烷 / 1-氯丙烷,13,1,1,13,298.15,298.15,23.49006801792,44.55500216192,0.06469999999999998,0.9353,0.0422,0.9578,1
Binary,2,smiles:CCCCCCC || smiles:CCCCl,正庚烷 / 1-氯丙烷,13,1,1,13,298.15,298.15,11.130017925376,43.700005815935995,0.0551,0.9449,0.0096,0.9904,1
Binary,2,smiles:CCCCCCCCC || smiles:Cc1ccc(C)cc1,正壬烷 / 对二甲苯,13,1,13,1,411.4,423.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:Cc1ccc(C)cc1,正癸烷 / 对二甲苯,13,1,13,1,359.80999999999995,393.12,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:Cc1ccccc1C,正癸烷 / 邻二甲苯,13,1,13,1,365.15999999999997,393.12,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCCCCC || smiles:CCCCCCCCCCCCCC(=O)OC,十四烷 / 肉豆蔻酸甲酯,13,1,13,1,425.66999999999996,465.34999999999997,4.999988767104,4.999988767104,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCO || smiles:CCSCC,1-丙醇 / 3-硫杂戊烷,13,1,1,13,358.15,358.15,63.000018452351995,96.70004673407999,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCO || smiles:ClCCCl,"1-丙醇 / 1,2-二氯乙烷",13,1,1,13,313.15,313.15,7.181942641791999,22.304032232192,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCOC(C)=O || smiles:COC(C)(C)C,乙酸乙酯 / 2-甲氧基-2-甲基丙烷,13,1,1,13,373.16999999999996,373.16999999999996,203.900029882368,363.299986418432,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COCCO || smiles:CS(C)=O,2-甲氧基乙醇 / 二甲基亚砜,13,1,13,1,403.30999999999995,458.52,101.299935074816,101.299935074816,0.0549,0.9451,0.016900000000000026,0.9831,1
Binary,2,smiles:COc1ccccc1 || smiles:Cc1ccccc1,苯甲醚 / 甲苯,13,1,13,1,384.54999999999995,426.16999999999996,101.330065929984,101.330065929984,0.0051,0.9949,0.01649999999999996,0.9835,1
Binary,2,smiles:CS(C)=O || smiles:Cc1ccccc1,二甲基亚砜 / 甲苯,13,1,13,1,384.69,454.45,101.299935074816,101.299935074816,0.0157,0.9843,0.010099999999999998,0.9899,1
Binary,2,smiles:FC(F)(F)c1ccccc1 || smiles:c1ccccc1,三氟甲苯 / 苯,13,1,12,1,353.75,371.25,101.399926850816,101.399926850816,0.072,0.928,0.08999999999999997,0.91,1
Binary,2,smiles:C1CCCCC1 || smiles:CCCCCCC,环己烷 / 正庚烷,12,1,12,1,353.94,371.53,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:CCOC(C)=O,乙腈 / 乙酸乙酯,12,1,10,1,348.45,354.65,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)c1ccccc1 || smiles:O=S1(=O)CCCC1,异丙苯 / 环丁砜,12,1,12,1,428.45,472.71,101.330065929984,101.330065929984,0.0803,0.9197,0.009499999999999953,0.9905,1
Binary,2,smiles:CC1CCCC1 || smiles:Cc1ccsc1,甲基环戊烷 / 3-甲基噻吩,12,1,1,12,343.15,343.15,22.789992263551998,95.929976736512,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC1CCCCC1 || smiles:Cc1ccsc1,甲基环己烷 / 3-甲基噻吩,12,1,1,12,373.15,373.15,64.109927165952,99.10998185804799,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCC(CC)CO || smiles:CCCCO,2-乙基-1-己醇 / 1-丁醇,12,1,12,1,392.0,458.15,101.299935074816,101.299935074816,0.0,1.0,0.0008,0.9992,1
Binary,2,smiles:CCCCCC || smiles:Cc1ccsc1,正己烷 / 3-甲基噻吩,12,1,1,12,333.15,333.15,15.62004863488,76.689959165696,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:CCc1ccccc1,正庚烷 / 乙苯,12,1,3,12,323.2,363.2,8.10000046784,66.599989033088,0.1785,0.8215,0.08130000000000004,0.9187,1
Binary,2,smiles:CCCCCCC || smiles:Cc1ccc(C)cc1,正庚烷 / 对二甲苯,12,1,3,12,323.2,363.2,7.60004158784,64.89999551872,0.1795,0.8205,0.07010000000000005,0.9299,1
Binary,2,smiles:CCCCCCC || smiles:Cc1ccccc1,正庚烷 / 甲苯,12,1,3,12,323.2,363.2,14.599999197312,74.999964828928,0.167,0.833,0.17200000000000004,0.828,1
Binary,2,smiles:CCCCCCC || smiles:Clc1ccccc1,正庚烷 / 氯苯,12,1,12,9,371.29999999999995,404.59999999999997,100.819974550016,100.979961391616,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:Fc1ccccc1,正庚烷 / 氟苯,12,1,11,9,357.2,371.29999999999995,100.549996754816,100.709983596416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCC || smiles:c1ccccc1,正庚烷 / 苯,12,1,3,12,323.2,363.2,22.899983217152002,130.19995814144,0.1975,0.8025,0.1395,0.8605,1
Binary,2,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CCCCCCCCCCCCCCCC,肉豆蔻酸甲酯 / 十六烷,12,1,12,1,454.24,465.2,4.999988767104,4.999988767104,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCc1ccccc1 || smiles:O=S1(=O)CCCC1,乙苯 / 环丁砜,12,1,12,1,411.68999999999994,492.15,101.330065929984,101.330065929984,0.0337,0.9663,0.0018000000000000238,0.9982,1
Binary,2,smiles:Cc1ccccc1 || smiles:Cc1ccsc1,甲苯 / 3-甲基噻吩,12,1,1,12,383.15,383.15,86.499952325504,100.000041986816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=C(C)CC(C)(C)C || smiles:CSSC,"2,4,4-三甲基-1-戊烯 / 2,3-二硫杂丁烷",11,1,1,11,368.15,368.15,65.49994617472,88.39992939187199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CSSC,"异辛烷 / 2,3-二硫杂丁烷",11,1,1,11,368.15,368.15,65.49994617472,95.69999565171199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC1CCCC1 || smiles:CCCCS,甲基环戊烷 / 1-丁硫醇,11,1,1,11,343.15,343.15,40.500002339199995,95.899979203712,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCC(C)C || smiles:Cc1ccsc1,2-甲基戊烷 / 3-甲基噻吩,11,1,1,11,333.15,333.15,15.319939984512,100.919966326016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:O=C=O,正癸烷 / 二氧化碳,11,1,7,11,319.0,345.0,1720.000002232448,10620.999923792768,0.1407,0.8593,0.0012999999999999678,0.9987,1
Binary,2,smiles:CCCCCCCCCCCCCC(=O)O || smiles:CCCCCCCCCCCCCCCC(=O)O,肉豆蔻酸 / 棕榈酸,11,1,11,1,503.4,523.71,6.665985077632,6.665985077632,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCCCCC(=O)O || smiles:CCCCCCCCCCCCCCCCCC(=O)O,肉豆蔻酸 / 硬脂酸,11,1,11,1,503.4,545.63,6.665985077632,6.665985077632,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CCCCCCCCCCCCCCC,肉豆蔻酸甲酯 / 十五烷,11,1,11,1,440.40999999999997,465.34999999999997,4.999988767104,4.999988767104,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCl || smiles:CN1CCCC1=O,1-氯丁烷 / N-甲基吡咯烷酮,11,1,2,11,313.15,323.15,13.587949101824,34.849933705728,0.1063,0.8936999999999999,0.0054,0.9946,1
Binary,2,smiles:CCCOC(C)=O || smiles:CCSCC,乙酸正丙酯 / 3-硫杂戊烷,11,1,1,11,363.15,363.15,70.800043592192,95.99997097971199,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COc1ccccc1 || smiles:COc1ccccc1O,苯甲醚 / 愈创木酚,11,1,11,1,429.06999999999994,468.63,101.330065929984,101.330065929984,0.08430000000000004,0.9157,0.02729999999999999,0.9727,1
Binary,2,smiles:Cc1ccc(C)c(C)c1 || smiles:Cc1ccsc1,"1,2,4-三甲苯 / 3-甲基噻吩",11,1,1,11,383.15,383.15,16.89994336768,86.499952325504,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1cccc(C)c1O || smiles:Cc1cccc(O)c1,"2,6-二甲酚 / 间甲酚",11,1,11,1,418.11,422.15999999999997,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1cccc(C)c1O || smiles:Cc1ccccc1O,"2,6-二甲酚 / 邻甲酚",11,1,11,1,411.26,418.11,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1cccc(O)c1 || smiles:Cc1ccccc1O,间甲酚 / 邻甲酚,11,1,11,1,411.26,422.28,19.999955068416,19.999955068416,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1ccccc1C || smiles:Cc1ccsc1,邻二甲苯 / 3-甲基噻吩,11,1,1,11,383.15,383.15,37.200007086464005,86.599944101504,0.0,1.0,0.0,1.0,1
Binary,2,smiles:c1ccccc1 || smiles:c1ccsc1,苯 / 噻吩,11,1,11,1,353.16999999999996,357.26,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCC1 || smiles:[Xe],环戊烷 / 氙气,10,1,9,10,254.59999999999997,313.65999999999997,54.490051702912,166.600031019904,0.01491,0.98509,0.061000000000000054,0.939,1
Binary,2,smiles:C1CCOC1 || smiles:CCO,四氢呋喃 / 乙醇,10,1,10,1,338.79999999999995,348.5,101.299935074816,101.299935074816,0.04600000000000004,0.954,0.049000000000000044,0.951,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCSSCC,"异辛烷 / 3,4-二硫杂己烷",10,1,1,10,368.15,368.15,16.29999271168,90.300039780608,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:ClC(Cl)Cl,2-丙醇 / 氯仿,10,1,10,1,334.25,351.04999999999995,101.299935074816,101.299935074816,0.052000000000000046,0.948,0.051000000000000045,0.949,1
Binary,2,smiles:CCCCCCCCCCCC || smiles:c1ccc2sccc2c1,十二烷 / 苯并噻吩,10,1,10,2,484.78,493.39,99.599941560448,99.700066658816,0.0,1.0,0.0,1.0,1
