component_id,canonical_smiles,inchikey,representative_original_name,representative_formula,representative_raw_smiles,dataset_membership,record_occurrences,binary_record_occurrences,ternary_record_occurrences,unique_systems,identity_methods,has_parseable_smiles,raw_missing_smiles_occurrences,raw_smiles_parse_failures,name_variants,formula_variants,umap_1,umap_2,umap_status,molecular_weight_g_mol,logp,tpsa_a2,primary_functional_family,functional_families,fingerprint_radius,fingerprint_bits
smiles:COCOCC(C)C,COCOCC(C)C,FFXUOVPOFHKUKL-UHFFFAOYSA-N,1-(甲氧基甲氧基)-2-甲基丙烷,C6H14O2,CC(C)COCOC,Binary only,47,47,0,2,canonical_smiles,True,0,0,1,1,9.594696044921875,7.283664226531982,projected,118.17599999999999,1.2629000000000001,18.46,ether,ether,2,2048
smiles:COCOCOC,COCOCOC,NSPJNIDYTSSIIY-UHFFFAOYSA-N,"2,4,6-三氧杂庚烷",C4H10O3,COCOCOC,Binary only,27,27,0,1,canonical_smiles,True,0,0,1,1,9.777533531188965,7.474356174468994,projected,106.121,0.2108000000000001,27.69,ether,ether,2,2048
smiles:COCOCOCOC,COCOCOCOC,NYENPQBYHWPGNG-UHFFFAOYSA-N,"2,4,6,8-四氧杂壬烷",C5H12O4,COCOCOCOC,Binary only,20,20,0,1,canonical_smiles,True,0,0,1,1,9.779062271118164,7.475058078765869,projected,136.147,0.18490000000000006,36.92,ether,ether,2,2048
smiles:CON=C(C)C,CON=C(C)C,QMOLZSLXSAVSPU-UHFFFAOYSA-N,丙酮 O-甲基肟,C4H9NO,CC(=NOC)C,Binary only,29,29,0,1,canonical_smiles,True,0,0,1,1,9.245780944824219,6.050010681152344,projected,87.12199999999999,1.0286,21.59,other,other,2,2048
smiles:COc1ccccc1,COc1ccccc1,RDOXTESZEPMUJZ-UHFFFAOYSA-N,苯甲醚,C7H8O,COC1=CC=CC=C1,Binary only,60,60,0,4,canonical_smiles,True,0,0,1,1,15.350647926330566,1.5117038488388062,projected,108.13999999999997,1.6952,9.23,ether,ether;aromatic,2,2048
smiles:COc1ccccc1O,COc1ccccc1O,LHGVFZTZFXWLCP-UHFFFAOYSA-N,愈创木酚,C7H8O2,COC1=CC=CC=C1O,Binary only,30,30,0,2,canonical_smiles,True,0,0,1,1,15.39845085144043,1.7465776205062866,projected,124.13899999999997,1.4008,29.46,alcohol,alcohol;ether;aromatic,2,2048
smiles:CS(C)=O,CS(C)=O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,二甲基亚砜,C2H6OS,CS(=O)C,Shared,335,235,100,17,canonical_smiles,True,0,0,1,1,9.912325859069824,5.808807373046875,projected,78.136,-0.005299999999999971,17.07,sulfur-containing,sulfur-containing,2,2048
smiles:CSC,CSC,QMMFVYPAHWMCMS-UHFFFAOYSA-N,2-硫杂丙烷,C2H6S,CSC,Binary only,93,93,0,4,canonical_smiles,True,0,0,1,1,11.054317474365234,5.677230358123779,projected,62.137,0.9792,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:CSSC,CSSC,WQOXQRCZOLPYPM-UHFFFAOYSA-N,"2,3-二硫杂丁烷",C2H6S2,CSSC,Binary only,36,36,0,3,canonical_smiles,True,0,0,1,1,11.047616958618164,5.709535598754883,projected,94.20400000000001,1.6274,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:C[N+](=O)[O-],C[N+](=O)[O-],LYGJENNIWJXYER-UHFFFAOYSA-N,硝基甲烷,CH3NO2,C[N+](=O)[O-],Binary only,87,87,0,2,canonical_smiles,True,0,0,1,1,10.333207130432129,6.0336127281188965,projected,61.040000000000006,-0.10710000000000008,43.14,amine,amine,2,2048
smiles:Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,AUHZEENZYGFFBQ-UHFFFAOYSA-N,"1,3,5-三甲苯",C9H12,CC1=CC(=CC(=C1)C)C,Binary only,21,21,0,1,canonical_smiles,True,0,0,1,1,15.005974769592285,2.638737201690674,projected,120.19499999999998,2.611860000000001,0.0,aromatic,aromatic,2,2048
smiles:Cc1ccc(C(C)C)cc1,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,对异丙基甲苯,C10H14,CC1=CC=C(C=C1)C(C)C,Shared,160,80,80,6,canonical_smiles,True,0,0,1,1,15.157472610473633,2.3127059936523438,projected,134.222,3.1184200000000013,0.0,aromatic,aromatic,2,2048
smiles:Cc1ccc(C)c(C)c1,Cc1ccc(C)c(C)c1,GWHJZXXIDMPWGX-UHFFFAOYSA-N,"1,2,4-三甲苯",C9H12,CC1=CC(=C(C=C1)C)C,Binary only,111,111,0,6,canonical_smiles,True,0,0,1,1,15.141368865966797,2.3353044986724854,projected,120.195,2.611860000000001,0.0,aromatic,aromatic,2,2048
smiles:Cc1ccc(C)cc1,Cc1ccc(C)cc1,URLKBWYHVLBVBO-UHFFFAOYSA-N,对二甲苯,C8H10,CC1=CC=C(C=C1)C,Shared,207,132,75,10,canonical_smiles,True,0,0,1,1,15.12052059173584,2.3454349040985107,projected,106.16799999999999,2.30344,0.0,aromatic,aromatic,2,2048
smiles:Cc1ccc(C)o1,Cc1ccc(C)o1,GSNUFIFRDBKVIE-UHFFFAOYSA-N,"2,5-二甲基呋喃",C6H8O,CC1=CC=C(O1)C,Binary only,58,58,0,1,canonical_smiles,True,0,0,1,1,14.973001480102539,2.4676527976989746,projected,96.129,1.89644,13.14,aromatic,aromatic,2,2048
smiles:Cc1ccc(C)s1,Cc1ccc(C)s1,GWQOOADXMVQEFT-UHFFFAOYSA-N,"2,5-二甲基噻吩",C6H8S,CC1=CC=C(S1)C,Binary only,17,17,0,1,canonical_smiles,True,0,0,1,1,15.159842491149902,2.4013850688934326,projected,112.197,2.3649400000000007,0.0,sulfur-containing,sulfur-containing;aromatic,2,2048
smiles:Cc1ccc(O)cc1,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,对甲酚,C7H8O,CC1=CC=C(C=C1)O,Binary only,15,15,0,1,canonical_smiles,True,0,0,1,1,14.953150749206543,2.459381341934204,projected,108.13999999999999,1.7006199999999998,20.23,alcohol,alcohol;aromatic,2,2048
smiles:Cc1cccc(C)c1,Cc1cccc(C)c1,IVSZLXZYQVIEFR-UHFFFAOYSA-N,间二甲苯,C8H10,CC1=CC(=CC=C1)C,Binary only,58,58,0,4,canonical_smiles,True,0,0,1,1,15.078493118286133,2.2513465881347656,projected,106.16799999999999,2.30344,0.0,aromatic,aromatic,2,2048
smiles:Cc1cccc(C)c1O,Cc1cccc(C)c1O,NXXYKOUNUYWIHA-UHFFFAOYSA-N,"2,6-二甲酚",C8H10O,CC1=C(C(=CC=C1)C)O,Binary only,22,22,0,2,canonical_smiles,True,0,0,1,1,15.392959594726562,2.044828176498413,projected,122.16699999999999,2.00904,20.23,alcohol,alcohol;aromatic,2,2048
smiles:Cc1cccc(C)n1,Cc1cccc(C)n1,OISVCGZHLKNMSJ-UHFFFAOYSA-N,"2,6-二甲基吡啶",C7H9N,CC1=NC(=CC=C1)C,Binary only,48,48,0,1,canonical_smiles,True,0,0,1,1,15.277273178100586,2.2244150638580322,projected,107.156,1.69844,12.89,aromatic,aromatic,2,2048
smiles:Cc1cccc(O)c1,Cc1cccc(O)c1,RLSSMJSEOOYNOY-UHFFFAOYSA-N,间甲酚,C7H8O,CC1=CC(=CC=C1)O,Binary only,37,37,0,3,canonical_smiles,True,0,0,1,1,15.121891021728516,2.0464415550231934,projected,108.13999999999999,1.7006199999999998,20.23,alcohol,alcohol;aromatic,2,2048
smiles:Cc1ccccc1,Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,甲苯,C7H8,CC1=CC=CC=C1,Shared,609,510,99,22,canonical_smiles,True,0,0,1,1,15.151260375976562,1.6585683822631836,projected,92.14099999999999,1.99502,0.0,aromatic,aromatic,2,2048
smiles:Cc1ccccc1C,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,邻二甲苯,C8H10,CC1=CC=CC=C1C,Binary only,130,130,0,8,canonical_smiles,True,0,0,1,1,15.468911170959473,2.106509208679199,projected,106.16799999999999,2.30344,0.0,aromatic,aromatic,2,2048
smiles:Cc1ccccc1O,Cc1ccccc1O,QWVGKYWNOKOFNN-UHFFFAOYSA-N,邻甲酚,C7H8O,CC1=CC=CC=C1O,Binary only,22,22,0,2,canonical_smiles,True,0,0,1,1,15.494695663452148,1.925992488861084,projected,108.13999999999999,1.70062,20.23,alcohol,alcohol;aromatic,2,2048
smiles:Cc1ccco1,Cc1ccco1,VQKFNUFAXTZWDK-UHFFFAOYSA-N,2-甲基呋喃,C5H6O,CC1=CC=CO1,Binary only,30,30,0,1,canonical_smiles,True,0,0,1,1,14.403616905212402,1.9128680229187012,projected,82.102,1.58802,13.14,aromatic,aromatic,2,2048
smiles:Cc1ccsc1,Cc1ccsc1,QENGPZGAWFQWCZ-UHFFFAOYSA-N,3-甲基噻吩,C5H6S,CC1=CSC=C1,Binary only,139,139,0,8,canonical_smiles,True,0,0,1,1,14.895180702209473,2.292973756790161,projected,98.17,2.05652,0.0,sulfur-containing,sulfur-containing;aromatic,2,2048
smiles:Cc1cncc(C)c1,Cc1cncc(C)c1,HWWYDZCSSYKIAD-UHFFFAOYSA-N,"3,5-二甲基吡啶",C7H9N,CC1=CC(=CN=C1)C,Binary only,56,56,0,1,canonical_smiles,True,0,0,1,1,15.108470916748047,2.604813814163208,projected,107.15599999999998,1.69844,12.89,aromatic,aromatic,2,2048
smiles:Cc1cnccn1,Cc1cnccn1,CAWHJQAVHZEVTJ-UHFFFAOYSA-N,2-甲基吡嗪,C5H6N2,CC1=NC=CN=C1,Binary only,199,199,0,3,canonical_smiles,True,0,0,1,1,15.367525100708008,2.6561267375946045,projected,94.11699999999999,0.7850199999999998,25.78,aromatic,aromatic,2,2048
smiles:ClC(Cl)(Cl)Br,ClC(Cl)(Cl)Br,XNNQFQFUQLJSQT-UHFFFAOYSA-N,三氯溴甲烷,CBrCl3,C(Cl)(Cl)(Cl)Br,Binary only,51,51,0,3,canonical_smiles,True,0,0,1,1,9.12741470336914,3.6669933795928955,projected,198.274,2.709,0.0,halogenated,halogenated,2,2048
smiles:ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,QPFMBZIOSGYJDE-UHFFFAOYSA-N,"1,1,2,2-四氯乙烷",C2H2Cl4,C(C(Cl)Cl)(Cl)Cl,Binary only,102,102,0,3,canonical_smiles,True,0,0,1,1,9.894959449768066,3.008047342300415,projected,167.85,2.5938,0.0,halogenated,halogenated,2,2048
smiles:ClC(Cl)Cl,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,氯仿,CHCl3,C(Cl)(Cl)Cl,Shared,131,101,30,8,canonical_smiles,True,0,0,1,1,9.952998161315918,2.9684691429138184,projected,119.37800000000001,1.9864,0.0,halogenated,halogenated,2,2048
smiles:ClCBr,ClCBr,JPOXNPPZZKNXOV-UHFFFAOYSA-N,溴氯甲烷,CH2BrCl,C(Cl)Br,Binary only,52,52,0,3,canonical_smiles,True,0,0,1,1,14.42595386505127,6.6816840171813965,projected,129.384,1.5776,0.0,halogenated,halogenated,2,2048
smiles:ClCC1CO1,ClCC1CO1,BRLQWZUYTZBJKN-UHFFFAOYSA-N,"3-氯-1,2-环氧丙烷",C3H5ClO,C1C(O1)CCl,Binary only,79,79,0,2,canonical_smiles,True,0,0,1,1,14.60954761505127,6.893916130065918,projected,92.525,0.624,12.53,ether,ether;halogenated,2,2048
smiles:ClCCBr,ClCCBr,IBYHHJPAARCAIE-UHFFFAOYSA-N,1-溴-2-氯乙烷,C2H4BrCl,C(CBr)Cl,Binary only,18,18,0,1,canonical_smiles,True,0,0,1,1,14.425955772399902,6.70695161819458,projected,143.411,1.6200999999999999,0.0,halogenated,halogenated,2,2048
smiles:ClCCCCCl,ClCCCCCl,KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-二氯丁烷",C4H8Cl2,C(CCCl)CCl,Binary only,90,90,0,2,canonical_smiles,True,0,0,1,1,14.380735397338867,7.117214679718018,projected,127.01400000000001,2.2442,0.0,halogenated,halogenated,2,2048
smiles:ClCCCl,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-二氯乙烷",C2H4Cl2,C(CCl)Cl,Binary only,114,114,0,6,canonical_smiles,True,0,0,1,1,14.543807029724121,6.781983852386475,projected,98.96000000000001,1.464,0.0,halogenated,halogenated,2,2048
smiles:Cl[SiH2]Cl,Cl[SiH2]Cl,MROCJMGDEKINLD-UHFFFAOYSA-N,二氯氢硅,Cl2H2Si,[SiH2](Cl)Cl,Binary only,58,58,0,2,canonical_smiles,True,0,0,1,1,10.116827964782715,2.8796777725219727,projected,101.00800000000001,0.46279999999999993,0.0,halogenated,halogenated,2,2048
smiles:Cl[SiH](Cl)Cl,Cl[SiH](Cl)Cl,ZDHXKXAHOVTTAH-UHFFFAOYSA-N,三氯氢硅,Cl3HSi,[SiH](Cl)(Cl)Cl,Binary only,79,79,0,2,canonical_smiles,True,0,0,1,1,10.184218406677246,2.8505382537841797,projected,135.453,1.42,0.0,halogenated,halogenated,2,2048
smiles:Cl[Si](Cl)(Cl)Cl,Cl[Si](Cl)(Cl)Cl,FDNAPBUWERUEDA-UHFFFAOYSA-N,四氯化硅,Cl4Si,[Si](Cl)(Cl)(Cl)Cl,Binary only,57,57,0,2,canonical_smiles,True,0,0,1,1,10.228093147277832,2.816499948501587,projected,169.898,2.3772,0.0,halogenated,halogenated,2,2048
smiles:Clc1ccccc1,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,氯苯,C6H5Cl,C1=CC=C(C=C1)Cl,Binary only,28,28,0,2,canonical_smiles,True,0,0,1,1,14.888700485229492,1.1149702072143555,projected,112.55899999999997,2.34,0.0,halogenated,halogenated;aromatic,2,2048
smiles:F/C=C/C(F)(F)F,F/C=C/C(F)(F)F,CDOOAUSHHFGWSA-OWOJBTEDSA-N,"反式-1,3,3,3-四氟丙烯",C3H2F4,C(=C/F)\C(F)(F)F,Binary only,306,306,0,5,canonical_smiles,True,0,0,1,1,8.513137817382812,2.561264753341675,projected,114.04100000000003,2.0319000000000003,0.0,halogenated,halogenated,2,2048
smiles:FC(C(F)(F)F)C(F)(F)F,FC(C(F)(F)F)C(F)(F)F,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-七氟丙烷",C3HF7,C(C(F)(F)F)(C(F)(F)F)F,Binary only,203,203,0,4,canonical_smiles,True,0,0,1,1,9.151357650756836,2.6361589431762695,projected,170.027,2.4490999999999996,0.0,halogenated,halogenated,2,2048
smiles:FC(Cl)C(F)(F)F,FC(Cl)C(F)(F)F,BOUGCJDAQLKBQH-UHFFFAOYSA-N,"2-氯-1,1,1,2-四氟乙烷",C2HClF4,C(C(F)(F)F)(F)Cl,Binary only,22,22,0,1,canonical_smiles,True,0,0,1,1,9.4545259475708,2.742814064025879,projected,136.475,2.0831,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(Cl)Cl,FC(F)(F)C(Cl)Cl,OHMHBGPWCHTMQE-UHFFFAOYSA-N,"1,1-二氯-2,2,2-三氟乙烷",C2HCl2F3,C(C(F)(F)F)(Cl)Cl,Binary only,18,18,0,1,canonical_smiles,True,0,0,1,1,9.480579376220703,2.8827409744262695,projected,152.93,2.3524000000000003,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,UVWPNDVAQBNQBG-UHFFFAOYSA-N,全氟壬烷,C9F20,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,Binary only,57,57,0,1,canonical_smiles,True,0,0,1,1,8.10079288482666,2.3044185638427734,projected,488.05899999999997,6.558100000000003,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,YVBBRRALBYAZBM-UHFFFAOYSA-N,全氟辛烷,C8F18,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Binary only,136,136,0,3,canonical_smiles,True,0,0,1,1,8.106327056884766,2.2195327281951904,projected,438.05199999999996,5.922800000000002,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,LGUZHRODIJCVOC-UHFFFAOYSA-N,全氟庚烷,C7F16,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1,8.063815116882324,2.2865705490112305,projected,388.04499999999996,5.287500000000001,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,ZJIJAJXFLBMLCK-UHFFFAOYSA-N,全氟己烷,C6F14,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,Binary only,108,108,0,2,canonical_smiles,True,0,0,1,1,8.159914016723633,2.210113286972046,projected,338.03799999999995,4.652200000000001,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,KAVGMUDTWQVPDF-UHFFFAOYSA-N,全氟丁烷,C4F10,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,Binary only,298,298,0,5,canonical_smiles,True,0,0,1,1,8.076825141906738,2.327624797821045,projected,238.02399999999997,3.3815999999999997,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)F,QYSGYZVSCZSLHT-UHFFFAOYSA-N,八氟丙烷,C3F8,C(C(F)(F)F)(C(F)(F)F)(F)F,Binary only,20,20,0,1,canonical_smiles,True,0,0,1,1,8.12503719329834,2.4159162044525146,projected,188.017,2.7462999999999997,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)F,WMIYKQLTONQJES-UHFFFAOYSA-N,六氟乙烷,C2F6,C(C(F)(F)F)(F)(F)F,Binary only,304,304,0,7,canonical_smiles,True,0,0,1,1,8.21431827545166,2.5735557079315186,projected,138.01000000000002,2.1109999999999998,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)C1(F)OC1(F)F,FC(F)(F)C1(F)OC1(F)F,PGFXOWRDDHCDTE-UHFFFAOYSA-N,"2,2,3-三氟-3-(三氟甲基)环氧乙烷",C3F6O,C1(C(O1)(F)F)(C(F)(F)F)F,Binary only,197,197,0,4,canonical_smiles,True,0,0,1,1,8.494768142700195,2.4864797592163086,projected,166.01999999999998,1.8375,12.53,ether,ether;halogenated,2,2048
smiles:FC(F)(F)F,FC(F)(F)F,TXEYQDLBPFQVAA-UHFFFAOYSA-N,四氟甲烷,CF4,C(F)(F)(F)F,Binary only,85,85,0,3,canonical_smiles,True,0,0,1,1,8.569438934326172,2.5359957218170166,projected,88.00300000000001,1.4756999999999998,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)I,FC(F)(F)I,VPAYJEUHKVESSD-UHFFFAOYSA-N,三氟碘甲烷,CF3I,C(F)(F)(F)I,Binary only,223,223,0,6,canonical_smiles,True,0,0,1,1,8.347992897033691,2.3951869010925293,projected,195.909,1.9411999999999998,0.0,halogenated,halogenated,2,2048
smiles:FC(F)(F)c1ccccc1,FC(F)(F)c1ccccc1,GETTZEONDQJALK-UHFFFAOYSA-N,三氟甲苯,C7H5F3,C1=CC=C(C=C1)C(F)(F)F,Binary only,41,41,0,3,canonical_smiles,True,0,0,1,1,14.926729202270508,1.1335452795028687,projected,146.111,2.705400000000001,0.0,halogenated,halogenated;aromatic,2,2048
smiles:FC(F)=C(F)C(F)(F)F,FC(F)=C(F)C(F)(F)F,HCDGVLDPFQMKDK-UHFFFAOYSA-N,六氟丙烯,C3F6,C(=C(F)F)(C(F)(F)F)F,Binary only,267,267,0,6,canonical_smiles,True,0,0,1,1,8.130597114562988,2.881371021270752,projected,150.021,2.6263,0.0,halogenated,halogenated,2,2048
smiles:FC(F)C(F)(F)F,FC(F)C(F)(F)F,GTLACDSXYULKMZ-UHFFFAOYSA-N,五氟乙烷,C2HF5,C(C(F)(F)F)(F)F,Shared,334,290,44,8,canonical_smiles,True,0,0,1,1,9.231437683105469,2.5825397968292236,projected,120.02000000000001,1.8137999999999999,0.0,halogenated,halogenated,2,2048
smiles:FC(F)C(F)F,FC(F)C(F)F,WXGNWUVNYMJENI-UHFFFAOYSA-N,"1,1,2,2-四氟乙烷",C2H2F4,C(C(F)F)(F)F,Binary only,263,263,0,6,canonical_smiles,True,0,0,1,1,9.599923133850098,2.8905141353607178,projected,102.03,1.5166,0.0,halogenated,halogenated,2,2048
smiles:FC(F)CC(F)(F)F,FC(F)CC(F)(F)F,MSSNHSVIGIHOJA-UHFFFAOYSA-N,"1,1,1,3,3-五氟丙烷",C3H3F5,C(C(F)F)C(F)(F)F,Binary only,106,106,0,2,canonical_smiles,True,0,0,1,1,9.128950119018555,2.6109254360198975,projected,134.047,2.2039,0.0,halogenated,halogenated,2,2048
smiles:FC(F)Cl,FC(F)Cl,VOPWNXZWBYDODV-UHFFFAOYSA-N,氯二氟甲烷,CHClF2,C(F)(F)Cl,Binary only,98,98,0,2,canonical_smiles,True,0,0,1,1,9.697847366333008,2.8834760189056396,projected,86.468,1.4478,0.0,halogenated,halogenated,2,2048
smiles:FC(F)F,FC(F)F,XPDWGBQVDMORPB-UHFFFAOYSA-N,三氟甲烷,CHF3,C(F)(F)F,Binary only,529,529,0,9,canonical_smiles,True,0,0,1,1,9.547072410583496,2.8248815536499023,projected,70.013,1.1784999999999999,0.0,halogenated,halogenated,2,2048
smiles:FCC(F)(F)F,FCC(F)(F)F,LVGUZGTVOIAKKC-UHFFFAOYSA-N,"1,1,1,2-四氟乙烷",C2H2F4,C(C(F)(F)F)F,Shared,634,590,44,10,canonical_smiles,True,0,0,1,1,8.918791770935059,2.824270248413086,projected,102.03000000000002,1.5182000000000002,0.0,halogenated,halogenated,2,2048
smiles:FCF,FCF,RWRIWBAIICGTTQ-UHFFFAOYSA-N,二氟甲烷,CH2F2,C(F)F,Shared,713,649,64,9,canonical_smiles,True,0,0,1,1,9.179646492004395,3.2628366947174072,projected,52.022999999999996,0.8829,0.0,halogenated,halogenated,2,2048
smiles:Fc1ccccc1,Fc1ccccc1,PYLWMHQQBFSUBP-UHFFFAOYSA-N,氟苯,C6H5F,C1=CC=C(C=C1)F,Binary only,12,12,0,1,canonical_smiles,True,0,0,1,1,14.954377174377441,1.2310007810592651,projected,96.10399999999998,1.8256999999999999,0.0,halogenated,halogenated;aromatic,2,2048
smiles:N,N,QGZKDVFQNNGYKY-UHFFFAOYSA-N,氨,H3N,N,Binary only,176,176,0,3,canonical_smiles,True,0,0,1,1,,,disconnected,17.031,0.16199999999999998,35.0,amine,amine,2,2048
smiles:N#N,N#N,IJGRMHOSHXDMSA-UHFFFAOYSA-N,氮气,N2,N#N,Binary only,425,425,0,9,canonical_smiles,True,0,0,1,1,11.932657241821289,6.366001605987549,projected,28.014,0.03016,47.58,other,other,2,2048
smiles:NC1CCCCC1,NC1CCCCC1,PAFZNILMFXTMIY-UHFFFAOYSA-N,环己胺,C6H13N,C1CCC(CC1)N,Shared,133,69,64,6,canonical_smiles,True,0,0,1,1,16.305870056152344,4.1515350341796875,projected,99.177,1.2778,26.02,amine,amine,2,2048
smiles:Nc1ccccc1,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,苯胺,C6H7N,C1=CC=C(C=C1)N,Shared,113,56,57,6,canonical_smiles,True,0,0,1,1,15.05694580078125,1.3034865856170654,projected,93.12899999999999,1.2688000000000001,26.02,amine,amine;aromatic,2,2048
smiles:O,O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,水,H2O,O,Shared,2715,1133,1582,67,canonical_smiles;name_formula_linked_to_smiles,True,1582,0,1,1,12.041752815246582,6.472464084625244,projected,18.015,-0.8247,31.5,water,water,2,2048
smiles:O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,RMLFHPWPTXWZNJ-UHFFFAOYSA-N,十二氟-2-甲基戊烷-3-酮,C6F12O,C(=O)(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F,Binary only,26,26,0,1,canonical_smiles,True,0,0,1,1,7.986443996429443,2.783704996109009,projected,316.04099999999994,3.586,17.07,ketone,ketone;halogenated,2,2048
smiles:O=C(O)C(Cl)Cl,O=C(O)C(Cl)Cl,JXTHNDFMNIQAHM-UHFFFAOYSA-N,二氯乙酸,C2H2Cl2O2,C(C(=O)O)(Cl)Cl,Shared,114,60,54,3,canonical_smiles,True,0,0,1,1,8.677734375,4.900250434875488,projected,128.942,0.8747,37.3,acid,acid;alcohol;halogenated,2,2048
smiles:O=C(O)C(F)(F)F,O=C(O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,三氟乙酸,C2HF3O2,C(=O)(C(F)(F)F)O,Binary only,31,31,0,1,canonical_smiles,True,0,0,1,1,7.966508388519287,3.1318962574005127,projected,114.02200000000002,0.6333,37.3,acid,acid;alcohol;halogenated,2,2048
smiles:O=C(O)CCl,O=C(O)CCl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,氯乙酸,C2H3ClO2,C(C(=O)O)Cl,Shared,120,66,54,3,canonical_smiles,True,0,0,1,1,8.224140167236328,5.028342247009277,projected,94.49700000000001,0.3098,37.3,acid,acid;alcohol;halogenated,2,2048
smiles:O=C1CCCC1,O=C1CCCC1,BGTOWKSIORTVQH-UHFFFAOYSA-N,环戊酮,C5H8O,C1CCC(=O)C1,Binary only,54,54,0,1,canonical_smiles,True,0,0,1,1,16.66381072998047,3.5982799530029297,projected,84.11800000000001,1.1295,17.07,ketone,ketone,2,2048
smiles:O=C1CCCCC1,O=C1CCCCC1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,环己酮,C6H10O,C1CCC(=O)CC1,Binary only,112,112,0,3,canonical_smiles,True,0,0,1,1,16.686532974243164,3.803903818130493,projected,98.14500000000001,1.5196,17.07,ketone,ketone,2,2048
smiles:O=C1OC(=O)c2cc(Cl)ccc21,O=C1OC(=O)c2cc(Cl)ccc21,BTTRMCQEPDPCPA-UHFFFAOYSA-N,4-氯邻苯二甲酸酐,C8H3ClO3,C1=CC2=C(C=C1Cl)C(=O)OC2=O,Binary only,44,44,0,1,canonical_smiles,True,0,0,1,1,14.340025901794434,1.4397172927856445,projected,182.56199999999998,1.6506,43.370000000000005,ester,ester;ether;halogenated;aromatic,2,2048
