component_id,canonical_smiles,inchikey,representative_original_name,representative_formula,representative_raw_smiles,dataset_membership,record_occurrences,binary_record_occurrences,ternary_record_occurrences,unique_systems,identity_methods,has_parseable_smiles,raw_missing_smiles_occurrences,raw_smiles_parse_failures,name_variants,formula_variants,umap_1,umap_2,umap_status,molecular_weight_g_mol,logp,tpsa_a2,primary_functional_family,functional_families,fingerprint_radius,fingerprint_bits
smiles:CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N,十四烷,C14H30,CCCCCCCCCCCCCC,Binary only,13,13,0,1,canonical_smiles,True,0,0,1,1,13.564725875854492,7.34890079498291,projected,198.39399999999995,5.707400000000006,0.0,hydrocarbon,hydrocarbon,2,2048
smiles:CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,TUNFSRHWOTWDNC-UHFFFAOYSA-N,肉豆蔻酸,C14H28O2,CCCCCCCCCCCCCC(=O)O,Binary only,22,22,0,2,canonical_smiles,True,0,0,1,1,7.674553394317627,5.133121967315674,projected,228.37599999999995,4.772100000000004,37.3,acid,acid;alcohol,2,2048
smiles:CCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCC(=O)OC,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,肉豆蔻酸甲酯,C15H30O2,CCCCCCCCCCCCCC(=O)OC,Binary only,93,93,0,5,canonical_smiles,True,0,0,1,1,6.864976406097412,5.96915340423584,projected,242.40299999999993,4.8605000000000045,26.3,ester,ester;ether,2,2048
smiles:CCCCCCCCCCCCCC(=O)OCC,CCCCCCCCCCCCCC(=O)OCC,MMKRHZKQPFCLLS-UHFFFAOYSA-N,十四酸乙酯,C16H32O2,CCCCCCCCCCCCCC(=O)OCC,Binary only,19,19,0,1,canonical_smiles,True,0,0,1,1,7.393733978271484,6.052116870880127,projected,256.4299999999999,5.250600000000005,26.3,ester,ester;ether,2,2048
smiles:CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCC,YCOZIPAWZNQLMR-UHFFFAOYSA-N,十五烷,C15H32,CCCCCCCCCCCCCCC,Binary only,11,11,0,1,canonical_smiles,True,0,0,1,1,13.499975204467773,7.529808044433594,projected,212.42099999999994,6.097500000000006,0.0,hydrocarbon,hydrocarbon,2,2048
smiles:CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N,十六烷,C16H34,CCCCCCCCCCCCCCCC,Binary only,26,26,0,2,canonical_smiles,True,0,0,1,1,13.573040962219238,7.1800432205200195,projected,226.44799999999992,6.487600000000007,0.0,hydrocarbon,hydrocarbon,2,2048
smiles:CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,IPCSVZSSVZVIGE-UHFFFAOYSA-N,棕榈酸,C16H32O2,CCCCCCCCCCCCCCCC(=O)O,Binary only,21,21,0,2,canonical_smiles,True,0,0,1,1,7.536651611328125,5.2046051025390625,projected,256.4299999999999,5.552300000000005,37.3,acid,acid;alcohol,2,2048
smiles:CCCCCCCCCCCCCCCC(=O)OC,CCCCCCCCCCCCCCCC(=O)OC,FLIACVVOZYBSBS-UHFFFAOYSA-N,棕榈酸甲酯,C17H34O2,CCCCCCCCCCCCCCCC(=O)OC,Binary only,38,38,0,1,canonical_smiles,True,0,0,1,1,6.941174030303955,6.0621771812438965,projected,270.45699999999994,5.640700000000005,26.3,ester,ester;ether,2,2048
smiles:CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,硬脂酸,C18H36O2,CCCCCCCCCCCCCCCCCC(=O)O,Binary only,21,21,0,2,canonical_smiles,True,0,0,1,1,7.654867649078369,5.124990940093994,projected,284.4839999999999,6.332500000000007,37.3,acid,acid;alcohol,2,2048
smiles:CCCCCCCCCCCCO,CCCCCCCCCCCCO,LQZZUXJYWNFBMV-UHFFFAOYSA-N,1-十二醇,C12H26O,CCCCCCCCCCCCO,Binary only,47,47,0,1,canonical_smiles,True,0,0,1,1,11.9108247756958,8.748939514160156,projected,186.33899999999997,3.8996000000000035,20.23,alcohol,alcohol,2,2048
smiles:CCCCCCCCCCCO,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N,1-十一醇,C11H24O,CCCCCCCCCCCO,Binary only,120,120,0,1,canonical_smiles,True,0,0,1,1,11.87630558013916,8.795938491821289,projected,172.31199999999998,3.5095000000000023,20.23,alcohol,alcohol,2,2048
smiles:CCCCCCCCO,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,1-辛醇,C8H18O,CCCCCCCCO,Binary only,59,59,0,4,canonical_smiles,True,0,0,1,1,11.928488731384277,8.801854133605957,projected,130.23100000000002,2.3392000000000013,20.23,alcohol,alcohol,2,2048
smiles:CCCCCCCO,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,1-庚醇,C7H16O,CCCCCCCO,Binary only,52,52,0,1,canonical_smiles,True,0,0,1,1,11.872971534729004,8.684556007385254,projected,116.204,1.9491,20.23,alcohol,alcohol,2,2048
smiles:CCCCCCCl,CCCCCCCl,MLRVZFYXUZQSRU-UHFFFAOYSA-N,1-氯己烷,C6H13Cl,CCCCCCCl,Binary only,117,117,0,4,canonical_smiles,True,0,0,1,1,14.134831428527832,7.2165141105651855,projected,120.623,2.805500000000001,0.0,halogenated,halogenated,2,2048
smiles:CCCCCCO,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,1-己醇,C6H14O,CCCCCCO,Shared,316,274,42,14,canonical_smiles,True,0,0,1,1,11.848918914794922,8.76632308959961,projected,102.17699999999999,1.559,20.23,alcohol,alcohol,2,2048
smiles:CCCCCCl,CCCCCCl,SQCZQTSHSZLZIQ-UHFFFAOYSA-N,1-氯戊烷,C5H11Cl,CCCCCCl,Binary only,246,246,0,6,canonical_smiles,True,0,0,1,1,14.280486106872559,7.183166980743408,projected,106.596,2.415400000000001,0.0,halogenated,halogenated,2,2048
smiles:CCCCCO,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,1-戊醇,C5H12O,CCCCCO,Shared,466,413,53,16,canonical_smiles,True,0,0,1,1,11.832174301147461,8.765528678894043,projected,88.14999999999999,1.1689,20.23,alcohol,alcohol,2,2048
smiles:CCCCCOC=O,CCCCCOC=O,DIQMPQMYFZXDAX-UHFFFAOYSA-N,甲酸正戊酯,C6H12O2,CCCCCOC=O,Binary only,65,65,0,1,canonical_smiles,True,0,0,1,1,10.838700294494629,6.809874534606934,projected,116.15999999999998,1.3496,26.3,ester,ester;ether,2,2048
smiles:CCCCCS,CCCCCS,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1-戊硫醇,C5H12S,CCCCCS,Binary only,19,19,0,1,canonical_smiles,True,0,0,1,1,13.774307250976562,7.499247074127197,projected,104.218,2.1064000000000003,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:CCCCCl,CCCCCl,VFWCMGCRMGJXDK-UHFFFAOYSA-N,1-氯丁烷,C4H9Cl,CCCCCl,Binary only,412,412,0,9,canonical_smiles,True,0,0,1,1,14.218717575073242,7.24139928817749,projected,92.56899999999999,2.0253,0.0,halogenated,halogenated,2,2048
smiles:CCCCO,CCCCO,LRHPLDYGYMQRHN-UHFFFAOYSA-N,1-丁醇,C4H10O,CCCCO,Shared,734,528,206,23,canonical_smiles,True,0,0,1,1,11.986186981201172,8.446192741394043,projected,74.12299999999999,0.7787999999999999,20.23,alcohol,alcohol,2,2048
smiles:CCCCOC(=O)C(C)O,CCCCOC(=O)C(C)O,MRABAEUHTLLEML-UHFFFAOYSA-N,L-乳酸丁酯,C7H14O3,CCCCOC(=O)C(C)O,Binary only,26,26,0,1,canonical_smiles,True,0,0,1,1,8.460349082946777,6.436148643493652,projected,146.18599999999998,0.7104999999999999,46.53,ester,ester;alcohol;ether,2,2048
smiles:CCCCOC(=O)CC,CCCCOC(=O)CC,BTMVHUNTONAYDX-UHFFFAOYSA-N,丙酸正丁酯,C7H14O2,CCCCOC(=O)CC,Shared,100,58,42,4,canonical_smiles,True,0,0,1,1,8.121005058288574,6.518843173980713,projected,130.18699999999998,1.7397,26.3,ester,ester;ether,2,2048
smiles:CCCCOC(C)(C)C,CCCCOC(C)(C)C,JJNQHLLBFBGKEL-UHFFFAOYSA-N,1-(叔丁氧基)丁烷,C8H18O,CCCCOC(C)(C)C,Shared,196,54,142,4,canonical_smiles,True,0,0,1,1,10.331305503845215,7.189525604248047,projected,130.23099999999997,2.6016000000000012,9.23,ether,ether,2,2048
smiles:CCCCOC(C)=O,CCCCOC(C)=O,DKPFZGUDAPQIHT-UHFFFAOYSA-N,乙酸正丁酯,C6H12O2,CCCCOC(=O)C,Binary only,99,99,0,5,canonical_smiles,True,0,0,1,1,8.538039207458496,6.50880241394043,projected,116.15999999999998,1.3496000000000001,26.3,ester,ester;ether,2,2048
smiles:CCCCOC=O,CCCCOC=O,NMJJFJNHVMGPGM-UHFFFAOYSA-N,甲酸正丁酯,C5H10O2,CCCCOC=O,Binary only,205,205,0,6,canonical_smiles,True,0,0,1,1,10.70447063446045,6.934336185455322,projected,102.13299999999998,0.9595,26.3,ester,ester;ether,2,2048
smiles:CCCCOCC,CCCCOCC,PZHIWRCQKBBTOW-UHFFFAOYSA-N,乙基丁基醚,C6H14O,CCCCOCC,Binary only,138,138,0,4,canonical_smiles,True,0,0,1,1,10.528297424316406,7.462713718414307,projected,102.17699999999999,1.823,9.23,ether,ether,2,2048
smiles:CCCCOCCCC,CCCCOCCCC,DURPTKYDGMDSBL-UHFFFAOYSA-N,二丁醚,C8H18O,CCCCOCCCC,Binary only,61,61,0,2,canonical_smiles,True,0,0,1,1,10.692867279052734,7.526896953582764,projected,130.231,2.603200000000001,9.23,ether,ether,2,2048
smiles:CCCCOCCO,CCCCOCCO,POAOYUHQDCAZBD-UHFFFAOYSA-N,2-丁氧基乙醇,C6H14O2,CCCCOCCO,Binary only,15,15,0,1,canonical_smiles,True,0,0,1,1,10.853083610534668,7.898150444030762,projected,118.17599999999999,0.7953999999999999,29.46,alcohol,alcohol;ether,2,2048
smiles:CCCCS,CCCCS,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-丁硫醇,C4H10S,CCCCS,Binary only,28,28,0,2,canonical_smiles,True,0,0,1,1,13.749133110046387,7.374453067779541,projected,90.19099999999999,1.7163,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:CCCCc1ccccc1,CCCCc1ccccc1,OCKPCBLVNKHBMX-UHFFFAOYSA-N,正丁苯,C10H14,CCCCC1=CC=CC=C1,Binary only,34,34,0,2,canonical_smiles,True,0,0,1,1,14.868876457214355,1.8542821407318115,projected,134.22199999999998,3.0292000000000012,0.0,aromatic,aromatic,2,2048
smiles:CCCCl,CCCCl,SNMVRZFUUCLYTO-UHFFFAOYSA-N,1-氯丙烷,C3H7Cl,CCCCl,Binary only,143,143,0,5,canonical_smiles,True,0,0,1,1,14.110595703125,7.091553688049316,projected,78.542,1.6352,0.0,halogenated,halogenated,2,2048
smiles:CCCO,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,1-丙醇,C3H8O,CCCO,Shared,922,751,171,29,canonical_smiles,True,0,0,1,1,11.749700546264648,8.163325309753418,projected,60.096,0.3887,20.23,alcohol,alcohol,2,2048
smiles:CCCOC(C)=O,CCCOC(C)=O,YKYONYBAUNKHLG-UHFFFAOYSA-N,乙酸正丙酯,C5H10O2,CCCOC(=O)C,Shared,655,593,62,14,canonical_smiles,True,0,0,1,1,8.569026947021484,6.313209056854248,projected,102.13299999999998,0.9595,26.3,ester,ester;ether,2,2048
smiles:CCCOC=O,CCCOC=O,KFNNIILCVOLYIR-UHFFFAOYSA-N,甲酸正丙酯,C4H8O2,CCCOC=O,Binary only,137,137,0,5,canonical_smiles,True,0,0,1,1,10.613237380981445,6.828564167022705,projected,88.10599999999998,0.5694,26.3,ester,ester;ether,2,2048
smiles:CCCOCCC,CCCOCCC,POLCUAVZOMRGSN-UHFFFAOYSA-N,二丙醚,C6H14O,CCCOCCC,Shared,167,85,82,5,canonical_smiles,True,0,0,1,1,10.417313575744629,7.630218982696533,projected,102.17699999999999,1.823,9.23,ether,ether,2,2048
smiles:CCCOCCO,CCCOCCO,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-丙氧基乙醇,C5H12O2,CCCOCCO,Binary only,78,78,0,2,canonical_smiles,True,0,0,1,1,10.741476058959961,7.910370349884033,projected,104.14899999999999,0.40530000000000005,29.46,alcohol,alcohol;ether,2,2048
smiles:CCCOCOC,CCCOCOC,XDEBEEKYERBCBM-UHFFFAOYSA-N,1-(甲氧基甲氧基)丙烷,C5H12O2,CCCOCOC,Binary only,56,56,0,2,canonical_smiles,True,0,0,1,1,9.9942045211792,7.554391860961914,projected,104.14899999999999,1.0169000000000001,18.46,ether,ether,2,2048
smiles:CCCOCOCC,CCCOCOCC,SWQFQRIECLCLQG-UHFFFAOYSA-N,1-(乙氧基甲氧基)丙烷,C6H14O2,CCCOCOCC,Binary only,49,49,0,2,canonical_smiles,True,0,0,1,1,10.236205101013184,7.611896514892578,projected,118.17599999999999,1.407,18.46,ether,ether,2,2048
smiles:CCF,CCF,UHCBBWUQDAVSMS-UHFFFAOYSA-N,氟乙烷,C2H5F,CCF,Binary only,408,408,0,5,canonical_smiles,True,0,0,1,1,12.448686599731445,7.160989761352539,projected,48.06,0.9758,0.0,halogenated,halogenated,2,2048
smiles:CCI,CCI,HVTICUPFWKNHNG-UHFFFAOYSA-N,碘乙烷,C2H5I,CCI,Binary only,49,49,0,3,canonical_smiles,True,0,0,1,1,12.616257667541504,7.221014499664307,projected,155.966,1.4413,0.0,halogenated,halogenated,2,2048
smiles:CCN(CC)CCCO,CCN(CC)CCCO,WKCYFSZDBICRKL-UHFFFAOYSA-N,3-二乙氨基-1-丙醇,C7H17NO,CCN(CC)CCCO,Binary only,44,44,0,1,canonical_smiles,True,0,0,1,1,11.732796669006348,8.741087913513184,projected,131.21900000000002,0.7105999999999999,23.47,alcohol,alcohol;amine,2,2048
smiles:CCO,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,乙醇,C2H6O,CCO,Shared,2717,1442,1275,64,canonical_smiles,True,0,0,1,1,12.012288093566895,7.7307939529418945,projected,46.069,-0.0014000000000000123,20.23,alcohol,alcohol,2,2048
smiles:CCOC(=O)C(C)C,CCOC(=O)C(C)C,WDAXFOBOLVPGLV-UHFFFAOYSA-N,2-甲基丙酸乙酯,C6H12O2,CCOC(=O)C(C)C,Binary only,142,142,0,2,canonical_smiles,True,0,0,1,1,8.155159950256348,6.039242267608643,projected,116.15999999999998,1.2055,26.3,ester,ester;ether,2,2048
smiles:CCOC(=O)C(C)CC,CCOC(=O)C(C)CC,HCRBXQFHJMCTLF-UHFFFAOYSA-N,2-甲基丁酸乙酯,C7H14O2,CCC(C)C(=O)OCC,Binary only,19,19,0,1,canonical_smiles,True,0,0,1,1,8.19667911529541,6.122162818908691,projected,130.18699999999998,1.5956000000000001,26.3,ester,ester;ether,2,2048
smiles:CCOC(=O)C(F)(F)F,CCOC(=O)C(F)(F)F,STSCVKRWJPWALQ-UHFFFAOYSA-N,三氟乙酸乙酯,C4H5F3O2,CCOC(=O)C(F)(F)F,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1,8.055954933166504,5.861040115356445,projected,142.076,1.1118000000000001,26.3,ester,ester;ether;halogenated,2,2048
smiles:CCOC(=O)CC,CCOC(=O)CC,FKRCODPIKNYEAC-UHFFFAOYSA-N,丙酸乙酯,C5H10O2,CCC(=O)OCC,Shared,510,146,364,9,canonical_smiles,True,0,0,1,1,7.894657135009766,6.274195671081543,projected,102.133,0.9595,26.3,ester,ester;ether,2,2048
smiles:CCOC(=O)OCC,CCOC(=O)OCC,OIFBSDVPJOWBCH-UHFFFAOYSA-N,碳酸二乙酯,C5H10O3,CCOC(=O)OCC,Shared,285,241,44,10,canonical_smiles,True,0,0,1,1,8.172455787658691,6.067382335662842,projected,118.13199999999999,1.1794,35.53,ester,ester;ether,2,2048
smiles:CCOC(=O)[C@H](C)O,CCOC(=O)[C@H](C)O,LZCLXQDLBQLTDK-BYPYZUCNSA-N,(S)-(-)-乳酸乙酯,C5H10O3,CCOC(=O)[C@H](C)O,Binary only,36,36,0,1,canonical_smiles,True,0,0,1,1,8.107743263244629,6.126582622528076,projected,118.13199999999998,-0.06970000000000004,46.53,ester,ester;alcohol;ether,2,2048
smiles:CCOC(C)(C)C,CCOC(C)(C)C,NUMQCACRALPSHD-UHFFFAOYSA-N,2-乙氧基-2-甲基丙烷,C6H14O,CCOC(C)(C)C,Binary only,126,126,0,3,canonical_smiles,True,0,0,1,1,9.831799507141113,6.841681003570557,projected,102.17699999999999,1.8214000000000001,9.23,ether,ether,2,2048
smiles:CCOC(C)(C)CC,CCOC(C)(C)CC,KFRVYYGHSPLXSZ-UHFFFAOYSA-N,"乙基-1,1-二甲基丙基醚",C7H16O,CCC(C)(C)OCC,Shared,245,52,193,4,canonical_smiles,True,0,0,1,1,9.631067276000977,6.887181282043457,projected,116.204,2.2115,9.23,ether,ether,2,2048
smiles:CCOC(C)=O,CCOC(C)=O,XEKOWRVHYACXOJ-UHFFFAOYSA-N,乙酸乙酯,C4H8O2,CCOC(=O)C,Shared,509,287,222,18,canonical_smiles,True,0,0,1,1,8.49787425994873,6.1737565994262695,projected,88.106,0.5694,26.3,ester,ester;ether,2,2048
smiles:CCOC=O,CCOC=O,WBJINCZRORDGAQ-UHFFFAOYSA-N,甲酸乙酯,C3H6O2,CCOC=O,Binary only,134,134,0,5,canonical_smiles,True,0,0,1,1,10.493203163146973,6.721841812133789,projected,74.07900000000001,0.17930000000000001,26.3,ester,ester;ether,2,2048
smiles:CCOCC(C)O,CCOCC(C)O,JOLQKTGDSGKSKJ-UHFFFAOYSA-N,1-乙氧基-2-丙醇,C5H12O2,CCOCC(C)O,Binary only,56,56,0,3,canonical_smiles,True,0,0,1,1,10.584331512451172,5.048769474029541,projected,104.14899999999999,0.4037,29.46,alcohol,alcohol;ether,2,2048
smiles:CCOCCO,CCOCCO,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,2-乙氧基乙醇,C4H10O2,CCOCCO,Shared,334,155,179,7,canonical_smiles,True,0,0,1,1,10.768937110900879,7.942554473876953,projected,90.122,0.015200000000000047,29.46,alcohol,alcohol;ether,2,2048
smiles:CCSCC,CCSCC,LJSQFQKUNVCTIA-UHFFFAOYSA-N,3-硫杂戊烷,C4H10S,CCSCC,Binary only,279,279,0,11,canonical_smiles,True,0,0,1,1,12.656793594360352,7.096742153167725,projected,90.191,1.7593999999999999,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:CCSSCC,CCSSCC,CETBSQOFQKLHHZ-UHFFFAOYSA-N,"3,4-二硫杂己烷",C4H10S2,CCSSCC,Binary only,10,10,0,1,canonical_smiles,True,0,0,1,1,12.680577278137207,7.2970733642578125,projected,122.258,2.4076000000000004,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:CC[N+](=O)[O-],CC[N+](=O)[O-],MCSAJNNLRCFZED-UHFFFAOYSA-N,硝基乙烷,C2H5NO2,CC[N+](=O)[O-],Binary only,170,170,0,4,canonical_smiles,True,0,0,1,1,11.452568054199219,6.746895790100098,projected,75.067,0.2829999999999999,43.14,amine,amine,2,2048
smiles:CCc1ccc(C)cc1,CCc1ccc(C)cc1,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,1-乙基-4-甲基苯,C9H12,CCC1=CC=C(C=C1)C,Binary only,15,15,0,1,canonical_smiles,True,0,0,1,1,15.088277816772461,2.122818946838379,projected,120.19499999999996,2.5574200000000005,0.0,aromatic,aromatic,2,2048
smiles:CCc1cccc(C)c1,CCc1cccc(C)c1,ZLCSFXXPPANWQY-UHFFFAOYSA-N,1-乙基-3-甲基苯,C9H12,CCC1=CC=CC(=C1)C,Binary only,16,16,0,1,canonical_smiles,True,0,0,1,1,15.032539367675781,1.9584418535232544,projected,120.19499999999996,2.5574200000000005,0.0,aromatic,aromatic,2,2048
smiles:CCc1ccccc1,CCc1ccccc1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,乙苯,C8H10,CCC1=CC=CC=C1,Binary only,39,39,0,3,canonical_smiles,True,0,0,1,1,15.0082368850708,1.5551352500915527,projected,106.16799999999996,2.2490000000000006,0.0,aromatic,aromatic,2,2048
smiles:CCc1cccs1,CCc1cccs1,JCCCMAAJYSNBPR-UHFFFAOYSA-N,2-乙基噻吩,C6H8S,CCC1=CC=CS1,Binary only,56,56,0,3,canonical_smiles,True,0,0,1,1,14.743766784667969,1.80775785446167,projected,112.19699999999997,2.3105,0.0,sulfur-containing,sulfur-containing;aromatic,2,2048
smiles:CN(C)C=O,CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,"N,N-二甲基甲酰胺",C3H7NO,CN(C)C=O,Shared,267,193,74,13,canonical_smiles,True,0,0,1,1,10.24233341217041,6.328150272369385,projected,73.095,-0.2956000000000001,20.310000000000002,amide,amide,2,2048
smiles:CN(C)CCCO,CN(C)CCCO,PYSGFFTXMUWEOT-UHFFFAOYSA-N,3-二甲氨基-1-丙醇,C5H13NO,CN(C)CCCO,Binary only,43,43,0,1,canonical_smiles,True,0,0,1,1,11.729521751403809,8.825963973999023,projected,103.16499999999999,-0.06960000000000005,23.47,alcohol,alcohol;amine,2,2048
smiles:CN1CCCC1=O,CN1CCCC1=O,SECXISVLQFMRJM-UHFFFAOYSA-N,N-甲基吡咯烷酮,C5H9NO,CN1CCCC1=O,Shared,158,122,36,10,canonical_smiles,True,0,0,1,1,16.54091453552246,3.5054519176483154,projected,99.133,0.23859999999999992,20.310000000000002,amide,amide,2,2048
smiles:CN1CCC[C@H]1c1cccnc1,CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N,(-)-3-(N-甲基吡咯烷基)吡啶,C10H14N2,CN1CCC[C@H]1C2=CN=CC=C2,Shared,14,5,9,2,canonical_smiles,True,0,0,1,1,15.719517707824707,2.8972949981689453,projected,162.236,1.8483,16.130000000000003,amine,amine;aromatic,2,2048
smiles:CNC(C)=O,CNC(C)=O,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-甲基乙酰胺,C3H7NO,CC(=O)NC,Shared,44,29,15,2,canonical_smiles,True,0,0,1,1,9.603083610534668,5.73386812210083,projected,73.095,-0.24770000000000003,29.1,amide,amide,2,2048
smiles:CNC=O,CNC=O,ATHHXGZTWNVVOU-UHFFFAOYSA-N,N-甲基甲酰胺,C2H5NO,CNC=O,Binary only,36,36,0,2,canonical_smiles,True,0,0,1,1,10.389200210571289,6.23395299911499,projected,59.068000000000005,-0.6378000000000001,29.1,amide,amide,2,2048
smiles:CO,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,甲醇,CH4O,CO,Shared,2159,1054,1105,53,canonical_smiles;name_formula_linked_to_smiles,True,1105,0,1,1,10.213095664978027,5.13684606552124,projected,32.042,-0.3915,20.23,alcohol,alcohol,2,2048
smiles:COC,COC,LCGLNKUTAGEVQW-UHFFFAOYSA-N,dimethyl ether,C2H6O,COC,Binary only,352,352,0,6,canonical_smiles,True,0,0,1,1,9.908370971679688,6.985286712646484,projected,46.069,0.26260000000000006,9.23,ether,ether,2,2048
smiles:COC(=O)CCC(=O)OC,COC(=O)CCC(=O)OC,MUXOBHXGJLMRAB-UHFFFAOYSA-N,丁二酸二甲酯,C6H10O4,COC(=O)CCC(=O)OC,Binary only,90,90,0,2,canonical_smiles,True,0,0,1,1,7.274668216705322,6.38787841796875,projected,146.142,0.11259999999999981,52.60000000000001,ester,ester;ether,2,2048
smiles:COC(=O)CCCC(=O)OC,COC(=O)CCCC(=O)OC,XTDYIOOONNVFMA-UHFFFAOYSA-N,戊二酸二甲酯,C7H12O4,COC(=O)CCCC(=O)OC,Binary only,105,105,0,2,canonical_smiles,True,0,0,1,1,7.123916149139404,6.3231520652771,projected,160.169,0.5026999999999999,52.60000000000001,ester,ester;ether,2,2048
smiles:COC(=O)CCCCC(=O)OC,COC(=O)CCCCC(=O)OC,UDSFAEKRVUSQDD-UHFFFAOYSA-N,己二酸二甲酯,C8H14O4,COC(=O)CCCCC(=O)OC,Binary only,105,105,0,2,canonical_smiles,True,0,0,1,1,6.884521484375,6.29904317855835,projected,174.196,0.8927999999999998,52.60000000000001,ester,ester;ether,2,2048
smiles:COC(=O)OC,COC(=O)OC,IEJIGPNLZYLLBP-UHFFFAOYSA-N,碳酸二甲酯,C3H6O3,COC(=O)OC,Shared,660,298,362,16,canonical_smiles,True,0,0,1,1,9.188942909240723,5.822118759155273,projected,90.078,0.3992,35.53,ester,ester;ether,2,2048
smiles:COC(=O)Oc1ccccc1,COC(=O)Oc1ccccc1,XTBFPVLHGVYOQH-UHFFFAOYSA-N,碳酸甲酯苯酯,C8H8O3,COC(=O)OC1=CC=CC=C1,Binary only,44,44,0,2,canonical_smiles,True,0,0,1,1,15.455642700195312,1.5208234786987305,projected,152.149,1.8317999999999999,35.53,ester,ester;ether;aromatic,2,2048
smiles:COC(C)(C)C,COC(C)(C)C,BZLVMXJERCGZMT-UHFFFAOYSA-N,2-甲氧基-2-甲基丙烷,C5H12O,CC(C)(C)OC,Shared,163,111,52,5,canonical_smiles,True,0,0,1,1,9.746114730834961,6.812597751617432,projected,88.14999999999999,1.4313,9.23,ether,ether,2,2048
smiles:COC(C)=O,COC(C)=O,KXKVLQRXCPHEJC-UHFFFAOYSA-N,乙酸甲酯,C3H6O2,CC(=O)OC,Shared,184,102,82,9,canonical_smiles,True,0,0,1,1,9.285651206970215,5.875643253326416,projected,74.079,0.17930000000000001,26.3,ester,ester;ether,2,2048
smiles:COC=O,COC=O,TZIHFWKZFHZASV-UHFFFAOYSA-N,甲酸甲酯,C2H4O2,COC=O,Binary only,154,154,0,6,canonical_smiles,True,0,0,1,1,10.333656311035156,6.5093560218811035,projected,60.05200000000001,-0.2108000000000001,26.3,ester,ester;ether,2,2048
smiles:COCC(C)O,COCC(C)O,ARXJGSRGQADJSQ-UHFFFAOYSA-N,1-甲氧基-2-丙醇,C4H10O2,CC(COC)O,Binary only,121,121,0,3,canonical_smiles,True,0,0,1,1,10.356561660766602,5.418231010437012,projected,90.122,0.013600000000000112,29.46,alcohol,alcohol;ether,2,2048
smiles:COCC(C)OC(C)=O,COCC(C)OC(C)=O,LLHKCFNBLRBOGN-UHFFFAOYSA-N,1-甲氧基-2-丙醇乙酸酯,C6H12O3,CC(COC)OC(=O)C,Binary only,56,56,0,1,canonical_smiles,True,0,0,1,1,8.971331596374512,6.110430717468262,projected,132.159,0.5844,35.53,ester,ester;ether,2,2048
smiles:COCCO,COCCO,XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-甲氧基乙醇,C3H8O2,COCCO,Shared,233,215,18,10,canonical_smiles,True,0,0,1,1,10.473816871643066,7.893880844116211,projected,76.095,-0.37489999999999996,29.46,alcohol,alcohol;ether,2,2048
smiles:COCCOC,COCCOC,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-二甲氧基乙烷",C4H10O2,COCCOC,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1,9.87117862701416,7.314517021179199,projected,90.122,0.2792,18.46,ether,ether,2,2048
smiles:COCOC,COCOC,NKDDWNXOKDWJAK-UHFFFAOYSA-N,二甲氧基甲烷,C3H8O2,COCOC,Shared,65,41,24,4,canonical_smiles,True,0,0,1,1,9.79793643951416,7.33827018737793,projected,76.095,0.23670000000000002,18.46,ether,ether,2,2048
