dataset,rank,system_id,system_label,data_points
Binary,251,smiles:O=C=O || smiles:[N]=O,二氧化碳 / 一氧化氮,32
Binary,252,smiles:CCCCCCC || smiles:CCCCOC=O,正庚烷 / 甲酸正丁酯,32
Binary,253,smiles:FC(F)(F)I || smiles:FC(F)C(F)F,"三氟碘甲烷 / 1,1,2,2-四氟乙烷",32
Binary,254,smiles:COCCOC || smiles:O=C=O,"1,2-二甲氧基乙烷 / 二氧化碳",32
Binary,255,smiles:CCO || smiles:CCOC(=O)C(F)(F)F,乙醇 / 三氟乙酸乙酯,32
Binary,256,smiles:FC(F)(F)I || smiles:O=C=O,三氟碘甲烷 / 二氧化碳,32
Binary,257,smiles:CCC(C)O || smiles:COC(=O)OC,2-丁醇 / 碳酸二甲酯,32
Binary,258,smiles:CCC || smiles:FC(F)(F)I,丙烷 / 三氟碘甲烷,32
Binary,259,smiles:CC(C)O || smiles:COC(=O)OC,2-丙醇 / 碳酸二甲酯,32
Binary,260,smiles:CC(C)CCl || smiles:CC(C)OC(C)C,1-氯-2-甲基丙烷 / 二异丙醚,32
Binary,261,smiles:C=C || smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,乙烯 / 全氟庚烷,32
Binary,262,smiles:O || smiles:O=C(O)C(F)(F)F,水 / 三氟乙酸,31
Binary,263,smiles:ClC(Cl)C(Cl)Cl || smiles:O=C1CCCCC1,"1,1,2,2-四氯乙烷 / 环己酮",31
Binary,264,smiles:CN(C)C=O || smiles:CS(C)=O,"N,N-二甲基甲酰胺 / 二甲基亚砜",31
Binary,265,smiles:CCCCCO || smiles:O=C=O,1-戊醇 / 二氧化碳,31
Binary,266,smiles:CCCCCCCCC || smiles:CCCCOC=O,正壬烷 / 甲酸正丁酯,31
Binary,267,smiles:CCCCCCCC || smiles:COC=O,正辛烷 / 甲酸甲酯,31
Binary,268,smiles:C1COCO1 || smiles:CCCCCCCl,"1,3-二噁戊环 / 1-氯己烷",31
Binary,269,smiles:C1CCOC1 || smiles:CO,四氢呋喃 / 甲醇,31
Binary,270,smiles:CCCCCCC || smiles:CCOC=O,正庚烷 / 甲酸乙酯,31
Binary,271,smiles:CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC || smiles:CC(F)F,"三己基十四烷基膦双(2,4,4-三甲基戊基)亚膦酸酯 / 1,1-二氟乙烷",30
Binary,272,smiles:O=Cc1ccco1 || smiles:c1ccoc1,糠醛 / 呋喃,30
Binary,273,smiles:Cc1ccco1 || smiles:OCc1ccco1,2-甲基呋喃 / 糠醇,30
Binary,274,smiles:CCO || smiles:CCOC(C)(C)CC,"乙醇 / 乙基-1,1-二甲基丙基醚",30
Binary,275,smiles:CCCCCCCCC || smiles:CCOC=O,正壬烷 / 甲酸乙酯,30
Binary,276,smiles:CCC(C)=O || smiles:COCCO,丁酮 / 2-甲氧基乙醇,30
Binary,277,smiles:CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC || smiles:CCF,"三己基十四烷基膦双(2,4,4-三甲基戊基)亚膦酸酯 / 氟乙烷",30
Binary,278,smiles:CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC || smiles:FCC(F)(F)F,"三己基十四烷基膦双(2,4,4-三甲基戊基)亚膦酸酯 / 1,1,1,2-四氟乙烷",30
Binary,279,smiles:CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC || smiles:CC(F)(F)F,"三己基十四烷基膦双(2,4,4-三甲基戊基)亚膦酸酯 / 1,1,1-三氟乙烷",30
Binary,280,smiles:CC(C)O || smiles:OCc1ccco1,2-丙醇 / 糠醇,30
Binary,281,smiles:CC(C)(C)CO || smiles:COC(C)(C)C,"2,2-二甲基-1-丙醇 / 2-甲氧基-2-甲基丙烷",30
Binary,282,smiles:C=C(Cl)C(F)(F)F || smiles:CC(F)(Cl)C(F)(F)F,"2-氯-3,3,3-三氟丙烯 / 2-氯-1,1,1,2-四氟丙烷",30
Binary,283,smiles:C=C(Cl)C(F)(F)F || smiles:C=C(F)C(F)(F)F,"2-氯-3,3,3-三氟丙烯 / 2,3,3,3-四氟-1-丙烯",30
Binary,284,smiles:C1CCCCC1 || smiles:CCSCC,环己烷 / 3-硫杂戊烷,30
Binary,285,fallback:4501d0d6bfddcc6a || smiles:CC(C)O,乙酸异丙酯 / 2-丙醇,30
Binary,286,smiles:CCC(C)OC(C)=O || smiles:CS(C)=O,乙酸仲丁酯 / 二甲基亚砜,29
Binary,287,smiles:CCO || smiles:CCSCC,乙醇 / 3-硫杂戊烷,29
Binary,288,smiles:CCCOC(C)=O || smiles:CCO,乙酸正丙酯 / 乙醇,29
Binary,289,smiles:CCCO || smiles:CCOC(C)=O,1-丙醇 / 乙酸乙酯,29
Binary,290,smiles:CCCCOC(C)(C)C || smiles:CO,1-(叔丁氧基)丁烷 / 甲醇,29
Binary,291,smiles:CCCCO || smiles:O=C=O,1-丁醇 / 二氧化碳,29
Binary,292,smiles:CCCCCCCC || smiles:CCCOC=O,正辛烷 / 甲酸正丙酯,29
Binary,293,smiles:CCCCCCC || smiles:CCCOC=O,正庚烷 / 甲酸正丙酯,29
Binary,294,smiles:CC(=O)C(C)(C)C || smiles:CC(C)(C)CO,"3,3-二甲基-2-丁酮 / 2,2-二甲基-1-丙醇",29
Binary,295,smiles:CCC(C)=O || smiles:CCOC(=O)OCC,丁酮 / 碳酸二乙酯,29
Binary,296,smiles:CC(C)CCO || smiles:O=C=O,3-甲基-1-丁醇 / 二氧化碳,29
Binary,297,smiles:CC(C)=O || smiles:CON=C(C)C,丙酮 / 丙酮 O-甲基肟,29
Binary,298,smiles:CC(=O)O || smiles:CNC(C)=O,乙酸 / N-甲基乙酰胺,29
Binary,299,smiles:CC(=O)N(C)C || smiles:CCC(C)O,"N,N-二甲基乙酰胺 / 2-丁醇",29
Binary,300,smiles:C1CCOCC1 || smiles:CCCCCCCl,四氢吡喃 / 1-氯己烷,29
Binary,301,smiles:C1CCOC1 || smiles:CCCCCCCl,四氢呋喃 / 1-氯己烷,29
Binary,302,smiles:CCCCCCCCO || smiles:c1ccoc1,1-辛醇 / 呋喃,28
Binary,303,smiles:O=O || smiles:O=S=O,氧气 / 二氧化硫,28
Binary,304,smiles:CCOC(C)(C)C || smiles:CCSCC,2-乙氧基-2-甲基丙烷 / 3-硫杂戊烷,28
Binary,305,smiles:CCOC(=O)OCC || smiles:O=C=O,碳酸二乙酯 / 二氧化碳,28
Binary,306,smiles:CCOC(=O)OCC || smiles:O,碳酸二乙酯 / 水,28
Binary,307,smiles:CCCOCOC || smiles:CO,1-(甲氧基甲氧基)丙烷 / 甲醇,28
Binary,308,smiles:CCCO || smiles:CCCOCOC,1-丙醇 / 1-(甲氧基甲氧基)丙烷,28
Binary,309,smiles:CCC(C)OC(C)=O || smiles:Cc1ccc(C)cc1,乙酸仲丁酯 / 对二甲苯,28
Binary,310,smiles:CCCCCCCCCC || smiles:CCCCOC=O,正癸烷 / 甲酸正丁酯,28
Binary,311,smiles:CCCCC || smiles:CCCCOC=O,戊烷 / 甲酸正丁酯,28
Binary,312,smiles:CC(C)C || smiles:O=C=O,2-甲基丙烷 / 二氧化碳,28
Binary,313,smiles:C1COCCO1 || smiles:CCCCCCCl,"1,4-二噁烷 / 1-氯己烷",28
Binary,314,fallback:aa4d3d71d5f43049 || smiles:CCCO,1-(methoxymethoxy)-butane / 1-丙醇,28
Binary,315,smiles:CCCCCCCCC || smiles:CCCOC=O,正壬烷 / 甲酸正丙酯,28
Binary,316,smiles:CCC(C)O || smiles:N#N,2-丁醇 / 氮气,27
Binary,317,smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F || smiles:FC(F)(F)F,全氟辛烷 / 四氟甲烷,27
Binary,318,smiles:ClCC1CO1 || smiles:O,"3-氯-1,2-环氧丙烷 / 水",27
Binary,319,smiles:CCCCO || smiles:COCOCOC,"1-丁醇 / 2,4,6-三氧杂庚烷",27
Binary,320,smiles:CCCCCCCCCC || smiles:CCCOC=O,正癸烷 / 甲酸正丙酯,27
Binary,321,smiles:CCCCCCCC || smiles:CCCCOC=O,正辛烷 / 甲酸正丁酯,27
Binary,322,smiles:CCCC(C)O || smiles:O=C=O,2-戊醇 / 二氧化碳,27
Binary,323,smiles:CCCC(C)O || smiles:N#N,2-戊醇 / 氮气,27
Binary,324,smiles:CCCC || smiles:CCCCO,丁烷 / 1-丁醇,27
Binary,325,smiles:CCC(C)O || smiles:CCCC,2-丁醇 / 丁烷,27
Binary,326,smiles:CC(C)O || smiles:N#N,2-丙醇 / 氮气,27
Binary,327,smiles:CC(C)O || smiles:CCCC,2-丙醇 / 丁烷,27
Binary,328,smiles:CC(C)CC(C)(C)C || smiles:CCOC(C)=O,异辛烷 / 乙酸乙酯,27
Binary,329,smiles:CC(C)(N)CO || smiles:O,2-氨基-2-甲基-1-丙醇 / 水,27
Binary,330,smiles:CC(C)(C)O || smiles:CCCC,2-甲基-2-丙醇 / 丁烷,27
Binary,331,smiles:CC(=O)CC(C)C || smiles:CC(C)OC(C)C,4-甲基-2-戊酮 / 二异丙醚,27
Binary,332,fallback:b63ac75aa69de5ee || smiles:O=C(O)C(Cl)Cl,1-(2-(2-(戊氧基)乙氧基)乙氧基)戊烷 / 二氯乙酸,27
Binary,333,smiles:CCC(C)(C)OC || smiles:CCO,2-甲氧基-2-甲基丁烷 / 乙醇,27
Binary,334,smiles:CCCC(C)O || smiles:Cc1ccccc1,2-戊醇 / 甲苯,26
Binary,335,smiles:CCCCCCCC || smiles:NC1CCCCC1,正辛烷 / 环己胺,26
Binary,336,smiles:CCCCCCC || smiles:COC=O,正庚烷 / 甲酸甲酯,26
Binary,337,smiles:CCCCC || smiles:CCOC=O,戊烷 / 甲酸乙酯,26
Binary,338,smiles:CCCC || smiles:FC(F)C(F)(F)F,丁烷 / 五氟乙烷,26
Binary,339,smiles:CCCC(C)O || smiles:Cc1ccc(C)c(C)c1,"2-戊醇 / 1,2,4-三甲苯",26
Binary,340,smiles:CCCC(C)O || smiles:CCCCCCC,2-戊醇 / 正庚烷,26
Binary,341,smiles:CCCCCO || smiles:Cc1ccc(C)c(C)c1,"1-戊醇 / 1,2,4-三甲苯",26
Binary,342,smiles:CCCCCCCCC || smiles:COC=O,正壬烷 / 甲酸甲酯,26
Binary,343,smiles:CC1CCCCC1 || smiles:CCOC(=O)OCC,甲基环己烷 / 碳酸二乙酯,26
Binary,344,smiles:CCCCCO || smiles:Cc1ccccc1,1-戊醇 / 甲苯,26
Binary,345,smiles:CCCCO || smiles:CCCCOC(=O)C(C)O,1-丁醇 / L-乳酸丁酯,26
Binary,346,smiles:CCCOC(C)=O || smiles:CCOC(C)=O,乙酸正丙酯 / 乙酸乙酯,26
Binary,347,smiles:CCO || smiles:CCOC(=O)OCC,乙醇 / 碳酸二乙酯,26
Binary,348,smiles:CCO || smiles:CSC,乙醇 / 2-硫杂丙烷,26
Binary,349,smiles:COC || smiles:CSC,dimethyl ether / 2-硫杂丙烷,26
Binary,350,smiles:COC(C)=O || smiles:CSC,乙酸甲酯 / 2-硫杂丙烷,26
Binary,351,smiles:Cc1ccccc1 || smiles:c1ccoc1,甲苯 / 呋喃,26
Binary,352,smiles:O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F || smiles:O=C=O,十二氟-2-甲基戊烷-3-酮 / 二氧化碳,26
Binary,353,smiles:CCC(O)CC || smiles:O=C=O,3-戊醇 / 二氧化碳,26
Binary,354,smiles:CC(C)CC(C)(C)C || smiles:CCCCCO,异辛烷 / 1-戊醇,26
Binary,355,smiles:CC(C)O || smiles:CCCCCO,2-丙醇 / 1-戊醇,26
Binary,356,smiles:C=C(C)C || smiles:CCSCC,2-甲基丙烯 / 3-硫杂戊烷,26
Binary,357,smiles:CC(C)CO || smiles:COCOCC(C)C,2-甲基-1-丙醇 / 1-(甲氧基甲氧基)-2-甲基丙烷,26
Binary,358,smiles:C/C=C\C || smiles:CCSCC,顺式-2-丁烯 / 3-硫杂戊烷,26
Binary,359,smiles:C1CCCCC1 || smiles:CCCC(C)O,环己烷 / 2-戊醇,26
Binary,360,smiles:C1CCCCC1 || smiles:CCCCCO,环己烷 / 1-戊醇,26
Binary,361,smiles:C1CCOC1 || smiles:CCCCl,四氢呋喃 / 1-氯丙烷,26
Binary,362,smiles:C1CCSC1 || smiles:C=C(C)CC(C)(C)C,"四氢噻吩 / 2,4,4-三甲基-1-戊烯",26
Binary,363,smiles:C1COCO1 || smiles:CC(C)(C)O,"1,3-二噁戊环 / 2-甲基-2-丙醇",26
Binary,364,smiles:C=C(C)C || smiles:CCC#N,2-甲基丙烯 / 丙腈,26
Binary,365,fallback:4501d0d6bfddcc6a || smiles:O=C=O,乙酸异丙酯 / 二氧化碳,26
Binary,366,smiles:C=CCC || smiles:CCC#N,1-丁烯 / 丙腈,26
Binary,367,smiles:C=CCCCC || smiles:CCCC(C)O,1-己烯 / 2-戊醇,26
Binary,368,smiles:C=CCCCC || smiles:CCCCCO,1-己烯 / 1-戊醇,26
Binary,369,smiles:CC(=O)N(C)C || smiles:CCC(C)OC(C)=O,"N,N-二甲基乙酰胺 / 乙酸仲丁酯",26
Binary,370,smiles:CC(=O)O || smiles:CCOC(C)=O,乙酸 / 乙酸乙酯,26
Binary,371,smiles:CC(C)C || smiles:CCC#N,2-甲基丙烷 / 丙腈,26
Binary,372,smiles:CC(C)CC(C)(C)C || smiles:CCCC(C)O,异辛烷 / 2-戊醇,26
Binary,373,smiles:CC(C)CC(C)(C)C || smiles:CCCCO,异辛烷 / 1-丁醇,26
Binary,374,smiles:C=CCC || smiles:CCSCC,1-丁烯 / 3-硫杂戊烷,26
Binary,375,smiles:CCC || smiles:CCCO,丙烷 / 1-丙醇,25
Binary,376,smiles:CO || smiles:c1ccccc1,甲醇 / 苯,25
Binary,377,smiles:CCO || smiles:O=C=O,乙醇 / 二氧化碳,25
Binary,378,smiles:CCCO || smiles:CCCOCOCC,1-丙醇 / 1-(乙氧基甲氧基)丙烷,25
Binary,379,smiles:CCCCOC(C)(C)C || smiles:CCO,1-(叔丁氧基)丁烷 / 乙醇,25
Binary,380,smiles:CCC#N || smiles:CCCC,丙腈 / 丁烷,25
Binary,381,smiles:CC(C)OC(C)C || smiles:O=C=O,二异丙醚 / 二氧化碳,25
Binary,382,smiles:CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC || smiles:FC(F)C(F)(F)F,"三己基十四烷基膦双(2,4,4-三甲基戊基)亚膦酸酯 / 五氟乙烷",25
Binary,383,smiles:CC(C)C || smiles:CCSCC,2-甲基丙烷 / 3-硫杂戊烷,25
Binary,384,smiles:CC(=O)N(C)C || smiles:CS(C)=O,"N,N-二甲基乙酰胺 / 二甲基亚砜",25
Binary,385,smiles:C1CCSC1 || smiles:Cc1ccccc1C,四氢噻吩 / 邻二甲苯,25
Binary,386,smiles:C1=CCCCC1 || smiles:C1COCCN1,"环己烯 / 四氢-1,4-噁嗪",25
Binary,387,smiles:C/C=C/C || smiles:CCSCC,反式-2-丁烯 / 3-硫杂戊烷,25
Binary,388,smiles:CCCCCCC || smiles:CCCCCO,正庚烷 / 1-戊醇,24
Binary,389,smiles:O=C=O || smiles:O=S=O,二氧化碳 / 二氧化硫,24
Binary,390,smiles:FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F || smiles:FC(F)(F)F,全氟己烷 / 四氟甲烷,24
Binary,391,smiles:COCC(C)O || smiles:COCCO,1-甲氧基-2-丙醇 / 2-甲氧基乙醇,24
Binary,392,smiles:CCCOCOCC || smiles:CCO,1-(乙氧基甲氧基)丙烷 / 乙醇,24
Binary,393,smiles:CCCCCCCC || smiles:CCOC=O,正辛烷 / 甲酸乙酯,24
Binary,394,smiles:COCCO || smiles:O,2-甲氧基乙醇 / 水,24
Binary,395,smiles:CCCCC || smiles:CCCOC=O,戊烷 / 甲酸正丙酯,24
Binary,396,fallback:aa4d3d71d5f43049 || smiles:CCCCO,1-(methoxymethoxy)-butane / 1-丁醇,24
Binary,397,smiles:C1CCCCC1 || smiles:C1COCCN1,"环己烷 / 四氢-1,4-噁嗪",24
Binary,398,smiles:C1CCOCC1 || smiles:CCCCCl,四氢吡喃 / 1-氯丁烷,24
Binary,399,smiles:CC(C)CO || smiles:CCCCCCO,2-甲基-1-丙醇 / 1-己醇,24
Binary,400,smiles:CC(C)C(C)O || smiles:O=C=O,3-甲基-2-丁醇 / 二氧化碳,24
Binary,401,smiles:CC(C)CCO || smiles:CCC(=O)OCCC(C)C,3-甲基-1-丁醇 / 异戊酸异戊酯,24
Binary,402,smiles:CC1=CCC2CC1C2(C)C || smiles:CC1=CC[C@@H]2[C@H](C1)C2(C)C,2-蒎烯 / (+)-3-蒈烯,23
Binary,403,smiles:CCOC(=O)OCC || smiles:CCOC(C)=O,碳酸二乙酯 / 乙酸乙酯,23
Binary,404,smiles:CCCCCCCCCC || smiles:CCOC=O,正癸烷 / 甲酸乙酯,23
Binary,405,smiles:NC1CCCCC1 || smiles:O,环己胺 / 水,23
Binary,406,smiles:CC(C)OC(C)C || smiles:COCCO,二异丙醚 / 2-甲氧基乙醇,23
Binary,407,smiles:CC(=O)O || smiles:CCC(C)=O,乙酸 / 丁酮,23
Binary,408,smiles:CC#N || smiles:O,乙腈 / 水,23
Binary,409,smiles:CCCC(=O)OCC || smiles:O=C=O,丁酸乙酯 / 二氧化碳,23
Binary,410,smiles:CCCCCCCC || smiles:CCOC(=O)CC,正辛烷 / 丙酸乙酯,22
Binary,411,smiles:FC(F)C(F)(F)F || smiles:O=C=O,五氟乙烷 / 二氧化碳,22
Binary,412,smiles:FC(Cl)C(F)(F)F || smiles:O=C=O,"2-氯-1,1,1,2-四氟乙烷 / 二氧化碳",22
Binary,413,smiles:COC(=O)OC || smiles:COC(=O)Oc1ccccc1,碳酸二甲酯 / 碳酸甲酯苯酯,22
Binary,414,smiles:CO || smiles:COC(=O)Oc1ccccc1,甲醇 / 碳酸甲酯苯酯,22
Binary,415,smiles:CCOC(C)(C)CC || smiles:CO,"乙基-1,1-二甲基丙基醚 / 甲醇",22
Binary,416,smiles:CCCCOC(C)=O || smiles:COc1ccccc1,乙酸正丁酯 / 苯甲醚,22
Binary,417,smiles:CCCCCO || smiles:CCCOCCC,1-戊醇 / 二丙醚,22
Binary,418,smiles:CCCCCCCCCCCC(=O)OCC || smiles:CCO,十二酸乙酯 / 乙醇,22
Binary,419,smiles:CCCCCC || smiles:CCOC(=O)CC,正己烷 / 丙酸乙酯,22
Binary,420,smiles:CCC(C)O || smiles:CO,2-丁醇 / 甲醇,22
Binary,421,smiles:CC(C)O || smiles:CCCCO,2-丙醇 / 1-丁醇,22
Binary,422,smiles:CC(C)=O || smiles:CC(C)N(C)C,"丙酮 / N,N-二甲基异丙胺",22
Binary,423,smiles:C=CCO || smiles:OCCO,丙烯醇 / 乙二醇,22
Binary,424,smiles:C=C1C2CCC(C2)C1(C)C || smiles:Cc1ccc(C(C)C)cc1,冰片烯 / 对异丙基甲苯,22
Binary,425,smiles:C1CCOCC1 || smiles:CCC(C)Cl,四氢吡喃 / 2-氯丁烷,22
Binary,426,smiles:CCC(C)O || smiles:CS(C)=O,2-丁醇 / 二甲基亚砜,22
Binary,427,smiles:CCCCCO || smiles:CCCO,1-戊醇 / 1-丙醇,21
Binary,428,smiles:CCC(C)O || smiles:CN(C)C=O,"2-丁醇 / N,N-二甲基甲酰胺",21
Binary,429,smiles:CCCCC1CCCCC1 || smiles:O=C=O,丁基环己烷 / 二氧化碳,21
Binary,430,smiles:CCCCCCCC || smiles:CCO,正辛烷 / 乙醇,21
Binary,431,smiles:CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC || smiles:CO,三油酸甘油酯 / 甲醇,21
Binary,432,smiles:CCCCCCO || smiles:CCCCOC(C)=O,1-己醇 / 乙酸正丁酯,21
Binary,433,smiles:CCCCCO || smiles:CCCCO,1-戊醇 / 1-丁醇,21
Binary,434,smiles:CCO || smiles:CCOC(=O)CC,乙醇 / 丙酸乙酯,21
Binary,435,smiles:CCCCO || smiles:COCOCC(C)C,1-丁醇 / 1-(甲氧基甲氧基)-2-甲基丙烷,21
Binary,436,smiles:CCCO || smiles:CCOCCO,1-丙醇 / 2-乙氧基乙醇,21
Binary,437,smiles:CCCOCCC || smiles:CCOCCO,二丙醚 / 2-乙氧基乙醇,21
Binary,438,smiles:CCO || smiles:c1ccccc1,乙醇 / 苯,21
Binary,439,smiles:CCc1cccs1 || smiles:Cc1cc(C)cc(C)c1,"2-乙基噻吩 / 1,3,5-三甲苯",21
Binary,440,smiles:CO || smiles:O,甲醇 / 水,21
Binary,441,smiles:CC(C)CCO || smiles:CCCCCCO,3-甲基-1-丁醇 / 1-己醇,21
Binary,442,smiles:CCC(C)=O || smiles:CO,丁酮 / 甲醇,21
Binary,443,smiles:CC(C)CO || smiles:CCCCOC(=O)CC,2-甲基-1-丙醇 / 丙酸正丁酯,21
Binary,444,smiles:C1CCCCC1 || smiles:CCOC(=O)CC,环己烷 / 丙酸乙酯,21
Binary,445,smiles:C=CCO || smiles:O,丙烯醇 / 水,21
Binary,446,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O,异辛烷 / 丁酮,21
Binary,447,smiles:C1CCCCC1 || smiles:Nc1ccccc1,环己烷 / 苯胺,21
Binary,448,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C,四氢吡喃 / 异辛烷,21
Binary,449,smiles:C1CCOCC1 || smiles:CC(C)CCl,四氢吡喃 / 1-氯-2-甲基丙烷,21
Binary,450,smiles:C=C(F)C(F)(F)F || smiles:[Ar],"2,3,3,3-四氟-1-丙烯 / 氩气",21
Binary,451,smiles:C=C1C2CCC(C2)C1(C)C || smiles:CC1=CCC2CC1C2(C)C,冰片烯 / 2-蒎烯,21
Binary,452,smiles:C1CCOCC1 || smiles:CC(C)O,四氢吡喃 / 2-丙醇,21
Binary,453,smiles:CC(=O)N(C)C || smiles:CC(C)N(C)C,"N,N-二甲基乙酰胺 / N,N-二甲基异丙胺",21
Binary,454,smiles:CC(=O)O || smiles:CN1CCCC1=O,乙酸 / N-甲基吡咯烷酮,21
Binary,455,smiles:CC(=O)OCC(C)C || smiles:CCCCCCO,乙酸异丁酯 / 1-己醇,21
Binary,456,smiles:CC(=O)OCC(C)C || smiles:CCCCOC(=O)CC,乙酸异丁酯 / 丙酸正丁酯,21
Binary,457,smiles:CC(=O)OCC(C)C || smiles:CN(C)C=O,"乙酸异丁酯 / N,N-二甲基甲酰胺",21
Binary,458,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C,丙酮 / 异辛烷,21
Binary,459,smiles:CC(C)=O || smiles:CCO,丙酮 / 乙醇,21
Binary,460,smiles:CC(C)O || smiles:COCCO,2-丙醇 / 2-甲氧基乙醇,20
Binary,461,smiles:NC1CCCCC1 || smiles:Nc1ccccc1,环己胺 / 苯胺,20
Binary,462,smiles:CO || smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F,"甲醇 / 2,2,3,3,4,4,5,5-八氟-1-戊醇",20
Binary,463,smiles:CCCCc1ccccc1 || smiles:O=CN1CCOCC1,正丁苯 / N-甲酰吗啉,20
Binary,464,smiles:CCCCO || smiles:COCOCOCOC,"1-丁醇 / 2,4,6,8-四氧杂壬烷",20
Binary,465,smiles:CCCCCCCCCCCC(=O)OC || smiles:CO,十二酸甲酯 / 甲醇,20
Binary,466,smiles:CCC(C)C || smiles:c1ccsc1,2-甲基丁烷 / 噻吩,20
Binary,467,smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,2-蒎烯 / 对异丙基甲苯,20
Binary,468,smiles:CC(C)O || smiles:OCCCO,"2-丙醇 / 1,3-丙二醇",20
Binary,469,smiles:CC(C)O || smiles:CCC(=O)OC(C)C,2-丙醇 / 丙酸异丙酯,20
Binary,470,smiles:CC(C)CCO || smiles:CCCCOC(C)=O,3-甲基-1-丁醇 / 乙酸正丁酯,20
Binary,471,smiles:CC(C)CC(C)(C)C || smiles:COC(C)(C)C,异辛烷 / 2-甲氧基-2-甲基丙烷,20
Binary,472,smiles:CC(=O)N(C)C || smiles:CN(C)C=O,"N,N-二甲基乙酰胺 / N,N-二甲基甲酰胺",20
Binary,473,smiles:CC(=O)N(C)C || smiles:CC(=O)O,"N,N-二甲基乙酰胺 / 乙酸",20
Binary,474,smiles:C=CCO || smiles:CNC=O,丙烯醇 / N-甲基甲酰胺,20
Binary,475,smiles:C=C(F)C(F)(F)F || smiles:FC(F)(F)C(F)(F)C(F)(F)F,"2,3,3,3-四氟-1-丙烯 / 八氟丙烷",20
Binary,476,fallback:2435468cddae75fa || smiles:CC1=CCC2CC1C2(C)C,石竹烯 / 2-蒎烯,20
Binary,477,smiles:CC(C)CO || smiles:CN(C)C=O,"2-甲基-1-丙醇 / N,N-二甲基甲酰胺",20
Binary,478,fallback:2435468cddae75fa || smiles:CC1=CCC2C(C1)C2(C)C,石竹烯 / 3-蒈烯,20
Binary,479,smiles:CCCCCCCCCC || smiles:CCc1cccs1,正癸烷 / 2-乙基噻吩,19
Binary,480,smiles:CCCO || smiles:OCCO,1-丙醇 / 乙二醇,19
Binary,481,smiles:CCCCCCCCCCCCCC(=O)OCC || smiles:CCO,十四酸乙酯 / 乙醇,19
Binary,482,smiles:CCCCCCO || smiles:CCCCO,1-己醇 / 1-丁醇,19
Binary,483,smiles:CCCCCO || smiles:CCCCCS,1-戊醇 / 1-戊硫醇,19
Binary,484,smiles:CCCCOC(C)=O || smiles:COc1ccccc1O,乙酸正丁酯 / 愈创木酚,19
Binary,485,smiles:CCCO || smiles:CCOCC(C)O,1-丙醇 / 1-乙氧基-2-丙醇,19
Binary,486,smiles:Cc1ccccc1C || smiles:c1ccccc1,邻二甲苯 / 苯,19
Binary,487,smiles:CCO || smiles:COC(=O)OC,乙醇 / 碳酸二甲酯,19
Binary,488,smiles:CCOC(=O)C(C)CC || smiles:O=C=O,2-甲基丁酸乙酯 / 二氧化碳,19
Binary,489,smiles:Cc1ccc(C)cc1 || smiles:OCC(F)(F)C(F)F,"对二甲苯 / 2,2,3,3-四氟-1-丙醇",19
Binary,490,smiles:ClC(Cl)(Cl)Br || smiles:ClCBr,三氯溴甲烷 / 溴氯甲烷,19
Binary,491,smiles:ClC(Cl)Cl || smiles:OCC(F)(F)C(F)F,"氯仿 / 2,2,3,3-四氟-1-丙醇",19
Binary,492,smiles:FC(F)Cl || smiles:O=C=O,氯二氟甲烷 / 二氧化碳,19
Binary,493,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CO,肉豆蔻酸甲酯 / 甲醇,19
Binary,494,smiles:CC(C)CCO || smiles:CCCCO,3-甲基-1-丁醇 / 1-丁醇,19
Binary,495,smiles:CCCCCC || smiles:CCO,正己烷 / 乙醇,19
Binary,496,smiles:C=C(F)C(F)(F)F || smiles:N#N,"2,3,3,3-四氟-1-丙烯 / 氮气",19
Binary,497,smiles:CCC(C)OC(C)=O || smiles:CN(C)C=O,"乙酸仲丁酯 / N,N-二甲基甲酰胺",19
