variant_id,variant,protocol,direction,state,state_mae,state_rmse,state_r2,y_mae,y_rmse,y_r2,valid_coverage,training_seconds,trainable_parameters,peak_gpu_memory_mb
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary,isobaric,T,4.40126612994824,6.221950502621787,0.9691057442063552,0.043238215068791136,0.06356449585184554,0.9580887249224979,1.0,124.128625,1780419,1647.0859375
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary,isothermal,P,9.046631878581163,20.274181551297918,0.956692606164604,0.0661273121075237,0.1003563226849776,0.9066099455222842,1.0,124.128625,1780419,1647.0859375
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,isobaric,T,8.074781132503752,11.219591985061514,0.8955721629334613,0.08942417946449911,0.12119169956979742,0.8487028676380501,1.0,129.65240799999998,1780419,1677.75830078125
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,isothermal,P,14.341854775561337,31.290993163786972,0.8828316025079118,0.09316248924238965,0.1341064584369137,0.8276860394277247,1.0,129.65240799999998,1780419,1677.75830078125
v0_legacy_unimol,V0 Legacy Uni-Mol v2,state_composition_interpolation,isobaric,T,1.7498215022180899,2.2765082594559294,0.9922390792499499,0.03356815786061815,0.049107220089386915,0.9664041574981773,1.0,247.02726130000002,1780419,1629.46484375
v0_legacy_unimol,V0 Legacy Uni-Mol v2,state_composition_interpolation,isothermal,P,4.6069452799992066,8.767152785670842,0.9876774787062726,0.027501629700512013,0.03665260196544108,0.9821019166653171,1.0,247.02726130000002,1780419,1629.46484375
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,isobaric,T,40.99164412457948,51.92058175889897,0.3370581388288456,0.11491388133134196,0.15704490349819042,0.8137199700038176,1.0,155.86330039999999,1780419,1651.59326171875
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,isothermal,P,27.72847043367087,74.00682684545575,0.4287926403167782,0.0808332119050795,0.12126346305562916,0.8834773058070433,0.9975247524752475,155.86330039999999,1780419,1651.59326171875
v0_legacy_unimol,V0 Legacy Uni-Mol v2,binary_to_ternary_zero_shot,isobaric,T,8.30641411452998,9.03868987967192,0.9279615279762521,0.10020777389902236,0.14444227331274312,0.5750510462763031,1.0,179.2903128,1780419,1651.74365234375
v0_legacy_unimol,V0 Legacy Uni-Mol v2,binary_to_ternary_zero_shot,isothermal,P,3.3235738244317985,4.145013207874623,0.961257496885725,0.03710720448078145,0.04876789573320319,0.9638513868056658,1.0,179.2903128,1780419,1651.74365234375
v1_rdkit_only,V1 RDKit descriptors only,overall_binary,isobaric,T,2.4312196892160873,4.558218414337563,0.983418840503991,0.02867105056184277,0.04485510138907563,0.9791298608167361,1.0,90.06810660000001,1637571,1630.01416015625
v1_rdkit_only,V1 RDKit descriptors only,overall_binary,isothermal,P,5.1713867077086775,13.140717628881648,0.9818066131817094,0.02895829901155643,0.05629343536511879,0.9706149350012775,1.0,90.06810660000001,1637571,1630.01416015625
v1_rdkit_only,V1 RDKit descriptors only,overall_binary_ternary,isobaric,T,2.5166862941625907,3.8900276491105297,0.9874464218030464,0.02573058120617449,0.040708040600004165,0.9829295353473979,1.0,107.34359999999998,1637571,1670.35302734375
v1_rdkit_only,V1 RDKit descriptors only,overall_binary_ternary,isothermal,P,6.0038628464042025,14.544307238096843,0.9746861690780603,0.025621415141366503,0.052630639301189795,0.9734601558438317,1.0,107.34359999999998,1637571,1670.35302734375
v1_rdkit_only,V1 RDKit descriptors only,state_composition_interpolation,isobaric,T,1.0209722245965613,1.3155774542095215,0.9974081633167486,0.018630901868721437,0.034684874296570196,0.983239958615132,1.0,121.88872079999999,1637571,1659.11181640625
v1_rdkit_only,V1 RDKit descriptors only,state_composition_interpolation,isothermal,P,2.507706120745792,5.986750265142101,0.9942540120442773,0.013178003317731788,0.017242790898415978,0.9960389344645928,1.0,121.88872079999999,1637571,1659.11181640625
v1_rdkit_only,V1 RDKit descriptors only,unseen_component,isobaric,T,25.765048257541377,35.552347615578306,0.6891628556353713,0.09991927952225049,0.14883781711305116,0.8326810274554352,1.0,118.83659579999994,1637571,1644.49560546875
v1_rdkit_only,V1 RDKit descriptors only,unseen_component,isothermal,P,20.961342238866923,51.58325984993734,0.7236150076234936,0.085788153375709,0.1326566510591937,0.8602785645785757,1.0,118.83659579999994,1637571,1644.49560546875
v1_rdkit_only,V1 RDKit descriptors only,binary_to_ternary_zero_shot,isobaric,T,3.8118474241162645,4.238540670547058,0.9841588673604638,0.08968321993776031,0.1264597755341478,0.6742736088818879,1.0,149.7466718999999,1637571,1644.646484375
v1_rdkit_only,V1 RDKit descriptors only,binary_to_ternary_zero_shot,isothermal,P,3.9390204325545364,4.5383475025991,0.9535558164352883,0.019827460042507874,0.0254327250746024,0.9901687350518305,1.0,149.7466718999999,1637571,1644.646484375
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,overall_binary,isobaric,T,2.841153373091313,5.0238947941180685,0.9798578555234524,0.033115150384835,0.055788334769437946,0.9677159168898706,1.0,97.14716440000007,1934787,1821.283203125
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,overall_binary,isothermal,P,4.062627836222255,8.430577963766748,0.9925115818883316,0.032781787952750586,0.05873051111902976,0.9680155629598353,1.0,97.14716440000007,1934787,1821.283203125
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,overall_binary_ternary,isobaric,T,2.7917096890666238,4.202254016093103,0.9853503665714621,0.029925890100984304,0.050346205174600436,0.9738893052665403,1.0,107.67224629999987,1934787,1804.2021484375
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,overall_binary_ternary,isothermal,P,4.155767775993007,7.365022427201575,0.9935088754546323,0.02863917747081059,0.0496958260142893,0.976337484868362,1.0,107.67224629999987,1934787,1804.2021484375
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,state_composition_interpolation,isobaric,T,0.9912715399343582,1.343768102381972,0.9972958956690932,0.02031972385238808,0.035877413151394776,0.9820676552114587,1.0,121.49419349999994,1934787,1796.9404296875
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,state_composition_interpolation,isothermal,P,2.570157837133917,6.040427105569515,0.9941505137751184,0.014398580153259214,0.020787494369114815,0.9942429341920904,1.0,121.49419349999994,1934787,1796.9404296875
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,unseen_component,isobaric,T,35.68891124692921,46.49638186394177,0.4683391735848774,0.10950272997484287,0.15982131191513194,0.8070752315029364,1.0,105.71248179999975,1934787,1883.81689453125
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,unseen_component,isothermal,P,25.607221252672367,55.413841587031605,0.6810420683570175,0.09497969225878768,0.14383176370320427,0.8357465153147203,1.0,105.71248179999975,1934787,1883.81689453125
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,binary_to_ternary_zero_shot,isobaric,T,2.1867539502753455,3.1000277821637,0.9915260734991314,0.0911381890576231,0.12881310720140918,0.6620377078390669,1.0,185.31695469999977,1934787,1772.5390625
v4_rdkit_unimol_naive,V4 RDKit + Uni-Mol naive fusion,binary_to_ternary_zero_shot,isothermal,P,1.2517269338990362,1.7866674281634054,0.9928018104412416,0.011944983543663744,0.016950437789256936,0.9956329773340118,1.0,185.31695469999977,1934787,1772.5390625
v5_three_view_naive,V5 Three-view naive fusion,overall_binary,isobaric,T,3.395172481802098,5.215750287424688,0.9782900803722513,0.032218898192601805,0.05141058965477292,0.9725838271115773,1.0,97.12309929999999,2015043,1870.97607421875
v5_three_view_naive,V5 Three-view naive fusion,overall_binary,isothermal,P,4.645198339094271,9.004163578576158,0.9914579494044435,0.02896385554703241,0.05254390806582634,0.9743990611248855,1.0,97.12309929999999,2015043,1870.97607421875
v5_three_view_naive,V5 Three-view naive fusion,overall_binary_ternary,isobaric,T,2.6242407083623,4.28245802781989,0.984785825744137,0.03127908488135051,0.0516872966414871,0.972479736928927,1.0,94.9507066,2015043,1990.52001953125
v5_three_view_naive,V5 Three-view naive fusion,overall_binary_ternary,isothermal,P,5.7368024998419,16.256619761506744,0.9683748721175464,0.03044654408028704,0.05221508660958877,0.9738775995409286,1.0,94.9507066,2015043,1990.52001953125
v5_three_view_naive,V5 Three-view naive fusion,state_composition_interpolation,isobaric,T,0.9603590095904109,1.3543928215576735,0.9972529657473967,0.018427649752090523,0.035243667525064165,0.9826955807679187,1.0,116.3019179,2015043,1874.9267578125
v5_three_view_naive,V5 Three-view naive fusion,state_composition_interpolation,isothermal,P,2.3391326310001324,5.9308747247339175,0.9943607684341482,0.012831150327876977,0.01788633290854553,0.9957377440647106,1.0,116.3019179,2015043,1874.9267578125
v5_three_view_naive,V5 Three-view naive fusion,unseen_component,isobaric,T,37.187832145366706,47.467093019445045,0.4459083389856876,0.11289762819848131,0.16038761600928145,0.8057056062869841,1.0,111.3605091,2015043,1990.38916015625
v5_three_view_naive,V5 Three-view naive fusion,unseen_component,isothermal,P,29.68724892401966,59.94825342176174,0.6267069039956412,0.10645740059532897,0.17149015194618264,0.766501900293623,1.0,111.3605091,2015043,1990.38916015625
v5_three_view_naive,V5 Three-view naive fusion,binary_to_ternary_zero_shot,isobaric,T,1.6740828517225932,2.1342785044114367,0.9959834266571744,0.08605682386034498,0.12596169818824077,0.6768343827035039,1.0,147.1004301,2015043,1869.72607421875
v5_three_view_naive,V5 Three-view naive fusion,binary_to_ternary_zero_shot,isothermal,P,1.3819916574028879,1.7669200038634985,0.9929600493582851,0.011629533716832835,0.01767767931648329,0.9952502132719951,1.0,147.1004301,2015043,1869.72607421875
v6_full_interaction,V6 Interaction-specific multi-view fusion,overall_binary,isobaric,T,2.5403403863533107,4.41242261191859,0.9844625824393823,0.02687726750706903,0.044802938521153156,0.9791783731721242,1.0,162.99780370000002,2613896,8696.6328125
v6_full_interaction,V6 Interaction-specific multi-view fusion,overall_binary,isothermal,P,5.181863637314736,12.125803451869217,0.9845083942525158,0.028729616433753397,0.050796095184001654,0.9760739058776857,1.0,162.99780370000002,2613896,8696.6328125
v6_full_interaction,V6 Interaction-specific multi-view fusion,overall_binary_ternary,isobaric,T,2.404413333508671,4.176273586970779,0.9855309492875043,0.031363528727931675,0.04944070593755637,0.9748200843445844,1.0,184.4441135,2613896,9087.14306640625
v6_full_interaction,V6 Interaction-specific multi-view fusion,overall_binary_ternary,isothermal,P,4.647034153281427,9.661673053777982,0.9888294008189839,0.02520044762807823,0.04609731794239063,0.9796402522428885,1.0,184.4441135,2613896,9087.14306640625
v6_full_interaction,V6 Interaction-specific multi-view fusion,state_composition_interpolation,isobaric,T,0.9893285652010394,1.3831496221040425,0.9971350759518257,0.021721440557373142,0.041324934427948455,0.9762086446794196,1.0,192.8622047,2613896,8633.97998046875
v6_full_interaction,V6 Interaction-specific multi-view fusion,state_composition_interpolation,isothermal,P,2.478587393121881,5.93447858266656,0.9943539130662901,0.014292301592104407,0.01979267122697155,0.9947807785276443,1.0,192.8622047,2613896,8633.97998046875
v6_full_interaction,V6 Interaction-specific multi-view fusion,unseen_component,isobaric,T,35.0374299565388,45.292652229402314,0.4955108288231753,0.10199031382339724,0.146672034138957,0.8375150147403466,1.0,175.91695470000002,2613896,9371.6708984375
v6_full_interaction,V6 Interaction-specific multi-view fusion,unseen_component,isothermal,P,36.40229683610703,72.86653941250388,0.4484902716512281,0.11474274587477597,0.18373584961908745,0.7319642123853285,1.0,175.91695470000002,2613896,9371.6708984375
