epoch,stage,train_boundary,train_chemical_bias,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_solver,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_chemical_bias,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_temperature,validation_total,validation_vapor_composition
27,experimental,0.0,8.797457449091489e-05,0.0,24.655014038085938,7.515154829493596,0.008922351633779772,0.027285055565151973,0.0,0.0,0.02372334035999284,0.0011584605676642687,0.0,8.396174363766847e-05,0.0,0.023341871922958397,0.015985871360687437,0.0,0.0,0.03311365821404372,0.0017788507568532836
28,experimental,0.0,8.619528511752826e-05,0.0,18.40761375427246,6.46043473822974,0.0077689205315080515,0.024186632794242994,0.0,0.0,0.02096224083860331,0.0011000037093973035,0.0,8.421871793026964e-05,0.0,0.019363134519425694,0.011711284179173543,0.0,0.0,0.02658398335208436,0.0013652066387860719
29,experimental,0.0,8.867235215636698e-05,0.0,17.546552658081055,6.181832712703157,0.008341613847551747,0.026630589380856447,0.0,0.0,0.022698727407248494,0.0010418185327301316,0.0,8.319540117995557e-05,0.0,0.023376041686463497,0.014236622459874181,0.0,0.0,0.03212487324626146,0.0016305202183252323
30,experimental,0.0,8.729139416590577e-05,0.0,20.49278450012207,7.143408636321962,0.011712151129365014,0.02760777367218034,0.0,0.0,0.026747844853909495,0.0012318066126484144,0.0,8.571379311580747e-05,0.0,0.0323043370675184,0.016333860729982753,0.0,0.0,0.04210777725288254,0.0016365097941618836
31,experimental,0.0,8.968235339484113e-05,0.0,19.025806427001953,7.635876197934198,0.01063991953352299,0.027679396510828794,0.0,0.0,0.025602555926319007,0.0011229375914867175,0.0,8.7982672458364e-05,0.0,0.018347865628625105,0.007697069466470958,0.0,0.0,0.02357400693222434,0.0013776063428310578
32,experimental,0.0,9.011434516696462e-05,0.0,33.75773239135742,13.628354384996346,0.01150670931761279,0.0253715959803518,0.0,0.0,0.02512086967099252,0.0009283620406316332,0.0,8.693567989882037e-05,0.0,0.0168519315426935,0.010193310704773771,0.0,0.0,0.023383637780914762,0.0014350506538402534
33,experimental,0.0,8.798746714187463e-05,0.0,20.708223342895508,8.132924685242804,0.007429268272146941,0.0229144049899368,0.0,0.0,0.019709894767714554,0.0008234236821061796,0.0,8.685761234168141e-05,0.0,0.017214138850480495,0.011876412637219457,0.0,0.0,0.024351800844340982,0.001199455761133197
34,experimental,0.0,9.07962062017293e-05,0.0,22.04029083251953,6.15697645765272,0.009305464534298357,0.026553517114941236,0.0,0.0,0.023609660781426938,0.0010274370935999932,0.0,8.611112514449407e-05,0.0,0.015865854258665782,0.009888258701313041,0.0,0.0,0.022146285418978708,0.0013363010991743938
35,experimental,0.0,9.161972371490332e-05,0.0,21.41059684753418,6.914009228960151,0.007911599162980327,0.022392802627559934,0.0,0.0,0.019993478191733336,0.0008854768603887412,0.0,8.958691457833001e-05,0.0,0.013184360686890379,0.008823583368769664,0.0,0.0,0.018802560303739446,0.001206407357498022
36,experimental,0.0,9.397759795238127e-05,0.0,23.007266998291016,6.363439163162293,0.006555615639818962,0.021266093647930716,0.0,0.0,0.01798877387683777,0.0008001105347599738,0.0,9.012601211455142e-05,0.0,0.024592071164867835,0.017858289244646084,0.0,0.0,0.0346505761949602,0.0011293599789147961
37,experimental,0.0,9.282873596036966e-05,0.0,29.53329086303711,9.03791371512354,0.008130767552762683,0.020990724376562565,0.0,0.0,0.01939977120724067,0.0007736407929227839,0.0,8.7963418078659e-05,0.0,0.015111394217628206,0.006129743810185415,0.0,0.0,0.019286087440873335,0.0011098209322391156
38,experimental,0.0,9.264066798509936e-05,0.0,20.15577507019043,6.579991255667397,0.006150818790612536,0.01984861093819902,0.0,0.0,0.016825048985672802,0.0007499238178014471,0.0,9.052821084394114e-05,0.0,0.01518402838421439,0.0037148757073693648,0.0,0.0,0.01844462857631866,0.001403162164423994
39,experimental,0.0,9.447149134844003e-05,0.0,25.602705001831055,10.17548572723639,0.007897468528097551,0.020918187300383587,0.0,0.0,0.019152465448563756,0.0007959024777343082,0.0,9.118531106324298e-05,0.0,0.019199436795925666,0.008476523939007056,0.0,0.0,0.024712542127706332,0.0012748430421698593
40,experimental,0.0,9.17160279069894e-05,0.0,19.188241958618164,5.900422573213825,0.006213581587724272,0.0196465051814116,0.0,0.0,0.01682973176874662,0.0007928967376960078,0.0,8.771207098553549e-05,0.0,0.01742593641588074,0.006450079832069888,0.0,0.0,0.02184050448997292,0.0011895277905473096
41,experimental,0.0,9.321134715493341e-05,0.0,15.714348793029785,6.566637399312464,0.007742864227533084,0.0195457346357856,0.0,0.0,0.01834519024160969,0.0008294577645352024,0.0,8.694539810349596e-05,0.0,0.023527463449689444,0.012990829616249679,0.0,0.0,0.03135864918460389,0.0013357709223281837
42,experimental,0.0,9.128961948315261e-05,0.0,24.464895248413086,7.901205456783269,0.00736479701123592,0.018630197484852225,0.0,0.0,0.01742442537334956,0.0007445289464742653,0.0,8.612270196857946e-05,0.0,0.01863490419830391,0.005810063765077534,0.0,0.0,0.022574706063299123,0.0010347694560082373
43,experimental,0.0,9.134739399380835e-05,0.0,16.748132705688477,6.563648733695814,0.006137654949326572,0.018012934782545564,0.0,0.0,0.01587124164869493,0.0007271185981963966,0.0,8.743468141894296e-05,0.0,0.014315288598665933,0.0029097202652228807,0.0,0.0,0.016768853518063436,0.0009987045737529943
44,experimental,0.0,8.979731252715339e-05,0.0,22.67444610595703,7.2694276275773895,0.005573548295522895,0.01715961821116211,0.0,0.0,0.014852884963253784,0.0006995267794133655,0.0,8.334199588433533e-05,0.0,0.013968747176096112,0.0029232507337353187,0.0,0.0,0.016453631106251015,0.0010232577100396157
45,experimental,0.0,9.046757317296788e-05,0.0,17.022451400756836,7.504807731734754,0.007050668372849911,0.017980635388899522,0.0,0.0,0.016808603753398734,0.0007676168920349617,0.0,9.111941162591611e-05,0.0,0.015967659393470446,0.00614662352436317,0.0,0.0,0.02010133964215924,0.0010603684965454175
46,experimental,0.0,9.42787964716416e-05,0.0,17.216064453125,7.228362021695299,0.005620389642084489,0.017097823956288116,0.0,0.0,0.014850686708365984,0.0006813840393532129,0.0,8.968395500968093e-05,0.0,0.015586535605841768,0.0033297272945592505,0.0,0.0,0.01846469863803087,0.0012132985138161455
47,experimental,0.0,9.596088804175917e-05,0.0,12.732576370239258,5.481820537815092,0.004621594078746384,0.014433613424288259,0.0,0.0,0.012527705901612353,0.0006893041332092069,0.0,9.310470556235219e-05,0.0,0.013145919706293209,0.002393540220257051,0.0,0.0,0.015467128425301192,0.0011244377355554146
48,experimental,0.0,9.643955481470918e-05,0.0,12.012240409851074,4.797243376487522,0.004096969850572433,0.013239419065597587,0.0,0.0,0.011347759032523231,0.0006310785329478875,0.0,9.592916334778472e-05,0.0,0.015769648766089342,0.002800506835212251,0.0,0.0,0.018176909959958697,0.0010070067222514552
49,experimental,0.0,9.709114450124896e-05,0.0,29.904890060424805,11.860097626992559,0.009064629025113381,0.018148830274047914,0.0,0.0,0.018878693011333013,0.000739647707182143,0.0,9.39532140936301e-05,0.0,0.01976688086629628,0.00696612967702443,0.0,0.0,0.024360855503710446,0.0011109088296572605
50,experimental,0.0,9.832275177389616e-05,0.0,20.18947982788086,5.592246695392157,0.00486690046451816,0.012836316643386858,0.0,0.0,0.011980374747545392,0.0006953148993264248,0.0,9.404578867290326e-05,0.0,0.01626097997148594,0.0027611226824943175,0.0,0.0,0.018683094696370427,0.0010415525013904373
51,experimental,0.0,9.949878692285972e-05,0.0,16.558835983276367,4.739310137132687,0.005133236613562793,0.013533636729378665,0.0,0.0,0.012679130007811663,0.0007790739818216408,0.0,0.0001005782569587108,0.0,0.013129647334892592,0.0040006575604041895,0.0,0.0,0.0163426707069317,0.001212693508825973
52,experimental,0.0,0.00010382905285846256,0.0,31.646507263183594,9.805229561922372,0.006639907416914634,0.014232937355379123,0.0,0.0,0.01446325187587724,0.0007068745117970937,0.0,9.803330906719794e-05,0.0,0.01632801203313702,0.0055077118966393845,0.0,0.0,0.0200767589721851,0.0009948901218657723
53,experimental,0.0,0.00010284272597297653,0.0,21.064748764038086,6.011853050747715,0.003891169765867828,0.011799266509701067,0.0,0.0,0.01040558895840804,0.0006147847843409323,0.0,9.997759504427765e-05,0.0,0.016684768906610456,0.0033504435179119336,0.0,0.0,0.019463055076713334,0.0011030630872188927
54,experimental,0.0,0.00010566224711585933,0.0,14.472127914428711,6.316421746803911,0.0056333560934509865,0.012796439038281704,0.0,0.0,0.012744214946094266,0.000712638195393668,0.0,9.819201424140706e-05,0.0,0.01581919057640487,0.005346085140091217,0.0,0.0,0.01950043347067462,0.001008199104581943
55,experimental,0.0,0.00010372984643691467,0.0,24.307756423950195,8.374437994768769,0.005731034379875123,0.013566589356463519,0.0,0.0,0.013179974463062624,0.0006656442552691398,0.0,0.00010108234319685328,0.0,0.01717225011594281,0.005916563622251956,0.0,0.0,0.021261675700456083,0.0011311426558002027
56,experimental,0.0,0.0001050494012089066,0.0,16.705110549926758,5.652163890216505,0.004397084411455424,0.01186966813200112,0.0,0.0,0.011007389425406454,0.0006754697430511298,0.0,0.00010158852088504922,0.0,0.013677761262048505,0.0024210801827693413,0.0,0.0,0.015842518852856344,0.0009542162334936822
57,experimental,0.0,0.0001068780553796401,0.0,22.53595542907715,8.566772890382872,0.005974337889727846,0.012858234696296211,0.0,0.0,0.013131561595667529,0.0007281052793462402,0.0,0.00010882826889014642,0.0,0.01641245707423387,0.006371946035031073,0.0,0.0,0.020821014742651387,0.001222583235514735
58,experimental,0.0,0.00011033352333142323,0.0,15.315537452697754,6.342164274893718,0.0036984171257792866,0.008571526508606554,0.0,0.0,0.008571280903121418,0.0005870994889335453,0.0,0.00010530370194186083,0.0,0.015684994751821734,0.002157526041665477,0.0,0.0,0.017910470077377595,0.0011467109183351436
59,experimental,0.0,0.00010901523355152703,0.0,21.116764068603516,6.44695156167475,0.004127865760326696,0.011560614695739773,0.0,0.0,0.010557638038222999,0.0006494637619911697,0.0,0.00010902560005817719,0.0,0.0264506494213721,0.011047318238698079,0.0,0.0,0.03342279411718517,0.001448485033285475
