epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,5.9193596839904785,2.4124711675439925,0.5,0.002778663957499541,0.01045088113918657,0.0015122795727425457,0.0,0.009265222846664848,0.0005049785217771056,0.012924138034050096,0.0015965049955118822,0.0,0.0,0.014866086775624511,0.0011436960442716743
2,physics,6.339028358459473,1.9104659371764194,1.0,0.002402588406403948,0.008066282928901915,0.0013801608820524969,0.0,0.008262794422991772,0.0004469036863915084,0.013325200987442228,0.0015425472854692865,0.0,0.0,0.015240832750729266,0.0011443582264200204
3,physics,5.415839672088623,2.0346664729602835,1.0,0.0023413457265273135,0.008215923541608978,0.0013533749706313828,0.0,0.00822928781281942,0.00042660538783583033,0.012946474665913405,0.0014598927194965166,0.0,0.0,0.014788558689139834,0.001112137518388738
4,physics,5.142300128936768,2.2993336985384647,1.0,0.0023202486629794287,0.008109644532869933,0.0013497517354685682,0.0,0.008139900592683116,0.00041507797860302503,0.01297564814554765,0.0014265872797484965,0.0,0.0,0.01478272503079384,0.001093783546254764
5,physics,7.16381311416626,2.4561994461098102,1.0,0.0022955799719902,0.008271732924127563,0.001309895805587889,0.0,0.00815447483458559,0.000413132601342066,0.012890059818457438,0.0013793232603836179,0.0,0.0,0.014660496722231775,0.0010807754555498344
6,physics,4.5860724449157715,1.926307371048012,1.0,0.002239553451558007,0.0076156243223163495,0.001294088113897514,0.0,0.007753400785147932,0.00041194711377098825,0.01316241108931151,0.001354200169506589,0.0,0.0,0.014925105228470075,0.0010855940673750318
7,physics,4.776047229766846,1.86562880438421,1.0,0.002245106871737321,0.007856422327613802,0.0012977053262033255,0.0,0.007868957900360837,0.00039793450560300945,0.013025746289515656,0.0013434555387786971,0.0,0.0,0.01475457127187276,0.001057097230937907
8,physics,5.650498867034912,2.253184049567224,1.0,0.002224499847855036,0.008098083360191763,0.0012820817026449672,0.0,0.007958592711635204,0.00040296944169813476,0.012900864132898766,0.001313301059729951,0.0,0.0,0.014620079117633352,0.0010625645415951192
9,physics,7.920800685882568,2.0922818541455963,1.0,0.0021884995521518247,0.007959183799551132,0.0012558671322098391,0.0,0.007822185592195744,0.0003982269110578509,0.01277212854849812,0.0013157563137153052,0.0,0.0,0.014518596789480856,0.0010885898867659522
10,physics,5.25130033493042,2.287061707547075,1.0,0.0021943103831119732,0.007303443015539223,0.001243956736925341,0.0,0.0074882773830225015,0.0003982887360585806,0.012574186142309,0.0013205291876794408,0.0,0.0,0.01429386303678855,0.0010594124480731936
