category,system_id,chemical_family,direction,smiles_1,smiles_2,name_1,name_2,input_temperature_k,input_pressure_kpa,x_1,x_2,pair_interaction_12,pair_contribution_ge_rt,latent_nonideality_ge_rt,latent_weighted_token_norm,log_gamma_1,log_gamma_2,relative_volatility_12,predicted_temperature_k,predicted_pressure_kpa,predicted_y_1,predicted_y_2,solver_converged,experimental_azeotrope_proxy,experimental_azeotrope_x1,selected_seed,selection_partition,latent_pc1,latent_pc2,latent_pc1_explained_variance,latent_pc2_explained_variance
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.01,0.99,0.45180442929267883,0.004472863860428333,0.004472863860428333,19.290544509887695,0.44331690669059753,4.0096230804920197e-05,12.040592193603516,386.3500061035156,39.107566833496094,0.10843414068222046,0.8915657997131348,True,False,,1,test,-3.6109467008347353,-15.157450887188212,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.02,0.98,0.45805126428604126,0.008977805264294147,0.008977805264294147,19.112205505371094,0.4409661889076233,0.0001617148518562317,12.010859489440918,386.3500061035156,42.980255126953125,0.1968642920255661,0.8031356930732727,True,False,,1,test,-3.549004908592286,-15.070587852095668,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.03,0.97,0.4636634588241577,0.01349260751157999,0.01349260751157999,18.934207916259766,0.437897264957428,0.00036668963730335236,11.971600532531738,386.3500061035156,46.82676696777344,0.2702092230319977,0.7297907471656799,True,False,,1,test,-3.488054050384905,-14.982311133956664,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.04,0.96,0.46876466274261475,0.018000563606619835,0.018000561743974686,18.756698608398438,0.43428269028663635,0.0006554760038852692,11.924962997436523,386.3500061035156,50.641029357910156,0.3319408893585205,0.6680591106414795,True,False,,1,test,-3.427933989971699,-14.892819367743648,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.05,0.95,0.47344422340393066,0.02248859964311123,0.02248859964311123,18.57980728149414,0.43017879128456116,0.0010312236845493317,11.871659278869629,386.3500061035156,54.41761016845703,0.38454893231391907,0.6154510974884033,True,False,,1,test,-3.3685193278524084,-14.802267464447825,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.060000000000000005,0.94,0.47776973247528076,0.026946213096380234,0.026946211233735085,18.403650283813477,0.42568933963775635,0.001494523137807846,11.813011169433594,386.3500061035156,58.15319061279297,0.429881751537323,0.5701183080673218,True,False,,1,test,-3.3097062339826326,-14.710776748254823,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.06999999999999999,0.93,0.48179781436920166,0.031365036964416504,0.031365036964416504,18.22833824157715,0.42088258266448975,0.0020465105772018433,11.749878883361816,386.3500061035156,61.845245361328125,0.4693269431591034,0.5306730270385742,True,False,,1,test,-3.2514096416005547,-14.618445760405137,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.08,0.92,0.48557400703430176,0.035738248378038406,0.035738248378038406,18.053970336914062,0.41581398248672485,0.002688184380531311,11.682971000671387,386.3500061035156,65.49198913574219,0.5039463639259338,0.49605366587638855,True,False,,1,test,-3.1935585603736567,-14.525352997664816,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.09,0.91,0.48913565278053284,0.04006021097302437,0.04006021469831467,17.88064193725586,0.4105289578437805,0.0034204497933387756,11.61288833618164,386.3500061035156,69.09225463867188,0.5345649123191833,0.46543508768081665,True,False,,1,test,-3.136092935114713,-14.431561744513209,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.09999999999999999,0.9,0.4925135374069214,0.04432621970772743,0.044326215982437134,17.708438873291016,0.40506511926651,0.004244111478328705,11.540095329284668,386.3500061035156,72.645263671875,0.5618326663970947,0.4381672739982605,True,False,,1,test,-3.0789620540221656,-14.337123380129768,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.11,0.89,0.49573326110839844,0.048532288521528244,0.048532284796237946,17.537446975708008,0.39945390820503235,0.005159951746463776,11.4650239944458,386.3500061035156,76.15066528320312,0.5862681865692139,0.41373172402381897,True,False,,1,test,-3.022122154545505,-14.24208136984735,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.12,0.88,0.4988192319869995,0.052675310522317886,0.052675310522317886,17.367748260498047,0.39374542236328125,0.006165757775306702,11.388297080993652,386.3500061035156,79.60939025878906,0.608296275138855,0.391703724861145,True,False,,1,test,-2.9655329699947917,-14.146471119518306,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.13,0.87,0.5017867088317871,0.056752078235149384,0.056752078235149384,17.199419021606445,0.3879168629646301,0.007267683744430542,11.309649467468262,386.3500061035156,83.0196533203125,0.6282455325126648,0.37175452709198,True,False,,1,test,-2.909164592568411,-14.050318295547154,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.14,0.86,0.5046519637107849,0.060760095715522766,0.060760099440813065,17.032535552978516,0.382008820772171,0.0084637850522995,11.229585647583008,386.3500061035156,86.38259887695312,0.6464022397994995,0.3535977900028229,True,False,,1,test,-2.8529859857872686,-13.953647122398156,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.15000000000000002,0.85,0.5074283480644226,0.06469711661338806,0.06469712406396866,16.867170333862305,0.3760375380516052,0.00975470244884491,11.14832878112793,386.3500061035156,89.69866943359375,0.6629992723464966,0.3370007872581482,True,False,,1,test,-2.7969708987104207,-13.856475789903286,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.16,0.84,0.5101277828216553,0.06856117397546768,0.06856117397546768,16.703399658203125,0.3700171113014221,0.011141017079353333,11.066062927246094,386.3500061035156,92.96839904785156,0.6782311797142029,0.3217688202857971,True,False,,1,test,-2.7410957771806856,-13.758818919824142,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.17,0.83,0.5127607583999634,0.07235054671764374,0.07235054671764374,16.54129409790039,0.36396002769470215,0.012623310089111328,10.982945442199707,386.3500061035156,96.19244384765625,0.6922621130943298,0.3077378571033478,True,False,,1,test,-2.6853392117743464,-13.66068984651397,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.18000000000000002,0.82,0.5153364539146423,0.07606365531682968,0.07606366276741028,16.38092803955078,0.3578769862651825,0.014202207326889038,10.899112701416016,386.3500061035156,99.37149047851562,0.7052311897277832,0.2947688400745392,True,False,,1,test,-2.6296819666116575,-13.562096532151545,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.19,0.81,0.5178632736206055,0.07969915866851807,0.07969915866851807,16.222370147705078,0.3517777621746063,0.015878260135650635,10.814698219299316,386.3500061035156,102.50631713867188,0.717257022857666,0.2827429175376892,True,False,,1,test,-2.5741065484483743,-13.463045978678323,0.30186811398432706,0.21905296709921074
