category,system_id,chemical_family,direction,smiles_1,smiles_2,name_1,name_2,input_temperature_k,input_pressure_kpa,x_1,x_2,pair_interaction_12,pair_contribution_ge_rt,latent_nonideality_ge_rt,latent_weighted_token_norm,log_gamma_1,log_gamma_2,relative_volatility_12,predicted_temperature_k,predicted_pressure_kpa,predicted_y_1,predicted_y_2,solver_converged,experimental_azeotrope_proxy,experimental_azeotrope_x1,selected_seed,selection_partition,latent_pc1,latent_pc2,latent_pc1_explained_variance,latent_pc2_explained_variance
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.2,0.8,0.5203484892845154,0.08325575292110443,0.08325576782226562,16.065696716308594,0.34567058086395264,0.017652064561843872,10.729804992675781,386.3500061035156,105.59776306152344,0.7284417152404785,0.2715582549571991,True,False,,1,test,-2.5185964410613058,-13.363543431279307,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.21000000000000002,0.79,0.5227988958358765,0.08673234283924103,0.08673233538866043,15.910977363586426,0.3395631015300751,0.01952415704727173,10.644523620605469,386.3500061035156,108.64668273925781,0.7388731837272644,0.2611267864704132,True,False,,1,test,-2.4631367489012885,-13.263591757359539,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.22,0.78,0.5252206325531006,0.0901278629899025,0.0901278629899025,15.758281707763672,0.3334622383117676,0.02149510383605957,10.558948516845703,386.3500061035156,111.65397644042969,0.7486279010772705,0.25137215852737427,True,False,,1,test,-2.4077135188211964,-13.16319173849343,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.23,0.77,0.5276193618774414,0.09344138950109482,0.09344138950109482,15.607687950134277,0.32737433910369873,0.02356530725955963,10.473160743713379,386.3500061035156,114.62060546875,0.7577722668647766,0.2422277182340622,True,False,,1,test,-2.352313784830112,-13.062345891919904,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.24000000000000002,0.76,0.5300003290176392,0.09667205810546875,0.09667205065488815,15.45926570892334,0.3213052749633789,0.02573525905609131,10.387225151062012,386.3500061035156,117.54753112792969,0.7663648128509521,0.23363520205020905,True,False,,1,test,-2.2969254606995806,-12.961052355339294,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.25,0.75,0.5323687791824341,0.09981914609670639,0.09981914609670639,15.313091278076172,0.31526076793670654,0.028005272150039673,10.301222801208496,386.3500061035156,120.435791015625,0.7744567394256592,0.22554324567317963,True,False,,1,test,-2.2415370604480676,-12.859309720642107,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.26,0.74,0.5347292423248291,0.10288190096616745,0.10288190096616745,15.169238090515137,0.30924612283706665,0.030375555157661438,10.215205192565918,386.3500061035156,123.28640747070312,0.7820935845375061,0.2179064154624939,True,False,,1,test,-2.1861376183138996,-12.757115044791542,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.27,0.73,0.5370864868164062,0.10585974901914597,0.10585975646972656,15.02778148651123,0.303266704082489,0.03284621238708496,10.129244804382324,386.3500061035156,126.10052490234375,0.7893155813217163,0.21068443357944489,True,False,,1,test,-2.130716916700297,-12.654465551279198,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.28,0.72,0.539445161819458,0.10875214636325836,0.10875215381383896,14.888797760009766,0.2973279356956482,0.03541712462902069,10.04341983795166,386.3500061035156,128.8792724609375,0.7961585521697998,0.203841432929039,True,False,,1,test,-2.0752652062273707,-12.55135692642506,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.29000000000000004,0.71,0.5418121218681335,0.11155911535024643,0.11155910789966583,14.752367973327637,0.2914605140686035,0.038078293204307556,9.95812702178955,386.3500061035156,131.62628173828125,0.802660346031189,0.19733969867229462,True,False,,1,test,-2.0197699698029377,-12.44778519052582,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.3,0.7,0.5441890954971313,0.11427970975637436,0.11427971720695496,14.618562698364258,0.2856186032295227,0.04084879159927368,9.872734069824219,386.3500061035156,134.3380126953125,0.8088381886482239,0.19116178154945374,True,False,,1,test,-1.9642284458036252,-12.343744552677302,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.31,0.69,0.5465811491012573,0.11691370606422424,0.11691370606422424,14.48746109008789,0.2798337936401367,0.04371774196624756,9.787663459777832,386.3500061035156,137.01815795898438,0.8147241473197937,0.1852758675813675,True,False,,1,test,-1.9086291247460583,-12.23922932133119,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.32,0.6799999999999999,0.5489932298660278,0.11946092545986176,0.11946092545986176,14.359146118164062,0.2741122245788574,0.046683862805366516,9.703001022338867,386.3500061035156,139.66815185546875,0.8203415870666504,0.179658442735672,True,False,,1,test,-1.8529636021443474,-12.134234289996282,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.33,0.6699999999999999,0.5514304637908936,0.12192127853631973,0.12192128598690033,14.233695030212402,0.2684602439403534,0.0497453510761261,9.618819236755371,386.3500061035156,142.28952026367188,0.8257119655609131,0.1742880493402481,True,False,,1,test,-1.7972236356496036,-12.028752791394187,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.34,0.6599999999999999,0.5538979768753052,0.1242947056889534,0.124294713139534,14.111188888549805,0.2628844976425171,0.05289997160434723,9.535212516784668,386.3500061035156,144.88381958007812,0.8308547139167786,0.16914527118206024,True,False,,1,test,-1.7414016490700062,-11.922778401477,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.35000000000000003,0.6499999999999999,0.5564019083976746,0.12658143043518066,0.12658143043518066,13.991707801818848,0.2573922276496887,0.05614486336708069,9.452265739440918,386.3500061035156,147.45272827148438,0.8357877731323242,0.16421222686767578,True,False,,1,test,-1.6854899153475071,-11.816303398733117,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.36000000000000004,0.6399999999999999,0.5589485168457031,0.1287817358970642,0.1287817507982254,13.875334739685059,0.25199100375175476,0.05947652459144592,9.370075225830078,386.3500061035156,149.99807739257812,0.840527355670929,0.15947262942790985,True,False,,1,test,-1.6294810036290388,-11.709322358249052,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.37,0.63,0.5615447163581848,0.13089607656002045,0.13089607656002045,13.762149810791016,0.24668893218040466,0.06289073824882507,9.2887601852417,386.3500061035156,152.52178955078125,0.8450886011123657,0.15491138398647308,True,False,,1,test,-1.573367912901262,-11.601826924916065,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.38,0.62,0.5641976594924927,0.13292495906352997,0.13292495906352997,13.65223503112793,0.24149417877197266,0.0663825273513794,9.208422660827637,386.3500061035156,155.02581787109375,0.8494852781295776,0.1505146473646164,True,False,,1,test,-1.5171434569372941,-11.493809174144802,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.39,0.61,0.5669159293174744,0.1348693072795868,0.1348693072795868,13.545673370361328,0.23641574382781982,0.06994619965553284,9.129183769226074,386.3500061035156,157.51235961914062,0.8537304401397705,0.14626958966255188,True,False,,1,test,-1.4608006972547698,-11.385262155689894,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.4,0.6,0.5697083473205566,0.13673000037670135,0.13673001527786255,13.442545890808105,0.23146259784698486,0.07357493042945862,9.05117130279541,386.3500061035156,159.98361206054688,0.8578357100486755,0.14216427505016327,True,False,,1,test,-1.4043327270590373,-11.276177496298914,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.41000000000000003,0.59,0.5725846290588379,0.13850821554660797,0.13850821554660797,13.342933654785156,0.22664415836334229,0.07726120948791504,8.974518775939941,386.3500061035156,162.44195556640625,0.8618122935295105,0.1381877213716507,True,False,,1,test,-1.3477331036071822,-11.166546210884576,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.42000000000000004,0.58,0.575555682182312,0.14020536839962006,0.14020535349845886,13.24692153930664,0.22196993231773376,0.08099651336669922,8.899369239807129,386.3500061035156,164.88980102539062,0.8656703233718872,0.13432970643043518,True,False,,1,test,-1.2909954581971697,-11.056361934216556,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.43,0.5700000000000001,0.5786335468292236,0.14182308316230774,0.14182308316230774,13.154587745666504,0.21744966506958008,0.08477145433425903,8.825848579406738,386.3500061035156,167.32974243164062,0.869419276714325,0.13058072328567505,True,False,,1,test,-1.2341131088598851,-10.945615163261802,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.44,0.56,0.5818312168121338,0.14336320757865906,0.14336320757865906,13.066014289855957,0.21309280395507812,0.08857566118240356,8.75411319732666,386.3500061035156,169.7642822265625,0.8730679750442505,0.12693201005458832,True,False,,1,test,-1.1770802504102185,-10.83429732565899,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.45,0.55,0.5851631760597229,0.14482788741588593,0.14482788741588593,12.981280326843262,0.20890885591506958,0.09239804744720459,8.684307098388672,386.3500061035156,172.19619750976562,0.876624584197998,0.12337541580200195,True,False,,1,test,-1.1198906419283685,-10.722400028858491,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.46,0.54,0.5886451005935669,0.14621944725513458,0.14621944725513458,12.90046501159668,0.20490658283233643,0.09622669219970703,8.616564750671387,386.3500061035156,174.62808227539062,0.8800964951515198,0.11990352720022202,True,False,,1,test,-1.0625385914738419,-10.609914074518908,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.47000000000000003,0.53,0.592294454574585,0.14754055440425873,0.14754053950309753,12.82364559173584,0.20109441876411438,0.10004937648773193,8.551031112670898,386.3500061035156,177.0626220703125,0.8834904432296753,0.11650950461626053,True,False,,1,test,-1.0050185250367751,-10.496829610327184,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.48000000000000004,0.52,0.5961300134658813,0.1487940400838852,0.1487940400838852,12.750898361206055,0.1974799633026123,0.10385328531265259,8.487833023071289,386.3500061035156,179.50247192382812,0.8868128061294556,0.11318720132112503,True,False,,1,test,-0.9473252686179562,-10.383139489601852,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.49,0.51,0.6001721620559692,0.1499830186367035,0.1499830186367035,12.682299613952637,0.19406941533088684,0.10762545466423035,8.427083015441895,386.3500061035156,181.95016479492188,0.8900689482688904,0.10993105918169022,True,False,,1,test,-0.8894535207023053,-10.268833746551866,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.5,0.5,0.6044430732727051,0.15111076831817627,0.15111076831817627,12.617921829223633,0.19086796045303345,0.11135357618331909,8.368889808654785,386.3500061035156,184.4080810546875,0.8932637572288513,0.10673622041940689,True,False,,1,test,-0.8313990697124809,-10.153902854923366,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.51,0.49,0.6089670062065125,0.15218085050582886,0.15218085050582886,12.55783462524414,0.18787881731987,0.11502578854560852,8.313323020935059,386.3500061035156,186.87838745117188,0.8964014649391174,0.10359854251146317,True,False,,1,test,-0.7731575519127919,-10.038337551338788,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.52,0.48,0.6137695908546448,0.15319688618183136,0.15319687128067017,12.502106666564941,0.18510329723358154,0.11863160133361816,8.26044750213623,386.3500061035156,189.363037109375,0.8994855284690857,0.1005144715309143,True,False,,1,test,-0.7147250295993623,-9.922128023606753,0.30186811398432706,0.21905296709921074
lowest-|gE| hydrocarbon candidate,2c_03bd4325b126d2709459,alkane/cycloalkane + alkane/cycloalkane,isothermal,C1CCCCC1,CCCCCCCCC,环己烷,正壬烷,386.34999999999997,,0.53,0.47,0.618878185749054,0.15416255593299866,0.15416254103183746,12.4508056640625,0.18254029750823975,0.12216204404830933,8.21026611328125,386.3500061035156,191.86358642578125,0.9025186896324158,0.09748125821352005,True,False,,1,test,-0.656098415853688,-9.805265681123554,0.30186811398432706,0.21905296709921074
