epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,3.8116226196289062,1.4663057986354329,0.5,0.0017431675380885758,0.0036012066832953253,0.0010173803663456628,0.0,0.004428778021932819,0.0003763169637778823,0.0013860594896452922,0.0005395268606789654,0.0,0.0,0.002065683774908911,0.00040986083076779755
2,physics,3.6023378372192383,1.3271479071122814,1.0,0.0014133640767333552,0.0025754452765924143,0.0008147513706612533,0.0,0.0038540491429572016,0.0003382110950099402,0.0013748383612109092,0.0004945525331734104,0.0,0.0,0.0019985982825718738,0.0003764836873687983
3,physics,3.935479164123535,1.4758791202025887,1.0,0.0013493170285187857,0.0025356654762851163,0.0007818467084913276,0.0,0.003727535474362798,0.000328539019689471,0.0013314583323512806,0.0004582008439830975,0.0,0.0,0.001921909323004961,0.0003613505567372033
4,physics,3.8484530448913574,1.3859750096086432,1.0,0.0013087719659374646,0.0023796120114229543,0.0007553550176424857,0.0,0.003576157875212777,0.00032222489902569246,0.0012642307510381439,0.0003931490367510141,0.0,0.0,0.0018221277030820691,0.0003613224275348019
5,physics,4.802604675292969,1.8991636782416499,1.0,0.0013417503681321535,0.002451753136531221,0.0007592276627982903,0.0,0.0036407491384825,0.0003138945307838609,0.0012274068779988658,0.00044131787319631846,0.0,0.0,0.0017928203610658516,0.0003447545182466287
6,physics,5.213542938232422,1.5438526086158153,1.0,0.0012812454324137633,0.002635398197733841,0.0007357585338353916,0.0,0.0036472242905792453,0.00031252128461556247,0.0012831806000913096,0.00041987573942200117,0.0,0.0,0.0018345943455435581,0.00034147593732418885
7,physics,5.116745948791504,1.5054950076248008,1.0,0.0012692323456157525,0.002516009963571011,0.0007303873409214795,0.0,0.003567542269075026,0.00030991762717429996,0.001317980400178606,0.00042634690817266183,0.0,0.0,0.0018828409353038806,0.0003516871421442508
8,physics,4.124363422393799,1.6149868786647057,1.0,0.001255906858671632,0.0022926399596425564,0.0007205185224424014,0.0,0.003431153141391215,0.0003084077831072469,0.0012501696257391452,0.00040893275627141147,0.0,0.0,0.0017836970843668188,0.0003290611056991011
9,physics,3.8562772274017334,1.3983344871960386,1.0,0.0012404739845139389,0.0023840907319931616,0.0007121674579943662,0.0,0.0034502737506912017,0.0003055869137986529,0.0011795180146908489,0.00034830443143402123,0.0,0.0,0.0016888965028735525,0.00033522629823802644
10,physics,3.5376923084259033,1.2301249470386206,1.0,0.0012304378965996322,0.002391903659728653,0.0007053976851705637,0.0,0.0034353800781110194,0.00030359269210615276,0.0012335875933873722,0.0003959802982075898,0.0,0.0,0.0017688420042803173,0.0003372642911636399
