protocol,test_subset,scope,component_count,direction,subgroup,requested_seeds,scope_available_seeds,scope_seed_ids,pressure_mae_kpa_mean,pressure_mae_kpa_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_seed_ids,pressure_rmse_kpa_mean,pressure_rmse_kpa_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_seed_ids,pressure_r2_mean,pressure_r2_std,pressure_r2_available_seeds,pressure_r2_seed_ids,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_seed_ids,temperature_mae_k_mean,temperature_mae_k_std,temperature_mae_k_available_seeds,temperature_mae_k_seed_ids,temperature_rmse_k_mean,temperature_rmse_k_std,temperature_rmse_k_available_seeds,temperature_rmse_k_seed_ids,temperature_r2_mean,temperature_r2_std,temperature_r2_available_seeds,temperature_r2_seed_ids,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_seed_ids,y_mae_mean,y_mae_std,y_mae_available_seeds,y_mae_seed_ids,y_rmse_mean,y_rmse_std,y_rmse_available_seeds,y_rmse_seed_ids,y_r2_mean,y_r2_std,y_r2_available_seeds,y_r2_seed_ids,y_system_macro_mae_mean,y_system_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_seed_ids,y_component_macro_mae_mean,y_component_macro_mae_std,y_component_macro_mae_available_seeds,y_component_macro_mae_seed_ids,valid_coverage_mean,valid_coverage_std,valid_coverage_available_seeds,valid_coverage_seed_ids,solver_failure_rate_mean,solver_failure_rate_std,solver_failure_rate_available_seeds,solver_failure_rate_seed_ids,nonphysical_rate_mean,nonphysical_rate_std,nonphysical_rate_available_seeds,nonphysical_rate_seed_ids,attempted_samples_mean,attempted_samples_std,attempted_samples_available_seeds,attempted_samples_seed_ids,systems_mean,systems_std,systems_available_seeds,systems_seed_ids
state_pressure_low_extrapolation,Low pressure,all,,,,5,5,0;1;2;3;4,4.590897788628004,1.2992183929043637,5,0;1;2;3;4,9.379081116667487,1.35156368032504,5,0;1;2;3;4,0.93014991181685,0.0205833643545239,5,0;1;2;3;4,6.998884823005943,1.474994175952847,5,0;1;2;3;4,5.331681311677626,3.1144359825722847,5,0;1;2;3;4,6.832978968330775,3.844711631987253,5,0;1;2;3;4,0.8533584581869785,0.142282322965923,5,0;1;2;3;4,5.214728333873039,2.926551049318344,5,0;1;2;3;4,0.0675938573498176,0.0277560047929311,5,0;1;2;3;4,0.0964664322437493,0.0377316334891841,5,0;1;2;3;4,0.8962207374452283,0.0730170316117124,5,0;1;2;3;4,0.0682167456803954,0.0280309232391592,5,0;1;2;3;4,0.072168426859802,0.0304789487194445,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,477.0,0.0,5,0;1;2;3;4,68.0,0.0,5,0;1;2;3;4
state_pressure_high_extrapolation,High pressure,all,,,,5,5,0;1;2;3;4,26.994930858732232,7.489206239349752,5,0;1;2;3;4,55.00219111060699,16.094361177603545,5,0;1;2;3;4,0.7944231591793803,0.0958234956739826,5,0;1;2;3;4,28.05445272900954,9.087884740038684,5,0;1;2;3;4,4.959303245647082,1.2398158590282895,5,0;1;2;3;4,6.34280039243357,1.5099832863016136,5,0;1;2;3;4,0.8646709476209283,0.0570673802178269,5,0;1;2;3;4,6.260652397073235,1.5103566650257347,5,0;1;2;3;4,0.0518714956020588,0.0141068800710801,5,0;1;2;3;4,0.0738418443320039,0.0186836567695999,5,0;1;2;3;4,0.9441083825845796,0.0223714118499068,5,0;1;2;3;4,0.0480968863370728,0.0134215301883726,5,0;1;2;3;4,0.0497125129356857,0.0155215669520532,5,0;1;2;3;4,0.9996153846153846,0.0008600261451922,5,0;1;2;3;4,0.0003846153846153,0.0008600261451922,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,520.0,0.0,5,0;1;2;3;4,68.0,0.0,5,0;1;2;3;4
