protocol,test_subset,scope,component_count,direction,subgroup,requested_seeds,scope_available_seeds,scope_seed_ids,pressure_mae_kpa_mean,pressure_mae_kpa_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_seed_ids,pressure_rmse_kpa_mean,pressure_rmse_kpa_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_seed_ids,pressure_r2_mean,pressure_r2_std,pressure_r2_available_seeds,pressure_r2_seed_ids,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_seed_ids,temperature_mae_k_mean,temperature_mae_k_std,temperature_mae_k_available_seeds,temperature_mae_k_seed_ids,temperature_rmse_k_mean,temperature_rmse_k_std,temperature_rmse_k_available_seeds,temperature_rmse_k_seed_ids,temperature_r2_mean,temperature_r2_std,temperature_r2_available_seeds,temperature_r2_seed_ids,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_seed_ids,y_mae_mean,y_mae_std,y_mae_available_seeds,y_mae_seed_ids,y_rmse_mean,y_rmse_std,y_rmse_available_seeds,y_rmse_seed_ids,y_r2_mean,y_r2_std,y_r2_available_seeds,y_r2_seed_ids,y_system_macro_mae_mean,y_system_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_seed_ids,y_component_macro_mae_mean,y_component_macro_mae_std,y_component_macro_mae_available_seeds,y_component_macro_mae_seed_ids,valid_coverage_mean,valid_coverage_std,valid_coverage_available_seeds,valid_coverage_seed_ids,solver_failure_rate_mean,solver_failure_rate_std,solver_failure_rate_available_seeds,solver_failure_rate_seed_ids,nonphysical_rate_mean,nonphysical_rate_std,nonphysical_rate_available_seeds,nonphysical_rate_seed_ids,attempted_samples_mean,attempted_samples_std,attempted_samples_available_seeds,attempted_samples_seed_ids,systems_mean,systems_std,systems_available_seeds,systems_seed_ids
state_temperature_low_extrapolation,Low temperature,all,,,,5,5,0;1;2;3;4,6.246983710309864,2.4723133331513307,5,0;1;2;3;4,13.115558262021244,7.413349448490433,5,0;1;2;3;4,0.9567620565561784,0.0487379439316823,5,0;1;2;3;4,5.261754973360103,1.5933109417576874,5,0;1;2;3;4,3.026514628051018,1.1368456512274947,5,0;1;2;3;4,4.209264883365664,1.5320426082722756,5,0;1;2;3;4,0.9633256508388556,0.0293989800332026,5,0;1;2;3;4,3.124296780882716,1.2815557497113033,5,0;1;2;3;4,0.0379882010721786,0.0116229735937302,5,0;1;2;3;4,0.0582935856241865,0.0192689071142305,5,0;1;2;3;4,0.9711239367803082,0.0176766848565809,5,0;1;2;3;4,0.0324136910514876,0.0087222678154534,5,0;1;2;3;4,0.0353941916411094,0.0084277584257462,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,842.0,0.0,5,0;1;2;3;4,139.0,0.0,5,0;1;2;3;4
state_temperature_high_extrapolation,High temperature,all,,,,5,5,0;1;2;3;4,15.160184657785598,6.81354219955027,5,0;1;2;3;4,32.23725501917549,15.309689004351526,5,0;1;2;3;4,0.9168659716612932,0.0679717310454895,5,0;1;2;3;4,16.49537751274601,6.711505386402091,5,0;1;2;3;4,5.152212441279973,3.377522760960819,5,0;1;2;3;4,6.982302045296521,4.61088589778487,5,0;1;2;3;4,0.926745472828847,0.0908034587000019,5,0;1;2;3;4,5.710598532288636,3.789598077514857,5,0;1;2;3;4,0.0477628806578965,0.0150406175229059,5,0;1;2;3;4,0.0725571962521357,0.0227661117140266,5,0;1;2;3;4,0.9422260188571564,0.0352984482739656,5,0;1;2;3;4,0.0515510238442155,0.0185867757885154,5,0;1;2;3;4,0.051084822643955,0.0188570898858003,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,775.0,0.0,5,0;1;2;3;4,139.0,0.0,5,0;1;2;3;4
