protocol,test_subset,scope,component_count,direction,subgroup,requested_seeds,scope_available_seeds,scope_seed_ids,pressure_mae_kpa_mean,pressure_mae_kpa_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_seed_ids,pressure_rmse_kpa_mean,pressure_rmse_kpa_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_seed_ids,pressure_r2_mean,pressure_r2_std,pressure_r2_available_seeds,pressure_r2_seed_ids,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_seed_ids,temperature_mae_k_mean,temperature_mae_k_std,temperature_mae_k_available_seeds,temperature_mae_k_seed_ids,temperature_rmse_k_mean,temperature_rmse_k_std,temperature_rmse_k_available_seeds,temperature_rmse_k_seed_ids,temperature_r2_mean,temperature_r2_std,temperature_r2_available_seeds,temperature_r2_seed_ids,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_seed_ids,y_mae_mean,y_mae_std,y_mae_available_seeds,y_mae_seed_ids,y_rmse_mean,y_rmse_std,y_rmse_available_seeds,y_rmse_seed_ids,y_r2_mean,y_r2_std,y_r2_available_seeds,y_r2_seed_ids,y_system_macro_mae_mean,y_system_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_seed_ids,y_component_macro_mae_mean,y_component_macro_mae_std,y_component_macro_mae_available_seeds,y_component_macro_mae_seed_ids,valid_coverage_mean,valid_coverage_std,valid_coverage_available_seeds,valid_coverage_seed_ids,solver_failure_rate_mean,solver_failure_rate_std,solver_failure_rate_available_seeds,solver_failure_rate_seed_ids,nonphysical_rate_mean,nonphysical_rate_std,nonphysical_rate_available_seeds,nonphysical_rate_seed_ids,attempted_samples_mean,attempted_samples_std,attempted_samples_available_seeds,attempted_samples_seed_ids,systems_mean,systems_std,systems_available_seeds,systems_seed_ids,ternary_training_fraction,fraction_label
binary_to_ternary_zero_shot,0%,all,,,,5,5,0;1;2;3;4,5.025697156313638,2.9048409789812557,5,0;1;2;3;4,5.862054768727257,3.1227068374195044,5,0;1;2;3;4,0.7485807037234571,0.2873429553514204,5,0;1;2;3;4,5.180422445456939,2.8040279596276547,5,0;1;2;3;4,5.583722656353496,2.0811979814858987,5,0;1;2;3;4,6.241664185159446,2.0819306353385136,5,0;1;2;3;4,0.9500149434463466,0.0302936308575287,5,0;1;2;3;4,5.249610130014901,1.6544279259703008,5,0;1;2;3;4,0.0580546770333696,0.0038822791332764,5,0;1;2;3;4,0.0926898086387454,0.0042947952892178,5,0;1;2;3;4,0.8425733323329758,0.0080190501588191,5,0;1;2;3;4,0.0592497571607299,0.0044641453343988,5,0;1;2;3;4,0.0586717109966644,0.003567223375043,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,166.0,0.0,5,0;1;2;3;4,4.0,0.0,5,0;1;2;3;4,0.0,0%
binary_to_ternary_scale_0.05,5.56%,all,,,,5,5,0;1;2;3;4,4.225815721521098,1.5831380313795305,5,0;1;2;3;4,5.074654789189955,1.671329177470085,5,0;1;2;3;4,0.8667208132168052,0.0702724456642392,5,0;1;2;3;4,4.155014434833121,1.5142824005298372,5,0;1;2;3;4,4.98353774395266,2.0959407587798693,5,0;1;2;3;4,6.149475094384657,2.491987415685129,5,0;1;2;3;4,0.9522111270163832,0.0271912701924439,5,0;1;2;3;4,4.74868278111443,1.9405094114633263,5,0;1;2;3;4,0.0602458398160377,0.0078928352912583,5,0;1;2;3;4,0.0938530906536674,0.008393211006178,5,0;1;2;3;4,0.83672725618458,0.0352933249119294,5,0;1;2;3;4,0.0593746738890878,0.0081948955809256,5,0;1;2;3;4,0.0590914411675062,0.0107676074739916,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,166.0,0.0,5,0;1;2;3;4,4.0,0.0,5,0;1;2;3;4,0.05555555555555555,5.56%
binary_to_ternary_scale_0.1,10%,all,,,,5,5,0;1;2;3;4,4.6773717943931965,3.6988939501728257,5,0;1;2;3;4,5.5123378632282405,4.258765890537621,5,0;1;2;3;4,0.8502207800254155,0.1424692668982278,5,0;1;2;3;4,3.929139825555388,2.572291801349936,5,0;1;2;3;4,7.425014104286582,4.125107847521613,5,0;1;2;3;4,9.20666603617632,5.751406467163109,5,0;1;2;3;4,0.8536926088514833,0.1977525751472538,5,0;1;2;3;4,7.242930404886079,4.649786167423119,5,0;1;2;3;4,0.0697801561659604,0.027890182951748,5,0;1;2;3;4,0.106303867850403,0.0282020451189788,5,0;1;2;3;4,0.7825550734453264,0.120582593023689,5,0;1;2;3;4,0.0701249327145262,0.0328604083536031,5,0;1;2;3;4,0.0695877096967024,0.0333476856013377,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,166.0,0.0,5,0;1;2;3;4,4.0,0.0,5,0;1;2;3;4,0.1,10%
binary_to_ternary_scale_0.25,25%,all,,,,5,5,0;1;2;3;4,5.10502350708421,3.596396775295647,5,0;1;2;3;4,6.378879312189512,4.366001080246254,5,0;1;2;3;4,0.6788800634407236,0.4695695032296719,5,0;1;2;3;4,5.224490589721436,3.509392008621236,5,0;1;2;3;4,5.3081135788499125,1.082790106387142,5,0;1;2;3;4,6.332553009420577,1.2617481813851985,5,0;1;2;3;4,0.9546701932543432,0.0117894784804454,5,0;1;2;3;4,5.348820741419977,1.3555777975403072,5,0;1;2;3;4,0.068912295536415,0.0105389511397627,5,0;1;2;3;4,0.1002288651079222,0.0085230971366607,5,0;1;2;3;4,0.8136471414576446,0.0390930863503463,5,0;1;2;3;4,0.0680046722744812,0.0123958150405375,5,0;1;2;3;4,0.0677429612789008,0.011806618864194,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,166.0,0.0,5,0;1;2;3;4,4.0,0.0,5,0;1;2;3;4,0.25,25%
binary_to_ternary_scale_0.5,50%,all,,,,5,5,0;1;2;3;4,5.177417765682861,2.375247573618683,5,0;1;2;3;4,6.351966932439844,2.791750419985901,5,0;1;2;3;4,0.7777974080653711,0.1659287524618781,5,0;1;2;3;4,5.3358414182615,2.5659763264909827,5,0;1;2;3;4,5.994986589833485,3.1021504160353133,5,0;1;2;3;4,6.862788680549926,3.510393368528485,5,0;1;2;3;4,0.9419192429524856,0.049779010885908,5,0;1;2;3;4,5.462558902451154,2.1552697363258195,5,0;1;2;3;4,0.0721113111924063,0.0201905284245619,5,0;1;2;3;4,0.1069533072789343,0.0206015043837101,5,0;1;2;3;4,0.7840020008505814,0.0869812259937061,5,0;1;2;3;4,0.075294018205968,0.0231180967350336,5,0;1;2;3;4,0.0746635781897883,0.0223275813809221,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,166.0,0.0,5,0;1;2;3;4,4.0,0.0,5,0;1;2;3;4,0.5,50%
binary_to_ternary_scale_1,100%,all,,,,5,5,0;1;2;3;4,4.524746821850292,2.8761482590110945,5,0;1;2;3;4,5.495520554544173,3.4815212886208484,5,0;1;2;3;4,0.847740380232502,0.1041942775443901,5,0;1;2;3;4,4.088826636555362,1.9186044456087936,5,0;1;2;3;4,5.398707810830185,1.09682374556157,5,0;1;2;3;4,6.239689136973429,0.7631838418910171,5,0;1;2;3;4,0.9551084465131195,0.0124255801869616,5,0;1;2;3;4,5.316112584419932,1.1497497918191368,5,0;1;2;3;4,0.0587320176532034,0.0060498913400496,5,0;1;2;3;4,0.0941665555486176,0.0051665734336148,5,0;1;2;3;4,0.8358138562483104,0.0283088499606507,5,0;1;2;3;4,0.0586716060350347,0.0050049742857304,5,0;1;2;3;4,0.0579632007910192,0.0078536228046358,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,166.0,0.0,5,0;1;2;3;4,4.0,0.0,5,0;1;2;3;4,1.0,100%
