epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,experimental,72.16413879394531,16.164509644173215,0.6058315378459306,1.0117066223615043,0.0,0.0,1.1522311302797614,0.040546280920170236,0.08753373637432005,0.12301771294932923,0.0,0.0,0.16338884952897745,0.014346257334548754
2,experimental,23.8677978515625,9.03665865316548,0.15117290405186276,0.25201589441498534,0.0,0.0,0.28871160189808454,0.011530750712612697,0.09848929415618347,0.10351915781856043,0.0,0.0,0.16134744737206436,0.011098574016683177
3,experimental,30.660400390625,8.17765783384266,0.10339621351126645,0.1878830279262291,0.0,0.0,0.20635293554441195,0.009015209222356312,0.05280619394392808,0.10024116367139926,0.0,0.0,0.11649743392011473,0.013570658158569504
4,experimental,24.81772232055664,6.927861735318051,0.09257634870173953,0.1801658252073092,0.0,0.0,0.19238458573472553,0.009725324960559004,0.06419767540746843,0.10957040208295007,0.0,0.0,0.1282876726522066,0.009304797761420215
5,experimental,18.289106369018555,6.49243696071631,0.07328883821036251,0.1576903793970315,0.0,0.0,0.16131513242764695,0.009181103820546795,0.037782440997363664,0.05548377933796012,0.0,0.0,0.07751096626301326,0.011986636345075092
6,experimental,23.758867263793945,6.970713234921116,0.061985346359682315,0.14360821999504045,0.0,0.0,0.14258470799496545,0.008795252001132082,0.026337645900111756,0.06659880399091865,0.0,0.0,0.06946375801566324,0.00982671087567093
7,experimental,20.374805450439453,7.305822892964398,0.06049023145894887,0.14476740821190154,0.0,0.0,0.1417398783066134,0.008865941873689148,0.03936848356191246,0.061525145174985675,0.0,0.0,0.08215258460831427,0.012021526606127007
8,experimental,20.80841064453125,7.372717944852882,0.04979346511266371,0.1269673174504226,0.0,0.0,0.12176933228395788,0.008492207852097384,0.034682298999695785,0.04549618189692956,0.0,0.0,0.06756199370299744,0.010131603112236258
9,experimental,20.3546085357666,8.379330672456781,0.04484594067006895,0.11304700303398466,0.0,0.0,0.1088894081002348,0.00751996555930983,0.021434007037971384,0.06176652383437053,0.0,0.0,0.06074385538180771,0.008426587793148758
10,experimental,18.57118034362793,8.065596547986205,0.038856426947383976,0.10466167988954274,0.0,0.0,0.09817468205769746,0.006987415896385141,0.021128512172934637,0.06739749199924787,0.0,0.0,0.06217068265430122,0.0073434227903580365
11,experimental,17.020118713378906,7.040456811614668,0.03607433122122365,0.09509847158571734,0.0,0.0,0.08992354563610014,0.006299978912367507,0.031312576254808246,0.07184347181326312,0.0,0.0,0.07458913353999864,0.007354822423457334
12,experimental,20.957042694091797,8.62355611673283,0.033596774448263235,0.0862593628540445,0.0,0.0,0.08228693256810103,0.005560477014922247,0.01582345560633019,0.034191830989944154,0.0,0.0,0.039563220926824676,0.006643850500589303
13,experimental,19.9346866607666,7.457292457435447,0.025571859540209102,0.07275113599546422,0.0,0.0,0.06655715922003029,0.004609731429491328,0.013740488264676236,0.02543516895125246,0.0,0.0,0.03212099222989995,0.005662919812915256
14,experimental,19.030698776245117,6.371972151627759,0.02013290135483265,0.0588119611017902,0.0,0.0,0.05336067759967879,0.0038217958523309656,0.022255987402372092,0.03817846243471787,0.0,0.0,0.045122178168596754,0.003776959726103941
15,experimental,31.381444931030273,14.62065841271744,0.027097361976537025,0.06282113565897214,0.0,0.0,0.06162928329139941,0.0031213532427971356,0.006497050454990701,0.016420606196175337,0.0,0.0,0.018893365261643473,0.004186011054083843
16,experimental,24.820913314819336,8.088296706094125,0.019055578505524872,0.05079881539013097,0.0,0.0,0.04726181782192737,0.002806831466683669,0.01583377015089499,0.02078624728670169,0.0,0.0,0.030346624237582068,0.004119730174340623
17,experimental,31.559179306030273,7.3467347997436665,0.0159345315948623,0.04503197021777213,0.0,0.0,0.04075452191934484,0.0023040053738413776,0.012615840743380732,0.02110463564447934,0.0,0.0,0.02695104848971263,0.0037828896389568802
18,experimental,23.850055694580078,7.162607080614006,0.014799473298239586,0.038747557645222475,0.0,0.0,0.03646336795429057,0.0022901155898884125,0.008789007602778379,0.008844213875845094,0.0,0.0,0.015615916498894869,0.002404802264251169
19,experimental,29.944236755371094,7.0044198727502645,0.010978336970301743,0.03249164442012203,0.0,0.0,0.02879300329689912,0.0015688439833243988,0.008879272110607184,0.0115828424959954,0.0,0.0,0.017012504045403203,0.002341810793350469
20,experimental,30.829378128051758,13.619232705562471,0.01336308249093746,0.030963602787991103,0.0,0.0,0.03025172053264012,0.0014068367668498602,0.006018962074472869,0.005149948007042306,0.0,0.0,0.010713614255610725,0.0021196784469835815
21,experimental,27.80486488342285,9.965966283735835,0.01201914804977888,0.03201467508929314,0.0,0.0,0.02943299873899457,0.0014065132024932356,0.007367834296981315,0.0064924553094075485,0.0,0.0,0.01231815146141242,0.001704089401531319
22,experimental,40.972843170166016,12.361054564263421,0.012609605935154424,0.031373418887976255,0.0,0.0,0.029576830734003867,0.0012805154722082838,0.014544694555327966,0.009869314015236837,0.0,0.0,0.021198558156045013,0.0017192070057080037
23,experimental,21.335599899291992,6.942242604235545,0.008880693869670882,0.02727495976409401,0.0,0.0,0.02373043887318909,0.0012122652169717317,0.005317806394170582,0.004393311002230766,0.0,0.0,0.009287754597383837,0.001773292751862059
24,experimental,23.460084915161133,7.0892635098578785,0.0112000953110561,0.027326131361214576,0.0,0.0,0.026203099525885967,0.0013399380902862131,0.0057402898555093075,0.005994355708177755,0.0,0.0,0.010396819849246312,0.0016593524107359236
25,experimental,18.531147003173828,7.109256886186027,0.010499339301322312,0.026895318527489286,0.0,0.0,0.02508685780363773,0.0011398591959580686,0.006681214340165047,0.00614666401866503,0.0,0.0,0.011773706077859858,0.0020191597376276998
26,experimental,13.263614654541016,4.8653360578970135,0.00895409211782102,0.023950028748471203,0.0,0.0,0.022053654639193378,0.0011245481318253457,0.005885151682949992,0.005048475985024339,0.0,0.0,0.010078733584894984,0.0016693439273285024
27,experimental,16.879762649536133,5.497341636714347,0.00749755711334677,0.024268968738105672,0.0,0.0,0.020579715008989783,0.0009476734222997628,0.0049797624746512085,0.005351221400533749,0.0,0.0,0.008911009596969182,0.0012556363870174564
28,experimental,27.559656143188477,10.382155252703102,0.009997293132510035,0.022802726736556235,0.0,0.0,0.02238944051880152,0.0009907838090139716,0.0056037396845313335,0.003588579900697859,0.0,0.0,0.009034446071216475,0.0016364162595463205
29,experimental,28.713605880737305,10.585471077381223,0.009310411885588137,0.023937216695252055,0.0,0.0,0.022165930997368577,0.0008869108551857391,0.00373959816832081,0.002675783757086896,0.0,0.0,0.00628336178036036,0.0012058716687129928
30,experimental,22.871196746826172,8.739454993237146,0.008664610867183961,0.02208730515751083,0.0,0.0,0.02073424053923889,0.0010259772285367975,0.009064924997661325,0.010054679106877918,0.0,0.0,0.015362760726367249,0.0012704965050854698
31,experimental,26.025253295898438,6.902418033287493,0.0069077423784723695,0.0187593807598757,0.0,0.0,0.017159302465097448,0.0008718696283141436,0.006038184286082051,0.0025115549523713346,0.0,0.0,0.00860400310034872,0.0013100412640324884
32,experimental,17.09930419921875,6.690616693996659,0.007798134609391492,0.020253920019868907,0.0,0.0,0.018800555632672848,0.0008754609927156565,0.003900495789101077,0.0031795865797529786,0.0,0.0,0.006773339322049635,0.0012830503590764246
33,experimental,22.830501556396484,6.662411363792375,0.00727563806587186,0.017556118250249213,0.0,0.0,0.016903817389878492,0.0008501200905781055,0.0053067299362812405,0.00903526953432293,0.0,0.0,0.011513499439059157,0.0016891346416174314
