variant_id,variant,protocol,direction,state,state_mae_mean,state_mae_std,state_rmse_mean,state_rmse_std,state_r2_mean,state_r2_std,y_mae_mean,y_mae_std,y_rmse_mean,y_rmse_std,y_r2_mean,y_r2_std,valid_coverage_mean,valid_coverage_std
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,isobaric,T,5.456641224997719,1.483627061835558,7.877412998577379,2.007118758454864,0.9283226111834524,0.0254251179517203,0.0659233864539679,0.014207946471407,0.0964994498694475,0.0154510576604925,0.9005401356677,0.03265169336407,1.0,0.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,isothermal,P,16.988656631564318,5.87814655329514,38.23948494958351,13.893166071489723,0.8844501868686716,0.0518139816830804,0.0684974174236312,0.0147579621087781,0.1031509643771144,0.0187552543225939,0.8946560483393687,0.0405329169428683,1.0,0.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,isobaric,T,37.87324521055571,3.630152304316327,48.63104157278634,4.100572779756242,0.4150931460557466,0.0977203123784819,0.1266337031933741,0.0194051018526282,0.1708490937342678,0.0237374840791605,0.7761281183309364,0.0654541756505714,1.0,0.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,isothermal,P,27.39894939249752,0.8661574245818877,71.9182794892353,5.212990269418736,0.4599878025979174,0.0763944868237686,0.0789101470859099,0.0180356454494981,0.1228546126249218,0.0243991326819294,0.8764068425616596,0.0511650436410397,0.9975247524752476,0.0030315467113653
v0_legacy_unimol,V0 Legacy Uni-Mol v2,binary_to_ternary_zero_shot,isobaric,T,5.583722656353496,2.0811979814858987,6.241664185159446,2.0819306353385136,0.9500149434463466,0.0302936308575287,0.0828347817555809,0.0153453060433132,0.1225060420458417,0.0164385374880322,0.7142625308126859,0.0888579174924182,1.0,0.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,binary_to_ternary_zero_shot,isothermal,P,5.025697156313638,2.9048409789812557,5.862054768727257,3.1227068374195044,0.7485807037234571,0.2873429553514204,0.0317598076945182,0.0031000858453248,0.0409485629477051,0.0047546318978016,0.9664110439867832,0.0112040477654658,1.0,0.0
v1_rdkit_only,V1 RDKit descriptors only,overall_binary_ternary,isobaric,T,2.6502256453573825,0.3519867190801907,4.499719851296328,1.2346387163046983,0.9739843500708242,0.0184844114122238,0.0305588396635484,0.0047038539867166,0.0540347098841771,0.0124060151991941,0.9683680438184702,0.0137768585956876,1.0,0.0
v1_rdkit_only,V1 RDKit descriptors only,overall_binary_ternary,isothermal,P,8.514584508012371,3.1800896383898243,19.010129761600176,7.581515182609264,0.9708979330970052,0.0169953336011041,0.0275085636315102,0.0032021720429138,0.0481677015269953,0.0088805291633123,0.9772478280731726,0.007860071150584,1.0,0.0
v1_rdkit_only,V1 RDKit descriptors only,unseen_component,isobaric,T,28.252001069930717,2.8412658513885214,38.05918107219441,3.1515410016198677,0.6418284897038881,0.0604247943838428,0.1010747454497491,0.0044875684354507,0.1427782508215661,0.0044790852593675,0.8459064330655149,0.0096580540317303,1.0,0.0
v1_rdkit_only,V1 RDKit descriptors only,unseen_component,isothermal,P,23.082844434214014,2.21715570630966,52.51653831819101,2.205485385509275,0.7131192552183957,0.0242592910314238,0.0925325099249074,0.0049518477701542,0.1421080264804803,0.007060727279702,0.8393432223557452,0.0159384673159716,1.0,0.0
v1_rdkit_only,V1 RDKit descriptors only,binary_to_ternary_zero_shot,isobaric,T,2.9255935291244937,0.6540474526579024,3.529009585382846,0.6933441843079443,0.9841492074512744,0.0091124556176853,0.0777966646792672,0.0123297304280656,0.1129304253504323,0.0115519981967326,0.7604806676961695,0.0531496815459501,1.0,0.0
v1_rdkit_only,V1 RDKit descriptors only,binary_to_ternary_zero_shot,isothermal,P,2.96110698993567,1.1352809061260836,3.3974736663479623,1.1372571014054222,0.9305566683772052,0.0673196196790398,0.0240304831831386,0.0027638201909164,0.0319219673413591,0.0038527375488994,0.9782279267578304,0.0118490156831313,1.0,0.0
v5_three_view_naive,V5 Three-view naive fusion,overall_binary_ternary,isobaric,T,2.5126304887692497,0.3709982817582845,4.146013706065927,0.9106707132622855,0.9789187030595894,0.012083768290759,0.03074645160921,0.0050837417730537,0.0540882492246532,0.0102366536419734,0.968730749237682,0.0118142961545474,1.0,0.0
v5_three_view_naive,V5 Three-view naive fusion,overall_binary_ternary,isothermal,P,8.204613799677608,3.3088050117137984,19.017106363652275,7.824293680118949,0.9696579094920394,0.0193844872667313,0.0262219067374059,0.0045962249549782,0.0456738019660774,0.0088949803582526,0.9794741650463672,0.0073336338925914,1.0,0.0
v5_three_view_naive,V5 Three-view naive fusion,unseen_component,isobaric,T,36.33337843940885,1.546057003842476,46.94454734831898,2.007171887750684,0.4572481202553365,0.0454709138164716,0.1193356807196799,0.0042584721557449,0.1684456924401901,0.0061352199410161,0.7854645387795133,0.0155766868710568,1.0,0.0
v5_three_view_naive,V5 Three-view naive fusion,unseen_component,isothermal,P,28.905538169777664,7.144040984760183,63.47262871664744,8.685572397976113,0.5752558811715367,0.1166157214844176,0.1011797436101104,0.015632622438372,0.1605829831591217,0.0228930154732355,0.7919304739565739,0.0594213556646753,1.0,0.0
v5_three_view_naive,V5 Three-view naive fusion,binary_to_ternary_zero_shot,isobaric,T,1.9663084885087423,0.7878565803938057,2.57680301915063,1.0844892103168389,0.9893444106335668,0.0106618236872457,0.0721546882816379,0.0158589522284097,0.1100865234488272,0.0132954258175143,0.7717312717241991,0.0587044233430245,1.0,0.0
v5_three_view_naive,V5 Three-view naive fusion,binary_to_ternary_zero_shot,isothermal,P,1.7928764964144233,0.4701223908654535,2.182823297182291,0.5198817675815174,0.97069812430879,0.0194456566226372,0.0149051748695364,0.0022649610188403,0.0205598993079007,0.0020228957833771,0.9913506617338236,0.0033984837270001,1.0,0.0
v6_full_interaction,V6 Interaction-specific multi-view fusion,overall_binary_ternary,isobaric,T,2.70098242029654,0.4538526449501149,4.640774356453043,1.090913505683106,0.972896681052773,0.0164127483402816,0.0318972201270931,0.0058262826272994,0.0576705725100001,0.0139956843712537,0.9638712440142656,0.0165772998869944,1.0,0.0
v6_full_interaction,V6 Interaction-specific multi-view fusion,overall_binary_ternary,isothermal,P,7.034208683646992,2.051178297529088,14.84141669714227,3.801817443802115,0.9825451207428026,0.0050588910162311,0.0231680459655478,0.0043953359775771,0.0419560653189056,0.0126720764166137,0.9820637672020752,0.0102276032835197,1.0,0.0
v6_full_interaction,V6 Interaction-specific multi-view fusion,unseen_component,isobaric,T,36.70370812607891,1.8895633949662616,47.209578515186095,1.973118419225708,0.4511381182605872,0.0464972618309751,0.1112239763866631,0.0064873497823557,0.15291560955234,0.007542253149405,0.8230434468603918,0.0176803802426961,1.0,0.0
v6_full_interaction,V6 Interaction-specific multi-view fusion,unseen_component,isothermal,P,31.71255841708669,8.080526390745847,67.63065704891972,9.625605186660088,0.517201862244838,0.1382129397405993,0.1033357354209005,0.0210169484735794,0.1662693547217545,0.0325993301570456,0.7737524557633166,0.0859687865065258,1.0,0.0
v6_full_interaction,V6 Interaction-specific multi-view fusion,binary_to_ternary_zero_shot,isobaric,T,2.878892750668929,0.8864579781332051,3.699853631966989,1.208368420359737,0.981702263114394,0.0111528382514523,0.0828801286905576,0.0140162507171596,0.1169050118966504,0.0142185610844912,0.7416722661462376,0.071733727718169,1.0,0.0
v6_full_interaction,V6 Interaction-specific multi-view fusion,binary_to_ternary_zero_shot,isothermal,P,2.2205619657141837,0.7343865158046367,2.7687255626296587,0.929176049798258,0.953816622896005,0.0311960547318707,0.0164220266067081,0.0114946218206664,0.0218563978814741,0.0152383745903891,0.9878606314853444,0.0154861623493105,1.0,0.0
