variant_id,variant,protocol,seed,direction,state,state_mae,state_rmse,state_r2,y_mae,y_rmse,y_r2,valid_coverage
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,0,isobaric,T,8.074781132503752,11.219591985061514,0.8955721629334613,0.0894241794644991,0.1211916995697974,0.8487028676380501,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,0,isothermal,P,14.341854775561336,31.29099316378697,0.8828316025079118,0.0931624892423896,0.1341064584369137,0.8276860394277247,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,1,isobaric,T,4.720246782979544,6.552072595340458,0.9444954144700722,0.0566079867609702,0.0821685441099319,0.9315191721118335,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,1,isothermal,P,25.136060001405625,58.44980329747097,0.8039968475003856,0.0556739885731434,0.0879162487547529,0.9293069805617136,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,2,isobaric,T,4.451000435057535,6.544939897920935,0.9527759037743742,0.0690980280934936,0.1003299782619809,0.890502069409425,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,2,isothermal,P,10.699668287738117,23.223997448517764,0.9421688662001524,0.0696865883417783,0.1073729436266943,0.8864998692833678,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,3,isobaric,T,5.097868724769508,8.30261303633147,0.906740827590214,0.0552894918325798,0.0929021640303617,0.9115343044623,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,3,isothermal,P,20.915733754422757,45.76233753386371,0.8788025424561342,0.0595255389901848,0.093086888783995,0.9153142742798608,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,4,isobaric,T,4.939309049678258,6.767847478232514,0.9420287471491402,0.059197246118297,0.0859048633751655,0.9204422647168904,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,overall_binary_ternary,4,isothermal,P,13.849966338693756,32.470293304278115,0.9144510756787744,0.0644384819706596,0.093272282283216,0.9144730781441772,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,0,isobaric,T,40.99164412457948,51.92058175889897,0.3370581388288456,0.1149138813313419,0.1570449034981904,0.8137199700038176,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,0,isothermal,P,27.72847043367087,74.00682684545575,0.4287926403167782,0.0808332119050795,0.1212634630556291,0.8834773058070433,0.9975247524752476
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,1,isobaric,T,35.445529909647206,45.55168882147971,0.4897238040687264,0.1196944878749034,0.1621391082895535,0.8014389020569134,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,1,isothermal,P,28.072577613321265,77.03323485304811,0.3836134411089211,0.0749506631241334,0.1186328424614537,0.8882584084569163,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,2,isobaric,T,32.91615929795391,43.56288215174044,0.533308862404198,0.1103145505048611,0.1509702055621821,0.8278523502209595,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,2,isothermal,P,25.961869851071388,71.68230298917844,0.4641118831194902,0.058595101879205,0.0950937794832416,0.9283436303432446,0.9975247524752476
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,3,isobaric,T,41.3141188356221,53.23593136187241,0.3030428848361103,0.1590001861748844,0.2106694942268407,0.6647861836961848,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,3,isothermal,P,27.242276814577053,63.245712276101735,0.5864460623586005,0.1076822893283607,0.1622982022449869,0.7906133605678891,0.9925742574257426
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,4,isobaric,T,38.69877388497586,48.88412376994019,0.4123320401408525,0.1292454100808794,0.1734217570945725,0.772843185676807,1.0
v0_legacy_unimol,V0 Legacy Uni-Mol v2,unseen_component,4,isothermal,P,27.98955224984702,73.62332048239247,0.4369749860857967,0.0724894691927712,0.1169847758792979,0.8913415076332049,1.0
