attempted_samples,category,component_count,direction,manifest,nonphysical_rate,pressure_count,pressure_mae_kpa,pressure_r2,pressure_rmse_kpa,pressure_system_macro_mae_kpa,pressure_system_macro_rmse_kpa,reused_from_main_benchmark,scope,seed,solver_failure_rate,subgroup,systems,temperature_count,temperature_mae_k,temperature_r2,temperature_rmse_k,temperature_system_macro_mae_k,temperature_system_macro_rmse_k,valid_coverage,valid_samples,variant,variant_id,y_component_macro_mae,y_component_values,y_mae,y_r2,y_rmse,y_sample_macro_mae,y_system_macro_mae,y_system_macro_rmse
788,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_1\manifest.json,0.0,788,12.453446877603485,0.9301079440898421,28.80999232788284,17.045390736865357,33.82750769937096,True,direction,1,0.0,,20,0,,,,,,1.0,788,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.035067850215409854,1750,0.028781188616166187,0.9661518544759279,0.05634815995837526,0.031033025209338226,0.037340394982144774,0.0674826363740884
960,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_1\manifest.json,0.0,0,,,,,,True,direction,1,0.0,,32,960,2.927083928426107,0.9694330518849931,4.65045030235844,3.759145924452389,5.695990605262959,1.0,960,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.039497461703015796,1979,0.03161078025928594,0.9743623227066753,0.04886588383514312,0.03151051657202733,0.04130841481865876,0.06288003209932816
804,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_2\manifest.json,0.0,804,11.798972869707695,0.9302742166693153,36.593683846529785,15.367836143407601,45.8191386797253,True,direction,2,0.0,,26,0,,,,,,1.0,804,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.02561243426554325,1695,0.024173063538249766,0.9774499231774044,0.04875025316047004,0.024755850161166333,0.025024130478078572,0.05080309569030788
977,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_2\manifest.json,0.0,0,,,,,,True,direction,2,0.0,,34,977,1.9553210211825085,0.9794301732239665,4.231934705747536,2.96850790818836,6.565847491182686,1.0,977,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.02240215498476594,2084,0.022371559683670734,0.9805537556251233,0.04264942364102371,0.022932691206552752,0.02577601078763183,0.05320451470888869
561,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_3\manifest.json,0.0,561,7.702018225525364,0.9863412032343126,18.219314847443886,8.992967586751382,20.494617695707802,True,direction,3,0.0,,19,0,,,,,,1.0,561,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.02246587235741432,1122,0.02143140882796524,0.9884704323540819,0.03901998235134308,0.021431408827965244,0.02065765906519639,0.04009821515059892
1251,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_3\manifest.json,0.0,0,,,,,,True,direction,3,0.0,,41,1251,1.667230403177458,0.987631121795124,2.4937506924382404,1.9042869908492526,2.9803927235375176,1.0,1251,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.027749135740786256,2764,0.023301728765500705,0.98412295566455,0.03769369939420612,0.023641390610632584,0.028299893801062192,0.04785257717138226
819,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_4\manifest.json,0.0,819,11.403848795728253,0.9281928618319308,32.174652375507875,6.464299157427022,21.416692242962526,True,direction,4,0.0,,23,0,,,,,,1.0,819,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.02097748943011851,1832,0.02512528340393234,0.9791326111784028,0.04506348978281544,0.026039483398919046,0.020146920454690354,0.036989971538284955
926,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\runs\phase_equilibrium\v1\vle\three\results\thermoformer_vle_three_stage.on.vle_overall_binary_ternary\seed_4\manifest.json,0.0,0,,,,,,True,direction,4,0.0,,31,926,2.6174601926865373,0.9694195594426823,5.201146825298528,3.4339599555331297,6.7757076459086,1.0,926,Vanilla multicomponent Transformer,c1_three_view_vanilla,0.03496866022921582,1887,0.034514781957631406,0.9616487429348617,0.06330025079009045,0.03271015782824954,0.03805746099598205,0.0719175569186829
754,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_0\manifest.json,0.0,754,6.152951550471814,0.9892757622734483,12.663060689884954,5.977912506678232,12.006030533164356,False,direction,0,0.0,,25,0,,,,,,1.0,754,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.03046271088722716,1529,0.027305608141711717,0.9686657424975882,0.06119955561737585,0.027300072094304018,0.028094897368577187,0.06317344768581155
1031,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_0\manifest.json,0.0,0,,,,,,False,direction,0,0.0,,38,1031,2.0669233734693258,0.9842981342911948,3.490667034632581,2.524137631261498,4.198724637391095,1.0,1031,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.030948982420802674,2264,0.029282598699613038,0.9726210087838776,0.049342510853986235,0.028960191385984872,0.03231029379909529,0.057042086824216895
788,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_1\manifest.json,0.0,788,9.24235899355932,0.9590588227973291,22.05004082052384,12.955986967614834,26.62343194754703,False,direction,1,0.0,,20,0,,,,,,1.0,788,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.02553644230718925,1750,0.02204707806684292,0.9767638720173556,0.04668680767227685,0.02381570546726499,0.02766228566347048,0.05510271826501487
960,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_1\manifest.json,0.0,0,,,,,,False,direction,1,0.0,,32,960,2.339900468190511,0.972877199879959,4.380626534262215,2.5465295243873456,4.258089300638288,1.0,960,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.024483336080897856,1979,0.02425163347724374,0.9788141910358139,0.044421062876283356,0.024403162531854136,0.028861490096459667,0.05150302160837905
804,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_2\manifest.json,0.0,804,11.65832225666402,0.9321007360061453,36.11120360921782,15.199676222941521,44.96256087114687,False,direction,2,0.0,,26,0,,,,,,1.0,804,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.026345238615813272,1695,0.025689146419532138,0.9764246716236866,0.049846163513027425,0.026339433599490855,0.026402574182396738,0.051537394559499426
977,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_2\manifest.json,0.0,0,,,,,,False,direction,2,0.0,,34,977,1.9362389174649746,0.984136921437239,3.7163565917067682,2.7811694970913465,5.733542624620261,1.0,977,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.0216235364966421,2084,0.022892610257419968,0.9828185230986167,0.04008902955365552,0.02329658565426837,0.024459581560577204,0.04781501442657486
561,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_3\manifest.json,0.0,561,6.84137783018238,0.9884594486992073,16.747080093669478,7.924847995277571,18.464871496447746,False,direction,3,0.0,,19,0,,,,,,1.0,561,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.023190840485149654,1122,0.022274266119934275,0.9880389960253513,0.03974334119198774,0.022274266119934275,0.021133769999318798,0.03958064430951239
1251,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_3\manifest.json,0.0,0,,,,,,False,direction,3,0.0,,41,1251,1.6269778337486245,0.987079672590121,2.548734728768165,1.8908326441848842,2.9458798063724507,1.0,1251,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.026456488418523504,2764,0.02354382401405552,0.9836174107612112,0.03828910413832303,0.02382088148129462,0.02726934445901253,0.045701311112054936
819,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_4\manifest.json,0.0,819,10.63148136315608,0.9417816128584757,28.97077671839865,6.406224578165889,19.612979912362498,False,direction,4,0.0,,23,0,,,,,,1.0,819,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.02134220030328778,1832,0.025292933583400224,0.9804825597599643,0.043581502231723794,0.025928998223692323,0.020995814341946795,0.03795496363338816
926,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c2_chemical_bias_full.on.vle_overall_binary_ternary\seed_4\manifest.json,0.0,0,,,,,,False,direction,4,0.0,,31,926,2.6199099316195316,0.9695913410281585,5.186517874679733,3.3486715753170593,6.771057547194335,1.0,926,Chemical-interaction-biased Transformer with context-conditioned pair potential,c2_chemical_bias_full,0.03465502414857707,1887,0.03377563607298286,0.9649018415461147,0.06055608556595978,0.03219503445995618,0.03663612811900015,0.06934313123722773
754,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_0\manifest.json,0.0,754,5.667642909193418,0.9898029592255312,12.347884257975883,5.30828343768791,11.409266115087968,False,direction,0,0.0,,25,0,,,,,,1.0,754,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.022377686226810273,1529,0.02143360847910882,0.9899527925698722,0.03465462860877268,0.02129940255607859,0.02037947567346216,0.03279706731285689
1031,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_0\manifest.json,0.0,0,,,,,,False,direction,0,0.0,,38,1031,1.9232852708611188,0.9877482261995473,3.083417126044677,2.346466336430062,3.6858012160024303,1.0,1031,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.029486353695947494,2264,0.028060291746208547,0.975732747960627,0.04645396885996369,0.02752125813667902,0.031194964202749535,0.054175745769824736
788,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_1\manifest.json,0.0,788,11.413991423801965,0.9400301063013566,26.686761497574818,15.741616762028633,31.067534367823697,False,direction,1,0.0,,20,0,,,,,,1.0,788,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.02960443372360273,1750,0.0246214942510045,0.9724780169014594,0.050810347010137105,0.02676363647297921,0.031351083764689584,0.0590186283392755
960,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_1\manifest.json,0.0,0,,,,,,False,direction,1,0.0,,32,960,2.524526795705159,0.9738417582357097,4.302028096042423,2.8652045248924822,4.377008325381577,1.0,960,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.029697600896188555,1979,0.026676941977557486,0.9775388368280217,0.04573856567186491,0.026739085173251898,0.03290479052692816,0.05387686565305658
804,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_2\manifest.json,0.0,804,11.31724776807116,0.9381481941771216,34.46558247301888,14.910831612497422,43.455528706461095,False,direction,2,0.0,,26,0,,,,,,1.0,804,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.02792365805435052,1695,0.026180831052891932,0.9769842787160067,0.04925101183928305,0.02646597102182967,0.026600662165058804,0.050740532474622346
977,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_2\manifest.json,0.0,0,,,,,,False,direction,2,0.0,,34,977,2.037134297584681,0.9781131548795614,4.365311338985119,3.009550677826543,6.617199682573984,1.0,977,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.02338589811611476,2084,0.02388528529787195,0.9783949735019668,0.044954451038533426,0.024241191201062898,0.026846921845164587,0.05559282691723143
561,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_3\manifest.json,0.0,561,7.568467017155066,0.9867101421765302,17.971568676195076,9.209766094417324,20.61192642346943,False,direction,3,0.0,,19,0,,,,,,1.0,561,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.0241923148899971,1122,0.022364789174554065,0.9878864153465692,0.03999603106997486,0.022364789174554072,0.02270215366391743,0.04157032862587585
1251,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_3\manifest.json,0.0,0,,,,,,False,direction,3,0.0,,41,1251,1.5566947369838509,0.9883873904326378,2.416310768751582,1.7366023385502811,2.80164924868519,1.0,1251,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.024385108340994076,2764,0.020937079362787693,0.9879680131990473,0.03281350386972393,0.02108618363512091,0.02508250888897889,0.04245705497329062
819,Interaction architecture,,isothermal,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_4\manifest.json,0.0,819,9.218338340038958,0.9552018286142929,25.413249341659945,5.485248825955703,17.113666067469875,False,direction,4,0.0,,23,0,,,,,,1.0,819,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.018857753916472677,1832,0.021506896459751696,0.9852183241256763,0.03792735917222868,0.02205257660151271,0.018235465224787112,0.033111097570213015
926,Interaction architecture,,isobaric,D:\VLE\VLE\thermoformer_project\results\benchmarks\vle\ablation\joint\formal\three_stage\c3_no_pair_bias.on.vle_overall_binary_ternary\seed_4\manifest.json,0.0,0,,,,,,False,direction,4,0.0,,31,926,2.7386896622000667,0.9674585015056502,5.36532481092988,3.560122442717477,6.947948744647002,1.0,926,Context-conditioned pair potential without attention bias,c3_no_pair_bias,0.03551631035495682,1887,0.03417272816784789,0.9577599231382314,0.06643209961312505,0.03221701603724147,0.039246331144765084,0.0769186561705949
