epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,7.83804178237915,2.6083014045188864,0.5,0.0028349295619811807,0.007238363991154759,0.001658308840687978,0.0,0.007867021868067998,0.0005837559602610206,0.0012099159225171445,0.0008726335609380168,0.0,0.0,0.002205895187470737,0.0005596624811542464
2,physics,5.673871994018555,2.425927389091885,1.0,0.002354377008891994,0.006429642556966773,0.0014359368549420146,0.0,0.007535764429197475,0.0005306292772480901,0.0011494892694668582,0.0012147002824544656,0.0,0.0,0.0022900656109438246,0.0005332261893504468
3,physics,6.6890177726745605,2.29514236653531,1.0,0.002155826577339421,0.00615517869994722,0.0013322313039464506,0.0,0.007073644552762901,0.0005079973080718224,0.0010366843608614282,0.0011361988705126632,0.0,0.0,0.0021232218350340057,0.0005184380184068351
4,physics,6.21246862411499,2.2730741695363084,1.0,0.0020699545889470727,0.005818774962194886,0.0012948582302340736,0.0,0.006771055713887538,0.0004968554579555322,0.0009814599660168959,0.0011624752674345552,0.0,0.0,0.0020682509541636545,0.0005055533476320764
5,physics,5.125771999359131,2.2475315429823524,1.0,0.001999166156838777,0.005704651287817116,0.0012470720053368038,0.0,0.006585262253481013,0.00048669842456560574,0.0009821383066900425,0.0011730976769975668,0.0,0.0,0.0020598586498690933,0.0004911715305807231
6,physics,6.972842693328857,2.2187194106033177,1.0,0.0019396530843971077,0.005845711581278293,0.0012093442461129896,0.0,0.006549950754713072,0.0004780976159199556,0.0009356508845613407,0.001334091555327177,0.0,0.0,0.0020846992921734215,0.0004820026115486211
7,physics,7.393620014190674,2.037187603163301,1.0,0.0019032983358790176,0.0056424787257869525,0.0011797640066401281,0.0,0.006375580602330879,0.0004712789282077025,0.0009030898807151556,0.0010922502762256753,0.0,0.0,0.0019305458514257366,0.00048133088240631227
8,physics,5.233153820037842,1.9791711657228321,1.0,0.0018714429774841909,0.005710451730741253,0.0011743642291926028,0.0,0.0063656765045968875,0.0004646434343101866,0.0008887496201834022,0.0012299095191399022,0.0,0.0,0.001982164301678238,0.000478459977632351
9,physics,6.070735454559326,2.1292706424730965,1.0,0.0018558844910963326,0.005131381088668235,0.0011494657572373715,0.0,0.0060377413081821995,0.00046670056071839447,0.0009149611282206121,0.0009956489279616199,0.0,0.0,0.001880868171004191,0.00046808254969893837
10,physics,5.737057685852051,2.045571435638466,1.0,0.0018368034795282308,0.005418953552302969,0.0011368484999693983,0.0,0.006142200049525073,0.0004590713603492181,0.0008739704676378743,0.0012673002584906133,0.0,0.0,0.001969237634974638,0.0004616170687969749
