epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,8.875701904296875,2.7118516795337984,0.5,0.004194262358660815,0.014668442527968183,0.00242485490320802,0.0,0.013391265298156168,0.0006503542278852953,0.0028463953731977564,0.00033840138732600504,0.0,0.0,0.004008410079893595,0.0009928139822198239
2,physics,8.809426307678223,2.952843847007442,1.0,0.0033024165547772925,0.01391797267374169,0.0020589806902174147,0.0,0.0129415685746637,0.0006211850034126584,0.0024727526221062566,0.00019856756741350293,0.0,0.0,0.0035244063810345146,0.0009523698130593174
3,physics,9.65147590637207,2.9054659994852807,1.0,0.0030414645713146954,0.014357968531158349,0.001916138539408751,0.0,0.012749107810572953,0.0006125203747928868,0.0023978975936990434,7.18077023384825e-05,0.0,0.0,0.0033831086573178765,0.0009493072331746126
4,physics,6.421636581420898,2.7548290407560887,1.0,0.0029087482239348885,0.013307680240921093,0.0018643595665933843,0.0,0.012031819273060407,0.0006048713164463727,0.0023642618094847152,1.7405997429640716e-05,0.0,0.0,0.0033024585777722553,0.0009294937193953479
5,physics,13.364169120788574,2.7118699391079923,1.0,0.0028345047842033206,0.012944182247749457,0.0017840395403704184,0.0,0.01169150909833906,0.0006008736285680271,0.002274149681717705,0.0001556690599130139,0.0,0.0,0.00327681866230008,0.000924834364345615
6,physics,8.120692253112793,2.5318906760992146,1.0,0.0027848004783806593,0.01320474204991654,0.0017634177230113413,0.0,0.011730972476512043,0.000580383288261444,0.0022298809830857114,3.8767509585844716e-05,0.0,0.0,0.0031764805121371753,0.0009272157725159401
7,physics,6.713100433349609,2.5463243408215184,1.0,0.0027297133011968183,0.013094920521484846,0.001725746147166596,0.0,0.011573896347208932,0.0005709765748040265,0.0021740790576309827,0.00010703646273221124,0.0,0.0,0.0031391775022869503,0.0009115801862437337
8,physics,7.383778095245361,2.6950546376715723,1.0,0.0027009160062562198,0.012341844472378677,0.001695874218090121,0.0,0.011132498984903785,0.0005647865349672798,0.002102849131151838,6.683585188917454e-05,0.0,0.0,0.003034918090533905,0.0008986510103110107
9,physics,19.70595359802246,2.9710589517518406,1.0,0.002664244018058522,0.01258145992428501,0.001677573720996891,0.0,0.011190649942121085,0.0005581022639571815,0.00217355090789888,0.0003055074275715712,0.0,0.0,0.003220927739623455,0.0008946229468296548
10,physics,16.495193481445312,2.3554196642653458,1.0,0.0026366140315361576,0.01159924091507228,0.0016705005895199182,0.0,0.010655423425493684,0.0005486882654021547,0.0022044904157886,0.00041847751510092437,0.0,0.0,0.0033141716708504935,0.0009004424461786907
