epoch,stage,train_boundary,train_chemical_bias,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_solver,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_chemical_bias,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_temperature,validation_total,validation_vapor_composition
1,experimental,0.0,6.791136889957931e-05,0.0,133.04638671875,17.90919500891616,0.6029641050764003,1.1664653589168985,0.0,0.0,1.2343781220112733,0.04818133518393744,0.0,7.881465123333971e-05,0.0,0.15975825726843676,0.1631309434166956,0.0,0.0,0.2583703520332145,0.017046620682557613
2,experimental,0.0,7.57957057010028e-05,0.0,31.336105346679688,8.999892711702536,0.13953878435885908,0.23995780237744097,0.0,0.0,0.2716888348250993,0.012171151424506223,0.0,6.67018139471471e-05,0.0,0.14342301934601867,0.2328654291521678,0.0,0.0,0.26910492756486226,0.009249190117514787
3,experimental,0.0,7.56076251569592e-05,0.0,16.850200653076172,8.438451511282551,0.09489109947208173,0.18398605882292882,0.0,0.0,0.196269331558874,0.009385202343830097,0.0,7.682203336105947e-05,0.0,0.16116506921078538,0.19976063218492313,0.0,0.0,0.2709267405450771,0.009881353708148572
4,experimental,0.0,7.963947745820394e-05,0.0,22.569499969482422,8.246289199667231,0.08360617286036763,0.1598407970616853,0.0,0.0,0.17307743130531175,0.009550858911570257,0.0,7.598682875655534e-05,0.0,0.09846469475432057,0.09785629456822798,0.0,0.0,0.15467595093859124,0.007283111714128947
5,experimental,0.0,9.00944483555041e-05,0.0,20.58745574951172,6.853149206989035,0.06849168935083134,0.1528401123550922,0.0,0.0,0.15403824127242846,0.009126495902359217,0.0,0.00010378977722407215,0.0,0.07734803318408338,0.1020215997263469,0.0,0.0,0.13608882037438186,0.007729986924811451
6,experimental,0.0,0.00010738102255638048,0.0,16.79085922241211,5.612213614885655,0.058022466772523845,0.136545911145245,0.0,0.0,0.13569576757325372,0.009400344667709315,0.0,0.00012122973889864866,0.0,0.07546259053851653,0.09975582432348575,0.0,0.0,0.13284887512145577,0.007508372230041852
7,experimental,0.0,0.00012006559489464985,0.0,18.015474319458008,5.699522653289557,0.04999879092978323,0.14124802765879751,0.0,0.0,0.12972660966076457,0.00910380463339423,0.0,0.00013037268761412055,0.0,0.07021808851874814,0.12227438913040344,0.0,0.0,0.1396920745369927,0.008336790995161119
8,experimental,0.0,0.00012192866461667082,0.0,20.885961532592773,7.59542114359329,0.05328358496895276,0.13274348392938598,0.0,0.0,0.12819413051964051,0.008538802583665616,0.0,0.00012170229588361871,0.0,0.06112507949438755,0.08670823386290193,0.0,0.0,0.11201592323176901,0.00753672759722127
9,experimental,0.0,0.00012866435624697686,0.0,19.34017562866211,6.28055474768565,0.044941964889591096,0.11792693194310176,0.0,0.0,0.11163887592725773,0.007733445002891121,0.0,0.00013699936863870708,0.0,0.058130136644356574,0.09439617409626454,0.0,0.0,0.11185878081367238,0.006530556941142657
10,experimental,0.0,0.00013988526872725802,0.0,20.105165481567383,9.213326002712456,0.04097386137049991,0.10547573045912159,0.0,0.0,0.10052886999797873,0.006817143188633999,0.0,0.00014872455544078495,0.0,0.0614236469840662,0.09776790244482582,0.0,0.0,0.11676164810725784,0.006454049311756092
11,experimental,0.0,0.00014149488341740207,0.0,21.420761108398438,7.496232423627044,0.036628907704354716,0.09935530725416246,0.0,0.0,0.09239514300807586,0.006088581123778886,0.0,0.00014661789846329824,0.0,0.046298482928754034,0.06461513270057187,0.0,0.0,0.08457130239943046,0.005965252811431458
12,experimental,0.0,0.0001423227879349368,0.0,79.87739562988281,7.870120068346446,0.030994526979766363,0.08869318313098626,0.0,0.0,0.0808623284318503,0.005521210091770303,0.0,0.00014612127729910504,0.0,0.05690510215366655,0.11640408528448573,0.0,0.0,0.12066415531965315,0.005557009168991681
13,experimental,0.0,0.00014422082498446412,0.0,33.06061935424805,8.489916323510666,0.02907937632870695,0.08332178505243852,0.0,0.0,0.07556113472308751,0.004820865370841458,0.0,0.00015154627300709983,0.0,0.028347934842963208,0.06174114695027791,0.0,0.0,0.06402651620650918,0.004808007967313818
14,experimental,0.0,0.00014444018437610783,0.0,54.01874923706055,12.1722593884523,0.027769834087271572,0.07215072230189175,0.0,0.0,0.06796386377094567,0.004118667902177335,0.0,0.00014805204909753837,0.0,0.039100996438671695,0.08477258340840123,0.0,0.0,0.086999719211196,0.005512431447854297
15,experimental,0.0,0.00014356018578612456,0.0,25.85016632080078,13.356323905011983,0.028702293411743126,0.07097361344431277,0.0,0.0,0.06804509105006208,0.003855990762077568,0.0,0.00014975503646754183,0.0,0.033973719986924694,0.03834070325751293,0.0,0.0,0.05727685610974888,0.004132784646324511
16,experimental,0.0,0.00014705888188355174,0.0,20.162012100219727,7.250935088210306,0.02085221556281528,0.05782504935478714,0.0,0.0,0.053249213632391504,0.0034844725909776663,0.0,0.00015206758387449035,0.0,0.024754911127693614,0.05002669218331931,0.0,0.0,0.053773296414596654,0.004005039864284184
17,experimental,0.0,0.00014837571360373309,0.0,23.774009704589844,6.529660118473739,0.015408672516174232,0.048779014244973544,0.0,0.0,0.04253363294308253,0.002735452962997725,0.0,0.0001486130315420909,0.0,0.024328629795221837,0.02089426490458213,0.0,0.0,0.03825414728435526,0.003478384749277057
18,experimental,0.0,0.00014744304897377456,0.0,20.09795570373535,8.76280061282907,0.018466435509959998,0.05090171040311864,0.0,0.0,0.0463100663750744,0.0023927754562350872,0.0,0.0001549040640288684,0.0,0.02712850178411866,0.02153480913587857,0.0,0.0,0.04124389383452889,0.0033479871412823623
