model,T,S,status,E,R,xE,xR,total_balance_error,benzene_recovery,heptane_retention,solvent_to_raffinate,E_benzene_solvent_free
Experiment-interpolation,298.15,0.6,valid,0.6771578287219574,0.9228421712780425,"[0.08221037142614704, 0.7616985987732721, 0.15609102980058087]","[0.7343226803143188, 0.09125052293341943, 0.1744267967522618]",1.1102230246251565e-16,0.3963684855852584,0.9240871864363335,0.08420983071413359,0.655015157263262
ThermoFormer,298.15,0.6,valid,0.6613564493824007,0.9386435506175992,"[0.08410286329203231, 0.7689432619110543, 0.14695387479691327]","[0.7220114193910006, 0.09743252853099504, 0.18055605207800443]",1.1102230246251565e-16,0.36445834822002166,0.9241518576594836,0.09145441452598373,0.6360077442984726
UNIFAC-LLE,298.15,0.6,valid,0.6756038277570418,0.9243961722429581,"[0.08255080958107724, 0.7579914888550273, 0.15945770156389544]","[0.732977602830047, 0.09508698906553067, 0.17193540810442243]",2.220446049250313e-16,0.40398837578215385,0.9239477596307928,0.08789804872228457,0.6588929488863058
Experiment-interpolation,298.15,0.7,valid,0.7973761749096582,0.9026238250903416,"[0.07816647414110184, 0.7763659235206523, 0.14546760233824588]","[0.7433941255753662, 0.08967668182788831, 0.16692919259674555]",1.1102230246251565e-16,0.43497150122156203,0.915007157967991,0.08094430957289807,0.650471540958024
ThermoFormer,298.15,0.7,valid,0.7882177606062813,0.9117822393937183,"[0.0808014568748946, 0.7808023194042222, 0.1383962237208831]","[0.7344343429928539, 0.09273896843970053, 0.17282668856744554]",3.3306690738754696e-16,0.40907385576615174,0.9131511681022889,0.08455774432301351,0.6313763144971387
UNIFAC-LLE,298.15,0.7,valid,0.8022048654698246,0.897795134530175,"[0.08006663495946989, 0.7695090686224617, 0.15042429641806843]","[0.7452741315614263, 0.09211019078554436, 0.16261567765302942]",2.220446049250313e-16,0.45251663426793576,0.9124138489187047,0.08269608112790788,0.6526256608841466
Experiment-interpolation,298.15,0.7777777777777778,valid,0.8888888888888891,0.8888888888888886,"[0.07540000000000002, 0.7864, 0.1382]","[0.7496, 0.08860000000000001, 0.1618]",1.1102230246251565e-16,0.4606666666666668,0.9086060606060604,0.07875555555555554,0.6470037453183519
ThermoFormer,298.15,0.7777777777777778,valid,0.8843340656227178,0.8934437121550599,"[0.07883401769874682, 0.7887420178987701, 0.13242396440248297]","[0.7427638886748964, 0.08983928284444798, 0.16739682848065557]",1.1102230246251565e-16,0.4391513355972221,0.9049332626624006,0.08026634236189199,0.6268353180568986
UNIFAC-LLE,298.15,0.7777777777777778,valid,0.8984347339262717,0.879343043851506,"[0.07838304776678065, 0.7775335939628317, 0.14408335827038746]","[0.7538710692076624, 0.09008383101557806, 0.1560450997767596]",2.7755575615628914e-16,0.48543560119072093,0.9039699281845299,0.0792145901670431,0.6476634420314006
Experiment-interpolation,298.15,0.8,valid,0.9160915788543962,0.8839084211456036,"[0.07523416207587943, 0.7880626314956706, 0.13670320642845002]","[0.7516751001787397, 0.08831509895086975, 0.16000980087039055]",1.1102230246251565e-16,0.469622460793115,0.9060162968365273,0.07806245967698104,0.6450170038119419
ThermoFormer,298.15,0.8,valid,0.9114720270041212,0.8885279729958786,"[0.0783502906524538, 0.7908348223182367, 0.13081488702930957]","[0.7449616165309514, 0.08910938527820544, 0.1659289981908431]",1.1102230246251565e-16,0.44712791341095004,0.9026171387672445,0.07917618147615267,0.6254142705739447
UNIFAC-LLE,298.15,0.8,valid,0.9256249004563731,0.8743750995436267,"[0.07793623649081298, 0.7796940696971213, 0.14236969381206563]","[0.7561898921123033, 0.08954481250786207, 0.15426529537983466]",8.326672684688674e-16,0.4941785012354878,0.9016276529857903,0.07829575435017729,0.6462363206307451
Experiment-interpolation,298.15,0.9,valid,1.037388182826512,0.8626118171734881,"[0.07452872401023354, 0.7951351003076588, 0.13033617568210767]","[0.7605021200770781, 0.08710319253040118, 0.15239468739252082]",1.1102230246251565e-16,0.5070345316778199,0.8945701578599708,0.07513624319026156,0.6362054987352244
ThermoFormer,298.15,0.9,valid,1.0321577608158754,0.8678422391841244,"[0.07652955665106542, 0.799419240423515, 0.12405120292541955]","[0.7539881420375418, 0.08627515862989854, 0.1597366993325596]",2.220446049250313e-16,0.48015154439256336,0.8922855784147337,0.07487322685133668,0.6184601314071535
UNIFAC-LLE,298.15,0.9,valid,1.0465470053987214,0.8534529946012784,"[0.07608861091210747, 0.7887699126641698, 0.1351414764237226]","[0.7659508251461689, 0.08731026831479363, 0.14673890653903754]",8.326672684688674e-16,0.5303696529615298,0.8914132165067974,0.07451520995270174,0.6397832720149574
Experiment-interpolation,298.15,1.0,valid,1.1570782280220384,0.8429217719779616,"[0.07388401546930132, 0.80159871670521, 0.12451726782548869]","[0.7685692423328452, 0.08599561631905608, 0.1454351413480987]",5.551115123125783e-17,0.5402858235512324,0.8834232922294927,0.07248757728999566,0.6276031372260711
ThermoFormer,298.15,1.0,valid,1.1509639843260966,0.8490360156739034,"[0.07518140569174586, 0.8068394043242457, 0.1179791899840084]","[0.7618077810017752, 0.0840446143277373, 0.15414760467048758]",2.220446049250313e-16,0.5092117446433496,0.8820030587606248,0.07135690448767193,0.6107829061681511
UNIFAC-LLE,298.15,1.0,valid,1.165469380620543,0.834530619379457,"[0.07447067097922551, 0.796911733874902, 0.1286175951458726]","[0.7747349606339612, 0.08534590997336375, 0.13991912939267506]",7.216449660063518e-16,0.5621245085683618,0.8816455180265167,0.07122377511157463,0.6333088444737957
Experiment-interpolation,298.15,1.1,valid,1.2754095097847704,0.8245904902152298,"[0.07329280247632422, 0.8075260059424934, 0.11918119158118247]","[0.7759669843988153, 0.08497994271573643, 0.13905307288544835]",2.220446049250313e-16,0.5700180942379527,0.8725295400767081,0.07007365262243125,0.6192067253801256
ThermoFormer,298.15,1.1,valid,1.2683649195419204,0.8316350804580797,"[0.07419391894860383, 0.8133083821731037, 0.11249769887829236]","[0.7686404581965074, 0.08228149688508846, 0.14907804491840412]",1.1102230246251565e-16,0.5350805054490617,0.8716750490394378,0.06842817928224176,0.6025856982106301
