task,protocol,subset,seed,direction,target,metric,value
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isobaric,y,mae,0.02552072187314502
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isobaric,y,rmse,0.03965681464665832
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isobaric,y,r2,0.9863356505543618
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isothermal,P,mae,6.266586273466414
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isothermal,P,rmse,15.126204574126252
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isothermal,P,r2,0.9871178795981882
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isothermal,y,mae,0.01491600051208203
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isothermal,y,rmse,0.022222536690977186
VLE,vle_binary_state_temperature_high_extrapolation,2,4,isothermal,y,r2,0.9944502242597296
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isobaric,T,mae,0.7439722350403504
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isobaric,T,rmse,1.4774753881816423
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isobaric,T,r2,0.9965166234100185
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isobaric,y,mae,0.00854361254198335
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isobaric,y,rmse,0.020378249128953134
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isobaric,y,r2,0.9974655948574507
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isothermal,P,mae,2.4207686845579732
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isothermal,P,rmse,7.310802543270345
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isothermal,P,r2,0.9922373216399833
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isothermal,y,mae,0.01431689810856762
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isothermal,y,rmse,0.021546702882112457
VLE,vle_binary_state_temperature_low_extrapolation,all,0,isothermal,y,r2,0.9951304550657625
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isobaric,T,mae,0.7439722350403504
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isobaric,T,rmse,1.4774753881816423
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isobaric,T,r2,0.9965166234100185
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isobaric,y,mae,0.00854361254198335
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isobaric,y,rmse,0.020378249128953134
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isobaric,y,r2,0.9974655948574507
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isothermal,P,mae,2.4207686845579732
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isothermal,P,rmse,7.310802543270345
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isothermal,P,r2,0.9922373216399833
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isothermal,y,mae,0.01431689810856762
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isothermal,y,rmse,0.021546702882112457
VLE,vle_binary_state_temperature_low_extrapolation,2,0,isothermal,y,r2,0.9951304550657625
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isobaric,T,mae,0.8275430666745376
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isobaric,T,rmse,1.5209449969393287
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isobaric,T,r2,0.9963086354612529
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isobaric,y,mae,0.00924896037886667
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isobaric,y,rmse,0.01999313054343619
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isobaric,y,r2,0.9975604826570886
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isothermal,P,mae,2.8143072981286985
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isothermal,P,rmse,7.532073488888762
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isothermal,P,r2,0.9917603155370981
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isothermal,y,mae,0.012426065259566216
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isothermal,y,rmse,0.019770289102278234
VLE,vle_binary_state_temperature_low_extrapolation,all,1,isothermal,y,r2,0.9959002934494492
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isobaric,T,mae,0.8275430666745376
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isobaric,T,rmse,1.5209449969393287
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isobaric,T,r2,0.9963086354612529
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isobaric,y,mae,0.00924896037886667
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isobaric,y,rmse,0.01999313054343619
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isobaric,y,r2,0.9975604826570886
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isothermal,P,mae,2.8143072981286985
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isothermal,P,rmse,7.532073488888762
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isothermal,P,r2,0.9917603155370981
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isothermal,y,mae,0.012426065259566216
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isothermal,y,rmse,0.019770289102278234
VLE,vle_binary_state_temperature_low_extrapolation,2,1,isothermal,y,r2,0.9959002934494492
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isobaric,T,mae,0.6616139774532129
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isobaric,T,rmse,1.2742840726715687
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isobaric,T,r2,0.9974088507541519
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isobaric,y,mae,0.008343346570953047
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isobaric,y,rmse,0.024292814937230862
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isobaric,y,r2,0.9963983791650735
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isothermal,P,mae,2.266151497237002
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isothermal,P,rmse,6.013315003599523
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isothermal,P,r2,0.9947481853203922
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isothermal,y,mae,0.013357239316714384
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isothermal,y,rmse,0.021370739073442453
VLE,vle_binary_state_temperature_low_extrapolation,all,2,isothermal,y,r2,0.9952096657771471
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isobaric,T,mae,0.6616139774532129
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isobaric,T,rmse,1.2742840726715687
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isobaric,T,r2,0.9974088507541519
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isobaric,y,mae,0.008343346570953047
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isobaric,y,rmse,0.024292814937230862
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isobaric,y,r2,0.9963983791650735
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isothermal,P,mae,2.266151497237002
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isothermal,P,rmse,6.013315003599523
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isothermal,P,r2,0.9947481853203922
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isothermal,y,mae,0.013357239316714384
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isothermal,y,rmse,0.021370739073442453
VLE,vle_binary_state_temperature_low_extrapolation,2,2,isothermal,y,r2,0.9952096657771471
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isobaric,T,mae,0.63842269729782
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isobaric,T,rmse,1.3154465069831465
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isobaric,T,r2,0.9972387463514846
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isobaric,y,mae,0.007993159886179626
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isobaric,y,rmse,0.021207511256375773
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isobaric,y,r2,0.9972551303899225
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isothermal,P,mae,2.419115963765775
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isothermal,P,rmse,7.047317445488052
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isothermal,P,r2,0.9927867804220272
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isothermal,y,mae,0.01440470395219575
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isothermal,y,rmse,0.023153075560477302
VLE,vle_binary_state_temperature_low_extrapolation,all,3,isothermal,y,r2,0.9943773103884976
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isobaric,T,mae,0.63842269729782
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isobaric,T,rmse,1.3154465069831465
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isobaric,T,r2,0.9972387463514846
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isobaric,y,mae,0.007993159886179626
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isobaric,y,rmse,0.021207511256375773
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isobaric,y,r2,0.9972551303899225
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isothermal,P,mae,2.419115963765775
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isothermal,P,rmse,7.047317445488052
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isothermal,P,r2,0.9927867804220272
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isothermal,y,mae,0.01440470395219575
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isothermal,y,rmse,0.023153075560477302
VLE,vle_binary_state_temperature_low_extrapolation,2,3,isothermal,y,r2,0.9943773103884976
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isobaric,T,mae,1.060316296252578
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isobaric,T,rmse,2.1786031541460154
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isobaric,T,r2,0.9924261591550636
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isobaric,y,mae,0.009295930481244084
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isobaric,y,rmse,0.018437454579813353
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isobaric,y,r2,0.9979253528993075
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isothermal,P,mae,2.0237968587276303
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isothermal,P,rmse,4.813701437053227
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isothermal,P,r2,0.9966345760273391
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isothermal,y,mae,0.017961136148434947
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isothermal,y,rmse,0.028032260380383277
VLE,vle_binary_state_temperature_low_extrapolation,all,4,isothermal,y,r2,0.9917578034154844
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isobaric,T,mae,1.060316296252578
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isobaric,T,rmse,2.1786031541460154
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isobaric,T,r2,0.9924261591550636
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isobaric,y,mae,0.009295930481244084
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isobaric,y,rmse,0.018437454579813353
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isobaric,y,r2,0.9979253528993075
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isothermal,P,mae,2.0237968587276303
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isothermal,P,rmse,4.813701437053227
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isothermal,P,r2,0.9966345760273391
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isothermal,y,mae,0.017961136148434947
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isothermal,y,rmse,0.028032260380383277
VLE,vle_binary_state_temperature_low_extrapolation,2,4,isothermal,y,r2,0.9917578034154844
VLE,vle_binary_unseen_component,all,0,isobaric,T,mae,35.279930740690574
VLE,vle_binary_unseen_component,all,0,isobaric,T,rmse,46.06731859464816
VLE,vle_binary_unseen_component,all,0,isobaric,T,r2,0.44393989050605775
VLE,vle_binary_unseen_component,all,0,isobaric,y,mae,0.11434267510998858
VLE,vle_binary_unseen_component,all,0,isobaric,y,rmse,0.15509756978292508
VLE,vle_binary_unseen_component,all,0,isobaric,y,r2,0.8271616362992045
VLE,vle_binary_unseen_component,all,0,isothermal,P,mae,13.441828183807504
VLE,vle_binary_unseen_component,all,0,isothermal,P,rmse,42.381016321693224
VLE,vle_binary_unseen_component,all,0,isothermal,P,r2,0.8301014001664264
VLE,vle_binary_unseen_component,all,0,isothermal,y,mae,0.051740737132382746
VLE,vle_binary_unseen_component,all,0,isothermal,y,rmse,0.08274958608204629
VLE,vle_binary_unseen_component,all,0,isothermal,y,r2,0.9491696680432391
VLE,vle_binary_unseen_component,2,0,isobaric,T,mae,35.279930740690574
VLE,vle_binary_unseen_component,2,0,isobaric,T,rmse,46.06731859464816
VLE,vle_binary_unseen_component,2,0,isobaric,T,r2,0.44393989050605775
VLE,vle_binary_unseen_component,2,0,isobaric,y,mae,0.11434267510998858
VLE,vle_binary_unseen_component,2,0,isobaric,y,rmse,0.15509756978292508
VLE,vle_binary_unseen_component,2,0,isobaric,y,r2,0.8271616362992045
VLE,vle_binary_unseen_component,2,0,isothermal,P,mae,13.441828183807504
VLE,vle_binary_unseen_component,2,0,isothermal,P,rmse,42.381016321693224
VLE,vle_binary_unseen_component,2,0,isothermal,P,r2,0.8301014001664264
VLE,vle_binary_unseen_component,2,0,isothermal,y,mae,0.051740737132382746
VLE,vle_binary_unseen_component,2,0,isothermal,y,rmse,0.08274958608204629
VLE,vle_binary_unseen_component,2,0,isothermal,y,r2,0.9491696680432391
VLE,vle_binary_unseen_component,all,1,isobaric,T,mae,37.04382338178128
VLE,vle_binary_unseen_component,all,1,isobaric,T,rmse,48.084056224518655
VLE,vle_binary_unseen_component,all,1,isobaric,T,r2,0.39418773055550416
VLE,vle_binary_unseen_component,all,1,isobaric,y,mae,0.1128054155428675
VLE,vle_binary_unseen_component,all,1,isobaric,y,rmse,0.15529559971411283
VLE,vle_binary_unseen_component,all,1,isobaric,y,r2,0.8267199914675997
VLE,vle_binary_unseen_component,all,1,isothermal,P,mae,14.09488252061015
VLE,vle_binary_unseen_component,all,1,isothermal,P,rmse,39.26824012911566
VLE,vle_binary_unseen_component,all,1,isothermal,P,r2,0.8541421049738398
VLE,vle_binary_unseen_component,all,1,isothermal,y,mae,0.05422964414503236
VLE,vle_binary_unseen_component,all,1,isothermal,y,rmse,0.0892748372964885
VLE,vle_binary_unseen_component,all,1,isothermal,y,r2,0.9408371045291997
VLE,vle_binary_unseen_component,2,1,isobaric,T,mae,37.04382338178128
VLE,vle_binary_unseen_component,2,1,isobaric,T,rmse,48.084056224518655
VLE,vle_binary_unseen_component,2,1,isobaric,T,r2,0.39418773055550416
VLE,vle_binary_unseen_component,2,1,isobaric,y,mae,0.1128054155428675
VLE,vle_binary_unseen_component,2,1,isobaric,y,rmse,0.15529559971411283
VLE,vle_binary_unseen_component,2,1,isobaric,y,r2,0.8267199914675997
VLE,vle_binary_unseen_component,2,1,isothermal,P,mae,14.09488252061015
VLE,vle_binary_unseen_component,2,1,isothermal,P,rmse,39.26824012911566
VLE,vle_binary_unseen_component,2,1,isothermal,P,r2,0.8541421049738398
VLE,vle_binary_unseen_component,2,1,isothermal,y,mae,0.05422964414503236
VLE,vle_binary_unseen_component,2,1,isothermal,y,rmse,0.0892748372964885
VLE,vle_binary_unseen_component,2,1,isothermal,y,r2,0.9408371045291997
VLE,vle_binary_unseen_component,all,2,isobaric,T,mae,37.2045927514589
VLE,vle_binary_unseen_component,all,2,isobaric,T,rmse,48.22348227253732
VLE,vle_binary_unseen_component,all,2,isobaric,T,r2,0.3906693721902771
VLE,vle_binary_unseen_component,all,2,isobaric,y,mae,0.1149515124051813
VLE,vle_binary_unseen_component,all,2,isobaric,y,rmse,0.15855119496585846
VLE,vle_binary_unseen_component,all,2,isobaric,y,r2,0.8193786020036482
VLE,vle_binary_unseen_component,all,2,isothermal,P,mae,16.289546573530217
VLE,vle_binary_unseen_component,all,2,isothermal,P,rmse,48.521830612614544
VLE,vle_binary_unseen_component,all,2,isothermal,P,r2,0.7772993829821087
VLE,vle_binary_unseen_component,all,2,isothermal,y,mae,0.043222698228938955
VLE,vle_binary_unseen_component,all,2,isothermal,y,rmse,0.0682978739923474
VLE,vle_binary_unseen_component,all,2,isothermal,y,r2,0.9653737344183302
VLE,vle_binary_unseen_component,2,2,isobaric,T,mae,37.2045927514589
VLE,vle_binary_unseen_component,2,2,isobaric,T,rmse,48.22348227253732
VLE,vle_binary_unseen_component,2,2,isobaric,T,r2,0.3906693721902771
VLE,vle_binary_unseen_component,2,2,isobaric,y,mae,0.1149515124051813
VLE,vle_binary_unseen_component,2,2,isobaric,y,rmse,0.15855119496585846
VLE,vle_binary_unseen_component,2,2,isobaric,y,r2,0.8193786020036482
VLE,vle_binary_unseen_component,2,2,isothermal,P,mae,16.289546573530217
VLE,vle_binary_unseen_component,2,2,isothermal,P,rmse,48.521830612614544
VLE,vle_binary_unseen_component,2,2,isothermal,P,r2,0.7772993829821087
VLE,vle_binary_unseen_component,2,2,isothermal,y,mae,0.043222698228938955
VLE,vle_binary_unseen_component,2,2,isothermal,y,rmse,0.0682978739923474
VLE,vle_binary_unseen_component,2,2,isothermal,y,r2,0.9653737344183302
VLE,vle_binary_unseen_component,all,3,isobaric,T,mae,37.33164513061226
VLE,vle_binary_unseen_component,all,3,isobaric,T,rmse,48.35103624938319
VLE,vle_binary_unseen_component,all,3,isobaric,T,r2,0.3874416776523111
VLE,vle_binary_unseen_component,all,3,isobaric,y,mae,0.1276024809961088
VLE,vle_binary_unseen_component,all,3,isobaric,y,rmse,0.17274140507052918
VLE,vle_binary_unseen_component,all,3,isobaric,y,r2,0.7856008516660162
VLE,vle_binary_unseen_component,all,3,isothermal,P,mae,13.255205767943144
VLE,vle_binary_unseen_component,all,3,isothermal,P,rmse,42.86149652169797
VLE,vle_binary_unseen_component,all,3,isothermal,P,r2,0.8262272289975378
VLE,vle_binary_unseen_component,all,3,isothermal,y,mae,0.04819343672103587
VLE,vle_binary_unseen_component,all,3,isothermal,y,rmse,0.07381711341946831
VLE,vle_binary_unseen_component,all,3,isothermal,y,r2,0.959551222300356
VLE,vle_binary_unseen_component,2,3,isobaric,T,mae,37.33164513061226
VLE,vle_binary_unseen_component,2,3,isobaric,T,rmse,48.35103624938319
VLE,vle_binary_unseen_component,2,3,isobaric,T,r2,0.3874416776523111
VLE,vle_binary_unseen_component,2,3,isobaric,y,mae,0.1276024809961088
VLE,vle_binary_unseen_component,2,3,isobaric,y,rmse,0.17274140507052918
VLE,vle_binary_unseen_component,2,3,isobaric,y,r2,0.7856008516660162
VLE,vle_binary_unseen_component,2,3,isothermal,P,mae,13.255205767943144
VLE,vle_binary_unseen_component,2,3,isothermal,P,rmse,42.86149652169797
VLE,vle_binary_unseen_component,2,3,isothermal,P,r2,0.8262272289975378
VLE,vle_binary_unseen_component,2,3,isothermal,y,mae,0.04819343672103587
VLE,vle_binary_unseen_component,2,3,isothermal,y,rmse,0.07381711341946831
VLE,vle_binary_unseen_component,2,3,isothermal,y,r2,0.959551222300356
VLE,vle_binary_unseen_component,all,4,isobaric,T,mae,35.8797974464435
VLE,vle_binary_unseen_component,all,4,isobaric,T,rmse,47.215102545234636
VLE,vle_binary_unseen_component,all,4,isobaric,T,r2,0.4158858235237124
VLE,vle_binary_unseen_component,all,4,isobaric,y,mae,0.12469102407353022
VLE,vle_binary_unseen_component,all,4,isobaric,y,rmse,0.17383491790071587
VLE,vle_binary_unseen_component,all,4,isobaric,y,r2,0.7828778184877173
VLE,vle_binary_unseen_component,all,4,isothermal,P,mae,15.386580335103705
VLE,vle_binary_unseen_component,all,4,isothermal,P,rmse,44.530214017115824
VLE,vle_binary_unseen_component,all,4,isothermal,P,r2,0.8124329144531253
VLE,vle_binary_unseen_component,all,4,isothermal,y,mae,0.04533633033904675
VLE,vle_binary_unseen_component,all,4,isothermal,y,rmse,0.07976989095405426
VLE,vle_binary_unseen_component,all,4,isothermal,y,r2,0.952764416722236
VLE,vle_binary_unseen_component,2,4,isobaric,T,mae,35.8797974464435
VLE,vle_binary_unseen_component,2,4,isobaric,T,rmse,47.215102545234636
VLE,vle_binary_unseen_component,2,4,isobaric,T,r2,0.4158858235237124
VLE,vle_binary_unseen_component,2,4,isobaric,y,mae,0.12469102407353022
VLE,vle_binary_unseen_component,2,4,isobaric,y,rmse,0.17383491790071587
VLE,vle_binary_unseen_component,2,4,isobaric,y,r2,0.7828778184877173
VLE,vle_binary_unseen_component,2,4,isothermal,P,mae,15.386580335103705
VLE,vle_binary_unseen_component,2,4,isothermal,P,rmse,44.530214017115824
VLE,vle_binary_unseen_component,2,4,isothermal,P,r2,0.8124329144531253
VLE,vle_binary_unseen_component,2,4,isothermal,y,mae,0.04533633033904675
VLE,vle_binary_unseen_component,2,4,isothermal,y,rmse,0.07976989095405426
VLE,vle_binary_unseen_component,2,4,isothermal,y,r2,0.952764416722236
VLE,vle_overall_binary,all,0,isobaric,T,mae,2.6662355547676064
VLE,vle_overall_binary,all,0,isobaric,T,rmse,4.326191557941977
VLE,vle_overall_binary,all,0,isobaric,T,r2,0.9747278316979763
VLE,vle_overall_binary,all,0,isobaric,y,mae,0.03380061782920487
VLE,vle_overall_binary,all,0,isobaric,y,rmse,0.05134080399993708
VLE,vle_overall_binary,all,0,isobaric,y,r2,0.9724004452185163
VLE,vle_overall_binary,all,0,isothermal,P,mae,7.865844395954448
VLE,vle_overall_binary,all,0,isothermal,P,rmse,15.222953044478164
VLE,vle_overall_binary,all,0,isothermal,P,r2,0.984806957563557
VLE,vle_overall_binary,all,0,isothermal,y,mae,0.032475230504094975
VLE,vle_overall_binary,all,0,isothermal,y,rmse,0.06246635633145827
VLE,vle_overall_binary,all,0,isothermal,y,r2,0.9670518076036363
VLE,vle_overall_binary,2,0,isobaric,T,mae,2.6662355547676064
VLE,vle_overall_binary,2,0,isobaric,T,rmse,4.326191557941977
VLE,vle_overall_binary,2,0,isobaric,T,r2,0.9747278316979763
VLE,vle_overall_binary,2,0,isobaric,y,mae,0.03380061782920487
VLE,vle_overall_binary,2,0,isobaric,y,rmse,0.05134080399993708
VLE,vle_overall_binary,2,0,isobaric,y,r2,0.9724004452185163
VLE,vle_overall_binary,2,0,isothermal,P,mae,7.865844395954448
VLE,vle_overall_binary,2,0,isothermal,P,rmse,15.222953044478164
VLE,vle_overall_binary,2,0,isothermal,P,r2,0.984806957563557
VLE,vle_overall_binary,2,0,isothermal,y,mae,0.032475230504094975
VLE,vle_overall_binary,2,0,isothermal,y,rmse,0.06246635633145827
VLE,vle_overall_binary,2,0,isothermal,y,r2,0.9670518076036363
VLE,vle_overall_binary,all,1,isobaric,T,mae,2.398631388572159
VLE,vle_overall_binary,all,1,isobaric,T,rmse,3.8627456677383463
VLE,vle_overall_binary,all,1,isobaric,T,r2,0.9782776175775801
VLE,vle_overall_binary,all,1,isobaric,y,mae,0.02847755869434392
VLE,vle_overall_binary,all,1,isobaric,y,rmse,0.044195025000618476
VLE,vle_overall_binary,all,1,isobaric,y,r2,0.9791922575026386
VLE,vle_overall_binary,all,1,isothermal,P,mae,13.661898043794045
VLE,vle_overall_binary,all,1,isothermal,P,rmse,26.135033919374894
VLE,vle_overall_binary,all,1,isothermal,P,r2,0.9532049236029816
VLE,vle_overall_binary,all,1,isothermal,y,mae,0.043646220159258516
VLE,vle_overall_binary,all,1,isothermal,y,rmse,0.08114515906286267
VLE,vle_overall_binary,all,1,isothermal,y,r2,0.9356997457812675
VLE,vle_overall_binary,2,1,isobaric,T,mae,2.398631388572159
VLE,vle_overall_binary,2,1,isobaric,T,rmse,3.8627456677383463
VLE,vle_overall_binary,2,1,isobaric,T,r2,0.9782776175775801
VLE,vle_overall_binary,2,1,isobaric,y,mae,0.02847755869434392
VLE,vle_overall_binary,2,1,isobaric,y,rmse,0.044195025000618476
VLE,vle_overall_binary,2,1,isobaric,y,r2,0.9791922575026386
VLE,vle_overall_binary,2,1,isothermal,P,mae,13.661898043794045
VLE,vle_overall_binary,2,1,isothermal,P,rmse,26.135033919374894
VLE,vle_overall_binary,2,1,isothermal,P,r2,0.9532049236029816
VLE,vle_overall_binary,2,1,isothermal,y,mae,0.043646220159258516
VLE,vle_overall_binary,2,1,isothermal,y,rmse,0.08114515906286267
VLE,vle_overall_binary,2,1,isothermal,y,r2,0.9356997457812675
VLE,vle_overall_binary,all,2,isobaric,T,mae,2.420134281667372
VLE,vle_overall_binary,all,2,isobaric,T,rmse,5.0904681616006044
VLE,vle_overall_binary,all,2,isobaric,T,r2,0.9721852266315962
VLE,vle_overall_binary,all,2,isobaric,y,mae,0.02672466656487653
VLE,vle_overall_binary,all,2,isobaric,y,rmse,0.051586141836165264
VLE,vle_overall_binary,all,2,isobaric,y,r2,0.9714610757423806
VLE,vle_overall_binary,all,2,isothermal,P,mae,12.197586208690657
VLE,vle_overall_binary,all,2,isothermal,P,rmse,37.754905717277914
VLE,vle_overall_binary,all,2,isothermal,P,r2,0.9323424612796679
VLE,vle_overall_binary,all,2,isothermal,y,mae,0.02631781276275496
VLE,vle_overall_binary,all,2,isothermal,y,rmse,0.049990516317299415
VLE,vle_overall_binary,all,2,isothermal,y,r2,0.9774750820481239
VLE,vle_overall_binary,2,2,isobaric,T,mae,2.420134281667372
VLE,vle_overall_binary,2,2,isobaric,T,rmse,5.0904681616006044
VLE,vle_overall_binary,2,2,isobaric,T,r2,0.9721852266315962
VLE,vle_overall_binary,2,2,isobaric,y,mae,0.02672466656487653
VLE,vle_overall_binary,2,2,isobaric,y,rmse,0.051586141836165264
VLE,vle_overall_binary,2,2,isobaric,y,r2,0.9714610757423806
VLE,vle_overall_binary,2,2,isothermal,P,mae,12.197586208690657
VLE,vle_overall_binary,2,2,isothermal,P,rmse,37.754905717277914
VLE,vle_overall_binary,2,2,isothermal,P,r2,0.9323424612796679
VLE,vle_overall_binary,2,2,isothermal,y,mae,0.02631781276275496
VLE,vle_overall_binary,2,2,isothermal,y,rmse,0.049990516317299415
VLE,vle_overall_binary,2,2,isothermal,y,r2,0.9774750820481239
VLE,vle_overall_binary,all,3,isobaric,T,mae,1.5060878908718573
VLE,vle_overall_binary,all,3,isobaric,T,rmse,2.3460808850061445
VLE,vle_overall_binary,all,3,isobaric,T,r2,0.9899534327005397
VLE,vle_overall_binary,all,3,isobaric,y,mae,0.022322680908195856
VLE,vle_overall_binary,all,3,isobaric,y,rmse,0.037403296969286993
VLE,vle_overall_binary,all,3,isobaric,y,r2,0.9849942929082324
VLE,vle_overall_binary,all,3,isothermal,P,mae,7.495634726611051
VLE,vle_overall_binary,all,3,isothermal,P,rmse,17.47639596468755
VLE,vle_overall_binary,all,3,isothermal,P,r2,0.9874324068407088
VLE,vle_overall_binary,all,3,isothermal,y,mae,0.02105834204015644
VLE,vle_overall_binary,all,3,isothermal,y,rmse,0.038225442022785605
VLE,vle_overall_binary,all,3,isothermal,y,r2,0.9889351911239856
VLE,vle_overall_binary,2,3,isobaric,T,mae,1.5060878908718573
VLE,vle_overall_binary,2,3,isobaric,T,rmse,2.3460808850061445
VLE,vle_overall_binary,2,3,isobaric,T,r2,0.9899534327005397
VLE,vle_overall_binary,2,3,isobaric,y,mae,0.022322680908195856
VLE,vle_overall_binary,2,3,isobaric,y,rmse,0.037403296969286993
