task,protocol,subset,seed,direction,target,metric,value
LLE,binary-pressure-high,all,0,,endpoints,matched_endpoint_r2_successful_only,0.8598296761724773
LLE,binary-pressure-high,all,0,,endpoints,matched_endpoint_mae_successful_only,0.07743358552291084
LLE,binary-pressure-high,all,0,,endpoints,matched_endpoint_rmse_successful_only,0.12048402846530584
LLE,binary-pressure-high,all,0,,endpoints,max_equilibrium_rms,2.0332466517328088e-14
LLE,binary-pressure-high,all,0,,endpoints,min_grid_tpd,-3.552713678800501e-15
LLE,binary-pressure-high,all,0,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,binary,0,,endpoints,conditions,92
LLE,binary-pressure-high,binary,0,,endpoints,successful_conditions,92
LLE,binary-pressure-high,binary,0,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,binary,0,,endpoints,failure_penalized_set_distance,0.09493434333196331
LLE,binary-pressure-high,binary,0,,endpoints,observed_coverage_at_0.02,0.2717391304347826
LLE,binary-pressure-high,binary,0,,endpoints,matched_endpoint_r2_successful_only,0.8598296761724773
LLE,binary-pressure-high,binary,0,,endpoints,matched_endpoint_mae_successful_only,0.07743358552291084
LLE,binary-pressure-high,binary,0,,endpoints,matched_endpoint_rmse_successful_only,0.12048402846530584
LLE,binary-pressure-high,binary,0,,endpoints,max_equilibrium_rms,2.0332466517328088e-14
LLE,binary-pressure-high,binary,0,,endpoints,min_grid_tpd,-3.552713678800501e-15
LLE,binary-pressure-high,binary,0,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,all,1,,endpoints,conditions,92
LLE,binary-pressure-high,all,1,,endpoints,successful_conditions,92
LLE,binary-pressure-high,all,1,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,all,1,,endpoints,failure_penalized_set_distance,0.0927115820376961
LLE,binary-pressure-high,all,1,,endpoints,observed_coverage_at_0.02,0.25
LLE,binary-pressure-high,all,1,,endpoints,matched_endpoint_r2_successful_only,0.8665027679496429
LLE,binary-pressure-high,all,1,,endpoints,matched_endpoint_mae_successful_only,0.07827666593253482
LLE,binary-pressure-high,all,1,,endpoints,matched_endpoint_rmse_successful_only,0.11758111446558564
LLE,binary-pressure-high,all,1,,endpoints,max_equilibrium_rms,8.048451257893008e-14
LLE,binary-pressure-high,all,1,,endpoints,min_grid_tpd,-7.105427357601002e-15
LLE,binary-pressure-high,all,1,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,binary,1,,endpoints,conditions,92
LLE,binary-pressure-high,binary,1,,endpoints,successful_conditions,92
LLE,binary-pressure-high,binary,1,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,binary,1,,endpoints,failure_penalized_set_distance,0.0927115820376961
LLE,binary-pressure-high,binary,1,,endpoints,observed_coverage_at_0.02,0.25
LLE,binary-pressure-high,binary,1,,endpoints,matched_endpoint_r2_successful_only,0.8665027679496429
LLE,binary-pressure-high,binary,1,,endpoints,matched_endpoint_mae_successful_only,0.07827666593253482
LLE,binary-pressure-high,binary,1,,endpoints,matched_endpoint_rmse_successful_only,0.11758111446558564
LLE,binary-pressure-high,binary,1,,endpoints,max_equilibrium_rms,8.048451257893008e-14
LLE,binary-pressure-high,binary,1,,endpoints,min_grid_tpd,-7.105427357601002e-15
LLE,binary-pressure-high,binary,1,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,all,2,,endpoints,conditions,92
LLE,binary-pressure-high,all,2,,endpoints,successful_conditions,92
LLE,binary-pressure-high,all,2,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,all,2,,endpoints,failure_penalized_set_distance,0.07698910890857029
LLE,binary-pressure-high,all,2,,endpoints,observed_coverage_at_0.02,0.2717391304347826
LLE,binary-pressure-high,all,2,,endpoints,matched_endpoint_r2_successful_only,0.9077251889402279
LLE,binary-pressure-high,all,2,,endpoints,matched_endpoint_mae_successful_only,0.06547432442429546
LLE,binary-pressure-high,all,2,,endpoints,matched_endpoint_rmse_successful_only,0.0977559102543147
LLE,binary-pressure-high,all,2,,endpoints,max_equilibrium_rms,2.0103200106281944e-14
LLE,binary-pressure-high,all,2,,endpoints,min_grid_tpd,-7.105427357601002e-15
LLE,binary-pressure-high,all,2,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,binary,2,,endpoints,conditions,92
LLE,binary-pressure-high,binary,2,,endpoints,successful_conditions,92
LLE,binary-pressure-high,binary,2,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,binary,2,,endpoints,failure_penalized_set_distance,0.07698910890857029
LLE,binary-pressure-high,binary,2,,endpoints,observed_coverage_at_0.02,0.2717391304347826
LLE,binary-pressure-high,binary,2,,endpoints,matched_endpoint_r2_successful_only,0.9077251889402279
LLE,binary-pressure-high,binary,2,,endpoints,matched_endpoint_mae_successful_only,0.06547432442429546
LLE,binary-pressure-high,binary,2,,endpoints,matched_endpoint_rmse_successful_only,0.0977559102543147
LLE,binary-pressure-high,binary,2,,endpoints,max_equilibrium_rms,2.0103200106281944e-14
LLE,binary-pressure-high,binary,2,,endpoints,min_grid_tpd,-7.105427357601002e-15
LLE,binary-pressure-high,binary,2,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,all,3,,endpoints,conditions,92
LLE,binary-pressure-high,all,3,,endpoints,successful_conditions,92
LLE,binary-pressure-high,all,3,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,all,3,,endpoints,failure_penalized_set_distance,0.0965912861650887
LLE,binary-pressure-high,all,3,,endpoints,observed_coverage_at_0.02,0.22826086956521738
LLE,binary-pressure-high,all,3,,endpoints,matched_endpoint_r2_successful_only,0.8568967973914284
LLE,binary-pressure-high,all,3,,endpoints,matched_endpoint_mae_successful_only,0.0785849482611806
LLE,binary-pressure-high,all,3,,endpoints,matched_endpoint_rmse_successful_only,0.12173798759676176
LLE,binary-pressure-high,all,3,,endpoints,max_equilibrium_rms,6.031652895023419e-14
LLE,binary-pressure-high,all,3,,endpoints,min_grid_tpd,-3.552713678800501e-15
LLE,binary-pressure-high,all,3,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,binary,3,,endpoints,conditions,92
LLE,binary-pressure-high,binary,3,,endpoints,successful_conditions,92
LLE,binary-pressure-high,binary,3,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,binary,3,,endpoints,failure_penalized_set_distance,0.0965912861650887
LLE,binary-pressure-high,binary,3,,endpoints,observed_coverage_at_0.02,0.22826086956521738
LLE,binary-pressure-high,binary,3,,endpoints,matched_endpoint_r2_successful_only,0.8568967973914284
LLE,binary-pressure-high,binary,3,,endpoints,matched_endpoint_mae_successful_only,0.0785849482611806
LLE,binary-pressure-high,binary,3,,endpoints,matched_endpoint_rmse_successful_only,0.12173798759676176
LLE,binary-pressure-high,binary,3,,endpoints,max_equilibrium_rms,6.031652895023419e-14
LLE,binary-pressure-high,binary,3,,endpoints,min_grid_tpd,-3.552713678800501e-15
LLE,binary-pressure-high,binary,3,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,all,4,,endpoints,conditions,92
LLE,binary-pressure-high,all,4,,endpoints,successful_conditions,92
LLE,binary-pressure-high,all,4,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,all,4,,endpoints,failure_penalized_set_distance,0.10215765789218956
LLE,binary-pressure-high,all,4,,endpoints,observed_coverage_at_0.02,0.20652173913043478
LLE,binary-pressure-high,all,4,,endpoints,matched_endpoint_r2_successful_only,0.8412611520087608
LLE,binary-pressure-high,all,4,,endpoints,matched_endpoint_mae_successful_only,0.08379132234198636
LLE,binary-pressure-high,all,4,,endpoints,matched_endpoint_rmse_successful_only,0.12821624500223272
LLE,binary-pressure-high,all,4,,endpoints,max_equilibrium_rms,4.0319295152450285e-14
LLE,binary-pressure-high,all,4,,endpoints,min_grid_tpd,-3.552713678800501e-15
LLE,binary-pressure-high,all,4,,endpoints,r2_target_met,0.0
LLE,binary-pressure-high,binary,4,,endpoints,conditions,92
LLE,binary-pressure-high,binary,4,,endpoints,successful_conditions,92
LLE,binary-pressure-high,binary,4,,endpoints,success_fraction,1.0
LLE,binary-pressure-high,binary,4,,endpoints,failure_penalized_set_distance,0.10215765789218956
LLE,binary-pressure-high,binary,4,,endpoints,observed_coverage_at_0.02,0.20652173913043478
LLE,binary-pressure-high,binary,4,,endpoints,matched_endpoint_r2_successful_only,0.8412611520087608
LLE,binary-pressure-high,binary,4,,endpoints,matched_endpoint_mae_successful_only,0.08379132234198636
LLE,binary-pressure-high,binary,4,,endpoints,matched_endpoint_rmse_successful_only,0.12821624500223272
LLE,binary-pressure-high,binary,4,,endpoints,max_equilibrium_rms,4.0319295152450285e-14
LLE,binary-pressure-high,binary,4,,endpoints,min_grid_tpd,-3.552713678800501e-15
LLE,binary-pressure-high,binary,4,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,all,0,,endpoints,conditions,43
LLE,binary-pressure-low,all,0,,endpoints,successful_conditions,43
LLE,binary-pressure-low,all,0,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,all,0,,endpoints,failure_penalized_set_distance,0.10859681808942406
LLE,binary-pressure-low,all,0,,endpoints,observed_coverage_at_0.02,0.32558139534883723
LLE,binary-pressure-low,all,0,,endpoints,matched_endpoint_r2_successful_only,0.7696687620812748
LLE,binary-pressure-low,all,0,,endpoints,matched_endpoint_mae_successful_only,0.08521583114836914
LLE,binary-pressure-low,all,0,,endpoints,matched_endpoint_rmse_successful_only,0.19215413643781717
LLE,binary-pressure-low,all,0,,endpoints,max_equilibrium_rms,5.049038510511993e-15
LLE,binary-pressure-low,all,0,,endpoints,min_grid_tpd,-1.2490009027033011e-15
LLE,binary-pressure-low,all,0,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,binary,0,,endpoints,conditions,43
LLE,binary-pressure-low,binary,0,,endpoints,successful_conditions,43
LLE,binary-pressure-low,binary,0,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,binary,0,,endpoints,failure_penalized_set_distance,0.10859681808942406
LLE,binary-pressure-low,binary,0,,endpoints,observed_coverage_at_0.02,0.32558139534883723
LLE,binary-pressure-low,binary,0,,endpoints,matched_endpoint_r2_successful_only,0.7696687620812748
LLE,binary-pressure-low,binary,0,,endpoints,matched_endpoint_mae_successful_only,0.08521583114836914
LLE,binary-pressure-low,binary,0,,endpoints,matched_endpoint_rmse_successful_only,0.19215413643781717
LLE,binary-pressure-low,binary,0,,endpoints,max_equilibrium_rms,5.049038510511993e-15
LLE,binary-pressure-low,binary,0,,endpoints,min_grid_tpd,-1.2490009027033011e-15
LLE,binary-pressure-low,binary,0,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,all,1,,endpoints,conditions,43
LLE,binary-pressure-low,all,1,,endpoints,successful_conditions,43
LLE,binary-pressure-low,all,1,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,all,1,,endpoints,failure_penalized_set_distance,0.10603180439024289
LLE,binary-pressure-low,all,1,,endpoints,observed_coverage_at_0.02,0.4186046511627907
LLE,binary-pressure-low,all,1,,endpoints,matched_endpoint_r2_successful_only,0.7813225329721324
LLE,binary-pressure-low,all,1,,endpoints,matched_endpoint_mae_successful_only,0.08418082508311167
LLE,binary-pressure-low,all,1,,endpoints,matched_endpoint_rmse_successful_only,0.18722995560735495
LLE,binary-pressure-low,all,1,,endpoints,max_equilibrium_rms,5.024834887341172e-15
LLE,binary-pressure-low,all,1,,endpoints,min_grid_tpd,-1.1969591984239969e-15
LLE,binary-pressure-low,all,1,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,binary,1,,endpoints,conditions,43
LLE,binary-pressure-low,binary,1,,endpoints,successful_conditions,43
LLE,binary-pressure-low,binary,1,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,binary,1,,endpoints,failure_penalized_set_distance,0.10603180439024289
LLE,binary-pressure-low,binary,1,,endpoints,observed_coverage_at_0.02,0.4186046511627907
LLE,binary-pressure-low,binary,1,,endpoints,matched_endpoint_r2_successful_only,0.7813225329721324
LLE,binary-pressure-low,binary,1,,endpoints,matched_endpoint_mae_successful_only,0.08418082508311167
LLE,binary-pressure-low,binary,1,,endpoints,matched_endpoint_rmse_successful_only,0.18722995560735495
LLE,binary-pressure-low,binary,1,,endpoints,max_equilibrium_rms,5.024834887341172e-15
LLE,binary-pressure-low,binary,1,,endpoints,min_grid_tpd,-1.1969591984239969e-15
LLE,binary-pressure-low,binary,1,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,all,2,,endpoints,conditions,43
LLE,binary-pressure-low,all,2,,endpoints,successful_conditions,43
LLE,binary-pressure-low,all,2,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,all,2,,endpoints,failure_penalized_set_distance,0.1084782833800864
LLE,binary-pressure-low,all,2,,endpoints,observed_coverage_at_0.02,0.3488372093023256
LLE,binary-pressure-low,all,2,,endpoints,matched_endpoint_r2_successful_only,0.7734031225757964
LLE,binary-pressure-low,all,2,,endpoints,matched_endpoint_mae_successful_only,0.08505445661973869
LLE,binary-pressure-low,all,2,,endpoints,matched_endpoint_rmse_successful_only,0.19059007343004125
LLE,binary-pressure-low,all,2,,endpoints,max_equilibrium_rms,3.806503727288702e-15
LLE,binary-pressure-low,all,2,,endpoints,min_grid_tpd,-1.0477729794899915e-15
LLE,binary-pressure-low,all,2,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,binary,2,,endpoints,conditions,43
LLE,binary-pressure-low,binary,2,,endpoints,successful_conditions,43
LLE,binary-pressure-low,binary,2,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,binary,2,,endpoints,failure_penalized_set_distance,0.1084782833800864
LLE,binary-pressure-low,binary,2,,endpoints,observed_coverage_at_0.02,0.3488372093023256
LLE,binary-pressure-low,binary,2,,endpoints,matched_endpoint_r2_successful_only,0.7734031225757964
LLE,binary-pressure-low,binary,2,,endpoints,matched_endpoint_mae_successful_only,0.08505445661973869
LLE,binary-pressure-low,binary,2,,endpoints,matched_endpoint_rmse_successful_only,0.19059007343004125
LLE,binary-pressure-low,binary,2,,endpoints,max_equilibrium_rms,3.806503727288702e-15
LLE,binary-pressure-low,binary,2,,endpoints,min_grid_tpd,-1.0477729794899915e-15
LLE,binary-pressure-low,binary,2,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,all,3,,endpoints,conditions,43
LLE,binary-pressure-low,all,3,,endpoints,successful_conditions,43
LLE,binary-pressure-low,all,3,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,all,3,,endpoints,failure_penalized_set_distance,0.1068007184698231
LLE,binary-pressure-low,all,3,,endpoints,observed_coverage_at_0.02,0.3488372093023256
LLE,binary-pressure-low,all,3,,endpoints,matched_endpoint_r2_successful_only,0.7645846722669587
LLE,binary-pressure-low,all,3,,endpoints,matched_endpoint_mae_successful_only,0.08557484767864645
LLE,binary-pressure-low,all,3,,endpoints,matched_endpoint_rmse_successful_only,0.1942632655763188
LLE,binary-pressure-low,all,3,,endpoints,max_equilibrium_rms,3.7904283540468926e-15
LLE,binary-pressure-low,all,3,,endpoints,min_grid_tpd,-1.1900203045200897e-15
LLE,binary-pressure-low,all,3,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,binary,3,,endpoints,conditions,43
LLE,binary-pressure-low,binary,3,,endpoints,successful_conditions,43
LLE,binary-pressure-low,binary,3,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,binary,3,,endpoints,failure_penalized_set_distance,0.1068007184698231
LLE,binary-pressure-low,binary,3,,endpoints,observed_coverage_at_0.02,0.3488372093023256
LLE,binary-pressure-low,binary,3,,endpoints,matched_endpoint_r2_successful_only,0.7645846722669587
LLE,binary-pressure-low,binary,3,,endpoints,matched_endpoint_mae_successful_only,0.08557484767864645
LLE,binary-pressure-low,binary,3,,endpoints,matched_endpoint_rmse_successful_only,0.1942632655763188
LLE,binary-pressure-low,binary,3,,endpoints,max_equilibrium_rms,3.7904283540468926e-15
LLE,binary-pressure-low,binary,3,,endpoints,min_grid_tpd,-1.1900203045200897e-15
LLE,binary-pressure-low,binary,3,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,all,4,,endpoints,conditions,43
LLE,binary-pressure-low,all,4,,endpoints,successful_conditions,43
LLE,binary-pressure-low,all,4,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,all,4,,endpoints,failure_penalized_set_distance,0.10698108127562733
LLE,binary-pressure-low,all,4,,endpoints,observed_coverage_at_0.02,0.37209302325581395
LLE,binary-pressure-low,all,4,,endpoints,matched_endpoint_r2_successful_only,0.7799961611959922
LLE,binary-pressure-low,all,4,,endpoints,matched_endpoint_mae_successful_only,0.085337354745186
LLE,binary-pressure-low,all,4,,endpoints,matched_endpoint_rmse_successful_only,0.18779691182647398
LLE,binary-pressure-low,all,4,,endpoints,max_equilibrium_rms,2.5146813821089453e-15
LLE,binary-pressure-low,all,4,,endpoints,min_grid_tpd,-8.881784197001252e-16
LLE,binary-pressure-low,all,4,,endpoints,r2_target_met,0.0
LLE,binary-pressure-low,binary,4,,endpoints,conditions,43
LLE,binary-pressure-low,binary,4,,endpoints,successful_conditions,43
LLE,binary-pressure-low,binary,4,,endpoints,success_fraction,1.0
LLE,binary-pressure-low,binary,4,,endpoints,failure_penalized_set_distance,0.10698108127562733
LLE,binary-pressure-low,binary,4,,endpoints,observed_coverage_at_0.02,0.37209302325581395
LLE,binary-pressure-low,binary,4,,endpoints,matched_endpoint_r2_successful_only,0.7799961611959922
LLE,binary-pressure-low,binary,4,,endpoints,matched_endpoint_mae_successful_only,0.085337354745186
LLE,binary-pressure-low,binary,4,,endpoints,matched_endpoint_rmse_successful_only,0.18779691182647398
LLE,binary-pressure-low,binary,4,,endpoints,max_equilibrium_rms,2.5146813821089453e-15
LLE,binary-pressure-low,binary,4,,endpoints,min_grid_tpd,-8.881784197001252e-16
LLE,binary-pressure-low,binary,4,,endpoints,r2_target_met,0.0
LLE,binary-random,all,0,,endpoints,conditions,419
LLE,binary-random,all,0,,endpoints,successful_conditions,419
LLE,binary-random,all,0,,endpoints,success_fraction,1.0
LLE,binary-random,all,0,,endpoints,failure_penalized_set_distance,0.03130168108808747
LLE,binary-random,all,0,,endpoints,observed_coverage_at_0.02,0.418854415274463
LLE,binary-random,all,0,,endpoints,matched_endpoint_r2_successful_only,0.9853683445667389
LLE,binary-random,all,0,,endpoints,matched_endpoint_mae_successful_only,0.02854823867494683
LLE,binary-random,all,0,,endpoints,matched_endpoint_rmse_successful_only,0.042691073274600484
LLE,binary-random,all,0,,endpoints,max_equilibrium_rms,2.745996579524841e-15
LLE,binary-random,all,0,,endpoints,min_grid_tpd,-1.7763568394002505e-15
LLE,binary-random,all,0,,endpoints,r2_target_met,1.0
LLE,binary-random,binary,0,,endpoints,conditions,419
LLE,binary-random,binary,0,,endpoints,successful_conditions,419
LLE,binary-random,binary,0,,endpoints,success_fraction,1.0
LLE,binary-random,binary,0,,endpoints,failure_penalized_set_distance,0.03130168108808747
LLE,binary-random,binary,0,,endpoints,observed_coverage_at_0.02,0.418854415274463
LLE,binary-random,binary,0,,endpoints,matched_endpoint_r2_successful_only,0.9853683445667389
LLE,binary-random,binary,0,,endpoints,matched_endpoint_mae_successful_only,0.02854823867494683
LLE,binary-random,binary,0,,endpoints,matched_endpoint_rmse_successful_only,0.042691073274600484
LLE,binary-random,binary,0,,endpoints,max_equilibrium_rms,2.745996579524841e-15
LLE,binary-random,binary,0,,endpoints,min_grid_tpd,-1.7763568394002505e-15
LLE,binary-random,binary,0,,endpoints,r2_target_met,1.0
LLE,binary-random,all,1,,endpoints,conditions,419
LLE,binary-random,all,1,,endpoints,successful_conditions,419
LLE,binary-random,all,1,,endpoints,success_fraction,1.0
LLE,binary-random,all,1,,endpoints,failure_penalized_set_distance,0.030932081367687818
LLE,binary-random,all,1,,endpoints,observed_coverage_at_0.02,0.4594272076372315
LLE,binary-random,all,1,,endpoints,matched_endpoint_r2_successful_only,0.9854838607933035
LLE,binary-random,all,1,,endpoints,matched_endpoint_mae_successful_only,0.029245135989040594
LLE,binary-random,all,1,,endpoints,matched_endpoint_rmse_successful_only,0.04255097388939813
LLE,binary-random,all,1,,endpoints,max_equilibrium_rms,5.1239890750257556e-15
LLE,binary-random,all,1,,endpoints,min_grid_tpd,-1.9984014443252818e-15
LLE,binary-random,all,1,,endpoints,r2_target_met,1.0
LLE,binary-random,binary,1,,endpoints,conditions,419
LLE,binary-random,binary,1,,endpoints,successful_conditions,419
LLE,binary-random,binary,1,,endpoints,success_fraction,1.0
LLE,binary-random,binary,1,,endpoints,failure_penalized_set_distance,0.030932081367687818
LLE,binary-random,binary,1,,endpoints,observed_coverage_at_0.02,0.4594272076372315
LLE,binary-random,binary,1,,endpoints,matched_endpoint_r2_successful_only,0.9854838607933035
LLE,binary-random,binary,1,,endpoints,matched_endpoint_mae_successful_only,0.029245135989040594
LLE,binary-random,binary,1,,endpoints,matched_endpoint_rmse_successful_only,0.04255097388939813
LLE,binary-random,binary,1,,endpoints,max_equilibrium_rms,5.1239890750257556e-15
LLE,binary-random,binary,1,,endpoints,min_grid_tpd,-1.9984014443252818e-15
LLE,binary-random,binary,1,,endpoints,r2_target_met,1.0
LLE,binary-random,all,2,,endpoints,conditions,419
LLE,binary-random,all,2,,endpoints,successful_conditions,419
LLE,binary-random,all,2,,endpoints,success_fraction,1.0
LLE,binary-random,all,2,,endpoints,failure_penalized_set_distance,0.02989258485429895
LLE,binary-random,all,2,,endpoints,observed_coverage_at_0.02,0.4701670644391408
LLE,binary-random,all,2,,endpoints,matched_endpoint_r2_successful_only,0.9874462168112257
LLE,binary-random,all,2,,endpoints,matched_endpoint_mae_successful_only,0.028029761373365495
LLE,binary-random,all,2,,endpoints,matched_endpoint_rmse_successful_only,0.03978859608011117
LLE,binary-random,all,2,,endpoints,max_equilibrium_rms,3.770464473744751e-15
LLE,binary-random,all,2,,endpoints,min_grid_tpd,-1.915134717478395e-15
LLE,binary-random,all,2,,endpoints,r2_target_met,1.0
LLE,binary-random,binary,2,,endpoints,conditions,419
LLE,binary-random,binary,2,,endpoints,successful_conditions,419
LLE,binary-random,binary,2,,endpoints,success_fraction,1.0
LLE,binary-random,binary,2,,endpoints,failure_penalized_set_distance,0.02989258485429895
LLE,binary-random,binary,2,,endpoints,observed_coverage_at_0.02,0.4701670644391408
LLE,binary-random,binary,2,,endpoints,matched_endpoint_r2_successful_only,0.9874462168112257
LLE,binary-random,binary,2,,endpoints,matched_endpoint_mae_successful_only,0.028029761373365495
LLE,binary-random,binary,2,,endpoints,matched_endpoint_rmse_successful_only,0.03978859608011117
LLE,binary-random,binary,2,,endpoints,max_equilibrium_rms,3.770464473744751e-15
LLE,binary-random,binary,2,,endpoints,min_grid_tpd,-1.915134717478395e-15
LLE,binary-random,binary,2,,endpoints,r2_target_met,1.0
LLE,binary-random,all,3,,endpoints,conditions,419
LLE,binary-random,all,3,,endpoints,successful_conditions,419
LLE,binary-random,all,3,,endpoints,success_fraction,1.0
LLE,binary-random,all,3,,endpoints,failure_penalized_set_distance,0.025178083282965
LLE,binary-random,all,3,,endpoints,observed_coverage_at_0.02,0.48329355608591884
LLE,binary-random,all,3,,endpoints,matched_endpoint_r2_successful_only,0.9913687236696346
LLE,binary-random,all,3,,endpoints,matched_endpoint_mae_successful_only,0.023763358965148532
LLE,binary-random,all,3,,endpoints,matched_endpoint_rmse_successful_only,0.03259275607310882
LLE,binary-random,all,3,,endpoints,max_equilibrium_rms,1.0084379521547624e-14
LLE,binary-random,all,3,,endpoints,min_grid_tpd,-3.1086244689504383e-15
LLE,binary-random,all,3,,endpoints,r2_target_met,1.0
LLE,binary-random,binary,3,,endpoints,conditions,419
LLE,binary-random,binary,3,,endpoints,successful_conditions,419
LLE,binary-random,binary,3,,endpoints,success_fraction,1.0
LLE,binary-random,binary,3,,endpoints,failure_penalized_set_distance,0.025178083282965
LLE,binary-random,binary,3,,endpoints,observed_coverage_at_0.02,0.48329355608591884
LLE,binary-random,binary,3,,endpoints,matched_endpoint_r2_successful_only,0.9913687236696346
LLE,binary-random,binary,3,,endpoints,matched_endpoint_mae_successful_only,0.023763358965148532
LLE,binary-random,binary,3,,endpoints,matched_endpoint_rmse_successful_only,0.03259275607310882
LLE,binary-random,binary,3,,endpoints,max_equilibrium_rms,1.0084379521547624e-14
LLE,binary-random,binary,3,,endpoints,min_grid_tpd,-3.1086244689504383e-15
LLE,binary-random,binary,3,,endpoints,r2_target_met,1.0
LLE,binary-random,all,4,,endpoints,conditions,419
LLE,binary-random,all,4,,endpoints,successful_conditions,419
LLE,binary-random,all,4,,endpoints,success_fraction,1.0
LLE,binary-random,all,4,,endpoints,failure_penalized_set_distance,0.03148301447206553
LLE,binary-random,all,4,,endpoints,observed_coverage_at_0.02,0.45584725536992843
LLE,binary-random,all,4,,endpoints,matched_endpoint_r2_successful_only,0.9853792232257884
LLE,binary-random,all,4,,endpoints,matched_endpoint_mae_successful_only,0.02880868654554656
LLE,binary-random,all,4,,endpoints,matched_endpoint_rmse_successful_only,0.04254815411850299
LLE,binary-random,all,4,,endpoints,max_equilibrium_rms,1.0051071352056537e-14
LLE,binary-random,all,4,,endpoints,min_grid_tpd,-1.9463597400459776e-15
LLE,binary-random,all,4,,endpoints,r2_target_met,1.0
LLE,binary-random,binary,4,,endpoints,conditions,419
LLE,binary-random,binary,4,,endpoints,successful_conditions,419
LLE,binary-random,binary,4,,endpoints,success_fraction,1.0
LLE,binary-random,binary,4,,endpoints,failure_penalized_set_distance,0.03148301447206553
LLE,binary-random,binary,4,,endpoints,observed_coverage_at_0.02,0.45584725536992843
LLE,binary-random,binary,4,,endpoints,matched_endpoint_r2_successful_only,0.9853792232257884
LLE,binary-random,binary,4,,endpoints,matched_endpoint_mae_successful_only,0.02880868654554656
LLE,binary-random,binary,4,,endpoints,matched_endpoint_rmse_successful_only,0.04254815411850299
LLE,binary-random,binary,4,,endpoints,max_equilibrium_rms,1.0051071352056537e-14
LLE,binary-random,binary,4,,endpoints,min_grid_tpd,-1.9463597400459776e-15
LLE,binary-random,binary,4,,endpoints,r2_target_met,1.0
LLE,binary-system,all,0,,endpoints,conditions,481
LLE,binary-system,all,0,,endpoints,successful_conditions,481
LLE,binary-system,all,0,,endpoints,success_fraction,1.0
LLE,binary-system,all,0,,endpoints,failure_penalized_set_distance,0.10385760823120706
LLE,binary-system,all,0,,endpoints,observed_coverage_at_0.02,0.10395010395010396
LLE,binary-system,all,0,,endpoints,matched_endpoint_r2_successful_only,0.8175903988091708
LLE,binary-system,all,0,,endpoints,matched_endpoint_mae_successful_only,0.08561014959525733
LLE,binary-system,all,0,,endpoints,matched_endpoint_rmse_successful_only,0.13140736477273146
LLE,binary-system,all,0,,endpoints,max_equilibrium_rms,1.4168561735857578e-15
LLE,binary-system,all,0,,endpoints,min_grid_tpd,-1.6514567491299204e-15
LLE,binary-system,all,0,,endpoints,r2_target_met,0.0
LLE,binary-system,binary,0,,endpoints,conditions,481
LLE,binary-system,binary,0,,endpoints,successful_conditions,481
LLE,binary-system,binary,0,,endpoints,success_fraction,1.0
LLE,binary-system,binary,0,,endpoints,failure_penalized_set_distance,0.10385760823120706
LLE,binary-system,binary,0,,endpoints,observed_coverage_at_0.02,0.10395010395010396
LLE,binary-system,binary,0,,endpoints,matched_endpoint_r2_successful_only,0.8175903988091708
LLE,binary-system,binary,0,,endpoints,matched_endpoint_mae_successful_only,0.08561014959525733
LLE,binary-system,binary,0,,endpoints,matched_endpoint_rmse_successful_only,0.13140736477273146
LLE,binary-system,binary,0,,endpoints,max_equilibrium_rms,1.4168561735857578e-15
LLE,binary-system,binary,0,,endpoints,min_grid_tpd,-1.6514567491299204e-15
LLE,binary-system,binary,0,,endpoints,r2_target_met,0.0
LLE,binary-system,all,1,,endpoints,conditions,501
LLE,binary-system,all,1,,endpoints,successful_conditions,501
