epoch,stage,train_boundary,train_chemical_bias,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_solver,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_chemical_bias,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,0.0,0.0,0.0,11.331881523132324,3.5221762924936524,0.5,0.006016842041597088,0.019750824646993913,0.0,0.0,0.0,0.021805203412466754,0.000975243161000857,0.0,0.0,0.0,0.011938138068260917,0.004424944785928511,0.0,0.0,0.0,0.01566678562078131,0.0015161751873275064
2,physics,0.0,0.0,0.0,9.528225898742676,4.472225677092084,1.0,0.005082334137307397,0.019549604482029578,0.0,0.0,0.0,0.025540019242376095,0.00090808077139139,0.0,0.0,0.0,0.012152516850865032,0.004632321325501045,0.0,0.0,0.0,0.015972038811768393,0.0015033611382570971
3,physics,0.0,0.0,0.0,13.539992332458496,4.202491410755354,1.0,0.0048095793974765695,0.01938876907820782,0.0,0.0,0.0,0.025074701424264375,0.0008763529937545563,0.0,0.0,0.0,0.01233638922672674,0.004909884097077042,0.0,0.0,0.0,0.01628084539559232,0.0014895142238385167
4,physics,0.0,0.0,0.0,18.166379928588867,4.7037351087379555,1.0,0.004750844532021994,0.01872699372644911,0.0,0.0,0.0,0.02433798832039289,0.0008601499911696339,0.0,0.0,0.0,0.01249890737235546,0.005155599665412881,0.0,0.0,0.0,0.01655754727502185,0.0014808401221364557
5,physics,0.0,0.0,0.0,10.97124195098877,4.594887584028983,1.0,0.004666532076995108,0.01853507957704858,0.0,0.0,0.0,0.024062239158198523,0.0008606275899967451,0.0,0.0,0.0,0.012666034097053918,0.0048751669627311355,0.0,0.0,0.0,0.016593442116695716,0.0014898249133299274
