epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,experimental,48.3000602722168,15.617810665565816,0.8056298284526081,1.4789536627925899,0.0,0.0,1.5777497429730711,0.032643076654469,0.2647196796884564,0.3604545679527131,0.0,0.0,0.4718133545329428,0.026866384492682936
2,experimental,60.57537078857422,26.317035987712988,0.3404849396523508,0.6015351129279082,0.0,0.0,0.6639869988040608,0.022734501164399415,0.14790432337682133,0.19685202069431967,0.0,0.0,0.2683408545632648,0.022010516173649377
3,experimental,64.32894134521484,27.25941166680204,0.15441942865526395,0.23805871018421657,0.0,0.0,0.2880239355822442,0.014575151891499246,0.11380858158963358,0.13465832735058927,0.0,0.0,0.19348481778066043,0.012347071284582133
4,experimental,78.95719909667969,24.948984668116573,0.11316367045586241,0.16155279184210217,0.0,0.0,0.20593390165429878,0.011993835673063823,0.1117428219725943,0.07150924862959446,0.0,0.0,0.1595302425388597,0.012032796880309908
5,experimental,139.97225952148438,31.617251316554384,0.09349019285065874,0.15144906948712922,0.0,0.0,0.17881276324875725,0.00959803574784422,0.2184372292284952,0.2715676218356162,0.0,0.0,0.37027829617176977,0.01605725741475566
6,experimental,112.00125122070312,39.851243132584564,0.1218580630165688,0.19761039466842584,0.0,0.0,0.23087278711208878,0.010209527531124704,0.0885094491717143,0.07124624420435001,0.0,0.0,0.13374323356694984,0.009610663637242936
7,experimental,94.87367248535156,26.450719310889358,0.08060030185393728,0.12116633281408506,0.0,0.0,0.1495675974320727,0.008384127922978197,0.19561799980296707,0.33381402821537437,0.0,0.0,0.3848731831947283,0.02234816514592395
8,experimental,113.44449615478516,22.83512924612518,0.06612709713369665,0.12216056984741837,0.0,0.0,0.1348983165942764,0.007690935054410503,0.053174280428309045,0.06109693343313331,0.0,0.0,0.0911835777623701,0.0074608311744305995
9,experimental,110.58328247070312,28.179183076429396,0.09096295280373727,0.15490618839508566,0.0,0.0,0.1775039619932971,0.009087915261857179,0.10425309831770058,0.08953344136731238,0.0,0.0,0.15755888393461875,0.00853906665103473
10,experimental,86.92452239990234,23.003922226506482,0.06466647546009473,0.10975414778302092,0.0,0.0,0.12681144632736235,0.007267897139755099,0.09008153263914619,0.07278935862784712,0.0,0.0,0.13470268875275582,0.008226475953270397
11,experimental,62.00973129272461,20.48011486863087,0.04941331276075334,0.0899724585516408,0.0,0.0,0.1007570020669277,0.00635746060398694,0.11317670082944072,0.059334275873637946,0.0,0.0,0.1569690001826001,0.014125161873245681
12,experimental,100.96575164794922,22.557710996959678,0.048853200694001196,0.07879490104543699,0.0,0.0,0.0943724723056747,0.006121820962523069,0.22610780841264969,0.24427300509903846,0.0,0.0,0.363212846962475,0.014968528989118728
13,experimental,53.59878921508789,21.391598615287748,0.0449233861695892,0.09861841119200757,0.0,0.0,0.09985203248364975,0.005619440762174166,0.05712527958755819,0.03732983448736348,0.0,0.0,0.08288014701798431,0.00708995025360856
14,experimental,69.81591796875,20.837003498065236,0.0409972964819827,0.0847185235645045,0.0,0.0,0.08822807162107367,0.004871513776735202,0.042798027682762876,0.03905477449297905,0.0,0.0,0.06947196482593178,0.007146549503188952
15,experimental,64.26371002197266,23.99111537045928,0.04781873110750627,0.08326133940896581,0.0,0.0,0.09507334840723175,0.005623947792443749,0.04733934085550811,0.03959282860159874,0.0,0.0,0.07402683816149704,0.006891083318814423
16,experimental,54.99175262451172,19.788125542396948,0.04498911076257987,0.0747804995617326,0.0,0.0,0.08802383269110328,0.005644472779817713,0.05880873175682845,0.049093274419803566,0.0,0.0,0.09257741974629567,0.009222048493977794
17,experimental,34.28413391113281,11.424341764261648,0.02851326724881196,0.057643358946948234,0.0,0.0,0.06182100088486936,0.004486054095924566,0.04571702777914852,0.02883837070220556,0.0,0.0,0.0681292923682096,0.007993078848713229
18,experimental,69.57151794433594,14.865295291509197,0.03168882920844225,0.0569006357097451,0.0,0.0,0.06448204294464405,0.004342895898424265,0.050859121893376026,0.05605009433380899,0.0,0.0,0.08896565377882064,0.010081483148293107
19,experimental,198.449462890625,18.113686653365747,0.03359068986277735,0.06870863488272849,0.0,0.0,0.0720886692642178,0.004143661886205513,0.05420329347252846,0.04009958737850868,0.0,0.0,0.08070677001761575,0.006453682835402227
20,experimental,55.99422836303711,17.16985947199883,0.030320458279399068,0.06325586680311014,0.0,0.0,0.06579972217328386,0.003851330528983109,0.05308566392741652,0.03824139262239138,0.0,0.0,0.07776890844955743,0.005562547834966852
21,experimental,53.389217376708984,16.381737800340428,0.029719229791268297,0.06211455460469232,0.0,0.0,0.06445031190389582,0.00367380463717941,0.07488204626276282,0.054269338647524513,0.0,0.0,0.10957749604839205,0.007560781942431064
22,experimental,77.27323150634766,15.153941755616946,0.02999328304773079,0.05640669121431309,0.0,0.0,0.06215672076622189,0.003960092244830061,0.045082329918346514,0.05292828573375686,0.0,0.0,0.079869911906726,0.008323439615022422
23,experimental,42.45637512207031,15.534887245523466,0.03038642963927555,0.05601899396317107,0.0,0.0,0.06260669557359888,0.004210769150873861,0.05050044274992413,0.0440413203461897,0.0,0.0,0.07941152939939092,0.006890427126971066
24,experimental,109.05706787109375,20.81492409393087,0.039247914595046264,0.09147126778522167,0.0,0.0,0.08924187661698854,0.004258328287133922,0.12997481052012866,0.20173199730381328,0.0,0.0,0.24358896480666267,0.012748154021396257
25,experimental,77.33036804199219,17.749556194277154,0.031680142626503496,0.0721683468374942,0.0,0.0,0.0720932401542791,0.004328923852929645,0.05832640341459176,0.04764215197743174,0.0,0.0,0.08847198431987709,0.006324504456480175
26,experimental,38.641910552978516,13.70007481304531,0.022072538101203965,0.05003814195176136,0.0,0.0,0.05056507173400916,0.0034734626067950704,0.04045762454512452,0.024129408297588004,0.0,0.0,0.05917494161176546,0.006652611654591441
27,experimental,59.866416931152344,17.52698191368633,0.02935780454082729,0.07375559106904246,0.0,0.0,0.07011800653249538,0.003882407068071318,0.03653393158758128,0.0323359442296361,0.0,0.0,0.06067836518980499,0.007976462191071605
28,experimental,44.49689483642578,15.279465349196172,0.03043821296322832,0.06820259888076513,0.0,0.0,0.06865085789837641,0.004111345757393747,0.042395833790556996,0.02421589081953054,0.0,0.0,0.06010610769022564,0.005602329216918714
29,experimental,46.837913513183594,13.6648785118847,0.02536179898004003,0.05621760532879042,0.0,0.0,0.05705003411698448,0.0035794325648356466,0.051543055907783346,0.038950657439113,0.0,0.0,0.08091821759684473,0.009899833284721755
30,experimental,44.726470947265625,14.716624923326773,0.025694406672913304,0.06301334682010856,0.0,0.0,0.06116620126596448,0.00396512091786638,0.03498661401137667,0.02995509063543757,0.0,0.0,0.05696562184737279,0.007001462284783352
31,experimental,30.879688262939453,9.816774042736125,0.017530611691399318,0.040315906130670175,0.0,0.0,0.0408412821025815,0.0031527171801500275,0.04147546573454498,0.02409392856592127,0.0,0.0,0.059572751671500355,0.006050322484490369
32,experimental,28.952878952026367,8.225104291489203,0.016329638761811913,0.03233674746208543,0.0,0.0,0.03530626691892088,0.0028082545709584342,0.0487448123063457,0.04385392876007618,0.0,0.0,0.0763316849697689,0.005659908989173734
33,experimental,116.98859405517578,14.735321096465267,0.02562737352861159,0.06779198726820786,0.0,0.0,0.06316111276794042,0.0036377457978703683,0.09538503762154157,0.10925939288574067,0.0,0.0,0.15808941586914227,0.008074681868410517
34,experimental,38.17192459106445,13.955810959465266,0.024588098869777128,0.05599783302027758,0.0,0.0,0.05617825709250111,0.0035912419473152868,0.035601006989550384,0.03883608810157858,0.0,0.0,0.06221522890095018,0.007196177448281366
35,experimental,23.242162704467773,8.084463486935851,0.014134914760873757,0.034542471712068985,0.0,0.0,0.03412861299099741,0.002722462338447058,0.03208257762922181,0.022957109305423887,0.0,0.0,0.04993102994569686,0.006369897876561028
