epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,experimental,48.361488342285156,19.77769496491856,0.7483396551230866,1.281364253727293,0.0,0.0,1.4363084286647976,0.04728666029653718,0.07300492907595482,0.06905363184931805,0.0,0.0,0.11569440352182732,0.008162656825652738
2,experimental,26.610427856445312,9.718173493807912,0.15722071640360605,0.23723971194374543,0.0,0.0,0.28667626435349564,0.010835694035578604,0.06530853370382528,0.10381397747310103,0.0,0.0,0.12820769874912918,0.010992179871902598
3,experimental,20.938549041748047,9.134820855554223,0.11835586159485378,0.20269695403362586,0.0,0.0,0.228572318888365,0.008867979492116145,0.10968804903597336,0.13555661965390933,0.0,0.0,0.18175521182912677,0.004288855253969914
4,experimental,21.76618003845215,8.170182379357385,0.09314786341935043,0.1765894254496998,0.0,0.0,0.18970471369650724,0.008262138557614202,0.042921934055358234,0.04859356867888994,0.0,0.0,0.07472638852277379,0.007507670897152077
5,experimental,13.212224006652832,6.2454429032715115,0.07126746421365726,0.15601471465255,0.0,0.0,0.15785131985545317,0.008576498947955037,0.0348027977230316,0.03614280249868102,0.0,0.0,0.06069450668057312,0.007820308087848428
6,experimental,18.993274688720703,6.700469203157644,0.07066092772793253,0.15059827216211427,0.0,0.0,0.15444894789013394,0.008488884248040021,0.028721392953535048,0.05069495332595396,0.0,0.0,0.06249024277659738,0.008421373387478339
7,experimental,14.762243270874023,6.224903619644918,0.062109683883885464,0.13887880724852555,0.0,0.0,0.1403752658157306,0.008826178792292853,0.04724816404551964,0.07537623233064977,0.0,0.0,0.08773106936120177,0.0027947885986820908
8,experimental,20.34292221069336,8.188487112317622,0.060564047159215616,0.14344148435373047,0.0,0.0,0.14069220535929064,0.008407416392887572,0.022991406080765834,0.03443028139950996,0.0,0.0,0.044351746654434566,0.0041451993222385965
9,experimental,14.471080780029297,5.1863494348513415,0.047189979473073365,0.12618929972219795,0.0,0.0,0.11841643505893681,0.008131806117792925,0.04519947968629009,0.11608818040531911,0.0,0.0,0.10798780705518783,0.004744234625368741
10,experimental,14.092002868652344,5.74952389603084,0.044717133300824795,0.12435862068730849,0.0,0.0,0.11509749551708512,0.008201050954064914,0.022830751251959245,0.04980677132140805,0.0,0.0,0.050932230115443025,0.003198092883935242
11,experimental,14.04053783416748,5.335246032509461,0.037669292727067934,0.10284826458955572,0.0,0.0,0.09659942104826505,0.00750599568033791,0.0394715294162812,0.09051213131114176,0.0,0.0,0.08913415478989324,0.004406557010087301
12,experimental,15.064913749694824,6.069078692096178,0.03596559204170999,0.09932632618464528,0.0,0.0,0.09226053962609358,0.006631784144750636,0.022100150316257637,0.034089840940672377,0.0,0.0,0.04310162372554943,0.0039565536982504425
13,experimental,31.878185272216797,10.701520213793877,0.04130367385496342,0.10170397267048388,0.0,0.0,0.09801421924642914,0.005858559180719655,0.07450965062701272,0.09178376359165094,0.0,0.0,0.12330479106832208,0.0029032583058774156
14,experimental,30.66531753540039,10.211781994589844,0.03981761164780373,0.09823176925463613,0.0,0.0,0.0942629669584269,0.0053294708564686774,0.01915063627950072,0.05324666518441178,0.0,0.0,0.04907335244482996,0.0032993826062088305
15,experimental,17.15254783630371,6.4969491104111885,0.026184928273857346,0.0804981081305314,0.0,0.0,0.0712718458698242,0.004837863394775738,0.012330222938154407,0.03912421592339209,0.0,0.0,0.0346439147245479,0.002751583019924012
16,experimental,16.65713119506836,6.890323953032022,0.02450974261317885,0.06948766071427054,0.0,0.0,0.06374519933619767,0.0044916263354048,0.008873675459493625,0.014742736983451115,0.0,0.0,0.0181820536953755,0.0019370095365366358
17,experimental,19.421464920043945,7.11836747954533,0.022072283856867644,0.05856142362764542,0.0,0.0,0.054809115273550084,0.003456119456242177,0.012656542094871244,0.04053193423303829,0.0,0.0,0.03598862248937542,0.0030661128909226245
18,experimental,28.831953048706055,10.510254711172266,0.02185203791142501,0.059421177056570594,0.0,0.0,0.05473423377908403,0.0031716073845388056,0.01455913007164457,0.029276887975206042,0.0,0.0,0.030516596301409342,0.0013190224156724862
19,experimental,33.67828369140625,11.717284789781326,0.02336421142059176,0.059586178936977624,0.0,0.0,0.056019371016824596,0.002862070081349955,0.012952051659346006,0.028717384236665037,0.0,0.0,0.028608835917243027,0.0012980928076549796
20,experimental,16.473201751708984,6.1594114754123845,0.015910610135676136,0.04265120261360828,0.0,0.0,0.039780094385379126,0.002543882916368201,0.008435361731931915,0.01110433460847967,0.0,0.0,0.015131381581559177,0.0011438524910108426
21,experimental,24.62347984313965,8.373963541895206,0.016562303364489255,0.04122369443615773,0.0,0.0,0.039292839517746606,0.00211868920610757,0.009069390822352244,0.012021567490576686,0.0,0.0,0.016437139338368822,0.0013569648613146804
22,experimental,14.228944778442383,6.574920047962373,0.014010534830702094,0.03937880873769093,0.0,0.0,0.035533240654398376,0.0018333014938095474,0.009186450170546834,0.00568973648632756,0.0,0.0,0.013110758155394512,0.0010794399112399723
23,experimental,27.949525833129883,11.020731786147495,0.01379132305347383,0.03407920554588018,0.0,0.0,0.03246140350261002,0.001630477592871124,0.005801735283715963,0.007713409685460562,0.0,0.0,0.010449223977665865,0.0007907839473673082
24,experimental,27.818201065063477,10.106403219948408,0.011615957161001163,0.03219676957686679,0.0,0.0,0.029059358205627595,0.0013450162188473457,0.01650958799909318,0.02373187970607334,0.0,0.0,0.029215043027056756,0.0008395146484627149
25,experimental,20.423477172851562,5.509620761141421,0.008678866674699328,0.026059677730483788,0.0,0.0,0.022917395434520527,0.0012086899046569583,0.004742195113955536,0.005603148548561297,0.0,0.0,0.00849941540944475,0.0009556461053686869
26,experimental,15.923410415649414,7.818524275945466,0.01002457586960662,0.026070550374983393,0.0,0.0,0.02424884748854791,0.0011889964007711301,0.002574983877950445,0.001369956923320478,0.0,0.0,0.003826752149810394,0.000566789889292922
