epoch,stage,train_boundary,train_chemical_bias,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_solver,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_chemical_bias,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,0.0,0.0,0.0,12.437300682067871,3.6751399904349893,0.5,0.005992678861218111,0.019700050613764303,0.0,0.003882371129092718,0.0,0.023680669774121,0.0009717676110664003,0.0,0.0,0.0,0.01196902337293309,0.004461070767278413,0.0,0.0,0.0,0.01571220496602087,0.0015126464453649269
2,physics,0.0,0.0,0.0,10.845736503601074,4.820197769405319,1.0,0.00506906969184788,0.019510596201312475,0.0,0.0033413806290475806,0.0,0.028813065829255823,0.0008920193365910796,0.0,0.0,0.0,0.012259065593222538,0.004715809067262404,0.0,0.0,0.0,0.01611240840999477,0.0014954385117638901
3,physics,0.0,0.0,0.0,14.524033546447754,4.521310328692586,1.0,0.004798097521302284,0.0193615866019016,0.0,0.003173740629219721,0.0,0.028183775897710383,0.0008503511705196922,0.0,0.0,0.0,0.012460250187530575,0.004969954840749143,0.0,0.0,0.0,0.016419613935861242,0.0014743861913434173
4,physics,0.0,0.0,0.0,18.657470703125,4.924200351011127,1.0,0.004724164979708348,0.018664325663566836,0.0,0.0031050207251648943,0.0,0.02732281912836202,0.0008293073565589108,0.0,0.0,0.0,0.012695540501231171,0.005371476814756731,0.0,0.0,0.0,0.016845521281462116,0.0014642427288309996
5,physics,0.0,0.0,0.0,12.696662902832031,4.98116895098788,1.0,0.0046625228763307325,0.018522341801837778,0.0,0.0030472646999468115,0.0,0.02705799130590042,0.0008258622732359014,0.0,0.0,0.0,0.01287791448454541,0.0050519085837056835,0.0,0.0,0.0,0.016880336296127504,0.0014764676580250444
