epoch,stage,train_boundary,train_chemical_bias,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_solver,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_chemical_bias,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_temperature,validation_total,validation_vapor_composition
1,experimental,0.0,3.6081346299279755e-05,0.0,45.35518264770508,17.051368387802963,0.6398578120081215,0.9797355664591928,0.0,0.0,1.1733541922510542,0.04362859001068859,0.0,6.150335346438042e-05,0.0,0.09889755800170445,0.2873511457035138,0.0,0.0,0.2588789682811911,0.01630583670088279
2,experimental,0.0,6.536307119035745e-05,0.0,27.797992706298828,12.285022488728355,0.15491455875826893,0.25435891975575703,0.0,0.0,0.29344375124720146,0.011349732238206015,0.0,8.181446779815782e-05,0.0,0.11317664363116384,0.23873696605296324,0.0,0.0,0.24344986261402696,0.010904736365332748
3,experimental,0.0,7.278734432271016e-05,0.0,16.550037384033203,7.073013611578562,0.09742930798372125,0.17252979216258715,0.0,0.0,0.19400568416963185,0.010311481739860457,0.0,8.270783007115375e-05,0.0,0.06001038147107814,0.1935028564749342,0.0,0.0,0.16884472896331648,0.012082919597161403
4,experimental,0.0,7.147590850291483e-05,0.0,18.23919677734375,6.070367579371573,0.07267135925646938,0.15756537952927666,0.0,0.0,0.16014233459645527,0.008688283730798847,0.0,7.919355033946917e-05,0.0,0.06761779771183749,0.19127582629163856,0.0,0.0,0.17626606439133247,0.01301035151075148
5,experimental,0.0,6.288821821973795e-05,0.0,13.898768424987793,6.012481846493422,0.06806870172627907,0.13747291230210013,0.0,0.0,0.1459058149736274,0.00910065691263473,0.0,7.017200389352327e-05,0.0,0.061766146659305805,0.19887077957476937,0.0,0.0,0.1736880475415578,0.01248651168379973
6,experimental,0.0,5.618790990585038e-05,0.0,13.645988464355469,5.130637488743955,0.05659957444647401,0.12304677392886476,0.0,0.0,0.12612936312526352,0.00800640201371518,0.0,5.479293759396937e-05,0.0,0.08082903938643791,0.20633400992845521,0.0,0.0,0.1947120061647967,0.010715957133556312
7,experimental,0.0,5.899667081610141e-05,0.0,13.330443382263184,5.415286948222006,0.05234089895970987,0.11944779715778346,0.0,0.0,0.1202587779641285,0.00819398001172046,0.0,6.609683060264315e-05,0.0,0.05275772375428997,0.14693256645644986,0.0,0.0,0.13833992875869647,0.01211592196894244
8,experimental,0.0,6.14992887015152e-05,0.0,10.340774536132812,4.757333120547835,0.04858371835511643,0.11382159372238818,0.0,0.0,0.11296101154749956,0.007466496060785295,0.0,6.639648439815793e-05,0.0,0.05430024650784954,0.18009019532736675,0.0,0.0,0.15545977819913315,0.011114432640467424
9,experimental,0.0,6.390524366216903e-05,0.0,21.54231834411621,5.380116491728566,0.0460955211393385,0.11946852025252654,0.0,0.0,0.11364620352761891,0.00781642236065808,0.0,7.464896537745723e-05,0.0,0.06912470873064011,0.1500523529388756,0.0,0.0,0.15607245965914565,0.011921573014426156
10,experimental,0.0,6.828366544587738e-05,0.0,14.492934226989746,5.750725945784411,0.04277774533339089,0.10841017127329781,0.0,0.0,0.10399845443119285,0.007015624011990295,0.0,7.716439315716945e-05,0.0,0.03980323168347399,0.1408797871212812,0.0,0.0,0.12001564399285478,0.009772519531764683
