protocol,test_subset,scope,component_count,direction,subgroup,requested_seeds,scope_available_seeds,scope_seed_ids,pressure_mae_kpa_mean,pressure_mae_kpa_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_seed_ids,pressure_rmse_kpa_mean,pressure_rmse_kpa_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_seed_ids,pressure_r2_mean,pressure_r2_std,pressure_r2_available_seeds,pressure_r2_seed_ids,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_seed_ids,temperature_mae_k_mean,temperature_mae_k_std,temperature_mae_k_available_seeds,temperature_mae_k_seed_ids,temperature_rmse_k_mean,temperature_rmse_k_std,temperature_rmse_k_available_seeds,temperature_rmse_k_seed_ids,temperature_r2_mean,temperature_r2_std,temperature_r2_available_seeds,temperature_r2_seed_ids,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_seed_ids,y_mae_mean,y_mae_std,y_mae_available_seeds,y_mae_seed_ids,y_rmse_mean,y_rmse_std,y_rmse_available_seeds,y_rmse_seed_ids,y_r2_mean,y_r2_std,y_r2_available_seeds,y_r2_seed_ids,y_system_macro_mae_mean,y_system_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_seed_ids,y_component_macro_mae_mean,y_component_macro_mae_std,y_component_macro_mae_available_seeds,y_component_macro_mae_seed_ids,valid_coverage_mean,valid_coverage_std,valid_coverage_available_seeds,valid_coverage_seed_ids,solver_failure_rate_mean,solver_failure_rate_std,solver_failure_rate_available_seeds,solver_failure_rate_seed_ids,nonphysical_rate_mean,nonphysical_rate_std,nonphysical_rate_available_seeds,nonphysical_rate_seed_ids,attempted_samples_mean,attempted_samples_std,attempted_samples_available_seeds,attempted_samples_seed_ids,systems_mean,systems_std,systems_available_seeds,systems_seed_ids
overall_binary,Binary-only model: binary test,all,,,,5,5,0;1;2;3;4,17.262135158374566,8.416607348182543,5,0;1;2;3;4,35.127726635075256,14.934414825945478,5,0;1;2;3;4,0.9108506533817564,0.0512180246756719,5,0;1;2;3;4,15.91422283605057,6.583075390991248,5,0;1;2;3;4,5.752372027794524,1.608178444882709,5,0;1;2;3;4,8.085146969141354,2.503347135952369,5,0;1;2;3;4,0.9195989389927344,0.0516877330633514,5,0;1;2;3;4,6.512365346378869,1.751712114742359,5,0;1;2;3;4,0.0656714447243331,0.0176175378554926,5,0;1;2;3;4,0.0970240930070776,0.0238096771100338,5,0;1;2;3;4,0.9032871651068344,0.0520741909056164,5,0;1;2;3;4,0.0658423884131826,0.0181824208049045,5,0;1;2;3;4,0.0642479226859143,0.0140490223181517,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,1537.6,53.74290650867332,5,0;1;2;3;4,49.2,3.5637059362410923,5,0;1;2;3;4
overall_binary_ternary,Joint model: binary test,cardinality,2.0,,,5,5,0;1;2;3;4,18.568153754905676,6.403813464631156,5,0;1;2;3;4,40.45119633560769,14.088881675885563,5,0;1;2;3;4,0.8824642257858939,0.0516791785684752,5,0;1;2;3;4,17.836926029471492,5.492802450553921,5,0;1;2;3;4,5.72338739063226,1.5597545112232722,5,0;1;2;3;4,8.155202238327556,2.019872803633553,5,0;1;2;3;4,0.9254760428608868,0.0246896528540097,5,0;1;2;3;4,6.540823553942983,1.8694217829742763,5,0;1;2;3;4,0.0696839790546058,0.0160189592111113,5,0;1;2;3;4,0.1030944388998066,0.0191562333502202,5,0;1;2;3;4,0.8929161173446605,0.0418772681993007,5,0;1;2;3;4,0.0699344631030364,0.0161657991004186,5,0;1;2;3;4,0.068392354966889,0.0166508371031491,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,1537.6,53.74290650867332,5,0;1;2;3;4,49.2,3.5637059362410923,5,0;1;2;3;4
