protocol,test_subset,scope,component_count,direction,subgroup,requested_seeds,scope_available_seeds,scope_seed_ids,pressure_mae_kpa_mean,pressure_mae_kpa_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_seed_ids,pressure_rmse_kpa_mean,pressure_rmse_kpa_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_seed_ids,pressure_r2_mean,pressure_r2_std,pressure_r2_available_seeds,pressure_r2_seed_ids,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_seed_ids,temperature_mae_k_mean,temperature_mae_k_std,temperature_mae_k_available_seeds,temperature_mae_k_seed_ids,temperature_rmse_k_mean,temperature_rmse_k_std,temperature_rmse_k_available_seeds,temperature_rmse_k_seed_ids,temperature_r2_mean,temperature_r2_std,temperature_r2_available_seeds,temperature_r2_seed_ids,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_seed_ids,y_mae_mean,y_mae_std,y_mae_available_seeds,y_mae_seed_ids,y_rmse_mean,y_rmse_std,y_rmse_available_seeds,y_rmse_seed_ids,y_r2_mean,y_r2_std,y_r2_available_seeds,y_r2_seed_ids,y_system_macro_mae_mean,y_system_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_seed_ids,y_component_macro_mae_mean,y_component_macro_mae_std,y_component_macro_mae_available_seeds,y_component_macro_mae_seed_ids,valid_coverage_mean,valid_coverage_std,valid_coverage_available_seeds,valid_coverage_seed_ids,solver_failure_rate_mean,solver_failure_rate_std,solver_failure_rate_available_seeds,solver_failure_rate_seed_ids,nonphysical_rate_mean,nonphysical_rate_std,nonphysical_rate_available_seeds,nonphysical_rate_seed_ids,attempted_samples_mean,attempted_samples_std,attempted_samples_available_seeds,attempted_samples_seed_ids,systems_mean,systems_std,systems_available_seeds,systems_seed_ids
overall_binary,Binary-only model: binary test,direction,,isothermal,,5,5,0;1;2;3;4,17.262135158374566,8.416607348182543,5,0;1;2;3;4,35.127726635075256,14.934414825945478,5,0;1;2;3;4,0.9108506533817564,0.0512180246756719,5,0;1;2;3;4,15.91422283605057,6.583075390991248,5,0;1;2;3;4,,,0,,,,0,,,,0,,,,0,,0.0680888141324405,0.0145774561329838,5,0;1;2;3;4,0.1023410598434506,0.0231019420681107,5,0;1;2;3;4,0.8978954890139512,0.0489584967895303,5,0;1;2;3;4,0.0636043583137335,0.0137915428250499,5,0;1;2;3;4,0.0637264453111746,0.0134641802044956,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,678.2,78.63650551747578,5,0;1;2;3;4,21.6,2.8809720581775866,5,0;1;2;3;4
overall_binary,Binary-only model: binary test,direction,,isobaric,,5,5,0;1;2;3;4,,,0,,,,0,,,,0,,,,0,,5.752372027794524,1.608178444882709,5,0;1;2;3;4,8.085146969141354,2.503347135952369,5,0;1;2;3;4,0.9195989389927344,0.0516877330633514,5,0;1;2;3;4,6.512365346378869,1.751712114742359,5,0;1;2;3;4,0.0637518677363812,0.0216559720847034,5,0;1;2;3;4,0.0917143302052774,0.0270314717395793,5,0;1;2;3;4,0.9084988687579107,0.0575640587978737,5,0;1;2;3;4,0.0659795763571206,0.0222077439035882,5,0;1;2;3;4,0.0638134470594417,0.0165980953142953,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,859.4,50.54008310242475,5,0;1;2;3;4,32.8,3.1144823004794877,5,0;1;2;3;4
overall_binary_ternary,Joint model: binary test,direction_cardinality,2.0,isothermal,,5,5,0;1;2;3;4,18.568153754905676,6.403813464631156,5,0;1;2;3;4,40.45119633560769,14.088881675885563,5,0;1;2;3;4,0.8824642257858939,0.0516791785684752,5,0;1;2;3;4,17.836926029471492,5.492802450553921,5,0;1;2;3;4,,,0,,,,0,,,,0,,,,0,,0.0719894761801644,0.0157898153058829,5,0;1;2;3;4,0.108251794888857,0.0203408847513244,5,0;1;2;3;4,0.8872156742691242,0.0439171975898961,5,0;1;2;3;4,0.0715415771189876,0.0182643184201942,5,0;1;2;3;4,0.0713189191468572,0.0186620565339997,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,678.2,78.63650551747578,5,0;1;2;3;4,21.6,2.8809720581775866,5,0;1;2;3;4
overall_binary_ternary,Joint model: binary test,direction_cardinality,2.0,isobaric,,5,5,0;1;2;3;4,,,0,,,,0,,,,0,,,,0,,5.72338739063226,1.5597545112232722,5,0;1;2;3;4,8.155202238327556,2.019872803633553,5,0;1;2;3;4,0.9254760428608868,0.0246896528540097,5,0;1;2;3;4,6.540823553942983,1.8694217829742763,5,0;1;2;3;4,0.0680054023954947,0.0161305241062634,5,0;1;2;3;4,0.098743861013427,0.0175878837834736,5,0;1;2;3;4,0.8979761431594205,0.0392921133928849,5,0;1;2;3;4,0.0686761910692835,0.0145738100528824,5,0;1;2;3;4,0.0674788282175353,0.0148332392262755,5,0;1;2;3;4,1.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,0.0,0.0,5,0;1;2;3;4,859.4,50.54008310242475,5,0;1;2;3;4,32.8,3.1144823004794877,5,0;1;2;3;4
