protocol,test_subset,scope,component_count,direction,subgroup,requested_seeds,scope_available_seeds,scope_seed_ids,pressure_mae_kpa_mean,pressure_mae_kpa_std,pressure_mae_kpa_available_seeds,pressure_mae_kpa_seed_ids,pressure_rmse_kpa_mean,pressure_rmse_kpa_std,pressure_rmse_kpa_available_seeds,pressure_rmse_kpa_seed_ids,pressure_r2_mean,pressure_r2_std,pressure_r2_available_seeds,pressure_r2_seed_ids,pressure_system_macro_mae_kpa_mean,pressure_system_macro_mae_kpa_std,pressure_system_macro_mae_kpa_available_seeds,pressure_system_macro_mae_kpa_seed_ids,temperature_mae_k_mean,temperature_mae_k_std,temperature_mae_k_available_seeds,temperature_mae_k_seed_ids,temperature_rmse_k_mean,temperature_rmse_k_std,temperature_rmse_k_available_seeds,temperature_rmse_k_seed_ids,temperature_r2_mean,temperature_r2_std,temperature_r2_available_seeds,temperature_r2_seed_ids,temperature_system_macro_mae_k_mean,temperature_system_macro_mae_k_std,temperature_system_macro_mae_k_available_seeds,temperature_system_macro_mae_k_seed_ids,y_mae_mean,y_mae_std,y_mae_available_seeds,y_mae_seed_ids,y_rmse_mean,y_rmse_std,y_rmse_available_seeds,y_rmse_seed_ids,y_r2_mean,y_r2_std,y_r2_available_seeds,y_r2_seed_ids,y_system_macro_mae_mean,y_system_macro_mae_std,y_system_macro_mae_available_seeds,y_system_macro_mae_seed_ids,y_component_macro_mae_mean,y_component_macro_mae_std,y_component_macro_mae_available_seeds,y_component_macro_mae_seed_ids,valid_coverage_mean,valid_coverage_std,valid_coverage_available_seeds,valid_coverage_seed_ids,solver_failure_rate_mean,solver_failure_rate_std,solver_failure_rate_available_seeds,solver_failure_rate_seed_ids,nonphysical_rate_mean,nonphysical_rate_std,nonphysical_rate_available_seeds,nonphysical_rate_seed_ids,attempted_samples_mean,attempted_samples_std,attempted_samples_available_seeds,attempted_samples_seed_ids,systems_mean,systems_std,systems_available_seeds,systems_seed_ids
overall_binary_ternary,Joint model: ternary test,direction_cardinality,3,isothermal,,5,4,0;2;3;4,4.432178232329201,3.3947895839499784,4,0;2;3;4,5.682561453909246,4.072943183216452,4,0;2;3;4,0.8879059429112945,0.1295355666124142,4,0;2;3;4,3.979751674185757,2.161242685959126,4,0;2;3;4,,,0,,,,0,,,,0,,,,0,,0.0531483658510582,0.0160129429902432,4,0;2;3;4,0.0729410001777045,0.0197384907998394,4,0;2;3;4,0.9093075333577328,0.0480956133961233,4,0;2;3;4,0.0559087354999527,0.0189546947633783,4,0;2;3;4,0.0558453210727654,0.0189988133089863,4,0;2;3;4,1.0,0.0,4,0;2;3;4,0.0,0.0,4,0;2;3;4,0.0,0.0,4,0;2;3;4,110.75,37.91547617178681,4,0;2;3;4,2.0,0.816496580927726,4,0;2;3;4
overall_binary_ternary,Joint model: ternary test,direction_cardinality,3,isobaric,,5,4,0;1;2;4,,,0,,,,0,,,,0,,,,0,,2.6687373387467908,0.4594807570347041,4,0;1;2;4,3.6043239879659055,0.7954248604259285,4,0;1;2;4,0.9486937853563164,0.0395684549968499,4,0;1;2;4,2.8295746911203365,0.7715374281295944,4,0;1;2;4,0.0504340802523392,0.0138211622170183,4,0;1;2;4,0.0695302332337687,0.0233128212194729,4,0;1;2;4,0.8912809384333515,0.0790178046563386,4,0;1;2;4,0.0561312468669771,0.0228214722171181,4,0;1;2;4,0.0574529427214118,0.0233190315816928,4,0;1;2;4,1.0,0.0,4,0;1;2;4,0.0,0.0,4,0;1;2;4,0.0,0.0,4,0;1;2;4,111.0,49.15960401250875,4,0;1;2;4,3.25,1.2583057392117916,4,0;1;2;4
