epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_physics_weight_scale,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,physics,16.00126075744629,3.7008525848457667,0.5,0.005809349621194797,0.018725550611953655,0.003298359660216397,0.0,0.017428340223492392,0.0006070352932235441,0.017940229304314617,0.0049877987510397355,0.0,0.0,0.02220317070689502,0.0017690420329905348
2,physics,7.571474552154541,2.991803473992279,1.0,0.0049707917373257105,0.01818943320745377,0.0029307643975510023,0.0,0.01757284403364766,0.00057657133062056,0.017646590637257847,0.004430845254363028,0.0,0.0,0.021610421975000935,0.0017484084580682876
3,physics,7.004200458526611,3.3031752005687345,1.0,0.004663566518828301,0.018848292891749004,0.002762922165194946,0.0,0.017399893508828673,0.0005492584441881882,0.01785604280716772,0.005313829618104142,0.0,0.0,0.02223094013936558,0.001717982850232269
4,physics,8.979589462280273,3.3020531782761027,1.0,0.0045132839662387954,0.017700433984696392,0.002650548381084877,0.0,0.0165475730511619,0.0005335235993617467,0.0173201666740406,0.004589309375333642,0.0,0.0,0.021323324488251204,0.0017085031050085102
5,physics,6.15142822265625,2.417314684868825,1.0,0.004384088494714267,0.0171210418508937,0.0025690094422092984,0.0,0.016031452596663023,0.0005178337865287413,0.017085377126932144,0.004678918896417755,0.0,0.0,0.02110443584840675,0.001679599386559994
6,physics,8.588822364807129,2.7668941992441076,1.0,0.004301976883165256,0.016730633051398908,0.002502957948006748,0.0,0.015677314641789914,0.000507063263946517,0.016979183841886212,0.004691110567461909,0.0,0.0,0.020976430644098938,0.0016516914368662034
7,physics,5.90578556060791,2.53710519035893,1.0,0.004224610074713391,0.017358594817578236,0.0024325525346649383,0.0,0.015836257628089587,0.0004997976368529736,0.017199769696026,0.00448306368154551,0.0,0.0,0.021093045563584358,0.0016517439999445354
8,physics,8.087891578674316,2.733879707463656,1.0,0.004199514088505641,0.01695637436802757,0.0023972616866371112,0.0,0.015561907636676852,0.00048694468548796577,0.017490938091126267,0.004257227164935371,0.0,0.0,0.021281106067926252,0.0016615544456736393
9,physics,6.928995609283447,2.9375742905185804,1.0,0.0041580540643507136,0.01704182305738854,0.002370743522411901,0.0,0.015530426568895979,0.00048071749441439134,0.017420403729255334,0.004489065982506238,0.0,0.0,0.021323981707361366,0.0016590448855747027
10,physics,11.99079704284668,3.2671903254343793,1.0,0.004150681805778998,0.016304826265984732,0.002354834414907382,0.0,0.015130178854982551,0.000472249699669718,0.017551276268532385,0.004450414222090857,0.0,0.0,0.02142589244162589,0.0016494088170453207
