epoch,stage,train_activity_coefficient,train_direct_thermodynamic_total,train_excess_gibbs,train_fugacity_warmup_scale,train_gamma_component_coverage,train_ge_state_coverage,train_gradient_norm,train_total,train_vle_pressure,train_vle_pure_vapor_pressure,train_vle_teacher_forced_fugacity,train_vle_temperature,train_vle_total,train_vle_vapor_composition,validation_isobaric_coverage,validation_isobaric_solver_failure_rate,validation_isobaric_temperature_mae_k,validation_isobaric_y_mae,validation_isothermal_coverage,validation_isothermal_pressure_mae_kpa,validation_isothermal_solver_failure_rate,validation_isothermal_y_mae
1,stage1_direct_ge,0.006221773759151053,0.004137242394208651,0.001026355518209992,0.0,0.6514716439339555,0.5385498923187365,0.09145699738386459,0.004137242394208651,,,,,,,1.0,0.0,2.8231772971791353,0.025766299612010424,1.0,10.505936075949066,0.0,0.03088408273403812
2,stage1_direct_ge,0.0055056981351935255,0.00366625019054317,0.0009134011431373201,0.0,0.6514716439339555,0.5385498923187365,0.06535549141033382,0.00366625019054317,,,,,,,1.0,0.0,2.803158624282431,0.027766616788155674,1.0,9.921886898537487,0.0,0.029684363763694533
3,stage1_direct_ge,0.004591705280905008,0.0032112016855376023,0.0009153490758937906,0.0,0.6514716439339555,0.5385498923187365,0.05102421923434229,0.0032112016855376023,,,,,,,1.0,0.0,2.836705837574609,0.02768169481979905,1.0,9.62837911164969,0.0,0.03172429786687251
4,stage1_direct_ge,0.004615192085020485,0.0032408637211946215,0.0009332676741380809,0.0,0.6514716439339555,0.5385498923187365,0.05142712424812091,0.0032408637211946215,,,,,,,1.0,0.0,2.916511784388783,0.029308274416189356,1.0,9.724272417656534,0.0,0.027736675667305227
5,stage1_direct_ge,0.0044870577595475455,0.003100778599392037,0.0008572497127110664,0.0,0.6514716439339555,0.5385498923187365,0.04856517937807239,0.003100778599392037,,,,,,,1.0,0.0,2.556438849604624,0.027424037804217455,1.0,9.760522371385871,0.0,0.030708744039982656
6,stage1_direct_ge,0.004034929276408583,0.0028996040907535337,0.0008821394311548969,0.0,0.6514716439339555,0.5385498923187365,0.04311844778420338,0.0028996040907535337,,,,,,,1.0,0.0,2.7202687596230604,0.027767377368078074,1.0,9.85480083471191,0.0,0.030264344981266674
7,stage1_direct_ge,0.00444415322991659,0.0031255820565519363,0.0009035054308045401,0.0,0.6514716439339555,0.5385498923187365,0.055405348005563515,0.0031255820565519363,,,,,,,1.0,0.0,2.8329079375997948,0.027914786461385194,1.0,9.957213134617604,0.0,0.03182218301591673
8,stage1_direct_ge,0.004610302056368421,0.003201640966132401,0.0008964899306273126,0.0,0.6514716439339555,0.5385498923187365,0.04883554297347593,0.003201640966132401,,,,,,,1.0,0.0,2.736473780722515,0.029558952959992724,1.0,10.198078927515324,0.0,0.032636818830892936
9,stage1_direct_ge,0.004088714082303477,0.002907411787359409,0.0008630547388951506,0.0,0.6514716439339555,0.5385498923187365,0.04728495915716532,0.002907411787359409,,,,,,,1.0,0.0,2.788701578776046,0.02945421153289309,1.0,10.108949293998664,0.0,0.03010453257998553
10,stage1_direct_ge,0.004246873082024796,0.0030138756883279164,0.0008904391176308647,0.0,0.6514716439339555,0.5385498923187365,0.05476676742656575,0.0030138756883279164,,,,,,,1.0,0.0,2.9881416398765412,0.027988315655458618,1.0,9.717466637654104,0.0,0.02819190137589714
11,stage1_direct_ge,0.003988191056983213,0.002823573584305303,0.000829478064989865,0.0,0.6514716439339555,0.5385498923187365,0.0457022779508195,0.002823573584305303,,,,,,,1.0,0.0,3.0038672766024193,0.0296460515304157,1.0,10.603916863196737,0.0,0.03340868740122611
12,stage1_direct_ge,0.004224684741214313,0.002951181480060656,0.000838839105274916,0.0,0.6514716439339555,0.5385498923187365,0.04444525887426163,0.002951181480060656,,,,,,,1.0,0.0,3.057909703312711,0.03148834647186708,1.0,9.153553785025638,0.0,0.02647752724705513
13,stage1_direct_ge,0.0041832566083451015,0.0029711318669649483,0.0008795035363628602,0.0,0.6514716439339555,0.5385498923187365,0.04276573208922203,0.0029711318669649483,,,,,,,1.0,0.0,2.9016017407048387,0.028603168886965777,1.0,10.131152459558031,0.0,0.032261782510663826
14,stage1_direct_ge,0.0038691229862879697,0.0027681934685036486,0.0008336319754515926,0.0,0.6514716439339555,0.5385498923187365,0.03829040837026892,0.0027681934685036486,,,,,,,1.0,0.0,2.9021809658226903,0.031063596286621722,1.0,10.065066948581482,0.0,0.03333565636992601
15,stage1_direct_ge,0.003794195736712948,0.00274622292222411,0.0008491250509948604,0.0,0.6514716439339555,0.5385498923187365,0.037034017995951934,0.00274622292222411,,,,,,,1.0,0.0,2.8524447995670834,0.02854295684062613,1.0,9.975277603562851,0.0,0.02919280591088213
16,stage1_direct_ge,0.003670482966535419,0.0026598796952025778,0.000824638223507976,0.0,0.6514716439339555,0.5385498923187365,0.04464726590384961,0.0026598796952025778,,,,,,,1.0,0.0,3.230662785365344,0.03185866495930523,1.0,10.282077791296999,0.0,0.03411324299380586
17,stage1_direct_ge,0.0036773733533109884,0.0026660355133568095,0.0008273488547110078,0.0,0.6514716439339555,0.5385498923187365,0.038760765578279545,0.0026660355133568095,,,,,,,1.0,0.0,3.016788976070657,0.029780893036835333,1.0,10.840412444775273,0.0,0.03209776426021367
18,stage1_direct_ge,0.003620767689524626,0.002664360366073054,0.0008539765119089291,0.0,0.6514716439339555,0.5385498923187365,0.043654752562821385,0.002664360366073054,,,,,,,1.0,0.0,2.979664000722326,0.03237564577055232,1.0,10.162270215050334,0.0,0.03131289784906452
19,stage1_direct_ge,0.003909553258498624,0.0027932647567032454,0.0008384881265179307,0.0,0.6514716439339555,0.5385498923187365,0.045146241046525724,0.0027932647567032454,,,,,,,1.0,0.0,3.0574756542493566,0.03136252190771475,1.0,10.549288640051559,0.0,0.030428901639773846
20,stage1_direct_ge,0.0037288575230951223,0.002710244526360545,0.0008458157680221357,0.0,0.6514716439339555,0.5385498923187365,0.037367700297072565,0.002710244526360545,,,,,,,1.0,0.0,3.0827505753046127,0.0300661163700142,1.0,10.532570704637177,0.0,0.031012821424742605
1,stage2_joint_vle,0.005095364812966128,0.0035314689096690496,0.000983786509023466,0.0,0.6514716439339555,0.5385498923187365,4.560365124854439,0.019200631359636205,0.008004904131265323,0.01372356543948236,0.0,0.0,0.015669162658745878,0.0008024757855343823,1.0,0.0,2.6588735642630374,0.025868820771288888,1.0,9.112850289786167,0.0,0.028091707063573838
2,stage2_joint_vle,0.004705141012925235,0.0032600502147254375,0.0009074796859282942,0.0,0.6514716439339555,0.5385498923187365,3.333424058100857,0.013999574760620918,0.004649067907116115,0.010926049485754513,0.0,0.0,0.01073952454589548,0.0006274318321954328,1.0,0.0,2.8731851070060657,0.02925667276001947,1.0,9.013729717874932,0.0,0.028232135743051567
3,stage2_joint_vle,0.0043510953867667585,0.003118932570483902,0.0009433848673894959,0.0,0.6514716439339555,0.5385498923187365,3.7642927196157636,0.014618756600949119,0.0052609192024935135,0.011184027689400116,0.0,0.0,0.01149982410320599,0.0006468910632246526,1.0,0.0,2.6478726352218285,0.02689643974116289,1.0,8.977282178891949,0.0,0.02944966728449796
4,stage2_joint_vle,0.004618145154230163,0.0032185112806779183,0.0009094387145274388,0.0,0.6514716439339555,0.5385498923187365,6.056558365010565,0.024119702816458803,0.009573881056130317,0.021010940874026177,0.0,0.0,0.020901191656592075,0.0008218402767049822,1.0,0.0,3.6272612070051173,0.035504609144313505,1.0,10.000847538440059,0.0,0.033374932691474006
5,stage2_joint_vle,0.004815086922477944,0.0033661571312602143,0.0009586136815207024,0.0,0.6514716439339555,0.5385498923187365,4.695093606824252,0.017532579324155383,0.006750066847254957,0.013027906209636246,0.0,0.0,0.014166422186476865,0.0009024022128757247,1.0,0.0,2.803638127459225,0.02593512378995298,1.0,9.204572339682514,0.0,0.03273483946070393
