epoch,stage,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_teacher_forced_fugacity,train_temperature,train_total,train_vapor_composition,validation_pressure,validation_pure_vapor_pressure,validation_teacher_forced_fugacity,validation_temperature,validation_total,validation_vapor_composition
1,experimental,54.001869201660156,16.67257681950599,0.6274412586608668,1.1145817254908352,0.0,0.0,1.228309017115795,0.04357689999437912,0.07546946154304998,0.07441530684333536,0.0,0.0,0.12226471794185353,0.009587604135497292
2,experimental,21.105213165283203,8.920902919144512,0.14303264864901263,0.24114826659789196,0.0,0.0,0.2742815815124994,0.010674797870553455,0.1067924131060121,0.1339399976220297,0.0,0.0,0.1833405124755641,0.009578099571613234
3,experimental,23.92879295349121,8.11501968470365,0.11563168833216161,0.20518684635094855,0.0,0.0,0.22841279981261278,0.010187690064771241,0.04557367972102924,0.05319076168596448,0.0,0.0,0.07781593471913789,0.005646873909553781
4,experimental,15.235922813415527,6.451371707925185,0.08424275914084203,0.15766350628619,0.0,0.0,0.1728801246580812,0.009805613748248097,0.059804107178354736,0.06093805236973573,0.0,0.0,0.09596183881237733,0.005688706721035551
5,experimental,19.141403198242188,6.46543376881997,0.07649987525837021,0.16011070357055993,0.0,0.0,0.16624509924948633,0.009689873185969287,0.033251554570832655,0.03953332164839132,0.0,0.0,0.059984064962140364,0.006965850486851006
6,experimental,20.0704288482666,5.645419329976612,0.06233330743511983,0.15060271907756415,0.0,0.0,0.1474465486333367,0.009811882189377815,0.04145581067646321,0.05309002887253737,0.0,0.0,0.07457761796404473,0.006576792788761321
7,experimental,16.339757919311523,5.465368417473,0.04739052674545269,0.1332516182156495,0.0,0.0,0.12262168224372762,0.008605347139604832,0.022419564944891193,0.04186069935708497,0.0,0.0,0.04901532176418684,0.005665408079025906
8,experimental,15.312095642089844,6.7039187234531346,0.04445345795664991,0.11973101056843759,0.0,0.0,0.1123379731727751,0.008019009944109031,0.03367643421562157,0.06419338534275691,0.0,0.0,0.0747298321394778,0.008956705537434686
9,experimental,22.198610305786133,7.3356855791419475,0.04163735934302636,0.10972456244257604,0.0,0.0,0.10438953996903996,0.007889899661416728,0.027990542148327947,0.04345575910969753,0.0,0.0,0.05553838922016656,0.005819967303851351
10,experimental,22.148706436157227,7.453040631731147,0.038081566861119846,0.09898058415351764,0.0,0.0,0.09474909012709258,0.007177231774504602,0.038125149016060046,0.05169541707531137,0.0,0.0,0.06803605079057798,0.00406319047996209
