epoch,stage,train_boundary,train_continuity,train_gradient_norm_max,train_gradient_norm_mean,train_pressure,train_pure_vapor_pressure,train_solver,train_temperature,train_total,train_vapor_composition,validation_boundary,validation_continuity,validation_pressure,validation_pure_vapor_pressure,validation_solver,validation_temperature,validation_total,validation_vapor_composition
1,experimental,0.0,0.0,35.01405715942383,16.714169771759956,1.208202466038784,2.0270787129576724,0.0,0.0,2.301453503319055,0.07971168534983569,0.0,0.0,0.7981028924359074,0.6857103427357712,0.0,0.0,1.2112525570488488,0.0702944921464447
2,experimental,0.0,0.0,28.278127670288086,10.86358637927738,0.7430984202781542,1.3132398255463706,0.0,0.0,1.4778278002672025,0.07810946556317308,0.0,0.0,0.7794281867490057,0.7082975992368629,0.0,0.0,1.2009534222191205,0.06737643508265549
3,experimental,0.0,0.0,28.442903518676758,11.704244583840826,0.5973862747072466,1.2442591559126241,0.0,0.0,1.2946852369360908,0.075169386208756,0.0,0.0,0.8534304482048383,0.6692091131098469,0.0,0.0,1.2512023458531971,0.06316735237916737
4,experimental,0.0,0.0,36.974754333496094,11.490841774394726,0.5214880368045814,1.2100636475753066,0.0,0.0,1.2016961998626268,0.07517633926823591,0.0,0.0,0.4933849832008096,0.538049485224821,0.0,0.0,0.8217180216280449,0.05930829153024159
5,experimental,0.0,0.0,35.606014251708984,11.71784835330244,0.4519338752336465,1.1597887483558715,0.0,0.0,1.1067538006815236,0.0749255531339341,0.0,0.0,0.4827130473650812,0.6450449025043693,0.0,0.0,0.8612636302175855,0.056028128089757774
6,experimental,0.0,0.0,40.956119537353516,13.283379328714888,0.43355969079253887,1.1963004650901978,0.0,0.0,1.1091149504977151,0.07740502702747408,0.0,0.0,0.6090409321056295,0.8582123563532535,0.0,0.0,1.0997332145956822,0.06158611206362778
7,experimental,0.0,0.0,25.368398666381836,11.824902212269622,0.3874650946329789,1.0631341516988837,0.0,0.0,0.9957640104037845,0.07673184923485898,0.0,0.0,0.2590306268620427,0.5291640724257713,0.0,0.0,0.5837681327045123,0.060155474957847725
8,experimental,0.0,0.0,39.2550163269043,12.382784774516981,0.37593591188214964,1.0572830888430162,0.0,0.0,0.980498614316048,0.07592115173152172,0.0,0.0,0.31586667455872647,0.6451099274864784,0.0,0.0,0.6921025709556191,0.05368093425163315
9,experimental,0.0,0.0,48.9057502746582,12.015676198000847,0.3369118015813752,1.0842886041446111,0.0,0.0,0.9562702809586192,0.07721417406262597,0.0,0.0,0.213043781371922,0.6071216903187474,0.0,0.0,0.580114932585977,0.06351031149280614
10,experimental,0.0,0.0,70.82960510253906,13.557082223126347,0.322032594017554,1.0697695124841016,0.0,0.0,0.9332768688704202,0.07635951391363986,0.0,0.0,0.2571277204531447,0.7958023390825089,0.0,0.0,0.7241222170498671,0.06909332907791112
